family,subset,cluster_id,panel_id,n_agents,topology,regime,disruption,coupling_strength,sampling_temperature,initial_condition,sweeps,attempted_updates,retained_updates,valid_fraction,mean_belief_magnetization,mean_abs_belief_magnetization,mean_action_magnetization,mean_abs_action_magnetization,mean_belief_action_overlap,mean_belief_disagreement,belief_susceptibility,action_susceptibility,belief_integrated_autocorrelation_time_updates,action_integrated_autocorrelation_time_updates,relaxation_time_sweeps,configuration_entropy,entropy_rate_nats_per_update,single_agent_marginal_entropy,total_correlation,mean_reference_energy_per_agent,energy_fluctuation_N_var_e,mean_spatial_belief_correlation,raw_block_kl_nats_per_update,time_shuffle_floor_nats_per_update,adjusted_block_irreversibility_nats_per_update,history_order_1_conditional_mutual_information,energy_entropy_loop_area,belief_transition_minus_plus,belief_transition_plus_minus,mean_confidence,message_opportunities,messages_delivered,wire_bytes,prompt_tokens,generated_tokens,latency_seconds,privacy_mutations
A_order_fluctuation,modular_primary,A_mod_n8_g0,A_mod_n8_g0_J0.35_T0.50,8,modular,markovized,nominal,0.35,0.5,disordered,30,240,176,1.0,0.018465909090909092,0.018465909090909092,0.018465909090909092,0.018465909090909092,1.0,0.6529356060606062,0.03439935064935064,0.03439935064935064,6.2438890259736715,6.2438890259736715,1.0,0.3127339687477458,0.14803210404254813,0.03925939464212919,0.3154163455263213,-1.5291903409090912,0.012408725649350649,-0.30587121212121215,0.0,0.004672431202259907,-0.004672431202259907,0.0024194785832915735,1.106148978901814,2,2,0.6583735795454546,176,176,3168,96928,14218,283.4068344309926,0
A_order_fluctuation,modular_primary,A_mod_n8_g0,A_mod_n8_g0_J0.35_T0.85,8,modular,markovized,nominal,0.35,0.85,disordered,30,240,176,1.0,0.03977272727272727,0.03977272727272727,0.03977272727272727,0.03977272727272727,1.0,0.6354166666666667,0.10727272727272727,0.10727272727272727,8.778377088832165,8.778377088832165,1.0,0.47413491364925225,0.2150678322306161,0.06800812950281152,0.6139951583957319,-1.5367897727272728,0.015324512987013005,-0.27083333333333337,0.019352859280039915,0.013220813441747912,0.006132045838292003,0.02092418539209409,0.7701363015541585,3,3,0.7321661931818181,176,176,3168,96830,14159,282.44345182180405,0
A_order_fluctuation,modular_primary,A_mod_n8_g0,A_mod_n8_g0_J0.80_T0.50,8,modular,markovized,nominal,0.8,0.5,disordered,30,240,176,1.0,0.026988636363636364,0.026988636363636364,0.026988636363636364,0.026988636363636364,1.0,0.6396780303030304,0.048425324675324684,0.048425324675324684,8.591630569835282,8.591630569835282,1.0,0.34221733569811347,0.11375309045510942,0.04277716696226418,0.34221733569811347,-1.5425426136363638,0.0204596996753247,-0.2793560606060606,0.0,0.00010824439723141538,-0.00010824439723141538,0.001505610852387096,0.8681887554131933,2,2,0.7288707386363636,176,176,3168,96670,14172,282.8328746929765,0
A_order_fluctuation,modular_primary,A_mod_n8_g0,A_mod_n8_g0_J0.80_T0.85,8,modular,markovized,nominal,0.8,0.85,disordered,30,240,176,1.0,0.05113636363636364,0.05113636363636364,0.05113636363636364,0.05113636363636364,1.0,0.6316287878787878,0.08181818181818182,0.08181818181818182,7.191536145905157,7.191536145905157,1.0,0.6481038437971254,0.2441534843695944,0.09112155439878347,0.7430565190863021,-1.5316761363636362,0.03241282467532467,-0.26325757575757575,0.0,0.017103876162499726,-0.017103876162499726,0.0035787527548851446,0.5296914966220783,4,4,0.7464133522727271,176,176,3168,96447,14044,280.1675825715065,0
A_order_fluctuation,modular_primary,A_mod_n8_g1,A_mod_n8_g1_J0.35_T0.50,8,modular,markovized,nominal,0.35,0.5,disordered,30,240,176,1.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666667,0.0,0.0,1.0,1.0,1.0,-0.0,0.0,0.0,0.0,-1.5250000000000001,3.966843409111374e-31,-0.33333333333333337,0.0,0.0,0.0,0.0,2.0881319489867414,0,0,0.6632244318181818,176,176,3168,96764,14177,282.7222211435437,0
A_order_fluctuation,modular_primary,A_mod_n8_g1,A_mod_n8_g1_J0.35_T0.85,8,modular,markovized,nominal,0.35,0.85,disordered,30,240,176,1.0,-0.03409090909090909,0.03409090909090909,-0.03409090909090909,0.03409090909090909,1.0,0.6382575757575758,0.059220779220779216,0.059220779220779216,10.998181311998286,10.998181311998286,1.0,0.47498917898057613,0.19601977115696198,0.059841880880060275,0.48248091510038826,-1.5377840909090907,0.02388506493506495,-0.27651515151515155,0.0,0.008997256327866127,-0.008997256327866127,0.0029491332489544877,1.5253692092890478,3,3,0.6874857954545455,176,176,3168,96829,14212,283.3196730352938,0
A_order_fluctuation,modular_primary,A_mod_n8_g1,A_mod_n8_g1_J0.80_T0.50,8,modular,markovized,nominal,0.8,0.5,disordered,30,240,176,1.0,-0.005681818181818182,0.005681818181818182,-0.005681818181818182,0.005681818181818182,1.0,0.6647727272727273,0.011168831168831168,0.011168831168831168,3.956423129245394,3.956423129245394,1.0,0.10847133903591605,0.06285659295671814,0.013558917379489506,0.10847133903591605,-1.522443181818182,0.0022616883116883045,-0.32954545454545453,0.0,0.00010474037250110088,-0.00010474037250110088,0.001984638549292951,1.86106001133545,1,1,0.7649360795454544,176,176,3168,96549,14158,282.6600042954087,0
A_order_fluctuation,modular_primary,A_mod_n8_g1,A_mod_n8_g1_J0.80_T0.85,8,modular,markovized,nominal,0.8,0.85,disordered,30,240,176,1.0,-0.002840909090909091,0.002840909090909091,-0.002840909090909091,0.002840909090909091,1.0,0.6638257575757577,0.0056493506493506505,0.0056493506493506505,1.9940229885057472,1.9940229885057472,1.0,0.06217765171742484,0.056917901833772024,0.007772206464678105,0.06217765171742484,-1.5268465909090911,0.0023868506493506525,-0.3276515151515152,0.0,4.35362747527833e-05,-4.35362747527833e-05,0.007466105255179427,2.0720025854648894,1,1,0.7598721590909091,176,176,3168,96537,14152,282.31697542220354,0
A_order_fluctuation,modular_primary,A_mod_n8_g2,A_mod_n8_g2_J0.35_T0.50,8,modular,markovized,nominal,0.35,0.5,disordered,30,240,176,1.0,0.0,0.0,0.0,0.0,1.0,0.33333333333333337,0.0,0.0,1.0,1.0,1.0,-0.0,0.0,0.0,0.0,-2.0749999999999997,1.5867373636445496e-30,0.33333333333333337,0.0,0.0,0.0,0.0,1.1344374516153302,0,0,0.6498579545454547,176,176,3168,96934,14242,284.5001780875027,0
A_order_fluctuation,modular_primary,A_mod_n8_g2,A_mod_n8_g2_J0.35_T0.85,8,modular,markovized,nominal,0.35,0.85,disordered,30,240,176,1.0,-0.007102272727272727,0.007102272727272727,-0.007102272727272727,0.007102272727272727,1.0,0.3357007575757576,0.01387987012987013,0.01387987012987013,4.923739467856137,4.923739467856137,1.0,0.12916775796925786,0.06490912104531232,0.016145969746157233,0.12916775796925786,-2.063991477272727,0.03334638798701303,0.3285984848484849,0.0,6.625923114944938e-05,-6.625923114944938e-05,0.001485434812865361,1.516188073895547,1,1,0.7219176136363636,176,176,3168,96913,14225,283.5682046189904,0
