study,factor,metric,bootstrap_replicates,ci_high,ci_low,estimate,holm_adjusted_pvalue,independent_clusters,raw_sign_flip_pvalue
V12_discovery,coupling_strength,belief_integrated_autocorrelation_time_updates,10000.0,3.880520383629041,0.7809183951175636,2.318759526391482,0.0164983501649835,64.0,0.005499450054994501
V12_discovery,coupling_strength,belief_susceptibility,10000.0,0.06768752989105074,0.022822244209155688,0.045495300179054676,0.0011998800119988001,64.0,0.00019998000199980003
V12_discovery,coupling_strength,mean_abs_belief_magnetization,10000.0,0.05906168619791666,0.008605702718098957,0.03297932942708333,0.032596740325967405,64.0,0.016298370162983702
V12_discovery,sampling_temperature,belief_integrated_autocorrelation_time_updates,10000.0,-4.472612940239857,-7.530330970260119,-5.9899752027716495,0.0007999200079992001,64.0,9.999000099990002e-05
V12_discovery,sampling_temperature,belief_susceptibility,10000.0,-0.04658008958475498,-0.0992270485257515,-0.07355507754175998,0.0007999200079992001,64.0,9.999000099990002e-05
V12_discovery,sampling_temperature,mean_abs_belief_magnetization,10000.0,-0.024584197998046915,-0.0835370381673177,-0.053873697916666664,0.0024997500249975,64.0,0.0004999500049995
V12_discovery,persistent_memory,adjusted_block_kl_nats_per_update,10000.0,0.03399222863819807,0.003570369974258522,0.017899200994960836,,24.0,
