family,subset,cluster_id,panel_id,n_agents,topology,regime,disruption,coupling_strength,sampling_temperature,initial_condition,sweep,phase,belief_magnetization,action_magnetization,belief_action_overlap,belief_disagreement,configuration_entropy,entropy_rate,single_agent_marginal_entropy,total_correlation,reference_energy_per_agent,energy_variance,belief_susceptibility,spatial_belief_correlation,mean_confidence,messages_delivered,wire_bytes,message_current,workload_mean,workload_variance,local_configuration_entropy,cross_community_deliveries,corrupted_messages,macrostate_distance
A_order_fluctuation,modular_primary,A_mod_n8_g0,A_mod_n8_g0_J0.35_T0.50,8,modular,markovized,nominal,0.35,0.5,disordered,1,nominal,0.25,0.5,0.25,0.5833333333333334,1.4941751382893085,1.4286340571977703,0.15873586561927952,1.0455987116191638,-0.475,1.6315376984126981,0.0625,-0.22916666666666663,0.53984375,8,144,1.0,-0.34375,0.4443359375,1.3425491925418203,3,0,nan
A_order_fluctuation,modular_primary,A_mod_n8_g0,A_mod_n8_g0_J0.35_T0.50,8,modular,markovized,nominal,0.35,0.5,disordered,2,nominal,0.0,0.25,0.75,0.5,1.8903627753388677,1.8127477876735156,0.21905847208900225,1.6145727780851684,-1.1541666666666668,2.0142355324074073,0.058333333333333334,-0.18749999999999994,0.5531249999999999,16,288,1.0,-0.3671875,0.57611083984375,1.39139197112321,5,0,nan
A_order_fluctuation,modular_primary,A_mod_n8_g0,A_mod_n8_g0_J0.35_T0.50,8,modular,markovized,nominal,0.35,0.5,disordered,3,nominal,0.0,0.0,1.0,0.6666666666666666,2.2215276028105078,2.150122467603804,0.32288474874122,2.944628377049012,-1.525,3.763272946859903,0.12228260869565218,-0.22916666666666663,0.5686458333333332,24,432,1.0,-0.484375,0.5205891927083334,1.378650608195984,6,0,nan
A_order_fluctuation,modular_primary,A_mod_n8_g0,A_mod_n8_g0_J0.35_T0.50,8,modular,markovized,nominal,0.35,0.5,disordered,4,nominal,0.0,0.0,1.0,0.6666666666666666,1.9897880336161347,1.8638626538921848,0.32164874362883683,3.1565918644452546,-1.525,3.777918906810035,0.12852822580645162,-0.25520833333333326,0.5796093749999999,32,576,1.0,-0.60546875,0.4420013427734375,1.3478585374416765,9,0,nan
A_order_fluctuation,modular_primary,A_mod_n8_g0,A_mod_n8_g0_J0.35_T0.50,8,modular,markovized,nominal,0.35,0.5,disordered,5,nominal,0.0,0.0,1.0,0.6666666666666666,1.7557270169264672,1.5871669146213703,0.30100271372360077,3.060316402651145,-1.525,3.4731182336182336,0.1201923076923077,-0.2708333333333333,0.588375,40,720,1.0,-0.684375,0.37850585937500003,1.329383294989092,10,0,nan
A_order_fluctuation,modular_primary,A_mod_n8_g0,A_mod_n8_g0_J0.35_T0.50,8,modular,markovized,nominal,0.35,0.5,disordered,6,nominal,0.0,0.0,1.0,0.6666666666666666,1.1222297356350825,0.8833109521217613,0.2038110623151945,2.1387472614080294,-1.525,0.9643486467236465,0.08205128205128208,-0.29166666666666663,0.6054062499999999,40,720,1.0,-0.815625,0.269130859375,1.3119699215164788,10,0,nan
A_order_fluctuation,modular_primary,A_mod_n8_g0,A_mod_n8_g0_J0.35_T0.50,8,modular,markovized,nominal,0.35,0.5,disordered,7,nominal,0.0,0.0,1.0,0.6666666666666666,0.38131648785332906,0.226172345065522,0.0349310419791569,0.1775801838131813,-1.525,0.005127403846153835,0.012499999999999999,-0.3291666666666666,0.6171249999999999,40,720,1.0,-0.9375,0.08359375,1.2750194366113097,13,0,nan
A_order_fluctuation,modular_primary,A_mod_n8_g0,A_mod_n8_g0_J0.35_T0.50,8,modular,markovized,nominal,0.35,0.5,disordered,8,nominal,0.0,0.0,1.0,0.6666666666666666,-0.0,0.0,0.0,0.0,-1.525,0.0,0.0,-0.3333333333333333,0.6228125,40,720,1.0,-0.99375,0.006210937499999999,1.2554823251787537,14,0,nan
A_order_fluctuation,modular_primary,A_mod_n8_g0,A_mod_n8_g0_J0.35_T0.50,8,modular,markovized,nominal,0.35,0.5,disordered,9,nominal,0.0,0.0,1.0,0.6666666666666666,-0.0,0.0,0.0,0.0,-1.525,0.0,0.0,-0.3333333333333333,0.6278125,40,720,1.0,-1.0,0.0,1.2554823251787537,13,0,nan
A_order_fluctuation,modular_primary,A_mod_n8_g0,A_mod_n8_g0_J0.35_T0.50,8,modular,markovized,nominal,0.35,0.5,disordered,10,nominal,0.0,0.0,1.0,0.6666666666666666,-0.0,0.0,0.0,0.0,-1.525,0.0,0.0,-0.3333333333333333,0.6318750000000001,40,720,1.0,-1.0,0.0,1.2554823251787537,13,0,nan
