accepted_physical_actions_v8,action_policy_id,actionable_opportunities,agent_count,allocation_inequality_gini,application,attempted_sketch_messages,autonomous_beneficial_actions,autonomous_harmful_actions,autonomous_neutral_actions,belief_updates_from_delivered_sketches,beneficial_actions,commitment_failures,completed_at,complexity,consensus_recovery_steps,conservation_feasible,coupling,critical_shortage_exposure,cross_community_messages,decision_epochs,delivered_sketch_messages,delivered_useful_sketch_bytes,delivery_completion,detected_groups,detection_groups,detection_recall,disagreement_time_integrated_error,dropped_messages,dropped_sketch_messages,encoding,environment_seed,estimator_target,event_count,false_alarm_groups,false_alarm_rate,forwarded_sketch_messages,fragmentation,fully_counted_bytes,fully_counted_messages,harmful_actions,horizon,information_actions,information_condition,maximum_cascade_depth,maximum_conservation_residual,maximum_detection_delay_steps,maximum_message_age,mean_detection_delay_steps,mean_message_age,mean_quantization_l1_error,net_causal_utility,network_disruption,neutral_actions,normalized_autonomous_reward,normalized_time_integrated_estimation_error,operational_bytes,operational_messages,operational_node_count,operator_escalation_requests,operator_executed_actions,physical_actions,pointwise_estimation_mae_max,pointwise_estimation_mae_p90,pointwise_estimation_mae_p95,primary_distributed_state_error,primary_distributed_state_error_p95,privacy_boundary_pass,proposed_physical_actions,redundant_sketch_bytes,resource_waste,retries,run_id,scheduler,service_loss,service_reaching_actions,sketch_bytes,sketch_header_bytes,sketch_integrity_bytes,sketch_messages,sketch_on_wire_bytes,sketch_payload_bytes,stage,stale_belief_rows,stale_sketch_bytes,started_at,stochastic_tape_digest,time_to_first_critical_delivery,topology_family,total_bytes,total_messages,transmitted_sketch_messages,trigger_activation_rate,trigger_activations,trigger_configuration_digest,trigger_evaluations,trigger_reasons,weighted_unmet_critical_need,event_ledger_scope,belief_consensus_recovery,cascaded_failures,crew_travel,crew_utilization,repeated_work_orders,restoration_time_mean,unsafe_switching_or_isolation,unserved_critical_load_auc,candidate_name,configuration_digest,method,panel_id,sketch_on_wire_bytes_always,fully_counted_bytes_always,transmitted_sketch_messages_always,fully_counted_messages_always,normalized_time_integrated_estimation_error_always,primary_distributed_state_error_always,primary_distributed_state_error_p95_always,pointwise_estimation_mae_p95_always,disagreement_time_integrated_error_always,mean_detection_delay_steps_always,service_loss_always,autonomous_harmful_actions_always,normalized_autonomous_reward_always,sketch_byte_reduction,fully_counted_byte_reduction,message_reduction,estimation_error_increase,primary_estimation_error_increase,primary_p95_increase,pointwise_p95_increase,disagreement_error_increase,detection_delay_increase,service_loss_increase,harmful_action_increase,reward_degradation
160,frozen_local_rule,189,52,nan,utility_restoration,8250,75,44,41,0,75,nan,2026-08-17T04:58:37.033446+00:00,large,52.0,True,high,nan,235,20,6957,196860,nan,156,156,1.0,0.1285730293447267,104,1293,uint8_simplex,8811019,pooled_current_private_evidence_pre_exchange,30476,146,0.935897435897436,5262,high,435409,8454,44,100,700,private_fragmented,3,9.023892744153272e-13,15.0,0.0,0.0961538461538461,0.0,0.0019440169450598,13.705980877335929,high,41,-0.6106686184849528,0.0863592148214016,173235,743,30,193,0,160,0.1937644871545565,0.1275380654064151,0.1390992454278442,0.1074661220830642,0.151952301648876,True,388,39678,nan,0,v8-development-utility_restoration-large-high-high-high-grid-private_fragmented-8811019-tsallis_spectrum_change-1013b09ad56f-uint8_simplex-frozen_local_rule,tsallis_spectrum_change,3552.572586291844,13,0,185064,30844,0,262174,46266,development,0,0,2026-08-17T04:58:26.909258+00:00,00861f656ad29c0d8fdd9c0c3a871e775d11894e27d9a008f48f83afc2f80a09,nan,grid,173235,743,7711,0.7480769230769231,778,1013b09ad56f,1040,"{'initial_reference': 156, 'maximum_silence': 218, 'partition_recovery': 2, 'tsallis_spectrum_change': 664}",nan,full,0.8105340745656967,34.0,33.0,0.0,5.0,40.333333333333336,39.0,1671.078584631025,spectrum_008_u8,1013b09ad56f,tsallis_spectrum_change,utility_restoration:8811019,348840,522075,10260,11003,0.0863592148214016,0.1074661220830642,0.151952301648876,0.1390992454278442,0.1285730293447267,0.0961538461538461,3552.572586291844,44,-0.6106686184849528,0.2484405458089669,0.16600296892208977,0.2484405458089669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
160,frozen_local_rule,189,52,nan,utility_restoration,8363,75,44,41,0,75,nan,2026-08-17T04:58:27.130941+00:00,large,52.0,True,high,nan,235,20,7034,199172,nan,156,156,1.0,0.1285730293447267,104,1329,uint8_simplex,8811019,pooled_current_private_evidence_pre_exchange,30666,146,0.935897435897436,5323,high,438775,8553,44,100,700,private_fragmented,3,9.023892744153272e-13,15.0,0.0,0.0961538461538461,0.0,0.001950868070194,13.705980877335929,high,41,-0.6106686184849528,0.0863592148214016,173235,743,30,193,0,160,0.1937644871545565,0.1275380654064151,0.1390992454278442,0.1074661220830642,0.151952301648876,True,388,39984,nan,0,v8-development-utility_restoration-large-high-high-high-grid-private_fragmented-8811019-v7_shannon_change-c5a26765fa92-uint8_simplex-frozen_local_rule,v7_shannon_change,3552.572586291844,13,0,187440,31240,0,265540,46860,development,0,0,2026-08-17T04:58:16.664398+00:00,00861f656ad29c0d8fdd9c0c3a871e775d11894e27d9a008f48f83afc2f80a09,nan,grid,173235,743,7810,0.7586538461538461,789,c5a26765fa92,1040,"{'initial_reference': 156, 'maximum_silence': 212, 'partition_recovery': 2, 'v7_shannon_change': 670}",nan,full,0.8105340745656967,34.0,33.0,0.0,5.0,40.333333333333336,39.0,1671.078584631025,v7_shannon_006_u8,c5a26765fa92,v7_shannon_change,utility_restoration:8811019,348840,522075,10260,11003,0.0863592148214016,0.1074661220830642,0.151952301648876,0.1390992454278442,0.1285730293447267,0.0961538461538461,3552.572586291844,44,-0.6106686184849528,0.23879142300194933,0.1595556194033424,0.23879142300194933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
286,frozen_local_rule,295,52,nan,utility_restoration,25933,126,117,43,3093,126,nan,2026-08-17T05:04:19.137409+00:00,large,52.0,True,high,nan,465,20,22505,532440,nan,138,138,1.0,0.0475836059973082,61,3428,uint8_simplex,8811024,pooled_current_private_evidence_pre_exchange,63837,150,0.9615384615384616,21962,high,1014778,25746,117,100,660,private_fragmented,3,9.023892744153272e-13,0.0,90.0,0.0,30.23076923076923,0.0007608900392353,10.003527483935528,medium,43,-0.2593661688499418,0.0640880136435557,163010,694,30,65,0,286,0.1886772637756225,0.1021789329888018,0.1139155632381613,0.0558358098204319,0.1125339127825229,True,386,232730,nan,0,v8-development-utility_restoration-large-high-high-medium-scale_free-private_fragmented-8811024-age_of_information-e27491322545-uint8_simplex-frozen_local_rule,age_of_information,1525.037443838222,32,0,601248,100208,0,851768,150312,development,880,0,2026-08-17T05:04:03.866043+00:00,511676092b14313d4d3fa5d45d00b883896c5ebb1b758b3c3cfde763f7c73947,nan,scale_free,163010,694,25052,0.55,572,e27491322545,1040,"{'age_deadline': 468, 'initial_reference': 156, 'maximum_silence': 416}",nan,full,0.8130952898841344,57.0,34.0,0.0,1.0,50.333333333333336,109.0,863.1848027575018,aoi_30_u8,e27491322545,age_of_information,utility_restoration:8811024,1518644,1681895,44666,45361,0.0614968614147279,0.0537455126897748,0.1125339127825229,0.1120299638968864,0.0459941639648216,0.0,1521.562565301284,112,-0.2544253209388978,0.4391259571038374,0.3966460450860487,0.4391259571038374,0.0025911522288277963,0.002090297130657101,0.0,0.001885599341274899,0.0015894420324866002,0.0,3.4748785369381494,5,0.0049408479110439885
283,frozen_local_rule,293,52,nan,utility_restoration,46937,126,112,45,5517,126,nan,2026-08-17T05:03:39.962196+00:00,large,52.0,True,high,nan,466,20,40135,954482,nan,138,138,1.0,0.0459941639648216,63,6802,uint8_simplex,8811024,pooled_current_private_evidence_pre_exchange,102460,150,0.9615384615384616,39098,high,1681895,45361,112,100,655,private_fragmented,3,9.023892744153272e-13,0.0,75.0,0.0,21.38942307692308,0.0007623581088067,11.187579355917604,medium,45,-0.2544253209388978,0.0614968614147279,163251,695,30,66,0,283,0.1886772637756225,0.0990726349408154,0.1120299638968864,0.0537455126897748,0.1125339127825229,True,386,410108,nan,0,v8-development-utility_restoration-large-high-high-medium-scale_free-private_fragmented-8811024-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on,1521.562565301284,32,0,1071984,178664,0,1518644,267996,development,881,0,2026-08-17T05:03:19.964906+00:00,511676092b14313d4d3fa5d45d00b883896c5ebb1b758b3c3cfde763f7c73947,nan,scale_free,163251,695,44666,1.0,1040,f06f6808d09b,1040,"{'always_on': 884, 'initial_reference': 156}",nan,full,0.8130952898841344,57.0,34.0,0.0,1.0,50.333333333333336,104.0,863.1848027575018,always_on_u8,f06f6808d09b,always_on,utility_restoration:8811024,1518644,1681895,44666,45361,0.0614968614147279,0.0537455126897748,0.1125339127825229,0.1120299638968864,0.0459941639648216,0.0,1521.562565301284,112,-0.2544253209388978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
283,frozen_local_rule,293,52,nan,utility_restoration,36083,126,112,45,4257,126,nan,2026-08-17T05:03:47.408592+00:00,large,52.0,True,high,nan,462,20,30956,734298,nan,138,138,1.0,0.0475121621689466,63,5127,uint8_simplex,8811024,pooled_current_private_evidence_pre_exchange,82409,150,0.9615384615384616,30078,high,1331599,35087,112,100,652,private_fragmented,3,9.023892744153272e-13,0.0,90.0,0.0,26.53846153846154,0.0007693804997715,11.187579355917606,medium,45,-0.2544253209388977,0.0624056994481365,162101,690,30,67,0,283,0.1886772637756225,0.0996933677580423,0.1128952981389184,0.0549589308085416,0.1127845279714896,True,386,318206,nan,0,v8-development-utility_restoration-large-high-high-medium-scale_free-private_fragmented-8811024-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_information,1521.562565301284,32,0,825528,137588,0,1169498,206382,development,877,0,2026-08-17T05:03:29.833179+00:00,511676092b14313d4d3fa5d45d00b883896c5ebb1b758b3c3cfde763f7c73947,nan,scale_free,162101,690,34397,0.7692307692307693,800,e25eb5b9df1b,1040,"{'below_threshold': 240, 'generalized_information_on': 448, 'initial_reference': 156, 'maximum_silence': 196}",nan,full,0.8130952898841344,57.0,34.0,0.0,1.0,50.333333333333336,104.0,863.1848027575018,generalized_0125_u8,e25eb5b9df1b,generalized_information,utility_restoration:8811024,1518644,1681895,44666,45361,0.0614968614147279,0.0537455126897748,0.1125339127825229,0.1120299638968864,0.0459941639648216,0.0,1521.562565301284,112,-0.2544253209388978,0.22990641651367927,0.20827459502525425,0.22990641651367927,0.0009088380334086044,0.0012134181187667958,0.000250615188966713,0.0008653342420320009,0.0015179982041250012,0.0,0.0,0,-1.1102230246251565e-16
283,frozen_local_rule,293,52,nan,utility_restoration,33414,125,112,46,3979,125,nan,2026-08-17T05:04:46.820302+00:00,large,52.0,True,high,nan,464,20,28725,677450,nan,138,138,1.0,0.0474055741039298,63,4689,uint8_simplex,8811024,pooled_current_private_evidence_pre_exchange,77521,150,0.9615384615384616,27931,high,1247953,32610,112,100,655,private_fragmented,3,9.023892744153272e-13,0.0,90.0,0.0,28.26923076923077,0.0007714870920366,10.949579355917608,medium,46,-0.2552376076283175,0.0627919076227658,162775,693,30,67,0,283,0.1886772637756225,0.100946544873446,0.1128952981389184,0.0550987408633478,0.112512247033417,True,387,299200,nan,0,v8-development-utility_restoration-large-high-high-medium-scale_free-private_fragmented-8811024-js_drift-565d3b5e7ead-uint8_simplex-frozen_local_rule,js_drift,1521.562565301284,32,0,766008,127668,0,1085178,191502,development,880,0,2026-08-17T05:04:30.180781+00:00,511676092b14313d4d3fa5d45d00b883896c5ebb1b758b3c3cfde763f7c73947,nan,scale_free,162775,693,31917,0.7067307692307693,735,565d3b5e7ead,1040,"{'initial_reference': 156, 'js_drift': 633, 'maximum_silence': 251}",nan,full,0.8201257352617177,57.0,34.0,0.0,1.0,50.333333333333336,104.0,863.1848027575018,js_007_u8,565d3b5e7ead,js_drift,utility_restoration:8811024,1518644,1681895,44666,45361,0.0614968614147279,0.0537455126897748,0.1125339127825229,0.1120299638968864,0.0459941639648216,0.0,1521.562565301284,112,-0.2544253209388978,0.28542963327810866,0.2580077828877546,0.28542963327810866,0.0012950462080379074,0.0013532281735730012,-2.1665749105892473e-05,0.0008653342420320009,0.001411410139108199,0.0,0.0,0,0.0008122866894196834
283,frozen_local_rule,295,52,nan,utility_restoration,35196,126,112,45,4154,126,nan,2026-08-17T05:03:49.630272+00:00,large,52.0,True,high,nan,465,20,30290,716958,nan,138,138,1.0,0.0475912628191356,62,4906,uint8_simplex,8811024,pooled_current_private_evidence_pre_exchange,80874,150,0.9615384615384616,29464,high,1308025,34372,112,100,657,private_fragmented,3,9.023892744153272e-13,0.0,90.0,0.0,29.0625,0.0007690759593015,11.187579355917606,medium,45,-0.2546841878181924,0.062239500821466,162973,694,30,67,0,283,0.1886772637756225,0.1001961905087299,0.1118637012505393,0.0549153818203008,0.1125339127825229,True,386,312902,nan,0,v8-development-utility_restoration-large-high-high-medium-scale_free-private_fragmented-8811024-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_change,1521.562565301284,32,0,808272,134712,0,1145052,202068,development,881,0,2026-08-17T05:03:31.904549+00:00,511676092b14313d4d3fa5d45d00b883896c5ebb1b758b3c3cfde763f7c73947,nan,scale_free,162973,694,33678,0.7432692307692308,773,314c8c128df2,1040,"{'initial_reference': 156, 'kpi_change': 648, 'maximum_silence': 236}",nan,full,0.8130952898841344,57.0,32.0,0.0,1.0,50.333333333333336,104.0,863.1848027575018,kpi_012_u8,314c8c128df2,kpi_change,utility_restoration:8811024,1518644,1681895,44666,45361,0.0614968614147279,0.0537455126897748,0.1125339127825229,0.1120299638968864,0.0459941639648216,0.0,1521.562565301284,112,-0.2544253209388978,0.24600367169659254,0.2222909277927576,0.24600367169659254,0.0007426394067381048,0.0011698691305259967,0.0,-0.0001662626463471012,0.0015970988543139997,0.0,0.0,0,0.00025886687929460583
282,frozen_local_rule,292,52,nan,utility_restoration,46435,126,111,45,5458,126,nan,2026-08-17T05:04:16.287168+00:00,large,52.0,True,high,nan,466,20,39709,944146,nan,138,138,1.0,0.0460806503704376,63,6726,uint8_simplex,8811024,pooled_current_private_evidence_pre_exchange,101531,150,0.9615384615384616,38667,high,1665496,44879,111,100,656,private_fragmented,3,9.023892744153272e-13,0.0,90.0,0.0,21.95192307692308,0.0007631392428667,11.407579355917598,medium,45,-0.2535411330461034,0.0615953608558312,163240,695,30,67,0,282,0.1886772637756225,0.0992007243492884,0.1120299638968864,0.0538380056131344,0.1125339127825229,True,386,405960,nan,0,v8-development-utility_restoration-large-high-high-medium-scale_free-private_fragmented-8811024-l1_belief_drift-c1987b7c3312-uint8_simplex-frozen_local_rule,l1_belief_drift,1521.562565301284,32,0,1060416,176736,0,1502256,265104,development,881,0,2026-08-17T05:03:56.610161+00:00,511676092b14313d4d3fa5d45d00b883896c5ebb1b758b3c3cfde763f7c73947,nan,scale_free,163240,695,44184,0.9903846153846154,1030,c1987b7c3312,1040,"{'initial_reference': 156, 'l1_belief_drift': 877, 'maximum_silence': 7}",nan,full,0.8130952898841344,57.0,34.0,0.0,1.0,50.333333333333336,103.0,863.1848027575018,l1_024_u8,c1987b7c3312,l1_belief_drift,utility_restoration:8811024,1518644,1681895,44666,45361,0.0614968614147279,0.0537455126897748,0.1125339127825229,0.1120299638968864,0.0459941639648216,0.0,1521.562565301284,112,-0.2544253209388978,0.010791205838893148,0.009750311404695289,0.010791205838893148,9.849944110330161e-05,9.249292335959669e-05,0.0,0.0,8.648640561599585e-05,0.0,0.0,-1,-0.0008841878927944302
285,frozen_local_rule,295,52,nan,utility_restoration,31897,126,114,45,3784,126,nan,2026-08-17T05:04:19.114510+00:00,large,52.0,True,high,nan,468,20,27500,655588,nan,138,138,1.0,0.0464659675721906,63,4397,uint8_simplex,8811024,pooled_current_private_evidence_pre_exchange,74801,150,0.9615384615384616,26843,high,1204648,31311,114,100,661,private_fragmented,3,9.023892744153272e-13,0.0,90.0,0.0,27.923076923076923,0.0007601175958299,10.747579355917612,medium,45,-0.2561757132419212,0.0627688790435908,163772,697,30,66,0,285,0.1886772637756225,0.1018256985889555,0.1139155632381613,0.0546174233078907,0.1132046480123017,True,387,279412,nan,0,v8-development-utility_restoration-large-high-high-medium-scale_free-private_fragmented-8811024-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule,matched_random,1521.562565301284,32,0,734736,122456,0,1040876,183684,development,877,0,2026-08-17T05:04:02.995357+00:00,511676092b14313d4d3fa5d45d00b883896c5ebb1b758b3c3cfde763f7c73947,nan,scale_free,163772,697,30614,0.676923076923077,704,681a73b1e0f1,1040,"{'initial_reference': 156, 'matched_random_selected': 267, 'matched_random_wait': 336, 'maximum_silence': 281}",nan,full,0.8130952898841344,57.0,34.0,0.0,1.0,50.333333333333336,106.0,863.1848027575018,random_045_u8,681a73b1e0f1,matched_random,utility_restoration:8811024,1518644,1681895,44666,45361,0.0614968614147279,0.0537455126897748,0.1125339127825229,0.1120299638968864,0.0459941639648216,0.0,1521.562565301284,112,-0.2544253209388978,0.31460171047329066,0.2837555257611206,0.31460171047329066,0.0012720176288628995,0.0008719106181158953,0.0006707352297788127,0.001885599341274899,0.0004718036073689952,0.0,0.0,2,0.0017503923030233737
284,frozen_local_rule,292,52,nan,utility_restoration,0,126,116,42,0,126,nan,2026-08-17T05:03:30.346966+00:00,large,52.0,True,high,nan,472,20,0,0,nan,138,138,1.0,0.1279771050410824,62,0,uint8_simplex,8811024,pooled_current_private_evidence_pre_exchange,15423,149,0.9551282051282052,0,high,164688,701,116,100,668,private_fragmented,3,9.023892744153272e-13,15.0,0.0,0.108695652173913,0.0,0.0,10.223527483935529,medium,42,-0.2582643510829135,0.0859537195844814,164688,701,30,67,0,284,0.2112046175243794,0.1258785635483648,0.1402156126295975,0.1069654123127819,0.1551786269951397,True,386,0,nan,0,v8-development-utility_restoration-large-high-high-medium-scale_free-private_fragmented-8811024-none-806ed450405e-uint8_simplex-frozen_local_rule,none,1525.037443838222,32,0,0,0,0,0,0,development,0,0,2026-08-17T05:03:22.271196+00:00,511676092b14313d4d3fa5d45d00b883896c5ebb1b758b3c3cfde763f7c73947,nan,scale_free,164688,701,0,0.0,0,806ed450405e,1040,{'disabled': 1040},nan,full,0.8130952898841344,57.0,36.0,0.0,1.0,50.333333333333336,108.0,863.1848027575018,none_u8,806ed450405e,none,utility_restoration:8811024,1518644,1681895,44666,45361,0.0614968614147279,0.0537455126897748,0.1125339127825229,0.1120299638968864,0.0459941639648216,0.0,1521.562565301284,112,-0.2544253209388978,1.0,0.9020818778817941,1.0,0.024456858169753508,0.05321989962300709,0.04264471421261681,0.028185648732711108,0.08198294107626079,0.108695652173913,3.4748785369381494,4,0.0038390301440157093
283,frozen_local_rule,293,52,nan,utility_restoration,46851,126,112,45,5507,126,nan,2026-08-17T05:04:52.607641+00:00,large,52.0,True,high,nan,466,20,40065,952646,nan,138,138,1.0,0.0461555729138413,63,6786,uint8_simplex,8811024,pooled_current_private_evidence_pre_exchange,102304,150,0.9615384615384616,39031,high,1679281,45284,112,100,655,private_fragmented,3,9.023892744153272e-13,0.0,75.0,0.0,21.432692307692307,0.0007624180115666,11.187579355917604,medium,45,-0.2544253209388978,0.0614651039950619,163255,695,30,66,0,283,0.1886772637756225,0.0990726349408154,0.112334380837033,0.0538103384544516,0.1125339127825229,True,386,409564,nan,0,v8-development-utility_restoration-large-high-high-medium-scale_free-private_fragmented-8811024-offline_oracle-df72669ae5df-uint8_simplex-frozen_local_rule,offline_oracle,1521.562565301284,32,0,1070136,178356,0,1516026,267534,development,881,0,2026-08-17T05:04:32.828874+00:00,511676092b14313d4d3fa5d45d00b883896c5ebb1b758b3c3cfde763f7c73947,nan,scale_free,163255,695,44589,0.9980769230769232,1038,df72669ae5df,1040,"{'initial_reference': 156, 'maximum_silence': 2, 'offline_oracle': 882}",nan,full,0.8130952898841344,57.0,34.0,0.0,1.0,50.333333333333336,104.0,863.1848027575018,offline_oracle_u8,df72669ae5df,offline_oracle,utility_restoration:8811024,1518644,1681895,44666,45361,0.0614968614147279,0.0537455126897748,0.1125339127825229,0.1120299638968864,0.0459941639648216,0.0,1521.562565301284,112,-0.2544253209388978,0.0017239063269600674,0.0015541992811679561,0.0017239063269600674,-3.175741966599671e-05,6.482576467679857e-05,0.0,0.00030441694014660126,0.00016140894901969793,0.0,0.0,0,0.0
286,frozen_local_rule,295,52,nan,utility_restoration,25933,126,117,43,3093,126,nan,2026-08-17T05:04:16.742107+00:00,large,52.0,True,high,nan,465,20,22505,532440,nan,138,138,1.0,0.0475836059973082,61,3428,uint8_simplex,8811024,pooled_current_private_evidence_pre_exchange,63837,150,0.9615384615384616,21962,high,1014778,25746,117,100,660,private_fragmented,3,9.023892744153272e-13,0.0,90.0,0.0,30.23076923076923,0.0007608900392353,10.003527483935528,medium,43,-0.2593661688499418,0.0640880136435557,163010,694,30,65,0,286,0.1886772637756225,0.1021789329888018,0.1139155632381613,0.0558358098204319,0.1125339127825229,True,386,232730,nan,0,v8-development-utility_restoration-large-high-high-medium-scale_free-private_fragmented-8811024-periodic-52761a8cde7f-uint8_simplex-frozen_local_rule,periodic,1525.037443838222,32,0,601248,100208,0,851768,150312,development,880,0,2026-08-17T05:04:01.368611+00:00,511676092b14313d4d3fa5d45d00b883896c5ebb1b758b3c3cfde763f7c73947,nan,scale_free,163010,694,25052,0.55,572,52761a8cde7f,1040,"{'initial_reference': 156, 'maximum_silence': 416, 'periodic_wait': 468}",nan,full,0.8130952898841344,57.0,34.0,0.0,1.0,50.333333333333336,109.0,863.1848027575018,periodic_18_u8,52761a8cde7f,periodic,utility_restoration:8811024,1518644,1681895,44666,45361,0.0614968614147279,0.0537455126897748,0.1125339127825229,0.1120299638968864,0.0459941639648216,0.0,1521.562565301284,112,-0.2544253209388978,0.4391259571038374,0.3966460450860487,0.4391259571038374,0.0025911522288277963,0.002090297130657101,0.0,0.001885599341274899,0.0015894420324866002,0.0,3.4748785369381494,5,0.0049408479110439885
282,frozen_local_rule,292,52,nan,utility_restoration,33874,126,112,44,4031,126,nan,2026-08-17T05:03:50.753574+00:00,large,52.0,True,high,nan,460,20,29213,691526,nan,138,138,1.0,0.0471589645175204,63,4661,uint8_simplex,8811024,pooled_current_private_evidence_pre_exchange,78452,150,0.9615384615384616,28469,high,1267041,33193,112,100,652,private_fragmented,3,9.023892744153272e-13,0.0,90.0,0.0,27.778846153846157,0.0007637443812048,11.187579355917606,medium,44,-0.2542945577036376,0.0631261314317541,161905,689,30,67,0,282,0.1886772637756225,0.102331123568587,0.113842763761267,0.0551425479746372,0.1130941283072549,True,386,301716,nan,0,v8-development-utility_restoration-large-high-high-medium-scale_free-private_fragmented-8811024-predictive_uncertainty_change-71c476debc21-uint8_simplex-frozen_local_rule,predictive_uncertainty_change,1521.562565301284,32,0,780096,130016,0,1105136,195024,development,878,0,2026-08-17T05:03:33.979760+00:00,511676092b14313d4d3fa5d45d00b883896c5ebb1b758b3c3cfde763f7c73947,nan,scale_free,161905,689,32504,0.7182692307692308,747,71c476debc21,1040,"{'initial_reference': 156, 'maximum_silence': 245, 'predictive_uncertainty_change': 639}",nan,full,0.8130952898841344,57.0,34.0,0.0,1.0,50.333333333333336,104.0,863.1848027575018,uncertainty_008_u8,71c476debc21,predictive_uncertainty_change,utility_restoration:8811024,1518644,1681895,44666,45361,0.0614968614147279,0.0537455126897748,0.1125339127825229,0.1120299638968864,0.0459941639648216,0.0,1521.562565301284,112,-0.2544253209388978,0.2722876460842699,0.24665867964409194,0.2722876460842699,0.001629270017026209,0.0013970352848623954,0.0005602155247320106,0.0018127998643805987,0.001164800552698797,0.0,0.0,0,-0.0001307632352601784
284,frozen_local_rule,294,52,nan,utility_restoration,34337,126,113,45,4072,126,nan,2026-08-17T05:04:48.371765+00:00,large,52.0,True,high,nan,464,20,29548,704446,nan,138,138,1.0,0.0468457503161651,63,4789,uint8_simplex,8811024,pooled_current_private_evidence_pre_exchange,79268,150,0.9615384615384616,28792,high,1280624,33570,113,100,654,private_fragmented,3,9.023892744153272e-13,0.0,90.0,0.0,27.259615384615383,0.0007618330612839,10.967579355917612,medium,45,-0.2553034939480677,0.0632254860184474,162806,693,30,66,0,284,0.1886772637756225,0.1012303685214029,0.1136260998534314,0.0550356181673062,0.1130941283072549,True,386,300186,nan,0,v8-development-utility_restoration-large-high-high-medium-scale_free-private_fragmented-8811024-tsallis_spectrum_change-1013b09ad56f-uint8_simplex-frozen_local_rule,tsallis_spectrum_change,1521.562565301284,32,0,789048,131508,0,1117818,197262,development,877,0,2026-08-17T05:04:31.793005+00:00,511676092b14313d4d3fa5d45d00b883896c5ebb1b758b3c3cfde763f7c73947,nan,scale_free,162806,693,32877,0.7375,767,1013b09ad56f,1040,"{'initial_reference': 156, 'maximum_silence': 223, 'tsallis_spectrum_change': 661}",nan,full,0.8130952898841344,57.0,34.0,0.0,1.0,50.333333333333336,105.0,863.1848027575018,spectrum_008_u8,1013b09ad56f,tsallis_spectrum_change,utility_restoration:8811024,1518644,1681895,44666,45361,0.0614968614147279,0.0537455126897748,0.1125339127825229,0.1120299638968864,0.0459941639648216,0.0,1521.562565301284,112,-0.2544253209388978,0.2639367751757489,0.23858267014290424,0.2639367751757489,0.001728624603719496,0.001290105477531396,0.0005602155247320106,0.0015961359565450084,0.0008515863513434974,0.0,0.0,1,0.0008781730091698692
283,frozen_local_rule,293,52,nan,utility_restoration,35127,126,112,45,4127,126,nan,2026-08-17T05:04:45.538578+00:00,large,52.0,True,high,nan,465,20,30139,719984,nan,138,138,1.0,0.0467214621277573,63,4988,uint8_simplex,8811024,pooled_current_private_evidence_pre_exchange,80649,150,0.9615384615384616,29428,high,1305023,34287,112,100,656,private_fragmented,3,9.023892744153272e-13,0.0,90.0,0.0,26.971153846153847,0.000758603474172,11.187579355917608,medium,45,-0.2544253209388977,0.0630539847238804,162827,693,30,67,0,283,0.1886772637756225,0.10195512064638,0.1138373774921051,0.0548877234258189,0.1127845279714896,True,386,304742,nan,0,v8-development-utility_restoration-large-high-high-medium-scale_free-private_fragmented-8811024-v7_shannon_change-c5a26765fa92-uint8_simplex-frozen_local_rule,v7_shannon_change,1521.562565301284,32,0,806256,134376,0,1142196,201564,development,877,0,2026-08-17T05:04:27.823633+00:00,511676092b14313d4d3fa5d45d00b883896c5ebb1b758b3c3cfde763f7c73947,nan,scale_free,162827,693,33594,0.7548076923076923,785,c5a26765fa92,1040,"{'initial_reference': 156, 'maximum_silence': 211, 'v7_shannon_change': 673}",nan,full,0.8130952898841344,57.0,34.0,0.0,1.0,50.333333333333336,104.0,863.1848027575018,v7_shannon_006_u8,c5a26765fa92,v7_shannon_change,utility_restoration:8811024,1518644,1681895,44666,45361,0.0614968614147279,0.0537455126897748,0.1125339127825229,0.1120299638968864,0.0459941639648216,0.0,1521.562565301284,112,-0.2544253209388978,0.24788429678054902,0.22407581923960773,0.24788429678054902,0.0015571233091524958,0.0011422107360440983,0.000250615188966713,0.0018074135952187015,0.0007272981629357009,0.0,0.0,0,-1.1102230246251565e-16
