candidate_name,worst_application_budget_log_distance,mean_budget_log_distance,mean_primary_distributed_state_error,mean_disagreement_error,mean_detection_delay,mean_service_loss
kpi_012_u8,0.10113000189285738,0.1004243214988369,0.06933641905372585,0.06960223312659351,0.7077101642746024,30932.21130845589
random_045_u8,0.14001467179355406,0.11481814988508246,0.07023920562475376,0.0704335552133827,0.8420591317055717,30949.47759397651
uncertainty_008_u8,0.16154915806109288,0.13158365223729757,0.07057188560437345,0.07049511270005039,0.847010275477048,30955.290764716978
periodic_18_u8,0.27732012520791005,0.2380112528306102,0.07074711879614076,0.07017369584378502,0.9794488949211875,30910.321372961407
l1_024_u8,0.3892420907409731,0.3498509105896844,0.06810383793657633,0.06832099588167574,0.6602185866351634,31013.66390183591
aoi_30_u8,0.6213904333632777,0.5820262624600174,0.0723572165476754,0.07179623723880643,1.0153671082128184,30898.937055857506
