accepted_physical_actions_v8,action_policy_id,actionable_opportunities,agent_count,allocation_inequality_gini,application,attempted_sketch_messages,autonomous_beneficial_actions,autonomous_harmful_actions,autonomous_neutral_actions,belief_updates_from_delivered_sketches,beneficial_actions,commitment_failures,completed_at,complexity,consensus_recovery_steps,conservation_feasible,coupling,critical_shortage_exposure,cross_community_messages,decision_epochs,delivered_sketch_messages,delivered_useful_sketch_bytes,delivery_completion,detected_groups,detection_groups,detection_recall,disagreement_time_integrated_error,dropped_messages,dropped_sketch_messages,encoding,environment_seed,estimator_target,event_count,false_alarm_groups,false_alarm_rate,forwarded_sketch_messages,fragmentation,fully_counted_bytes,fully_counted_messages,harmful_actions,horizon,information_actions,information_condition,maximum_cascade_depth,maximum_conservation_residual,maximum_detection_delay_steps,maximum_message_age,mean_detection_delay_steps,mean_message_age,mean_quantization_l1_error,net_causal_utility,network_disruption,neutral_actions,normalized_autonomous_reward,normalized_time_integrated_estimation_error,operational_bytes,operational_messages,operational_node_count,operator_escalation_requests,operator_executed_actions,physical_actions,pointwise_estimation_mae_max,pointwise_estimation_mae_p90,pointwise_estimation_mae_p95,primary_distributed_state_error,primary_distributed_state_error_p95,privacy_boundary_pass,proposed_physical_actions,redundant_sketch_bytes,resource_waste,retries,run_id,scheduler,service_loss,service_reaching_actions,sketch_bytes,sketch_header_bytes,sketch_integrity_bytes,sketch_messages,sketch_on_wire_bytes,sketch_payload_bytes,stage,stale_belief_rows,stale_sketch_bytes,started_at,stochastic_tape_digest,time_to_first_critical_delivery,topology_family,total_bytes,total_messages,transmitted_sketch_messages,trigger_activation_rate,trigger_activations,trigger_configuration_digest,trigger_evaluations,trigger_reasons,weighted_unmet_critical_need,event_ledger_scope,belief_consensus_recovery,cascaded_failures,crew_travel,crew_utilization,repeated_work_orders,restoration_time_mean,unsafe_switching_or_isolation,unserved_critical_load_auc
294,frozen_local_rule,471,52,0.41306286115422314,humanitarian,0,144,143,0,0,144,0,2026-08-17T04:46:24.354901+00:00,large,52.0,True,low,63442.31439843222,192,20,0,0,195.21796955583434,151,151,1.0,0.09518047335693061,131,0,uint8_simplex,8810022,pooled_current_private_evidence_pre_exchange,16694,105,0.6730769230769231,0,medium,139838,593,143,100,507,private_fragmented,3,1.3926637620897964e-12,15.0,0.0,0.09933774834437085,0.0,0.0,516.5578564415333,high,0,-26.401347656176085,0.06800679028680398,139838,593,30,154,0,294,0.19657890052495083,0.10665956368359118,0.13835885702393486,0.0815936318218673,0.14123956117753667,True,641,0,14.709754427961673,0,v8-development-humanitarian-large-low-medium-high-small_world-private_fragmented-8810022-none-806ed450405e-uint8_simplex-frozen_local_rule,none,142989.98202335974,116,0,0,0,0,0,0,development,0,0,2026-08-17T04:46:17.411608+00:00,69f93a9808f557c8a05cb3eab413d136b353b914796dc91e42fb8e0f8e21fcc2,12,small_world,139838,593,0,0.0,0,806ed450405e,1040,{'disabled': 1040},3685.358320723694,full,,,,,,,,
295,frozen_local_rule,473,52,0.41283953774671617,humanitarian,32650,146,144,0,1007,146,0,2026-08-17T04:47:38.820036+00:00,large,52.0,True,low,64493.686982652376,192,20,27278,615468,194.98778332962758,151,151,1.0,0.06684114068844291,131,5372,uint8_simplex,8810022,pooled_current_private_evidence_pre_exchange,76620,103,0.6602564102564102,24325,medium,1153865,30424,144,100,504,private_fragmented,3,1.3642420526593924e-12,15.0,75.0,0.3973509933774834,13.83173076923077,0.0011182612814214607,532.6206025946527,high,0,-26.6296600856869,0.06947124168095399,139577,592,30,150,0,295,0.1948147765368212,0.12051791173716733,0.14140396804876265,0.06815619118469846,0.12107540700815002,True,639,311984,14.622307656110326,0,v8-development-humanitarian-large-low-medium-high-small_world-private_fragmented-8810022-offline_oracle-df72669ae5df-uint8_simplex-frozen_local_rule,offline_oracle,144329.68093075624,116,0,715968,119328,0,1014288,178992,development,614,0,2026-08-17T04:47:23.318415+00:00,69f93a9808f557c8a05cb3eab413d136b353b914796dc91e42fb8e0f8e21fcc2,12,small_world,139577,592,29832,0.9971153846153846,1037,df72669ae5df,1040,"{'initial_reference': 156, 'maximum_silence': 3, 'offline_oracle': 881}",3732.710470272138,full,,,,,,,,
296,frozen_local_rule,473,52,0.4125723498196499,humanitarian,18161,145,146,0,572,145,0,2026-08-17T04:46:58.918568+00:00,large,52.0,True,low,64493.686982652376,191,20,15297,344726,192.98778332962758,151,151,1.0,0.06786482469477535,131,2864,uint8_simplex,8810022,pooled_current_private_evidence_pre_exchange,50153,103,0.6602564102564102,13683,medium,709300,17347,146,100,505,private_fragmented,3,1.3926637620897964e-12,15.0,90.0,0.695364238410596,18.533653846153847,0.0011106742809573033,528.3816025946527,high,0,-26.65846356918015,0.07158898083494411,139630,592,30,152,0,296,0.1948147765368212,0.1234717434793607,0.14201724433543184,0.06972690276485974,0.12325355124830815,True,641,175372,15.122307656110326,0,v8-development-humanitarian-large-low-medium-high-small_world-private_fragmented-8810022-periodic-52761a8cde7f-uint8_simplex-frozen_local_rule,periodic,144432.8569307562,115,0,402120,67020,0,569670,100530,development,597,0,2026-08-17T04:46:46.909433+00:00,69f93a9808f557c8a05cb3eab413d136b353b914796dc91e42fb8e0f8e21fcc2,12,small_world,139630,592,16755,0.55,572,52761a8cde7f,1040,"{'initial_reference': 156, 'maximum_silence': 416, 'periodic_wait': 468}",3736.1624702721383,full,,,,,,,,
296,frozen_local_rule,473,52,0.4125723498196499,humanitarian,22107,145,146,0,682,145,0,2026-08-17T04:46:51.913748+00:00,large,52.0,True,low,64493.686982652376,191,20,18646,417656,192.98778332962758,151,151,1.0,0.06734916635997648,131,3461,uint8_simplex,8810022,pooled_current_private_evidence_pre_exchange,57448,103,0.6602564102564102,16664,medium,833273,20994,146,100,505,private_fragmented,3,1.3926637620897964e-12,15.0,90.0,0.4966887417218543,17.798076923076923,0.0011052205949758696,528.3816025946527,high,0,-26.65846356918015,0.07060359898265268,139605,592,30,151,0,296,0.1948147765368212,0.12152106078144319,0.1406902461739735,0.06897638267131459,0.12244552817785614,True,640,216308,15.122307656110326,0,v8-development-humanitarian-large-low-medium-high-small_world-private_fragmented-8810022-predictive_uncertainty_change-71c476debc21-uint8_simplex-frozen_local_rule,predictive_uncertainty_change,144432.8569307562,115,0,489648,81608,0,693668,122412,development,606,0,2026-08-17T04:46:38.771123+00:00,69f93a9808f557c8a05cb3eab413d136b353b914796dc91e42fb8e0f8e21fcc2,12,small_world,139605,592,20402,0.6721153846153847,699,71c476debc21,1040,"{'initial_reference': 156, 'maximum_silence': 283, 'predictive_uncertainty_change': 601}",3736.1624702721383,full,,,,,,,,
294,frozen_local_rule,471,52,0.4125723498196499,humanitarian,23593,145,144,0,733,145,0,2026-08-17T04:47:28.633783+00:00,large,52.0,True,low,64493.686982652376,191,20,19828,446216,192.98778332962758,151,151,1.0,0.06797352874917915,131,3765,uint8_simplex,8810022,pooled_current_private_evidence_pre_exchange,60112,103,0.6602564102564102,17741,medium,878549,22325,144,100,505,private_fragmented,3,1.3926637620897964e-12,15.0,90.0,0.2980132450331126,16.6875,0.0011072510103781869,528.7016025946527,high,0,-26.653040699368766,0.07026566459675597,139627,592,30,152,0,294,0.1948147765368212,0.12066928849265912,0.1414317547346045,0.06911959667296758,0.12325355124830815,True,639,227936,15.122307656110326,0,v8-development-humanitarian-large-low-medium-high-small_world-private_fragmented-8810022-tsallis_spectrum_change-1013b09ad56f-uint8_simplex-frozen_local_rule,tsallis_spectrum_change,144432.8569307562,115,0,521592,86932,0,738922,130398,development,601,0,2026-08-17T04:47:15.483630+00:00,69f93a9808f557c8a05cb3eab413d136b353b914796dc91e42fb8e0f8e21fcc2,12,small_world,139627,592,21733,0.7211538461538461,750,1013b09ad56f,1040,"{'initial_reference': 156, 'maximum_silence': 240, 'tsallis_spectrum_change': 644}",3736.1624702721383,full,,,,,,,,
295,frozen_local_rule,472,52,0.41272702203590206,humanitarian,23709,146,144,0,732,146,0,2026-08-17T04:47:21.251943+00:00,large,52.0,True,low,64486.74179622964,191,20,19929,448018,194.42334531042823,151,151,1.0,0.06802238843947178,131,3780,uint8_simplex,8810022,pooled_current_private_evidence_pre_exchange,60331,103,0.6602564102564102,17825,medium,882042,22428,144,100,505,private_fragmented,3,1.4210854715202004e-12,15.0,90.0,0.4966887417218543,16.817307692307693,0.001111356757941985,531.4337853062644,high,0,-26.64043367961832,0.0702068089323563,139618,592,30,152,0,295,0.1948147765368212,0.12066928849265912,0.1406902461739735,0.06911459868591405,0.12325355124830815,True,640,229568,14.750924651593703,0,v8-development-humanitarian-large-low-medium-high-small_world-private_fragmented-8810022-v7_shannon_change-c5a26765fa92-uint8_simplex-frozen_local_rule,v7_shannon_change,144385.03412467748,116,0,524064,87344,0,742424,131016,development,602,0,2026-08-17T04:47:08.010270+00:00,69f93a9808f557c8a05cb3eab413d136b353b914796dc91e42fb8e0f8e21fcc2,12,small_world,139618,592,21836,0.7240384615384615,753,c5a26765fa92,1040,"{'initial_reference': 156, 'maximum_silence': 241, 'v7_shannon_change': 643}",3732.7193494883936,full,,,,,,,,
289,frozen_local_rule,387,52,0.41486233610665435,humanitarian,54644,114,167,0,3710,114,0,2026-08-17T04:45:12.481079+00:00,large,52.0,True,medium,81701.47930633918,855,20,47125,413882,182.54470069306194,156,156,1.0,0.07094544324838854,137,7519,uint8_simplex,8810021,pooled_current_private_evidence_pre_exchange,120322,135,0.8653846153846154,46364,high,1998276,52614,167,100,1040,private_fragmented,3,1.9895196601282805e-13,15.0,75.0,0.19230769230769232,16.182692307692307,0.000608386104110721,508.4079336516086,medium,0,-28.61015278377582,0.07294851900627565,244760,1040,30,255,0,289,0.17463145823526113,0.11120619346421076,0.1247673464885585,0.0719469811273321,0.12710314155334923,True,669,1188368,5.557114130957393,0,v8-development-humanitarian-large-medium-high-medium-random_geometric-private_fragmented-8810021-age_of_information-e27491322545-uint8_simplex-frozen_local_rule,age_of_information,155604.11554795562,102,0,1237776,206296,0,1753516,309444,development,676,0,2026-08-17T04:44:51.156358+00:00,00c9f929daff795827d94a45e4eef15108225897b50ef5b53b0e73ffb50d8fe4,12,random_geometric,244760,1040,51574,0.55,572,e27491322545,1040,"{'age_deadline': 468, 'initial_reference': 156, 'maximum_silence': 416}",3941.820412389287,full,,,,,,,,
289,frozen_local_rule,391,52,0.41480485535172934,humanitarian,98730,114,168,0,6634,114,0,2026-08-17T04:44:19.117500+00:00,large,52.0,True,medium,82886.77295845676,855,20,84404,751842,182.70988492053752,156,156,1.0,0.06986134675925305,137,14326,uint8_simplex,8810021,pooled_current_private_evidence_pre_exchange,201688,135,0.8653846153846154,83102,high,3390004,93546,168,100,1040,private_fragmented,3,5.684341886080801e-13,0.0,45.0,0.0,11.177884615384615,0.0006173070049971964,502.94832378673766,medium,0,-28.507393221855885,0.07028098047297206,244800,1040,30,255,0,289,0.17463145823526113,0.10892818382154149,0.12231695561940163,0.07007116361611256,0.12710314155334923,True,674,2117894,7.061217110013217,0,v8-development-humanitarian-large-medium-high-medium-random_geometric-private_fragmented-8810021-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on,154927.27156615964,103,0,2220144,370024,0,3145204,555036,development,679,0,2026-08-17T04:43:47.714405+00:00,00c9f929daff795827d94a45e4eef15108225897b50ef5b53b0e73ffb50d8fe4,12,random_geometric,244800,1040,92506,1.0,1040,f06f6808d09b,1040,"{'always_on': 884, 'initial_reference': 156}",3910.4557950090566,full,,,,,,,,
287,frozen_local_rule,390,52,0.4150604626682201,humanitarian,83343,115,165,0,5647,115,0,2026-08-17T04:44:15.209925+00:00,large,52.0,True,medium,82910.62797889585,855,20,71524,630768,185.45606382366117,156,156,1.0,0.071047311477347,137,11819,uint8_simplex,8810021,pooled_current_private_evidence_pre_exchange,173417,135,0.8653846153846154,70466,high,2909353,79410,165,100,1040,private_fragmented,3,4.263256414560601e-13,0.0,75.0,0.0,13.442307692307692,0.0006104597673012333,508.2002722178642,medium,0,-28.4812874620874,0.07066822091476958,244773,1040,30,254,0,287,0.17463145823526113,0.10892818382154149,0.12259890859272939,0.0708577661960583,0.12710314155334923,True,672,1801048,5.173465945910213,0,v8-development-humanitarian-large-medium-high-medium-random_geometric-private_fragmented-8810021-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_information,154878.698432426,103,0,1880880,313480,0,2664580,470220,development,679,0,2026-08-17T04:43:47.714704+00:00,00c9f929daff795827d94a45e4eef15108225897b50ef5b53b0e73ffb50d8fe4,12,random_geometric,244773,1040,78370,0.8298076923076924,863,e25eb5b9df1b,1040,"{'below_threshold': 177, 'generalized_information_on': 560, 'initial_reference': 156, 'maximum_silence': 147}",3905.835354034243,full,,,,,,,,
287,frozen_local_rule,390,52,0.41526160926864636,humanitarian,71882,114,169,0,4915,114,0,2026-08-17T04:45:53.280783+00:00,large,52.0,True,medium,83710.66308668659,855,20,61859,543082,186.35271361343865,156,156,1.0,0.07038952209137361,137,10023,uint8_simplex,8810021,pooled_current_private_evidence_pre_exchange,152294,135,0.8653846153846154,60940,high,2548733,68804,169,100,1040,private_fragmented,3,7.105427357601002e-13,15.0,75.0,0.19230769230769232,15.317307692307692,0.0006102066226625102,508.17903000059687,medium,0,-28.80452803610929,0.07130077060122463,244757,1040,30,252,0,287,0.17463145823526113,0.1090939055193274,0.12402321001590269,0.07084514634629913,0.12793238370856,True,671,1560124,8.179717230025306,0,v8-development-humanitarian-large-medium-high-medium-random_geometric-private_fragmented-8810021-js_drift-565d3b5e7ead-uint8_simplex-frozen_local_rule,js_drift,156559.26618777626,105,0,1626336,271056,0,2303976,406584,development,679,0,2026-08-17T04:45:28.672740+00:00,00c9f929daff795827d94a45e4eef15108225897b50ef5b53b0e73ffb50d8fe4,12,random_geometric,244757,1040,67764,0.7153846153846154,744,565d3b5e7ead,1040,"{'initial_reference': 156, 'js_drift': 632, 'maximum_silence': 252}",3971.3238987457894,full,,,,,,,,
288,frozen_local_rule,390,52,0.4148418111860253,humanitarian,74087,114,167,0,4956,114,0,2026-08-17T04:44:13.995011+00:00,large,52.0,True,medium,82475.85995959316,855,20,63234,570860,181.37238033142214,156,156,1.0,0.0711941875806851,137,10853,uint8_simplex,8810021,pooled_current_private_evidence_pre_exchange,155873,135,0.8653846153846154,62080,high,2597424,70237,167,100,1040,private_fragmented,3,4.547473508864641e-13,15.0,90.0,0.09615384615384616,14.942307692307692,0.0006206986294794585,507.127556194555,medium,0,-28.51390931552536,0.07073962811071739,244726,1040,30,255,0,288,0.17463145823526113,0.10909097295248217,0.12298344915271392,0.07096690784570125,0.12793238370856,True,672,1579096,7.061217110013217,0,v8-development-humanitarian-large-medium-high-medium-random_geometric-private_fragmented-8810021-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_change,155034.0291899926,102,0,1660728,276788,0,2352698,415182,development,679,0,2026-08-17T04:43:47.714800+00:00,00c9f929daff795827d94a45e4eef15108225897b50ef5b53b0e73ffb50d8fe4,12,random_geometric,244726,1040,69197,0.7673076923076924,798,314c8c128df2,1040,"{'initial_reference': 156, 'kpi_change': 674, 'maximum_silence': 210}",3916.8819776029,full,,,,,,,,
289,frozen_local_rule,391,52,0.41480485535172934,humanitarian,98133,114,168,0,6597,114,0,2026-08-17T04:45:07.869171+00:00,large,52.0,True,medium,82886.77295845676,855,20,83915,746334,182.70988492053752,156,156,1.0,0.06992875603412103,137,14218,uint8_simplex,8810021,pooled_current_private_evidence_pre_exchange,200602,135,0.8653846153846154,82633,high,3371817,93011,168,100,1040,private_fragmented,3,5.684341886080801e-13,0.0,45.0,0.0,11.307692307692308,0.000616284145678493,502.94832378673766,medium,0,-28.507393221855885,0.07029512615620304,244803,1040,30,255,0,289,0.17463145823526113,0.10892818382154149,0.12231695561940163,0.07011194109516204,0.12710314155334923,True,674,2106776,7.061217110013217,0,v8-development-humanitarian-large-medium-high-medium-random_geometric-private_fragmented-8810021-l1_belief_drift-c1987b7c3312-uint8_simplex-frozen_local_rule,l1_belief_drift,154927.27156615964,103,0,2207304,367884,0,3127014,551826,development,679,0,2026-08-17T04:44:36.753335+00:00,00c9f929daff795827d94a45e4eef15108225897b50ef5b53b0e73ffb50d8fe4,12,random_geometric,244803,1040,91971,0.9903846153846154,1030,c1987b7c3312,1040,"{'initial_reference': 156, 'l1_belief_drift': 874, 'maximum_silence': 10}",3910.4557950090566,full,,,,,,,,
290,frozen_local_rule,389,52,0.41523084519808734,humanitarian,67202,117,166,0,4541,117,0,2026-08-17T04:45:05.600368+00:00,large,52.0,True,medium,81134.3352138522,855,20,57686,510714,185.03356787731744,156,156,1.0,0.07127170270450249,137,9516,uint8_simplex,8810021,pooled_current_private_evidence_pre_exchange,143444,135,0.8653846153846154,56804,high,2393528,64239,166,100,1040,private_fragmented,3,1.4210854715202004e-13,15.0,75.0,0.19230769230769232,15.778846153846153,0.0006176628202415726,531.5052629449827,medium,0,-28.283227710482652,0.07158748250153606,244762,1040,30,256,0,290,0.17463145823526113,0.11031141792663753,0.12525736100868418,0.07142959260301927,0.12710314155334923,True,673,1450610,5.888446701922865,0,v8-development-humanitarian-large-medium-high-medium-random_geometric-private_fragmented-8810021-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule,matched_random,154177.73876626792,105,0,1516776,252796,0,2148766,379194,development,679,0,2026-08-17T04:44:42.150565+00:00,00c9f929daff795827d94a45e4eef15108225897b50ef5b53b0e73ffb50d8fe4,12,random_geometric,244762,1040,63199,0.676923076923077,704,681a73b1e0f1,1040,"{'initial_reference': 156, 'matched_random_selected': 272, 'matched_random_wait': 336, 'maximum_silence': 276}",3893.5763316340876,full,,,,,,,,
288,frozen_local_rule,385,52,0.41508186468944924,humanitarian,0,110,173,0,0,110,0,2026-08-17T04:42:11.433401+00:00,large,52.0,True,medium,82111.62805552062,855,20,0,0,187.01221487016727,156,156,1.0,0.11430445916465411,137,0,uint8_simplex,8810021,pooled_current_private_evidence_pre_exchange,18554,135,0.8653846153846154,0,high,244733,1040,173,100,1040,private_fragmented,3,3.410605131648481e-13,15.0,0.0,0.28846153846153844,0.0,0.0,507.1535884457025,medium,0,-28.719449107193054,0.08052107906426359,244733,1040,30,251,0,288,0.18347362121204877,0.12269156371069172,0.1345650516140012,0.09741276911445886,0.14539257560789146,True,663,0,7.69833430685293,0,v8-development-humanitarian-large-medium-high-medium-random_geometric-private_fragmented-8810021-none-806ed450405e-uint8_simplex-frozen_local_rule,none,156191.00200654063,105,0,0,0,0,0,0,development,0,0,2026-08-17T04:42:00.212264+00:00,00c9f929daff795827d94a45e4eef15108225897b50ef5b53b0e73ffb50d8fe4,12,random_geometric,244733,1040,0,0.0,0,806ed450405e,1040,{'disabled': 1040},3950.251827484052,,,,,,,,,
289,frozen_local_rule,391,52,0.41480485535172934,humanitarian,98581,114,168,0,6628,114,0,2026-08-17T04:46:11.307513+00:00,large,52.0,True,medium,82886.77295845676,855,20,84266,750482,182.70988492053752,156,156,1.0,0.06986134675925305,137,14315,uint8_simplex,8810021,pooled_current_private_evidence_pre_exchange,201401,135,0.8653846153846154,82973,high,3385074,93401,168,100,1040,private_fragmented,3,5.684341886080801e-13,0.0,45.0,0.0,11.177884615384615,0.0006174982073702852,502.94832378673766,medium,0,-28.507393221855885,0.07028098047297206,244800,1040,30,255,0,289,0.17463145823526113,0.10892818382154149,0.12231695561940163,0.07007116361611256,0.12710314155334923,True,674,2114562,7.061217110013217,0,v8-development-humanitarian-large-medium-high-medium-random_geometric-private_fragmented-8810021-offline_oracle-df72669ae5df-uint8_simplex-frozen_local_rule,offline_oracle,154927.27156615964,103,0,2216664,369444,0,3140274,554166,development,679,0,2026-08-17T04:45:39.748899+00:00,00c9f929daff795827d94a45e4eef15108225897b50ef5b53b0e73ffb50d8fe4,12,random_geometric,244800,1040,92361,0.9980769230769231,1038,df72669ae5df,1040,"{'initial_reference': 156, 'maximum_silence': 1, 'offline_oracle': 883}",3910.4557950090566,full,,,,,,,,
289,frozen_local_rule,387,52,0.41486233610665435,humanitarian,54644,114,167,0,3710,114,0,2026-08-17T04:44:59.745112+00:00,large,52.0,True,medium,81701.47930633918,855,20,47125,413882,182.54470069306194,156,156,1.0,0.07094544324838854,137,7519,uint8_simplex,8810021,pooled_current_private_evidence_pre_exchange,120322,135,0.8653846153846154,46364,high,1998276,52614,167,100,1040,private_fragmented,3,1.9895196601282805e-13,15.0,75.0,0.19230769230769232,16.182692307692307,0.000608386104110721,508.4079336516086,medium,0,-28.61015278377582,0.07294851900627565,244760,1040,30,255,0,289,0.17463145823526113,0.11120619346421076,0.1247673464885585,0.0719469811273321,0.12710314155334923,True,669,1188368,5.557114130957393,0,v8-development-humanitarian-large-medium-high-medium-random_geometric-private_fragmented-8810021-periodic-52761a8cde7f-uint8_simplex-frozen_local_rule,periodic,155604.11554795562,102,0,1237776,206296,0,1753516,309444,development,676,0,2026-08-17T04:44:38.589332+00:00,00c9f929daff795827d94a45e4eef15108225897b50ef5b53b0e73ffb50d8fe4,12,random_geometric,244760,1040,51574,0.55,572,52761a8cde7f,1040,"{'initial_reference': 156, 'maximum_silence': 416, 'periodic_wait': 468}",3941.820412389287,full,,,,,,,,
285,frozen_local_rule,387,52,0.41554279795699234,humanitarian,70820,118,160,0,4808,118,0,2026-08-17T04:44:12.874453+00:00,large,52.0,True,medium,82765.04697615308,855,20,61051,534854,186.47101138781204,156,156,1.0,0.07091763701659887,137,9769,uint8_simplex,8810021,pooled_current_private_evidence_pre_exchange,150417,135,0.8653846153846154,60170,high,2520271,67967,160,100,1040,private_fragmented,3,1.4210854715202004e-13,0.0,75.0,0.0,15.475961538461538,0.0006136680218083891,540.0621568889219,medium,0,-28.49702872830871,0.07237708297599611,244753,1040,30,253,0,285,0.17463145823526113,0.11092856507397535,0.12426098484616953,0.07164735999629751,0.12710314155334923,True,668,1540880,6.241255753642276,0,v8-development-humanitarian-large-medium-high-medium-random_geometric-private_fragmented-8810021-predictive_uncertainty_change-71c476debc21-uint8_simplex-frozen_local_rule,predictive_uncertainty_change,155441.19852369727,105,0,1606248,267708,0,2275518,401562,development,676,0,2026-08-17T04:43:47.714997+00:00,00c9f929daff795827d94a45e4eef15108225897b50ef5b53b0e73ffb50d8fe4,12,random_geometric,244753,1040,66927,0.7105769230769231,739,71c476debc21,1040,"{'initial_reference': 156, 'maximum_silence': 252, 'predictive_uncertainty_change': 632}",3928.2455513552195,full,,,,,,,,
285,frozen_local_rule,386,52,0.4155651418681613,humanitarian,72561,115,163,0,4938,115,0,2026-08-17T04:45:57.656838+00:00,large,52.0,True,medium,82942.50613809125,855,20,62578,549100,181.87052624934407,156,156,1.0,0.07053931965843198,137,9983,uint8_simplex,8810021,pooled_current_private_evidence_pre_exchange,153685,135,0.8653846153846154,61748,high,2579884,69720,163,100,1040,private_fragmented,3,1.9895196601282805e-13,0.0,75.0,0.0,15.072115384615385,0.0006120122147805111,525.237022706664,medium,0,-28.667577654731154,0.07228400743946999,244764,1040,30,254,0,285,0.17463145823526113,0.11120619346421076,0.12464364402179019,0.07141166354895097,0.12650501105811632,True,668,1578552,6.292227248267484,0,v8-development-humanitarian-large-medium-high-medium-random_geometric-private_fragmented-8810021-tsallis_spectrum_change-1013b09ad56f-uint8_simplex-frozen_local_rule,tsallis_spectrum_change,156147.1357167125,102,0,1648320,274720,0,2335120,412080,development,676,0,2026-08-17T04:45:32.064383+00:00,00c9f929daff795827d94a45e4eef15108225897b50ef5b53b0e73ffb50d8fe4,12,random_geometric,244764,1040,68680,0.7307692307692307,760,1013b09ad56f,1040,"{'initial_reference': 156, 'maximum_silence': 231, 'tsallis_spectrum_change': 653}",3950.3896170857934,full,,,,,,,,
285,frozen_local_rule,385,52,0.41562322805323565,humanitarian,74953,115,164,0,5065,115,0,2026-08-17T04:45:45.005196+00:00,large,52.0,True,medium,83418.92993657608,855,20,64338,566542,182.87967006921605,156,156,1.0,0.07033356012757996,137,10615,uint8_simplex,8810021,pooled_current_private_evidence_pre_exchange,157838,135,0.8653846153846154,63460,high,2645339,71645,164,100,1040,private_fragmented,3,1.9895196601282805e-13,0.0,75.0,0.0,14.884615384615385,0.0006126741177810653,523.1528081811534,medium,0,-28.642042982927936,0.07190892604254595,244769,1040,30,255,0,285,0.17463145823526113,0.11026998968764876,0.12426098484616953,0.07112124308506296,0.12650501105811632,True,669,1620950,6.292227248267484,0,v8-development-humanitarian-large-medium-high-medium-random_geometric-private_fragmented-8810021-v7_shannon_change-c5a26765fa92-uint8_simplex-frozen_local_rule,v7_shannon_change,156004.58351782785,103,0,1694520,282420,0,2400570,423630,development,676,0,2026-08-17T04:45:18.977031+00:00,00c9f929daff795827d94a45e4eef15108225897b50ef5b53b0e73ffb50d8fe4,12,random_geometric,244769,1040,70605,0.7538461538461538,784,c5a26765fa92,1040,"{'initial_reference': 156, 'maximum_silence': 210, 'v7_shannon_change': 674}",3941.4167498284514,full,,,,,,,,
238,frozen_local_rule,481,52,0.4161071734774437,humanitarian,60351,113,113,0,4771,113,0,2026-08-17T04:49:01.103341+00:00,large,52.0,True,medium,86858.57593746799,306,20,50810,454104,128.91381972262258,144,144,1.0,0.0708006521362733,100,9541,uint8_simplex,8810023,pooled_current_private_evidence_pre_exchange,127005,30,0.19230769230769232,50540,low,1995690,56216,113,100,295,private_fragmented,3,1.1368683772161603e-13,30.0,90.0,5.729166666666667,20.985576923076923,0.0005618211629582622,650.1108830651444,high,0,-29.198306365167298,0.07354041287098673,98422,414,30,95,0,238,0.2192841471296291,0.15480406849242212,0.17619476792931935,0.07217053250363001,0.15530487702806575,True,581,1273436,4.6832334776529265,0,v8-development-humanitarian-large-medium-low-high-random_geometric-private_fragmented-8810023-age_of_information-e27491322545-uint8_simplex-frozen_local_rule,age_of_information,158859.41886173637,73,0,1339248,223208,0,1897268,334812,development,825,0,2026-08-17T04:48:39.428975+00:00,bfb67d559eb40cc1f994b64a8d92804b2f52c93b6f0eafa28a7120148deae10e,12,random_geometric,98422,414,55802,0.55,572,e27491322545,1040,"{'age_deadline': 468, 'initial_reference': 156, 'maximum_silence': 416}",4183.69032509838,full,,,,,,,,
236,frozen_local_rule,479,52,0.4161071734774437,humanitarian,108814,112,112,0,8514,112,0,2026-08-17T04:48:06.076510+00:00,large,52.0,True,medium,87874.91439050941,305,20,90686,817666,128.91381972262258,143,144,0.9930555555555556,0.06481268232177316,99,18128,uint8_simplex,8810023,pooled_current_private_evidence_pre_exchange,215339,30,0.19230769230769232,90237,low,3487784,100106,112,100,296,private_fragmented,3,1.1368683772161603e-13,70.0,75.0,5.069444444444445,14.625,0.0005668721014105803,648.2073292683796,high,0,-29.435163204089704,0.0645949363274873,98222,413,30,94,0,236,0.22079575680611382,0.1446695848558553,0.16907701960757623,0.06470380932463024,0.1577354145010453,True,578,2265658,4.6832334776529265,0,v8-development-humanitarian-large-medium-low-high-random_geometric-private_fragmented-8810023-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on,160099.75494977497,73,0,2392632,398772,0,3389562,598158,development,826,0,2026-08-17T04:47:31.798442+00:00,bfb67d559eb40cc1f994b64a8d92804b2f52c93b6f0eafa28a7120148deae10e,12,random_geometric,98222,413,99693,1.0,1040,f06f6808d09b,1040,"{'always_on': 884, 'initial_reference': 156}",4208.349059110804,full,,,,,,,,
