feature_block,risk_coverage_area,mean_brier
kpi_confidence,0.25631944444444443,0.18951001276005602
predictive_uncertainty,0.25159722222222225,0.18900630357576143
conformal_risk_control,0.28381944444444446,0.40103028517758044
