acceptances,agreement_rate,application,coalition_formation_rate,coalition_proposals,coalition_recall_when_required,coalitions,coalitions_formed,commitment_breaches,commitment_memory_accuracy,commitment_memory_items,conservation_error,contradiction_rate,counteroffers,cumulative_unmet_weighted_need,delivered_messages,failed_actions,fairness,final_backlog,fulfillment_rate,generated_tokens,individually_rational_agreement_rate,information_disclosures,inventory_efficiency,llm_calls,llm_latency_seconds,manifest,max_free_energy,mean_agent_utility,mean_consensus_rmse,mean_time_to_agreement,message_bytes,message_delivery_rate,messages,method,minimum_agent_utility,monitor_sketch_bytes,monitor_sketch_messages,multi_step_completion_rate,n_agents,on_time_delivery_rate,option_counts,partner_reliability_brier,partner_reliability_observations,plan_revisions,planner_revision,primary_outcome,prompt_tokens,recovery_time,rejections,run_id,scenario,scenario_name,seed,service_loss_auc,social_welfare,status,tool_calls,tool_proposals,total_communication_bytes,total_communication_messages,total_cost,transport_efficiency,useful_coalition_precision,valid_structured_output_rate,valid_tool_call_rate,wall_clock_seconds
0,0.0,commercial,0.0,0,,0,0,0,0.0,0,5.684341886080802e-14,0.0,0,80.85110729593156,0,0,0.9999999875689821,29.294453261105744,0.2836263991026712,212,0.0,0,0.023114956794834253,3,4.548018664121628,manifests/smoke-commercial-centralized_llm-n08-s1901-legal_exact_reports_v2_public_routes.json,0.22095759747061972,0.5890902255241646,0.010245629381488711,,0,0.0,0,centralized_llm,0.08757567704429203,0,0,0.0,8,1.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}",,0,0,a09a35458c702b33eeacc393d103063234e8bc28,2.9390138957776206,5374,3.0,0,smoke-commercial-centralized_llm-n08-s1901-legal_exact_reports_v2_public_routes,reliable-moderate-p0.0-o0.5,legal_exact_reports_v2_public_routes,1901,2.9390138957776206,0.505588577359024,complete,2,3,0,0,11.46542204435915,0.5,0.0,1.0,1.0,4.58052571862936
0,0.0,commercial,0.0,0,,0,0,0,0.0,0,5.684341886080802e-14,0.0,0,80.85110729593156,0,0,0.9999999875689821,29.294453261105744,0.2836263991026712,209,0.0,0,0.023114956794834253,3,4.22944138199091,manifests/smoke-commercial-centralized_llm-n08-s1901-legal_coarse_reports_v2_public_routes.json,0.22095759747061972,0.5890902255241646,0.010245629381488711,,0,0.0,0,centralized_llm,0.08757567704429203,0,0,0.0,8,1.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}",,0,0,a09a35458c702b33eeacc393d103063234e8bc28,2.9390138957776206,4618,3.0,0,smoke-commercial-centralized_llm-n08-s1901-legal_coarse_reports_v2_public_routes,reliable-moderate-p0.5-o0.5,legal_coarse_reports_v2_public_routes,1901,2.9390138957776206,0.5110243592638096,complete,2,3,0,0,9.242583866795867,0.5,0.0,1.0,1.0,4.247988432645798
0,0.0,commercial,0.0,0,,0,0,0,0.0,0,5.684341886080802e-14,0.0,0,90.85110729593156,0,3,0.9999999615909058,34.294453261105744,0.16135519736489065,193,0.0,0,0.01315011024189347,3,3.880448754876852,manifests/smoke-commercial-centralized_llm-n08-s1901-legal_absent_reports_v2_public_routes.json,0.22095759747061972,0.5301583729906719,0.010245629381488711,,0,0.0,0,centralized_llm,-0.10518197612141547,0,0,0.0,8,0.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}",,0,0,a09a35458c702b33eeacc393d103063234e8bc28,3.2141626838450037,4081,3.0,0,smoke-commercial-centralized_llm-n08-s1901-legal_absent_reports_v2_public_routes,reliable-moderate-p1.0-o0.5,legal_absent_reports_v2_public_routes,1901,3.2141626838450037,0.4113551877626171,complete,0,3,0,0,0.0,0.0,0.0,1.0,0.0,3.8991162702441216
