factor,metric,matched_cell,high_minus_low
coupling_strength,mean_abs_belief_magnetization,8.0|ring|0.85|0|0.8,0.1328125
coupling_strength,mean_abs_belief_magnetization,8.0|ring|0.85|1|0.0,0.08333333333333333
coupling_strength,mean_abs_belief_magnetization,8.0|ring|0.85|1|0.2,0.0859375
coupling_strength,mean_abs_belief_magnetization,8.0|ring|0.85|1|0.5,0.033854166666666664
coupling_strength,mean_abs_belief_magnetization,8.0|ring|0.85|1|0.8,0.010416666666666666
coupling_strength,mean_abs_belief_magnetization,16.0|modular|0.5|0|0.0,0.048177083333333336
coupling_strength,mean_abs_belief_magnetization,16.0|modular|0.5|0|0.2,0.06184895833333332
coupling_strength,mean_abs_belief_magnetization,16.0|modular|0.5|0|0.5,0.02018229166666667
coupling_strength,mean_abs_belief_magnetization,16.0|modular|0.5|0|0.8,0.06380208333333334
coupling_strength,mean_abs_belief_magnetization,16.0|modular|0.5|1|0.0,-0.03645833333333333
coupling_strength,mean_abs_belief_magnetization,16.0|modular|0.5|1|0.2,-0.07617187499999999
coupling_strength,mean_abs_belief_magnetization,16.0|modular|0.5|1|0.5,-0.06249999999999997
coupling_strength,mean_abs_belief_magnetization,16.0|modular|0.5|1|0.8,-0.025390625
coupling_strength,mean_abs_belief_magnetization,16.0|modular|0.85|0|0.0,-0.015625
coupling_strength,mean_abs_belief_magnetization,16.0|modular|0.85|0|0.2,-0.007161458333333336
coupling_strength,mean_abs_belief_magnetization,16.0|modular|0.85|0|0.5,-0.0032552083333333356
coupling_strength,mean_abs_belief_magnetization,16.0|modular|0.85|0|0.8,-0.016927083333333332
coupling_strength,mean_abs_belief_magnetization,16.0|modular|0.85|1|0.0,-0.10807291666666667
coupling_strength,mean_abs_belief_magnetization,16.0|modular|0.85|1|0.2,-0.09375
coupling_strength,mean_abs_belief_magnetization,16.0|modular|0.85|1|0.5,-0.04557291666666666
coupling_strength,mean_abs_belief_magnetization,16.0|modular|0.85|1|0.8,-0.023437499999999993
coupling_strength,mean_abs_belief_magnetization,16.0|ring|0.5|0|0.0,-0.14973958333333331
coupling_strength,mean_abs_belief_magnetization,16.0|ring|0.5|0|0.2,-0.1484375
coupling_strength,mean_abs_belief_magnetization,16.0|ring|0.5|0|0.5,-0.06315104166666669
coupling_strength,mean_abs_belief_magnetization,16.0|ring|0.5|0|0.8,-0.0546875
coupling_strength,mean_abs_belief_magnetization,16.0|ring|0.5|1|0.0,-0.01953125
coupling_strength,mean_abs_belief_magnetization,16.0|ring|0.5|1|0.2,-0.005859375
coupling_strength,mean_abs_belief_magnetization,16.0|ring|0.5|1|0.5,0.014322916666666657
coupling_strength,mean_abs_belief_magnetization,16.0|ring|0.5|1|0.8,0.047526041666666644
coupling_strength,mean_abs_belief_magnetization,16.0|ring|0.85|0|0.0,0.04427083333333333
coupling_strength,mean_abs_belief_magnetization,16.0|ring|0.85|0|0.2,0.0032552083333333287
coupling_strength,mean_abs_belief_magnetization,16.0|ring|0.85|0|0.5,0.0
coupling_strength,mean_abs_belief_magnetization,16.0|ring|0.85|0|0.8,-0.007161458333333329
coupling_strength,mean_abs_belief_magnetization,16.0|ring|0.85|1|0.0,0.15885416666666666
coupling_strength,mean_abs_belief_magnetization,16.0|ring|0.85|1|0.2,0.17447916666666666
coupling_strength,mean_abs_belief_magnetization,16.0|ring|0.85|1|0.5,0.14127604166666669
coupling_strength,mean_abs_belief_magnetization,16.0|ring|0.85|1|0.8,0.09505208333333334
coupling_strength,belief_susceptibility,8.0|modular|0.5|0|0.0,-0.12056737588652483
coupling_strength,belief_susceptibility,8.0|modular|0.5|0|0.2,-0.12056737588652483
coupling_strength,belief_susceptibility,8.0|modular|0.5|0|0.5,-0.12056737588652483
coupling_strength,belief_susceptibility,8.0|modular|0.5|0|0.8,-0.07092198581560283
coupling_strength,belief_susceptibility,8.0|modular|0.5|1|0.0,0.06582446808510639
coupling_strength,belief_susceptibility,8.0|modular|0.5|1|0.2,0.018727836879432636
coupling_strength,belief_susceptibility,8.0|modular|0.5|1|0.5,0.010638297872340441
coupling_strength,belief_susceptibility,8.0|modular|0.5|1|0.8,0.010638297872340441
coupling_strength,belief_susceptibility,8.0|modular|0.85|0|0.0,0.0046542553191489255
coupling_strength,belief_susceptibility,8.0|modular|0.85|0|0.2,0.12732712765957446
coupling_strength,belief_susceptibility,8.0|modular|0.85|0|0.5,0.1338652482269503
coupling_strength,belief_susceptibility,8.0|modular|0.85|0|0.8,0.06792996453900702
coupling_strength,belief_susceptibility,8.0|modular|0.85|1|0.0,-0.09042553191489362
coupling_strength,belief_susceptibility,8.0|modular|0.85|1|0.2,0.011524822695035464
coupling_strength,belief_susceptibility,8.0|modular|0.85|1|0.5,-0.03025265957446809
coupling_strength,belief_susceptibility,8.0|modular|0.85|1|0.8,0.011524822695035464
coupling_strength,belief_susceptibility,8.0|ring|0.5|0|0.0,0.06582446808510642
coupling_strength,belief_susceptibility,8.0|ring|0.5|0|0.2,0.20722517730496454
coupling_strength,belief_susceptibility,8.0|ring|0.5|0|0.5,0.2580895390070922
coupling_strength,belief_susceptibility,8.0|ring|0.5|0|0.8,0.07280585106382981
coupling_strength,belief_susceptibility,8.0|ring|0.5|1|0.0,-0.042553191489361764
coupling_strength,belief_susceptibility,8.0|ring|0.5|1|0.2,0.007646276595744628
coupling_strength,belief_susceptibility,8.0|ring|0.5|1|0.5,-0.026928191489361764
coupling_strength,belief_susceptibility,8.0|ring|0.5|1|0.8,-0.0255984042553192
coupling_strength,belief_susceptibility,8.0|ring|0.85|0|0.0,0.04809397163120567
coupling_strength,belief_susceptibility,8.0|ring|0.85|0|0.2,-0.007313829787234036
coupling_strength,belief_susceptibility,8.0|ring|0.85|0|0.5,-0.017841312056737613
coupling_strength,belief_susceptibility,8.0|ring|0.85|0|0.8,0.032690602836879454
coupling_strength,belief_susceptibility,8.0|ring|0.85|1|0.0,0.11347517730496455
coupling_strength,belief_susceptibility,8.0|ring|0.85|1|0.2,0.11513741134751773
coupling_strength,belief_susceptibility,8.0|ring|0.85|1|0.5,0.08233599290780143
coupling_strength,belief_susceptibility,8.0|ring|0.85|1|0.8,0.019503546099290777
coupling_strength,belief_susceptibility,16.0|modular|0.5|0|0.0,0.2181195175438597
coupling_strength,belief_susceptibility,16.0|modular|0.5|0|0.2,0.26059484649122805
coupling_strength,belief_susceptibility,16.0|modular|0.5|0|0.5,0.1031387061403509
coupling_strength,belief_susceptibility,16.0|modular|0.5|0|0.8,0.08442982456140352
coupling_strength,belief_susceptibility,16.0|modular|0.5|1|0.0,0.21677631578947368
coupling_strength,belief_susceptibility,16.0|modular|0.5|1|0.2,0.07054550438596491
coupling_strength,belief_susceptibility,16.0|modular|0.5|1|0.5,0.07689144736842102
coupling_strength,belief_susceptibility,16.0|modular|0.5|1|0.8,-0.01040296052631573
coupling_strength,belief_susceptibility,16.0|modular|0.85|0|0.0,-0.03508771929824562
coupling_strength,belief_susceptibility,16.0|modular|0.85|0|0.2,-0.020655153508771958
coupling_strength,belief_susceptibility,16.0|modular|0.85|0|0.5,-0.0030564692982456426
coupling_strength,belief_susceptibility,16.0|modular|0.85|0|0.8,-0.036759868421052645
coupling_strength,belief_susceptibility,16.0|modular|0.85|1|0.0,-0.0803453947368421
coupling_strength,belief_susceptibility,16.0|modular|0.85|1|0.2,-0.09865679824561402
coupling_strength,belief_susceptibility,16.0|modular|0.85|1|0.5,-0.05268640350877193
coupling_strength,belief_susceptibility,16.0|modular|0.85|1|0.8,-0.010608552631578949
coupling_strength,belief_susceptibility,16.0|ring|0.5|0|0.0,0.1626918859649123
coupling_strength,belief_susceptibility,16.0|ring|0.5|0|0.2,0.14013157894736838
coupling_strength,belief_susceptibility,16.0|ring|0.5|0|0.5,0.09370888157894736
coupling_strength,belief_susceptibility,16.0|ring|0.5|0|0.8,-0.022478070175438625
coupling_strength,belief_susceptibility,16.0|ring|0.5|1|0.0,-0.031551535087719296
coupling_strength,belief_susceptibility,16.0|ring|0.5|1|0.2,0.05341282894736836
coupling_strength,belief_susceptibility,16.0|ring|0.5|1|0.5,0.0978070175438596
coupling_strength,belief_susceptibility,16.0|ring|0.5|1|0.8,0.1797286184210526
coupling_strength,belief_susceptibility,16.0|ring|0.85|0|0.0,0.10986842105263159
coupling_strength,belief_susceptibility,16.0|ring|0.85|0|0.2,0.12186129385964914
coupling_strength,belief_susceptibility,16.0|ring|0.85|0|0.5,0.07031249999999999
coupling_strength,belief_susceptibility,16.0|ring|0.85|0|0.8,0.06413103070175437
coupling_strength,belief_susceptibility,16.0|ring|0.85|1|0.0,0.01524122807017543
coupling_strength,belief_susceptibility,16.0|ring|0.85|1|0.2,0.08124999999999999
coupling_strength,belief_susceptibility,16.0|ring|0.85|1|0.5,0.11199287280701756
coupling_strength,belief_susceptibility,16.0|ring|0.85|1|0.8,0.1694078947368421
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|modular|0.5|0|0.0,-4.552539391863734
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|modular|0.5|0|0.2,-4.552539391863734
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|modular|0.5|0|0.5,-4.552539391863734
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|modular|0.5|0|0.8,-5.135432725890885
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|modular|0.5|1|0.0,-1.698080411979105
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|modular|0.5|1|0.2,-3.6808762334422447
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|modular|0.5|1|0.5,-1.040013578069452
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|modular|0.5|1|0.8,-1.040013578069452
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|modular|0.85|0|0.0,3.504864245304934
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|modular|0.85|0|0.2,3.792906912663411
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|modular|0.85|0|0.5,3.8783579434023023
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|modular|0.85|0|0.8,4.55878653596133
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|modular|0.85|1|0.0,-11.929970980362928
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|modular|0.85|1|0.2,-0.1207586351788219
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|modular|0.85|1|0.5,-4.940625329836105
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|modular|0.85|1|0.8,-0.1207586351788219
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|ring|0.5|0|0.0,10.33728361056741
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|ring|0.5|0|0.2,12.015255860132775
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|ring|0.5|0|0.5,11.46587900967782
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|ring|0.5|0|0.8,11.311910407595377
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|ring|0.5|1|0.0,-4.563964537870449
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|ring|0.5|1|0.2,-3.3847957416665757
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|ring|0.5|1|0.5,-3.663349719235633
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|ring|0.5|1|0.8,-6.659844903114269
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|ring|0.85|0|0.0,2.2885725652077467
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|ring|0.85|0|0.2,1.2751208082260233
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|ring|0.85|0|0.5,-1.795340573247385
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|ring|0.85|0|0.8,2.551888286021332
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|ring|0.85|1|0.0,4.451352074626173
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|ring|0.85|1|0.2,4.987472277632568
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|ring|0.85|1|0.5,3.88832979256388
coupling_strength,belief_integrated_autocorrelation_time_updates,8.0|ring|0.85|1|0.8,0.6949793961819861
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|modular|0.5|0|0.0,5.533411593125969
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|modular|0.5|0|0.2,8.47837084710298
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|modular|0.5|0|0.5,6.459114640433551
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|modular|0.5|0|0.8,4.568916035290826
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|modular|0.5|1|0.0,4.092562423701242
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|modular|0.5|1|0.2,3.5235949703318887
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|modular|0.5|1|0.5,5.9841222442081765
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|modular|0.5|1|0.8,-5.400194921208076
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|modular|0.85|0|0.0,0.7922152011174663
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|modular|0.85|0|0.2,1.405039486129473
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|modular|0.85|0|0.5,0.3126394785790456
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|modular|0.85|0|0.8,0.04817242892495166
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|modular|0.85|1|0.0,-9.817544232281723
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|modular|0.85|1|0.2,-11.366903824883082
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|modular|0.85|1|0.5,-4.403962669795709
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|modular|0.85|1|0.8,-0.5860955227963167
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|ring|0.5|0|0.0,6.955997618433165
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|ring|0.5|0|0.2,12.591965850373631
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|ring|0.5|0|0.5,8.220572644977668
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|ring|0.5|0|0.8,-3.8798234321384157
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|ring|0.5|1|0.0,-1.3704787407141268
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|ring|0.5|1|0.2,10.583594277961481
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|ring|0.5|1|0.5,13.852284503242746
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|ring|0.5|1|0.8,12.93532262575544
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|ring|0.85|0|0.0,14.75594663228297
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|ring|0.85|0|0.2,12.112283162307024
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|ring|0.85|0|0.5,6.753964909148959
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|ring|0.85|0|0.8,2.048160055585086
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|ring|0.85|1|0.0,6.507562006749403
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|ring|0.85|1|0.2,13.38158689610544
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|ring|0.85|1|0.5,3.3234789737688324
coupling_strength,belief_integrated_autocorrelation_time_updates,16.0|ring|0.85|1|0.8,2.4332175602031345
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|modular|0.5|0|0.0,-0.006814853701442077
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|modular|0.5|0|0.2,-0.006673829271090084
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|modular|0.5|0|0.5,-0.006720416662797423
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|modular|0.5|0|0.8,-0.0034157768572025127
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|modular|0.5|1|0.0,0.007725290479544634
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|modular|0.5|1|0.2,0.00413113202105907
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|modular|0.5|1|0.5,-0.012095704865204879
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|modular|0.5|1|0.8,-0.012037778455028791
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|modular|0.85|0|0.0,-0.001594861304350683
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|modular|0.85|0|0.2,0.011224546417034862
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|modular|0.85|0|0.5,0.011318878714875783
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|modular|0.85|0|0.8,0.01785082450696019
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|modular|0.85|1|0.0,0.0
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|modular|0.85|1|0.2,1.734723475976807e-18
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|modular|0.85|1|0.5,0.0
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|modular|0.85|1|0.8,1.734723475976807e-18
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|ring|0.5|0|0.0,3.469446951953614e-18
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|ring|0.5|0|0.2,4.336808689942018e-18
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|ring|0.5|0|0.5,4.336808689942018e-18
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|ring|0.5|0|0.8,3.469446951953614e-18
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|ring|0.5|1|0.0,-0.01670316731312811
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|ring|0.5|1|0.2,-0.01211058212824241
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|ring|0.5|1|0.5,-0.012487512252725494
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|ring|0.5|1|0.8,-0.005124866003139579
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|ring|0.85|0|0.0,3.469446951953614e-18
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|ring|0.85|0|0.2,0.00018520143077915482
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|ring|0.85|0|0.5,0.00018890887874509557
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|ring|0.85|0|0.8,1.734723475976807e-18
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|ring|0.85|1|0.0,0.0
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|ring|0.85|1|0.2,0.0
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|ring|0.85|1|0.5,1.734723475976807e-18
coupling_strength,neighbor_belief_mutual_information_bias_corrected,8.0|ring|0.85|1|0.8,1.734723475976807e-18
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|modular|0.5|0|0.0,0.004566256810195934
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|modular|0.5|0|0.2,0.004505265485183055
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|modular|0.5|0|0.5,0.0019675708243377214
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|modular|0.5|0|0.8,0.0021224783388151943
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|modular|0.5|1|0.0,-0.0010611334855281443
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|modular|0.5|1|0.2,-0.000654708403056232
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|modular|0.5|1|0.5,-0.0006337750955927469
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|modular|0.5|1|0.8,0.0008447467047561505
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|modular|0.85|0|0.0,0.0019743185558264847
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|modular|0.85|0|0.2,0.00200732605310375
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|modular|0.85|0|0.5,0.0017453976895549271
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|modular|0.85|0|0.8,0.002081867219008931
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|modular|0.85|1|0.0,0.0028394741500498023
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|modular|0.85|1|0.2,0.0029434465728614126
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|modular|0.85|1|0.5,0.0012468090544912845
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|modular|0.85|1|0.8,0.0009547382327572303
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|ring|0.5|0|0.0,-0.005254200392487392
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|ring|0.5|0|0.2,-0.002391617048830088
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|ring|0.5|0|0.5,0.004014375743483421
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|ring|0.5|0|0.8,0.0027467616355256004
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|ring|0.5|1|0.0,0.005422925716696536
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|ring|0.5|1|0.2,0.015000608820857722
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|ring|0.5|1|0.5,0.02291440909509057
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|ring|0.5|1|0.8,0.017235241931992207
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|ring|0.85|0|0.0,-0.003536761827897996
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|ring|0.85|0|0.2,-0.0018212927711007245
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|ring|0.85|0|0.5,-0.0018393544182570337
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|ring|0.85|0|0.8,-0.0018316721959773736
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|ring|0.85|1|0.0,1.734723475976807e-18
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|ring|0.85|1|0.2,8.673617379884035e-19
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|ring|0.85|1|0.5,8.673617379884035e-19
coupling_strength,neighbor_belief_mutual_information_bias_corrected,16.0|ring|0.85|1|0.8,1.734723475976807e-18
sampling_temperature,mean_abs_belief_magnetization,8.0|modular|0.35|0|0.0,0.171875
sampling_temperature,mean_abs_belief_magnetization,8.0|modular|0.35|0|0.2,0.171875
sampling_temperature,mean_abs_belief_magnetization,8.0|modular|0.35|0|0.5,0.171875
sampling_temperature,mean_abs_belief_magnetization,8.0|modular|0.35|0|0.8,0.13281249999999997
sampling_temperature,mean_abs_belief_magnetization,8.0|modular|0.35|1|0.0,-0.15625
sampling_temperature,mean_abs_belief_magnetization,8.0|modular|0.35|1|0.2,-0.17447916666666669
sampling_temperature,mean_abs_belief_magnetization,8.0|modular|0.35|1|0.5,-0.04166666666666668
sampling_temperature,mean_abs_belief_magnetization,8.0|modular|0.35|1|0.8,-0.04166666666666668
sampling_temperature,mean_abs_belief_magnetization,8.0|modular|0.8|0|0.0,0.16666666666666666
sampling_temperature,mean_abs_belief_magnetization,8.0|modular|0.8|0|0.2,0.19010416666666666
sampling_temperature,mean_abs_belief_magnetization,8.0|modular|0.8|0|0.5,0.19270833333333334
sampling_temperature,mean_abs_belief_magnetization,8.0|modular|0.8|0|0.8,0.16666666666666666
sampling_temperature,mean_abs_belief_magnetization,8.0|modular|0.8|1|0.0,-0.109375
sampling_temperature,mean_abs_belief_magnetization,8.0|modular|0.8|1|0.2,-0.08333333333333333
sampling_temperature,mean_abs_belief_magnetization,8.0|modular|0.8|1|0.5,-0.16406250000000003
sampling_temperature,mean_abs_belief_magnetization,8.0|modular|0.8|1|0.8,-0.13020833333333337
sampling_temperature,mean_abs_belief_magnetization,8.0|ring|0.35|0|0.0,0.0
sampling_temperature,mean_abs_belief_magnetization,8.0|ring|0.35|0|0.2,0.020833333333333332
sampling_temperature,mean_abs_belief_magnetization,8.0|ring|0.35|0|0.5,0.028645833333333332
sampling_temperature,mean_abs_belief_magnetization,8.0|ring|0.35|0|0.8,0.013020833333333332
sampling_temperature,mean_abs_belief_magnetization,8.0|ring|0.35|1|0.0,-0.13541666666666666
sampling_temperature,mean_abs_belief_magnetization,8.0|ring|0.35|1|0.2,-0.12239583333333333
sampling_temperature,mean_abs_belief_magnetization,8.0|ring|0.35|1|0.5,-0.15364583333333331
sampling_temperature,mean_abs_belief_magnetization,8.0|ring|0.35|1|0.8,-0.14322916666666666
sampling_temperature,mean_abs_belief_magnetization,8.0|ring|0.8|0|0.0,-0.14583333333333331
sampling_temperature,mean_abs_belief_magnetization,8.0|ring|0.8|0|0.2,-0.07291666666666663
sampling_temperature,mean_abs_belief_magnetization,8.0|ring|0.8|0|0.5,-0.24218749999999997
sampling_temperature,mean_abs_belief_magnetization,8.0|ring|0.8|0|0.8,-0.059895833333333315
sampling_temperature,mean_abs_belief_magnetization,8.0|ring|0.8|1|0.0,-0.28125
sampling_temperature,mean_abs_belief_magnetization,8.0|ring|0.8|1|0.2,-0.26822916666666663
