n_agents,topology,alpha,orientation,replicate,trajectory_sweeps,burn_in_sweeps,occupied_macrostates,raw_block_kl,shuffle_floor,irreversibility
3,ring,0.0,reciprocal,0,200,50,1,0.0,0.0,0.0
3,ring,0.0,reciprocal,1,200,50,2,0.0,1.6989765757183733e-05,-1.6989765757183733e-05
3,ring,0.0,reciprocal,2,200,50,1,0.0,0.0,0.0
3,ring,0.0,reciprocal,3,200,50,3,0.006036331256418186,0.00018711812080720417,0.0058492131356109815
3,ring,0.0,reciprocal,4,200,50,1,0.0,0.0,0.0
3,ring,0.0,reciprocal,5,200,50,2,0.0,1.119087261489622e-05,-1.119087261489622e-05
3,ring,0.0,reciprocal,6,200,50,2,0.0,2.265302100957831e-05,-2.265302100957831e-05
3,ring,0.0,reciprocal,7,200,50,2,0.0,1.119087261489622e-05,-1.119087261489622e-05
3,ring,0.0,reciprocal,8,200,50,1,0.0,0.0,0.0
3,ring,0.0,reciprocal,9,200,50,2,0.0,1.1326510504789154e-05,-1.1326510504789154e-05
3,ring,0.0,reciprocal,10,200,50,1,0.0,0.0,0.0
3,ring,0.0,reciprocal,11,200,50,1,0.0,0.0,0.0
3,ring,0.2,forward,0,200,50,1,0.0,0.0,0.0
3,ring,0.2,forward,1,200,50,2,0.0,1.6989765757183733e-05,-1.6989765757183733e-05
3,ring,0.2,forward,2,200,50,1,0.0,0.0,0.0
3,ring,0.2,forward,3,200,50,3,0.006036331256418186,0.00018711812080720417,0.0058492131356109815
3,ring,0.2,forward,4,200,50,1,0.0,0.0,0.0
3,ring,0.2,forward,5,200,50,2,0.0,1.119087261489622e-05,-1.119087261489622e-05
3,ring,0.2,forward,6,200,50,2,0.0,2.265302100957831e-05,-2.265302100957831e-05
3,ring,0.2,forward,7,200,50,2,0.0,1.119087261489622e-05,-1.119087261489622e-05
3,ring,0.2,forward,8,200,50,1,0.0,0.0,0.0
3,ring,0.2,forward,9,200,50,2,0.0,1.1326510504789154e-05,-1.1326510504789154e-05
3,ring,0.2,forward,10,200,50,1,0.0,0.0,0.0
3,ring,0.2,forward,11,200,50,1,0.0,0.0,0.0
3,ring,0.2,transpose,0,200,50,1,0.0,0.0,0.0
3,ring,0.2,transpose,1,200,50,2,0.0,1.6989765757183733e-05,-1.6989765757183733e-05
3,ring,0.2,transpose,2,200,50,1,0.0,0.0,0.0
3,ring,0.2,transpose,3,200,50,1,0.0,0.0,0.0
3,ring,0.2,transpose,4,200,50,1,0.0,0.0,0.0
3,ring,0.2,transpose,5,200,50,2,0.0,1.119087261489622e-05,-1.119087261489622e-05
3,ring,0.2,transpose,6,200,50,2,0.0,2.265302100957831e-05,-2.265302100957831e-05
3,ring,0.2,transpose,7,200,50,2,0.0,1.119087261489622e-05,-1.119087261489622e-05
3,ring,0.2,transpose,8,200,50,1,0.0,0.0,0.0
3,ring,0.2,transpose,9,200,50,2,0.0,1.1326510504789154e-05,-1.1326510504789154e-05
3,ring,0.2,transpose,10,200,50,1,0.0,0.0,0.0
3,ring,0.2,transpose,11,200,50,1,0.0,0.0,0.0
3,ring,0.5,forward,0,200,50,1,0.0,0.0,0.0
3,ring,0.5,forward,1,200,50,2,0.0,1.6989765757183733e-05,-1.6989765757183733e-05
3,ring,0.5,forward,2,200,50,1,0.0,0.0,0.0
3,ring,0.5,forward,3,200,50,3,0.006036331256418186,0.00018711812080720417,0.0058492131356109815
3,ring,0.5,forward,4,200,50,1,0.0,0.0,0.0
3,ring,0.5,forward,5,200,50,2,0.0,1.119087261489622e-05,-1.119087261489622e-05
3,ring,0.5,forward,6,200,50,2,0.0,2.265302100957831e-05,-2.265302100957831e-05
3,ring,0.5,forward,7,200,50,2,0.0,1.119087261489622e-05,-1.119087261489622e-05
3,ring,0.5,forward,8,200,50,1,0.0,0.0,0.0
3,ring,0.5,forward,9,200,50,2,0.0,1.1326510504789154e-05,-1.1326510504789154e-05
3,ring,0.5,forward,10,200,50,1,0.0,0.0,0.0
3,ring,0.5,forward,11,200,50,1,0.0,0.0,0.0
3,ring,0.5,transpose,0,200,50,1,0.0,0.0,0.0
3,ring,0.5,transpose,1,200,50,2,0.0,1.6989765757183733e-05,-1.6989765757183733e-05
3,ring,0.5,transpose,2,200,50,1,0.0,0.0,0.0
3,ring,0.5,transpose,3,200,50,3,0.005550266843280246,0.0004264864667347433,0.005123780376545503
3,ring,0.5,transpose,4,200,50,1,0.0,0.0,0.0
3,ring,0.5,transpose,5,200,50,2,0.0,1.119087261489622e-05,-1.119087261489622e-05
3,ring,0.5,transpose,6,200,50,2,0.0,2.265302100957831e-05,-2.265302100957831e-05
3,ring,0.5,transpose,7,200,50,2,0.0,1.119087261489622e-05,-1.119087261489622e-05
3,ring,0.5,transpose,8,200,50,1,0.0,0.0,0.0
3,ring,0.5,transpose,9,200,50,2,0.0,1.1326510504789154e-05,-1.1326510504789154e-05
3,ring,0.5,transpose,10,200,50,1,0.0,0.0,0.0
3,ring,0.5,transpose,11,200,50,1,0.0,0.0,0.0
3,ring,0.8,forward,0,200,50,1,0.0,0.0,0.0
3,ring,0.8,forward,1,200,50,2,0.0,1.6989765757183733e-05,-1.6989765757183733e-05
3,ring,0.8,forward,2,200,50,1,0.0,0.0,0.0
3,ring,0.8,forward,3,200,50,3,0.006036331256418186,0.00018711812080720417,0.0058492131356109815
3,ring,0.8,forward,4,200,50,1,0.0,0.0,0.0
3,ring,0.8,forward,5,200,50,2,0.0,1.119087261489622e-05,-1.119087261489622e-05
3,ring,0.8,forward,6,200,50,2,0.0,2.265302100957831e-05,-2.265302100957831e-05
3,ring,0.8,forward,7,200,50,2,0.0,1.119087261489622e-05,-1.119087261489622e-05
3,ring,0.8,forward,8,200,50,1,0.0,0.0,0.0
3,ring,0.8,forward,9,200,50,1,0.0,0.0,0.0
3,ring,0.8,forward,10,200,50,1,0.0,0.0,0.0
3,ring,0.8,forward,11,200,50,1,0.0,0.0,0.0
3,ring,0.8,transpose,0,200,50,1,0.0,0.0,0.0
3,ring,0.8,transpose,1,200,50,2,0.0,1.6989765757183733e-05,-1.6989765757183733e-05
3,ring,0.8,transpose,2,200,50,1,0.0,0.0,0.0
3,ring,0.8,transpose,3,200,50,3,0.005550266843280246,0.0004264864667347433,0.005123780376545503
3,ring,0.8,transpose,4,200,50,1,0.0,0.0,0.0
3,ring,0.8,transpose,5,200,50,2,0.0,1.119087261489622e-05,-1.119087261489622e-05
3,ring,0.8,transpose,6,200,50,2,0.0,2.265302100957831e-05,-2.265302100957831e-05
3,ring,0.8,transpose,7,200,50,2,0.0,1.119087261489622e-05,-1.119087261489622e-05
3,ring,0.8,transpose,8,200,50,1,0.0,0.0,0.0
3,ring,0.8,transpose,9,200,50,2,0.0,1.1326510504789154e-05,-1.1326510504789154e-05
3,ring,0.8,transpose,10,200,50,1,0.0,0.0,0.0
3,ring,0.8,transpose,11,200,50,1,0.0,0.0,0.0
4,ring,0.0,reciprocal,0,200,50,1,0.0,0.0,0.0
4,ring,0.0,reciprocal,1,200,50,1,0.0,0.0,0.0
4,ring,0.0,reciprocal,2,200,50,1,0.0,0.0,0.0
4,ring,0.0,reciprocal,3,200,50,2,0.0,8.499594405424137e-06,-8.499594405424137e-06
4,ring,0.0,reciprocal,4,200,50,1,0.0,0.0,0.0
4,ring,0.0,reciprocal,5,200,50,1,0.0,0.0,0.0
4,ring,0.0,reciprocal,6,200,50,1,0.0,0.0,0.0
4,ring,0.0,reciprocal,7,200,50,4,0.0072158442605458764,0.0005584344300434946,0.006657409830502382
4,ring,0.0,reciprocal,8,200,50,1,0.0,0.0,0.0
4,ring,0.0,reciprocal,9,200,50,2,0.0,5.59853971083549e-06,-5.59853971083549e-06
4,ring,0.0,reciprocal,10,200,50,1,0.0,0.0,0.0
4,ring,0.0,reciprocal,11,200,50,3,0.00543867469637678,0.00012871182423680307,0.005309962872139977
4,ring,0.2,forward,0,200,50,1,0.0,0.0,0.0
4,ring,0.2,forward,1,200,50,1,0.0,0.0,0.0
4,ring,0.2,forward,2,200,50,1,0.0,0.0,0.0
4,ring,0.2,forward,3,200,50,2,0.0,8.499594405424137e-06,-8.499594405424137e-06
4,ring,0.2,forward,4,200,50,1,0.0,0.0,0.0
4,ring,0.2,forward,5,200,50,1,0.0,0.0,0.0
4,ring,0.2,forward,6,200,50,1,0.0,0.0,0.0
4,ring,0.2,forward,7,200,50,4,0.0072158442605458764,0.0005584344300434946,0.006657409830502382
4,ring,0.2,forward,8,200,50,1,0.0,0.0,0.0
4,ring,0.2,forward,9,200,50,2,0.0,5.59853971083549e-06,-5.59853971083549e-06
4,ring,0.2,forward,10,200,50,1,0.0,0.0,0.0
4,ring,0.2,forward,11,200,50,3,0.00543867469637678,0.00012871182423680307,0.005309962872139977
4,ring,0.2,transpose,0,200,50,1,0.0,0.0,0.0
4,ring,0.2,transpose,1,200,50,1,0.0,0.0,0.0
4,ring,0.2,transpose,2,200,50,1,0.0,0.0,0.0
