n_agents,topology,alpha,orientation,replicate,trajectory_sweeps,burn_in_sweeps,occupied_macrostates,raw_block_kl,shuffle_floor,irreversibility
4,ring,0.2,transpose,3,200,50,1,0.0,0.0,0.0
4,ring,0.2,transpose,4,200,50,1,0.0,0.0,0.0
4,ring,0.2,transpose,5,200,50,3,0.005434191040402851,0.00016598643635604756,0.005268204604046803
4,ring,0.2,transpose,6,200,50,1,0.0,0.0,0.0
4,ring,0.2,transpose,7,200,50,4,0.0072158442605458764,0.0005584344300434946,0.006657409830502382
4,ring,0.2,transpose,8,200,50,1,0.0,0.0,0.0
4,ring,0.2,transpose,9,200,50,2,0.0,5.59853971083549e-06,-5.59853971083549e-06
4,ring,0.2,transpose,10,200,50,1,0.0,0.0,0.0
4,ring,0.2,transpose,11,200,50,3,0.0044650456737052105,0.0006160242060622271,0.0038490214676429836
4,ring,0.5,forward,0,200,50,1,0.0,0.0,0.0
4,ring,0.5,forward,1,200,50,1,0.0,0.0,0.0
4,ring,0.5,forward,2,200,50,1,0.0,0.0,0.0
4,ring,0.5,forward,3,200,50,2,0.0,8.499594405424137e-06,-8.499594405424137e-06
4,ring,0.5,forward,4,200,50,1,0.0,0.0,0.0
4,ring,0.5,forward,5,200,50,1,0.0,0.0,0.0
4,ring,0.5,forward,6,200,50,1,0.0,0.0,0.0
4,ring,0.5,forward,7,200,50,4,0.0072158442605458764,0.0005584344300434946,0.006657409830502382
4,ring,0.5,forward,8,200,50,1,0.0,0.0,0.0
4,ring,0.5,forward,9,200,50,2,0.0,5.59853971083549e-06,-5.59853971083549e-06
4,ring,0.5,forward,10,200,50,1,0.0,0.0,0.0
4,ring,0.5,forward,11,200,50,3,0.00543867469637678,0.00012871182423680307,0.005309962872139977
4,ring,0.5,transpose,0,200,50,1,0.0,0.0,0.0
4,ring,0.5,transpose,1,200,50,1,0.0,0.0,0.0
4,ring,0.5,transpose,2,200,50,1,0.0,0.0,0.0
4,ring,0.5,transpose,3,200,50,1,0.0,0.0,0.0
4,ring,0.5,transpose,4,200,50,1,0.0,0.0,0.0
4,ring,0.5,transpose,5,200,50,3,0.005434191040402851,0.00016598643635604756,0.005268204604046803
4,ring,0.5,transpose,6,200,50,1,0.0,0.0,0.0
4,ring,0.5,transpose,7,200,50,4,0.0072158442605458764,0.0005584344300434946,0.006657409830502382
4,ring,0.5,transpose,8,200,50,1,0.0,0.0,0.0
4,ring,0.5,transpose,9,200,50,2,0.0,5.59853971083549e-06,-5.59853971083549e-06
4,ring,0.5,transpose,10,200,50,1,0.0,0.0,0.0
4,ring,0.5,transpose,11,200,50,3,0.0044650456737052105,0.0006160242060622271,0.0038490214676429836
4,ring,0.8,forward,0,200,50,1,0.0,0.0,0.0
4,ring,0.8,forward,1,200,50,1,0.0,0.0,0.0
4,ring,0.8,forward,2,200,50,1,0.0,0.0,0.0
4,ring,0.8,forward,3,200,50,2,0.0,8.499594405424137e-06,-8.499594405424137e-06
4,ring,0.8,forward,4,200,50,1,0.0,0.0,0.0
4,ring,0.8,forward,5,200,50,1,0.0,0.0,0.0
4,ring,0.8,forward,6,200,50,1,0.0,0.0,0.0
4,ring,0.8,forward,7,200,50,4,0.0072158442605458764,0.0005584344300434946,0.006657409830502382
4,ring,0.8,forward,8,200,50,1,0.0,0.0,0.0
4,ring,0.8,forward,9,200,50,2,0.0,5.59853971083549e-06,-5.59853971083549e-06
4,ring,0.8,forward,10,200,50,1,0.0,0.0,0.0
4,ring,0.8,forward,11,200,50,1,0.0,0.0,0.0
4,ring,0.8,transpose,0,200,50,1,0.0,0.0,0.0
4,ring,0.8,transpose,1,200,50,1,0.0,0.0,0.0
4,ring,0.8,transpose,2,200,50,1,0.0,0.0,0.0
4,ring,0.8,transpose,3,200,50,1,0.0,0.0,0.0
4,ring,0.8,transpose,4,200,50,1,0.0,0.0,0.0
4,ring,0.8,transpose,5,200,50,4,0.0054118831954094076,0.0006401297335823804,0.004771753461827027
4,ring,0.8,transpose,6,200,50,1,0.0,0.0,0.0
4,ring,0.8,transpose,7,200,50,4,0.0072158442605458764,0.0005584344300434946,0.006657409830502382
4,ring,0.8,transpose,8,200,50,1,0.0,0.0,0.0
4,ring,0.8,transpose,9,200,50,2,0.0,5.59853971083549e-06,-5.59853971083549e-06
4,ring,0.8,transpose,10,200,50,1,0.0,0.0,0.0
4,ring,0.8,transpose,11,200,50,3,0.0044650456737052105,0.0006160242060622271,0.0038490214676429836
8,ring,0.0,reciprocal,0,200,50,2,0.0,8.354317046717396e-07,-8.354317046717396e-07
8,ring,0.0,reciprocal,1,200,50,1,0.0,0.0,0.0
8,ring,0.0,reciprocal,2,200,50,1,0.0,0.0,0.0
8,ring,0.0,reciprocal,3,200,50,3,0.002731733830090617,0.00034727757795670463,0.0023844562521339123
8,ring,0.0,reciprocal,4,200,50,1,0.0,0.0,0.0
8,ring,0.0,reciprocal,5,200,50,1,0.0,0.0,0.0
8,ring,0.0,reciprocal,6,200,50,1,0.0,0.0,0.0
8,ring,0.0,reciprocal,7,200,50,1,0.0,0.0,0.0
8,ring,0.0,reciprocal,8,200,50,1,0.0,0.0,0.0
8,ring,0.0,reciprocal,9,200,50,1,0.0,0.0,0.0
8,ring,0.0,reciprocal,10,200,50,1,0.0,0.0,0.0
8,ring,0.0,reciprocal,11,200,50,1,0.0,0.0,0.0
8,ring,0.2,forward,0,200,50,4,0.0027260850835436968,0.0005936785564874096,0.0021324065270562874
8,ring,0.2,forward,1,200,50,1,0.0,0.0,0.0
8,ring,0.2,forward,2,200,50,1,0.0,0.0,0.0
8,ring,0.2,forward,3,200,50,3,0.002731733830090617,0.00034727757795670463,0.0023844562521339123
8,ring,0.2,forward,4,200,50,1,0.0,0.0,0.0
8,ring,0.2,forward,5,200,50,1,0.0,0.0,0.0
8,ring,0.2,forward,6,200,50,1,0.0,0.0,0.0
8,ring,0.2,forward,7,200,50,1,0.0,0.0,0.0
8,ring,0.2,forward,8,200,50,2,0.0,1.6708634093434792e-06,-1.6708634093434792e-06
8,ring,0.2,forward,9,200,50,1,0.0,0.0,0.0
8,ring,0.2,forward,10,200,50,1,0.0,0.0,0.0
8,ring,0.2,forward,11,200,50,1,0.0,0.0,0.0
8,ring,0.2,transpose,0,200,50,3,0.0022445505189409125,0.00017330119137790782,0.0020712493275630048
8,ring,0.2,transpose,1,200,50,1,0.0,0.0,0.0
8,ring,0.2,transpose,2,200,50,1,0.0,0.0,0.0
8,ring,0.2,transpose,3,200,50,3,0.002731733830090617,0.00034727757795670463,0.0023844562521339123
8,ring,0.2,transpose,4,200,50,2,0.0,1.0462715582052731e-06,-1.0462715582052731e-06
8,ring,0.2,transpose,5,200,50,1,0.0,0.0,0.0
8,ring,0.2,transpose,6,200,50,1,0.0,0.0,0.0
8,ring,0.2,transpose,7,200,50,2,0.0,1.7872711528810085e-06,-1.7872711528810085e-06
8,ring,0.2,transpose,8,200,50,1,0.0,0.0,0.0
8,ring,0.2,transpose,9,200,50,1,0.0,0.0,0.0
8,ring,0.2,transpose,10,200,50,1,0.0,0.0,0.0
8,ring,0.2,transpose,11,200,50,1,0.0,0.0,0.0
8,ring,0.5,forward,0,200,50,4,0.00223990918205311,0.0008482003539048122,0.001391708828148298
8,ring,0.5,forward,1,200,50,2,0.0,2.482460851853819e-06,-2.482460851853819e-06
8,ring,0.5,forward,2,200,50,2,0.0,3.1008702270448452e-06,-3.1008702270448452e-06
8,ring,0.5,forward,3,200,50,2,0.0,1.2500015639923005e-06,-1.2500015639923005e-06
8,ring,0.5,forward,4,200,50,3,0.002032853202833995,0.00039569589992919843,0.0016371573029047967
8,ring,0.5,forward,5,200,50,1,0.0,0.0,0.0
8,ring,0.5,forward,6,200,50,1,0.0,0.0,0.0
8,ring,0.5,forward,7,200,50,1,0.0,0.0,0.0
8,ring,0.5,forward,8,200,50,2,0.0,1.6708634093434792e-06,-1.6708634093434792e-06
8,ring,0.5,forward,9,200,50,1,0.0,0.0,0.0
8,ring,0.5,forward,10,200,50,1,0.0,0.0,0.0
8,ring,0.5,forward,11,200,50,1,0.0,0.0,0.0
8,ring,0.5,transpose,0,200,50,3,0.0022445505189409125,0.00017330119137790782,0.0020712493275630048
8,ring,0.5,transpose,1,200,50,2,0.0,2.1295303213206734e-06,-2.1295303213206734e-06
8,ring,0.5,transpose,2,200,50,1,0.0,0.0,0.0
8,ring,0.5,transpose,3,200,50,3,0.002731733830090617,0.00034727757795670463,0.0023844562521339123
8,ring,0.5,transpose,4,200,50,2,0.0,1.0462715582052731e-06,-1.0462715582052731e-06
8,ring,0.5,transpose,5,200,50,1,0.0,0.0,0.0
8,ring,0.5,transpose,6,200,50,1,0.0,0.0,0.0
8,ring,0.5,transpose,7,200,50,2,0.0,1.7872711528810085e-06,-1.7872711528810085e-06
8,ring,0.5,transpose,8,200,50,1,0.0,0.0,0.0
8,ring,0.5,transpose,9,200,50,1,0.0,0.0,0.0
8,ring,0.5,transpose,10,200,50,1,0.0,0.0,0.0
8,ring,0.5,transpose,11,200,50,1,0.0,0.0,0.0
8,ring,0.8,forward,0,200,50,4,0.00223990918205311,0.0008482003539048122,0.001391708828148298
8,ring,0.8,forward,1,200,50,2,0.0,2.482460851853819e-06,-2.482460851853819e-06
8,ring,0.8,forward,2,200,50,2,0.0,3.1008702270448452e-06,-3.1008702270448452e-06
8,ring,0.8,forward,3,200,50,2,0.0,1.2500015639923005e-06,-1.2500015639923005e-06
8,ring,0.8,forward,4,200,50,3,0.001960597344091857,0.0004969343156871802,0.001463663028404677
8,ring,0.8,forward,5,200,50,1,0.0,0.0,0.0
8,ring,0.8,forward,6,200,50,2,0.0,8.33334375994867e-07,-8.33334375994867e-07
8,ring,0.8,forward,7,200,50,1,0.0,0.0,0.0
8,ring,0.8,forward,8,200,50,2,0.0,1.6708634093434792e-06,-1.6708634093434792e-06
8,ring,0.8,forward,9,200,50,1,0.0,0.0,0.0
8,ring,0.8,forward,10,200,50,2,0.0,6.242632489405608e-07,-6.242632489405608e-07
8,ring,0.8,forward,11,200,50,1,0.0,0.0,0.0
8,ring,0.8,transpose,0,200,50,3,0.0022445505189409125,0.00017330119137790782,0.0020712493275630048
8,ring,0.8,transpose,1,200,50,2,0.0,2.1295303213206734e-06,-2.1295303213206734e-06
8,ring,0.8,transpose,2,200,50,1,0.0,0.0,0.0
8,ring,0.8,transpose,3,200,50,3,0.002731733830090617,0.00034727757795670463,0.0023844562521339123
8,ring,0.8,transpose,4,200,50,2,0.0,1.0462715582052731e-06,-1.0462715582052731e-06
8,ring,0.8,transpose,5,200,50,1,0.0,0.0,0.0
8,ring,0.8,transpose,6,200,50,1,0.0,0.0,0.0
8,ring,0.8,transpose,7,200,50,2,0.0,1.7872711528810085e-06,-1.7872711528810085e-06
8,ring,0.8,transpose,8,200,50,1,0.0,0.0,0.0
8,ring,0.8,transpose,9,200,50,1,0.0,0.0,0.0
8,ring,0.8,transpose,10,200,50,2,0.0,1.4001982373570102e-06,-1.4001982373570102e-06
8,ring,0.8,transpose,11,200,50,1,0.0,0.0,0.0
8,modular,0.0,reciprocal,0,200,50,1,0.0,0.0,0.0
8,modular,0.0,reciprocal,1,200,50,1,0.0,0.0,0.0
8,modular,0.0,reciprocal,2,200,50,2,0.0,1.4008003189892295e-06,-1.4008003189892295e-06
8,modular,0.0,reciprocal,3,200,50,1,0.0,0.0,0.0
8,modular,0.0,reciprocal,4,200,50,1,0.0,0.0,0.0
8,modular,0.0,reciprocal,5,200,50,2,0.0,1.190522825629557e-06,-1.190522825629557e-06
8,modular,0.0,reciprocal,6,200,50,5,0.004803900848752999,0.0014173644024593,0.003386536446293699
8,modular,0.0,reciprocal,7,200,50,2,0.0,0.0,0.0
8,modular,0.0,reciprocal,8,200,50,1,0.0,0.0,0.0
8,modular,0.0,reciprocal,9,200,50,2,0.0,5.210788632556434e-07,-5.210788632556434e-07
8,modular,0.0,reciprocal,10,200,50,3,0.002731733830090617,0.00018415541361697024,0.002547578416473647
8,modular,0.0,reciprocal,11,200,50,3,0.0018211558867270777,0.00023752559698595913,0.0015836302897411186
8,modular,0.2,forward,0,200,50,1,0.0,0.0,0.0
8,modular,0.2,forward,1,200,50,1,0.0,0.0,0.0
8,modular,0.2,forward,2,200,50,2,0.0,1.4008003189892295e-06,-1.4008003189892295e-06
8,modular,0.2,forward,3,200,50,1,0.0,0.0,0.0
8,modular,0.2,forward,4,200,50,1,0.0,0.0,0.0
8,modular,0.2,forward,5,200,50,2,0.0,1.190522825629557e-06,-1.190522825629557e-06
8,modular,0.2,forward,6,200,50,5,0.004733725481352664,0.0015854737309716016,0.0031482517503810623
8,modular,0.2,forward,7,200,50,3,0.0,4.76435504358645e-05,-4.76435504358645e-05
8,modular,0.2,forward,8,200,50,1,0.0,0.0,0.0
8,modular,0.2,forward,9,200,50,3,0.0,9.795785446912731e-05,-9.795785446912731e-05
8,modular,0.2,forward,10,200,50,3,0.002731733830090617,0.00018415541361697024,0.002547578416473647
8,modular,0.2,forward,11,200,50,3,0.0018211558867270777,0.00023752559698595913,0.0015836302897411186
8,modular,0.2,transpose,0,200,50,1,0.0,0.0,0.0
8,modular,0.2,transpose,1,200,50,1,0.0,0.0,0.0
8,modular,0.2,transpose,2,200,50,4,0.0027260850835436968,0.0004273015912057928,0.002298783492337904
8,modular,0.2,transpose,3,200,50,1,0.0,0.0,0.0
8,modular,0.2,transpose,4,200,50,1,0.0,0.0,0.0
8,modular,0.2,transpose,5,200,50,2,0.0,1.190522825629557e-06,-1.190522825629557e-06
8,modular,0.2,transpose,6,200,50,4,0.0027260850835436968,0.00073487190081385,0.001991213182729847
8,modular,0.2,transpose,7,200,50,2,0.0,0.0,0.0
8,modular,0.2,transpose,8,200,50,1,0.0,0.0,0.0
8,modular,0.2,transpose,9,200,50,2,0.0,5.210788632556434e-07,-5.210788632556434e-07
8,modular,0.2,transpose,10,200,50,3,0.002731733830090617,0.00018415541361697024,0.002547578416473647
8,modular,0.2,transpose,11,200,50,2,0.0,0.0,0.0
8,modular,0.5,forward,0,200,50,1,0.0,0.0,0.0
8,modular,0.5,forward,1,200,50,1,0.0,0.0,0.0
8,modular,0.5,forward,2,200,50,2,0.0,1.4008003189892295e-06,-1.4008003189892295e-06
8,modular,0.5,forward,3,200,50,1,0.0,0.0,0.0
8,modular,0.5,forward,4,200,50,1,0.0,0.0,0.0
8,modular,0.5,forward,5,200,50,2,0.0,1.190522825629557e-06,-1.190522825629557e-06
8,modular,0.5,forward,6,200,50,5,0.004733725481352664,0.0015854737309716016,0.0031482517503810623
8,modular,0.5,forward,7,200,50,3,0.0,4.76435504358645e-05,-4.76435504358645e-05
8,modular,0.5,forward,8,200,50,1,0.0,0.0,0.0
8,modular,0.5,forward,9,200,50,3,0.0,9.795785446912731e-05,-9.795785446912731e-05
8,modular,0.5,forward,10,200,50,3,0.002731733830090617,0.00018415541361697024,0.002547578416473647
8,modular,0.5,forward,11,200,50,3,0.0018211558867270777,0.00023752559698595913,0.0015836302897411186
8,modular,0.5,transpose,0,200,50,1,0.0,0.0,0.0
8,modular,0.5,transpose,1,200,50,3,0.002731733830090617,0.000273722648300197,0.00245801118179042
8,modular,0.5,transpose,2,200,50,4,0.0027260850835436968,0.0004273015912057928,0.002298783492337904
8,modular,0.5,transpose,3,200,50,1,0.0,0.0,0.0
8,modular,0.5,transpose,4,200,50,1,0.0,0.0,0.0
8,modular,0.5,transpose,5,200,50,3,0.0,8.35024099175334e-05,-8.35024099175334e-05
8,modular,0.5,transpose,6,200,50,4,0.0027260850835436968,0.00073487190081385,0.001991213182729847
8,modular,0.5,transpose,7,200,50,2,0.0,0.0,0.0
8,modular,0.5,transpose,8,200,50,1,0.0,0.0,0.0
8,modular,0.5,transpose,9,200,50,2,0.0,5.210788632556434e-07,-5.210788632556434e-07
8,modular,0.5,transpose,10,200,50,3,0.002731733830090617,0.00018415541361697024,0.002547578416473647
8,modular,0.5,transpose,11,200,50,2,0.0,0.0,0.0
8,modular,0.8,forward,0,200,50,1,0.0,0.0,0.0
8,modular,0.8,forward,1,200,50,1,0.0,0.0,0.0
8,modular,0.8,forward,2,200,50,2,0.0,2.1361919683475534e-06,-2.1361919683475534e-06
8,modular,0.8,forward,3,200,50,1,0.0,0.0,0.0
8,modular,0.8,forward,4,200,50,1,0.0,0.0,0.0
8,modular,0.8,forward,5,200,50,2,0.0,1.190522825629557e-06,-1.190522825629557e-06
8,modular,0.8,forward,6,200,50,4,0.0027260850835436968,0.0007059595822541793,0.0020201255012895175
8,modular,0.8,forward,7,200,50,3,0.0,7.41693535058114e-05,-7.41693535058114e-05
8,modular,0.8,forward,8,200,50,1,0.0,0.0,0.0
8,modular,0.8,forward,9,200,50,3,0.0,9.795785446912731e-05,-9.795785446912731e-05
8,modular,0.8,forward,10,200,50,3,0.002731733830090617,0.00018415541361697024,0.002547578416473647
8,modular,0.8,forward,11,200,50,3,0.0018211558867270777,0.00023752559698595913,0.0015836302897411186
8,modular,0.8,transpose,0,200,50,1,0.0,0.0,0.0
8,modular,0.8,transpose,1,200,50,3,0.002731733830090617,0.000273722648300197,0.00245801118179042
8,modular,0.8,transpose,2,200,50,4,0.0027260850835436968,0.0004273015912057928,0.002298783492337904
8,modular,0.8,transpose,3,200,50,2,0.0,0.0,0.0
8,modular,0.8,transpose,4,200,50,1,0.0,0.0,0.0
8,modular,0.8,transpose,5,200,50,3,0.0,8.35024099175334e-05,-8.35024099175334e-05
8,modular,0.8,transpose,6,200,50,4,0.0027260850835436968,0.00073487190081385,0.001991213182729847
8,modular,0.8,transpose,7,200,50,2,0.0,0.0,0.0
8,modular,0.8,transpose,8,200,50,1,0.0,0.0,0.0
8,modular,0.8,transpose,9,200,50,3,0.0,9.795785446912731e-05,-9.795785446912731e-05
8,modular,0.8,transpose,10,200,50,3,0.002731733830090617,0.00018415541361697024,0.002547578416473647
8,modular,0.8,transpose,11,200,50,2,0.0,0.0,0.0
16,ring,0.0,reciprocal,0,200,50,1,0.0,0.0,0.0
16,ring,0.0,reciprocal,1,200,50,1,0.0,0.0,0.0
16,ring,0.0,reciprocal,2,200,50,1,0.0,0.0,0.0
16,ring,0.0,reciprocal,3,200,50,1,0.0,0.0,0.0
16,ring,0.0,reciprocal,4,200,50,1,0.0,0.0,0.0
16,ring,0.0,reciprocal,5,200,50,1,0.0,0.0,0.0
16,ring,0.0,reciprocal,6,200,50,1,0.0,0.0,0.0
16,ring,0.0,reciprocal,7,200,50,1,0.0,0.0,0.0
16,ring,0.0,reciprocal,8,200,50,1,0.0,0.0,0.0
16,ring,0.0,reciprocal,9,200,50,1,0.0,0.0,0.0
16,ring,0.0,reciprocal,10,200,50,1,0.0,0.0,0.0
16,ring,0.0,reciprocal,11,200,50,1,0.0,0.0,0.0
16,ring,0.2,forward,0,200,50,1,0.0,0.0,0.0
