family,cluster_id,alpha,excess_irreversibility,cluster_slope
small_network,small_n4_g3,0.5,0.008040353859870994,0.001894305526231341
small_network,small_n4_g3,0.8,-0.0030768376069146854,0.001894305526231341
collective_network,collective_n16_modular_k0.35_t0.50_g0,0.0,0.0,-0.016578058221447492
collective_network,collective_n16_modular_k0.35_t0.50_g0,0.2,0.0035035374153369464,-0.016578058221447492
collective_network,collective_n16_modular_k0.35_t0.50_g0,0.5,-0.009615139684801557,-0.016578058221447492
collective_network,collective_n16_modular_k0.35_t0.50_g0,0.8,-0.014138414733265978,-0.016578058221447492
collective_network,collective_n16_modular_k0.35_t0.50_g1,0.0,0.0,-0.0006085997799605249
collective_network,collective_n16_modular_k0.35_t0.50_g1,0.2,-0.011236245681097656,-0.0006085997799605249
collective_network,collective_n16_modular_k0.35_t0.50_g1,0.5,-0.020178886266606702,-0.0006085997799605249
collective_network,collective_n16_modular_k0.35_t0.50_g1,0.8,0.014713368092699491,-0.0006085997799605249
collective_network,collective_n16_modular_k0.35_t0.85_g0,0.0,0.0,0.0165239006815935
collective_network,collective_n16_modular_k0.35_t0.85_g0,0.2,0.020818826432754026,0.0165239006815935
collective_network,collective_n16_modular_k0.35_t0.85_g0,0.5,0.01926274065433914,0.0165239006815935
collective_network,collective_n16_modular_k0.35_t0.85_g0,0.8,0.0019651150252019828,0.0165239006815935
collective_network,collective_n16_modular_k0.35_t0.85_g1,0.0,0.0,0.05986154100424116
collective_network,collective_n16_modular_k0.35_t0.85_g1,0.2,0.014725098536736009,0.05986154100424116
collective_network,collective_n16_modular_k0.35_t0.85_g1,0.5,0.040267112336440355,0.05986154100424116
collective_network,collective_n16_modular_k0.35_t0.85_g1,0.8,0.04074082157297114,0.05986154100424116
collective_network,collective_n16_modular_k0.80_t0.50_g0,0.0,0.0,-0.008818806676635298
collective_network,collective_n16_modular_k0.80_t0.50_g0,0.2,-0.01152308708595809,-0.008818806676635298
collective_network,collective_n16_modular_k0.80_t0.50_g0,0.5,0.0033820956169537952,-0.008818806676635298
collective_network,collective_n16_modular_k0.80_t0.50_g0,0.8,-0.009484900750695135,-0.008818806676635298
collective_network,collective_n16_modular_k0.80_t0.50_g1,0.0,0.0,-0.022930435095993688
collective_network,collective_n16_modular_k0.80_t0.50_g1,0.2,0.00735710817810005,-0.022930435095993688
collective_network,collective_n16_modular_k0.80_t0.50_g1,0.5,0.03755576778720734,-0.022930435095993688
collective_network,collective_n16_modular_k0.80_t0.50_g1,0.8,-0.05196826271062226,-0.022930435095993688
collective_network,collective_n16_modular_k0.80_t0.85_g0,0.0,0.0,0.014850350193602372
collective_network,collective_n16_modular_k0.80_t0.85_g0,0.2,0.001215901719821541,0.014850350193602372
collective_network,collective_n16_modular_k0.80_t0.85_g0,0.5,0.0020636926389258313,0.014850350193602372
collective_network,collective_n16_modular_k0.80_t0.85_g0,0.8,0.01566974877077873,0.014850350193602372
collective_network,collective_n16_modular_k0.80_t0.85_g1,0.0,0.0,1.912788300167362e-05
collective_network,collective_n16_modular_k0.80_t0.85_g1,0.2,0.006681341699017778,1.912788300167362e-05
collective_network,collective_n16_modular_k0.80_t0.85_g1,0.5,0.005877899432341379,1.912788300167362e-05
collective_network,collective_n16_modular_k0.80_t0.85_g1,0.8,-0.0053217864059783605,1.912788300167362e-05
collective_network,collective_n16_ring_k0.35_t0.50_g0,0.0,0.0,-0.08698048906718414
collective_network,collective_n16_ring_k0.35_t0.50_g0,0.2,-0.05550501623124936,-0.08698048906718414
collective_network,collective_n16_ring_k0.35_t0.50_g0,0.5,-0.057071707308808686,-0.08698048906718414
collective_network,collective_n16_ring_k0.35_t0.50_g0,0.8,-0.051568747414783817,-0.08698048906718414
collective_network,collective_n16_ring_k0.35_t0.50_g1,0.0,0.0,0.08503630104181852
collective_network,collective_n16_ring_k0.35_t0.50_g1,0.2,0.04910564743251533,0.08503630104181852
collective_network,collective_n16_ring_k0.35_t0.50_g1,0.5,0.05279977346123782,0.08503630104181852
collective_network,collective_n16_ring_k0.35_t0.50_g1,0.8,0.05357842968971158,0.08503630104181852
collective_network,collective_n16_ring_k0.35_t0.85_g0,0.0,0.0,-0.03580315466537969
collective_network,collective_n16_ring_k0.35_t0.85_g0,0.2,-0.014739494075427058,-0.03580315466537969
collective_network,collective_n16_ring_k0.35_t0.85_g0,0.5,-0.022614487976163656,-0.03580315466537969
collective_network,collective_n16_ring_k0.35_t0.85_g0,0.8,-0.02380223879454485,-0.03580315466537969
collective_network,collective_n16_ring_k0.35_t0.85_g1,0.0,0.0,-0.012129709337090793
collective_network,collective_n16_ring_k0.35_t0.85_g1,0.2,-0.0055940593975158355,-0.012129709337090793
collective_network,collective_n16_ring_k0.35_t0.85_g1,0.5,-0.005598428966315299,-0.012129709337090793
collective_network,collective_n16_ring_k0.35_t0.85_g1,0.8,-0.00920325415104203,-0.012129709337090793
collective_network,collective_n16_ring_k0.80_t0.50_g0,0.0,0.0,0.04023632745965455
collective_network,collective_n16_ring_k0.80_t0.50_g0,0.2,0.02357099899072576,0.04023632745965455
collective_network,collective_n16_ring_k0.80_t0.50_g0,0.5,0.03115415100429643,0.04023632745965455
collective_network,collective_n16_ring_k0.80_t0.50_g0,0.8,0.021410636546481718,0.04023632745965455
collective_network,collective_n16_ring_k0.80_t0.50_g1,0.0,0.0,-0.09903118004387378
collective_network,collective_n16_ring_k0.80_t0.50_g1,0.2,-0.03449791055093969,-0.09903118004387378
collective_network,collective_n16_ring_k0.80_t0.50_g1,0.5,-0.05825321495378363,-0.09903118004387378
collective_network,collective_n16_ring_k0.80_t0.50_g1,0.8,-0.07009100981715358,-0.09903118004387378
collective_network,collective_n16_ring_k0.80_t0.85_g0,0.0,0.0,-0.06365501395800566
collective_network,collective_n16_ring_k0.80_t0.85_g0,0.2,-0.0015083658071629036,-0.06365501395800566
collective_network,collective_n16_ring_k0.80_t0.85_g0,0.5,-0.050941403894367715,-0.06365501395800566
collective_network,collective_n16_ring_k0.80_t0.85_g0,0.8,-0.04178348484041103,-0.06365501395800566
collective_network,collective_n16_ring_k0.80_t0.85_g1,0.0,0.0,0.007838845157753894
collective_network,collective_n16_ring_k0.80_t0.85_g1,0.2,0.003996676431716507,0.007838845157753894
collective_network,collective_n16_ring_k0.80_t0.85_g1,0.5,0.0003226916125241147,0.007838845157753894
collective_network,collective_n16_ring_k0.80_t0.85_g1,0.8,0.007911806130132204,0.007838845157753894
collective_network,collective_n8_modular_k0.35_t0.50_g0,0.0,0.0,0.009591465786030215
collective_network,collective_n8_modular_k0.35_t0.50_g0,0.2,0.0025079836507149594,0.009591465786030215
collective_network,collective_n8_modular_k0.35_t0.50_g0,0.5,0.0018417296590214696,0.009591465786030215
collective_network,collective_n8_modular_k0.35_t0.50_g0,0.8,0.009372002026692968,0.009591465786030215
collective_network,collective_n8_modular_k0.35_t0.50_g1,0.0,0.0,0.009066549244024228
collective_network,collective_n8_modular_k0.35_t0.50_g1,0.2,-0.012828455638706063,0.009066549244024228
collective_network,collective_n8_modular_k0.35_t0.50_g1,0.5,0.00797738394197417,0.009066549244024228
collective_network,collective_n8_modular_k0.35_t0.50_g1,0.8,0.008761112442120828,0.009066549244024228
collective_network,collective_n8_modular_k0.35_t0.85_g0,0.0,0.0,-0.034213214809464855
collective_network,collective_n8_modular_k0.35_t0.85_g0,0.2,-0.0041868616133561645,-0.034213214809464855
collective_network,collective_n8_modular_k0.35_t0.85_g0,0.5,-0.0001314997753306263,-0.034213214809464855
collective_network,collective_n8_modular_k0.35_t0.85_g0,0.8,-0.038643959453082216,-0.034213214809464855
collective_network,collective_n8_modular_k0.35_t0.85_g1,0.0,0.0,-0.0037505345692254674
collective_network,collective_n8_modular_k0.35_t0.85_g1,0.2,-0.003568860209434515,-0.0037505345692254674
collective_network,collective_n8_modular_k0.35_t0.85_g1,0.5,-0.0020647474859232864,-0.0037505345692254674
collective_network,collective_n8_modular_k0.35_t0.85_g1,0.8,-0.002177314205663923,-0.0037505345692254674
collective_network,collective_n8_modular_k0.80_t0.50_g0,0.0,0.0,-0.0038780699307543634
collective_network,collective_n8_modular_k0.80_t0.50_g0,0.2,-0.003254105122403171,-0.0038780699307543634
collective_network,collective_n8_modular_k0.80_t0.50_g0,0.5,-0.0015491083185343937,-0.0038780699307543634
collective_network,collective_n8_modular_k0.80_t0.50_g0,0.8,-0.0027265373148171596,-0.0038780699307543634
collective_network,collective_n8_modular_k0.80_t0.50_g1,0.0,0.0,0.11837419856799541
collective_network,collective_n8_modular_k0.80_t0.50_g1,0.2,0.03328390304173448,0.11837419856799541
collective_network,collective_n8_modular_k0.80_t0.50_g1,0.5,0.0765133819852054,0.11837419856799541
collective_network,collective_n8_modular_k0.80_t0.50_g1,0.8,0.08146816633410771,0.11837419856799541
collective_network,collective_n8_modular_k0.80_t0.85_g0,0.0,0.0,-0.0064200668113508835
collective_network,collective_n8_modular_k0.80_t0.85_g0,0.2,-0.005909172627613535,-0.0064200668113508835
collective_network,collective_n8_modular_k0.80_t0.85_g0,0.5,-0.012477303678821244,-0.0064200668113508835
collective_network,collective_n8_modular_k0.80_t0.85_g0,0.8,0.0018122802879712574,-0.0064200668113508835
collective_network,collective_n8_modular_k0.80_t0.85_g1,0.0,0.0,-0.03269622464264302
collective_network,collective_n8_modular_k0.80_t0.85_g1,0.2,-0.032665346246060475,-0.03269622464264302
collective_network,collective_n8_modular_k0.80_t0.85_g1,0.5,-0.00132544061327107,-0.03269622464264302
collective_network,collective_n8_modular_k0.80_t0.85_g1,0.8,-0.029014624202262973,-0.03269622464264302
collective_network,collective_n8_ring_k0.35_t0.50_g0,0.0,0.0,0.00444242835985875
collective_network,collective_n8_ring_k0.35_t0.50_g0,0.2,0.002873542599092088,0.00444242835985875
collective_network,collective_n8_ring_k0.35_t0.50_g0,0.5,0.003841020310837058,0.00444242835985875
collective_network,collective_n8_ring_k0.35_t0.50_g0,0.8,0.0020452996242896135,0.00444242835985875
collective_network,collective_n8_ring_k0.35_t0.50_g1,0.0,0.0,0.01718548577231126
collective_network,collective_n8_ring_k0.35_t0.50_g1,0.2,0.005931486829939964,0.01718548577231126
collective_network,collective_n8_ring_k0.35_t0.50_g1,0.5,0.001482821391054559,0.01718548577231126
collective_network,collective_n8_ring_k0.35_t0.50_g1,0.8,0.01756849213341775,0.01718548577231126
collective_network,collective_n8_ring_k0.35_t0.85_g0,0.0,0.0,0.011787252853487053
collective_network,collective_n8_ring_k0.35_t0.85_g0,0.2,-0.0003397441702211436,0.011787252853487053
collective_network,collective_n8_ring_k0.35_t0.85_g0,0.5,0.004750140069488406,0.011787252853487053
collective_network,collective_n8_ring_k0.35_t0.85_g0,0.8,0.010818779941303733,0.011787252853487053
collective_network,collective_n8_ring_k0.35_t0.85_g1,0.0,0.0,-0.0
collective_network,collective_n8_ring_k0.35_t0.85_g1,0.2,0.0,-0.0
collective_network,collective_n8_ring_k0.35_t0.85_g1,0.5,0.0,-0.0
collective_network,collective_n8_ring_k0.35_t0.85_g1,0.8,0.0,-0.0
collective_network,collective_n8_ring_k0.80_t0.50_g0,0.0,0.0,-0.00957014978094724
collective_network,collective_n8_ring_k0.80_t0.50_g0,0.2,-0.026249268850802566,-0.00957014978094724
collective_network,collective_n8_ring_k0.80_t0.50_g0,0.5,-0.006152361525834947,-0.00957014978094724
collective_network,collective_n8_ring_k0.80_t0.50_g0,0.8,-0.0007177559540036856,-0.00957014978094724
collective_network,collective_n8_ring_k0.80_t0.50_g1,0.0,0.0,0.0014901535779852642
collective_network,collective_n8_ring_k0.80_t0.50_g1,0.2,-0.022072495480114265,0.0014901535779852642
collective_network,collective_n8_ring_k0.80_t0.50_g1,0.5,-0.020425942818742868,0.0014901535779852642
collective_network,collective_n8_ring_k0.80_t0.50_g1,0.8,0.020016641666150727,0.0014901535779852642
collective_network,collective_n8_ring_k0.80_t0.85_g0,0.0,0.0,0.03706070257376474
collective_network,collective_n8_ring_k0.80_t0.85_g0,0.2,0.02905771529658969,0.03706070257376474
collective_network,collective_n8_ring_k0.80_t0.85_g0,0.5,0.03314734400649615,0.03706070257376474
collective_network,collective_n8_ring_k0.80_t0.85_g0,0.8,0.015101547913794006,0.03706070257376474
collective_network,collective_n8_ring_k0.80_t0.85_g1,0.0,0.0,0.0019738961032131
collective_network,collective_n8_ring_k0.80_t0.85_g1,0.2,0.0024638552075701243,0.0019738961032131
collective_network,collective_n8_ring_k0.80_t0.85_g1,0.5,-0.0027577174295291547,0.0019738961032131
collective_network,collective_n8_ring_k0.80_t0.85_g1,0.8,0.0034022638115484196,0.0019738961032131
