n_agents,topology,coupling_strength,sampling_temperature,independent_seeds,mean_abs_belief_magnetization_mean,mean_abs_belief_magnetization_sd,mean_abs_belief_magnetization_q025,mean_abs_belief_magnetization_q975,mean_abs_action_magnetization_mean,mean_abs_action_magnetization_sd,mean_abs_action_magnetization_q025,mean_abs_action_magnetization_q975,belief_susceptibility_mean,belief_susceptibility_sd,belief_susceptibility_q025,belief_susceptibility_q975,belief_correlation_time_sweeps_mean,belief_correlation_time_sweeps_sd,belief_correlation_time_sweeps_q025,belief_correlation_time_sweeps_q975,mean_field_belief_mean,mean_field_belief_sd,mean_field_belief_q025,mean_field_belief_q975,mean_field_action_mean,mean_field_action_sd,mean_field_action_q025,mean_field_action_q975,local_belief_stability_index_mean,local_belief_stability_index_sd,local_belief_stability_index_q025,local_belief_stability_index_q975
8,modular,0.3,0.85,16,0.013888888888888888,0.00514701559618048,0.005729166666666667,0.02309027777777778,0.016059027777777776,0.005759424866619816,0.007465277777777777,0.024479166666666666,0.02819095282433271,0.010140166987777272,0.011489369956548728,0.04526497517070143,2.0383507139749026,0.573678007316566,1.2327740078578602,2.9448842035634986,-0.015618227240749454,0.0,-0.015618227240749454,-0.015618227240749454,-0.043372207363716046,0.0,-0.043372207363716046,-0.043372207363716046,4.405955175165628,0.0,4.405955175165628,4.405955175165628
8,modular,0.3,1.0,16,0.01519097222222222,0.006032080517563602,0.005208333333333333,0.02309027777777778,0.015364583333333333,0.006999205385528172,0.005208333333333333,0.027256944444444445,0.030263617318435753,0.01206829633621387,0.010412787088764742,0.04640557107386717,2.237825339380188,0.8637426965026337,1.2678644075976446,4.079749404309741,-0.015618227240749454,0.0,-0.015618227240749454,-0.015618227240749454,-0.043372207363716046,0.0,-0.043372207363716046,-0.043372207363716046,4.405955175165628,0.0,4.405955175165628,4.405955175165628
8,modular,0.35,0.4,16,0.0,0.0,0.0,0.0,0.00017361111111111112,0.00047439586879442585,0.0,0.001388888888888889,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.965343944511851e-07,0.0,4.965343944511851e-07,4.965343944511851e-07,1.8996546669884301e-07,0.0,1.8996546669884301e-07,1.8996546669884301e-07,6.470648504647767,0.0,6.470648504647767,6.470648504647767
8,modular,0.35,0.5,16,0.0,0.0,0.0,0.0,0.00017361111111111112,0.0006944444444444446,0.0,0.0017361111111111112,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.965343944511851e-07,0.0,4.965343944511851e-07,4.965343944511851e-07,1.8996546669884301e-07,0.0,1.8996546669884301e-07,1.8996546669884301e-07,6.470648504647767,0.0,6.470648504647767,6.470648504647767
8,modular,0.35,0.6,16,0.0,0.0,0.0,0.0,0.00017361111111111112,0.0006944444444444446,0.0,0.0017361111111111112,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.004224690387369671,0.0,-0.004224690387369671,-0.004224690387369671,-0.011652162219837099,0.0,-0.011652162219837099,-0.011652162219837099,5.909892317443437,0.0,5.909892317443437,5.909892317443437
8,modular,0.35,0.7,16,0.0005208333333333333,0.0011197580205970208,0.0,0.003125,0.0008680555555555556,0.0012292516710510884,0.0,0.0036458333333333334,0.00103584729981378,0.0022193355886112164,0.0,0.006191806331471136,1.1237596137580605,0.49503845503224175,1.0,2.2375961375806046,-0.008611182452210406,0.0,-0.008611182452210406,-0.008611182452210406,-0.02393470939154281,0.0,-0.02393470939154281,-0.02393470939154281,5.3489504263128795,0.0,5.3489504263128795,5.3489504263128795
8,modular,0.35,0.85,16,0.014149305555555556,0.006827134157351028,0.0046875,0.02829861111111111,0.01545138888888889,0.009858502524037863,0.005555555555555556,0.037673611111111116,0.028709846368715083,0.01549380173762424,0.009324565487274986,0.06290153631284916,1.752176537931777,0.5183855316842629,1.0,2.7106126170276177,-0.015516501702715176,0.0,-0.015516501702715176,-0.015516501702715176,-0.043722117008160255,0.0,-0.043722117008160255,-0.043722117008160255,4.507285591597801,0.0,4.507285591597801,4.507285591597801
8,modular,0.35,1.0,16,0.019444444444444445,0.009001028747788695,0.0046875,0.03350694444444444,0.017795138888888888,0.008180995712235852,0.003298611111111111,0.03142361111111111,0.038898587833643694,0.017965687145269464,0.009417675356921167,0.06675395716945998,2.658913079584324,1.326246820481332,1.360315099875407,5.386131385693417,-0.015516501702715176,0.0,-0.015516501702715176,-0.015516501702715176,-0.043722117008160255,0.0,-0.043722117008160255,-0.043722117008160255,4.507285591597801,0.0,4.507285591597801,4.507285591597801
8,modular,0.4,0.4,16,0.0,0.0,0.0,0.0,0.0006076388888888889,0.0018263580831087384,0.0,0.005381944444444444,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.012729248234839436,0.0,0.012729248234839436,0.012729248234839436,0.022415138004091312,0.0,0.022415138004091312,0.022415138004091312,6.566376416547114,0.0,6.566376416547114,6.566376416547114
8,modular,0.4,0.5,16,0.0,0.0,0.0,0.0,8.680555555555556e-05,0.0003472222222222223,0.0,0.0008680555555555556,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.012729248234839436,0.0,0.012729248234839436,0.012729248234839436,0.022415138004091312,0.0,0.022415138004091312,0.022415138004091312,6.566376416547114,0.0,6.566376416547114,6.566376416547114
8,modular,0.4,0.6,16,0.0,0.0,0.0,0.0,0.00017361111111111112,0.00047439586879442585,0.0,0.001388888888888889,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.004199703187086455,0.0,-0.004199703187086455,-0.004199703187086455,-0.011721580485635843,0.0,-0.011721580485635843,-0.011721580485635843,6.008550944250091,0.0,6.008550944250091,6.008550944250091
8,modular,0.4,0.7,16,0.0008680555555555555,0.0018890931262132559,0.0,0.005381944444444444,0.0016493055555555558,0.003484930447847912,0.0,0.010416666666666668,0.001712833643699565,0.0037075792671582342,0.0,0.010558271260086897,1.3696213502683328,1.0066865399992266,1.0,3.8263214682849847,-0.008558414804371596,0.0,-0.008558414804371596,-0.008558414804371596,-0.024093814718126185,0.0,-0.024093814718126185,-0.024093814718126185,5.448679784522791,0.0,5.448679784522791,5.448679784522791
8,modular,0.4,0.85,16,0.01545138888888889,0.008408228259814061,0.004166666666666667,0.030729166666666665,0.015104166666666665,0.00788737270250038,0.005208333333333333,0.030729166666666665,0.03237701738050899,0.017960090412642144,0.008286778398510242,0.06287437926753568,2.2319062388624364,0.9321664249797101,1.4300935881907855,4.354127564731467,-0.015416095699818916,0.0,-0.015416095699818916,-0.015416095699818916,-0.04406750102642981,0.0,-0.04406750102642981,-0.04406750102642981,4.608616367025295,0.0,4.608616367025295,4.608616367025295
8,modular,0.4,1.0,16,0.017100694444444443,0.005408202075677094,0.008506944444444444,0.025,0.017881944444444443,0.006125299186444429,0.008854166666666666,0.029513888888888888,0.03421690720049659,0.010707262366557937,0.017075962135319676,0.04851800124146493,1.7864210105444394,0.48465665619337556,1.092423865174834,2.694438810229799,-0.015416095699818916,0.0,-0.015416095699818916,-0.015416095699818916,-0.04406750102642981,0.0,-0.04406750102642981,-0.04406750102642981,4.608616367025295,0.0,4.608616367025295,4.608616367025295
8,modular,0.5,0.4,16,0.0,0.0,0.0,0.0,0.00017361111111111112,0.0006944444444444446,0.0,0.0017361111111111112,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.9688592818735038,0.0,-0.9688592818735038,-0.9688592818735038,-0.9997550417647638,0.0,-0.9997550417647638,-0.9997550417647638,0.4146759749001863,0.0,0.4146759749001863,0.4146759749001863
8,modular,0.5,0.5,16,0.0,0.0,0.0,0.0,0.00017361111111111112,0.0006944444444444446,0.0,0.0017361111111111112,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.9688592818735038,0.0,-0.9688592818735038,-0.9688592818735038,-0.9997550417647638,0.0,-0.9997550417647638,-0.9997550417647638,0.4146759749001863,0.0,0.4146759749001863,0.4146759749001863
8,modular,0.5,0.6,16,8.680555555555556e-05,0.0003472222222222223,0.0,0.0008680555555555556,8.680555555555556e-05,0.0003472222222222223,0.0,0.0008680555555555556,0.00017361111111111106,0.0006944444444444443,0.0,0.0017361111111111106,1.0,0.0,1.0,1.0,-0.0041497981828187355,0.0,-0.0041497981828187355,-0.0041497981828187355,-0.01185248069217872,0.0,-0.01185248069217872,-0.01185248069217872,6.2058673192673215,0.0,6.2058673192673215,6.2058673192673215
8,modular,0.5,0.7,16,0.0,0.0,0.0,0.0,0.0008680555555555555,0.002260947305013848,0.0,0.0067708333333333336,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.008454797084089357,0.0,-0.008454797084089357,-0.008454797084089357,-0.024406247506462746,0.0,-0.024406247506462746,-0.024406247506462746,5.648138765581081,0.0,5.648138765581081,5.648138765581081
8,modular,0.5,0.85,16,0.019357638888888886,0.006116764010057321,0.010416666666666666,0.03125,0.01935763888888889,0.006282707626768636,0.009895833333333333,0.03125,0.039467915890751076,0.012371092791256548,0.020856610800744878,0.06248448168839229,1.8181835546628624,0.5195955664678623,1.1245245177807028,2.8396489916206997,-0.015219140782838599,0.0,-0.015219140782838599,-0.015219140782838599,-0.04474503976350607,0.0,-0.04474503976350607,-0.04474503976350607,4.811278950346531,0.0,4.811278950346531,4.811278950346531
8,modular,0.5,1.0,16,0.02065972222222222,0.007537201972897298,0.006944444444444444,0.03263888888888889,0.021006944444444446,0.007294421878050339,0.008506944444444444,0.03263888888888889,0.04346097144630664,0.01581669872352381,0.013873370577281195,0.06828057107386715,2.1021192127541477,0.5091350875567805,1.4129563794368263,2.831866906709147,-0.015219140782838599,0.0,-0.015219140782838599,-0.015219140782838599,-0.04474503976350607,0.0,-0.04474503976350607,-0.04474503976350607,4.811278950346531,0.0,4.811278950346531,4.811278950346531
8,modular,0.6,0.4,16,0.0,0.0,0.0,0.0,0.00026041666666666666,0.0007554244848185519,0.0,0.0022569444444444447,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.9821446728622598,0.0,-0.9821446728622598,-0.9821446728622598,-0.9997712873943033,0.0,-0.9997712873943033,-0.9997712873943033,0.24627698388960303,0.0,0.24627698388960303,0.24627698388960303
8,modular,0.6,0.5,16,0.0,0.0,0.0,0.0,0.00026041666666666666,0.0007554244848185519,0.0,0.0022569444444444447,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.9821446728622598,0.0,-0.9821446728622598,-0.9821446728622598,-0.9997712873943033,0.0,-0.9997712873943033,-0.9997712873943033,0.24627698388960303,0.0,0.24627698388960303,0.24627698388960303
8,modular,0.6,0.6,16,8.680555555555556e-05,0.0003472222222222223,0.0,0.0008680555555555556,0.0005208333333333333,0.0017476468600163772,0.0,0.004861111111111111,0.0001736111111111111,0.0006944444444444445,0.0,0.001736111111111111,1.0,0.0,1.0,1.0,-0.9641461002627985,0.0,-0.9641461002627985,-0.9641461002627985,-0.9997296143824379,0.0,-0.9997296143824379,-0.9997296143824379,0.4509346327611352,0.0,0.4509346327611352,0.4509346327611352
8,modular,0.6,0.7,16,0.00078125,0.00143163389778391,0.0,0.004166666666666667,0.0014756944444444444,0.0022377208376661065,0.0,0.005902777777777778,0.0015508612662942275,0.002833936989825062,0.0,0.008240223463687154,1.1642268990530136,0.510470858670103,1.0,2.480399849350323,-0.008353659605992604,0.0,-0.008353659605992604,-0.008353659605992604,-0.024711206952275987,0.0,-0.024711206952275987,-0.024711206952275987,5.847598082025875,0.0,5.847598082025875,5.847598082025875
8,modular,0.6,0.85,16,0.03784722222222223,0.009774989080435526,0.024131944444444445,0.051736111111111115,0.036892361111111105,0.009268080288970222,0.025520833333333333,0.05364583333333334,0.07896880819366853,0.020524691644109222,0.05042093420235879,0.1132991930477964,2.6508071766658934,0.9360343247819632,1.4987865891221788,4.447802869438996,-0.015027165885456537,0.0,-0.015027165885456537,-0.015027165885456537,-0.045405496734019,0.0,-0.045405496734019,-0.045405496734019,5.013942839963856,0.0,5.013942839963856,5.013942839963856
8,modular,0.6,1.0,16,0.03046875,0.012281723326987072,0.0140625,0.05243055555555555,0.03020833333333333,0.011680987683027014,0.012326388888888888,0.049826388888888885,0.06315855834885165,0.026790680884861303,0.028249146492861574,0.10899286157666045,2.0723939044366966,0.5340966269028017,1.52406886510678,3.339416799736539,-0.015027165885456537,0.0,-0.015027165885456537,-0.015027165885456537,-0.045405496734019,0.0,-0.045405496734019,-0.045405496734019,5.013942839963856,0.0,5.013942839963856,5.013942839963856
8,modular,0.7,0.4,16,0.0,0.0,0.0,0.0,0.00034722222222222224,0.0008018753738744802,0.0,0.0022569444444444447,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.9889156953856924,0.0,-0.9889156953856924,-0.9889156953856924,-0.9997791477110394,0.0,-0.9997791477110394,-0.9997791477110394,0.15770984293041646,0.0,0.15770984293041646,0.15770984293041646
8,modular,0.7,0.5,16,0.0,0.0,0.0,0.0,8.680555555555556e-05,0.0003472222222222223,0.0,0.0008680555555555556,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.9889156953856924,0.0,-0.9889156953856924,-0.9889156953856924,-0.9997791477110394,0.0,-0.9997791477110394,-0.9997791477110394,0.15770984293041646,0.0,0.15770984293041646,0.15770984293041646
8,modular,0.7,0.6,16,0.0,0.0,0.0,0.0,0.0006944444444444444,0.0019641855032959655,0.0,0.005902777777777778,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.9799419246017465,0.0,-0.9799419246017465,-0.9799419246017465,-0.9997511569638186,0.0,-0.9997511569638186,-0.9997511569638186,0.26213553241075277,0.0,0.26213553241075277,0.26213553241075277
8,modular,0.7,0.7,16,0.0008680555555555556,0.001747646860016377,0.0,0.004861111111111111,0.0013888888888888887,0.0022680460581325722,0.0,0.0067708333333333336,0.001716713221601489,0.003423476360752838,0.0,0.009528243327126002,1.2453510596399981,0.9814042385599921,1.0,3.4535105963999806,-0.008031005716340049,0.0,-0.008031005716340049,-0.008031005716340049,-0.024569403919748902,0.0,-0.024569403919748902,-0.024569403919748902,6.047019952823027,0.0,6.047019952823027,6.047019952823027
8,modular,0.7,0.85,16,0.03871527777777778,0.013368731945370155,0.018229166666666664,0.06527777777777778,0.039149305555555555,0.014056568822355373,0.016493055555555556,0.06666666666666667,0.08763384543761638,0.03611150206774767,0.038130431409062686,0.16162321539416513,2.2508831028166503,0.6037326909815064,1.5032735026197284,3.321482353975074,-0.014839984239361831,0.0,-0.014839984239361831,-0.014839984239361831,-0.04604951143963417,0.0,-0.04604951143963417,-0.04604951143963417,5.216607956565805,0.0,5.216607956565805,5.216607956565805
8,modular,0.7,1.0,16,0.03940972222222222,0.018487531945842847,0.013541666666666667,0.06944444444444445,0.040798611111111105,0.018029717980397666,0.013020833333333334,0.06857638888888888,0.08227420856610801,0.038983173116258596,0.026288019863438854,0.14166666666666666,2.777737224997376,1.1092535019103151,1.3771902807787404,4.879668856225319,-0.014839984239361831,0.0,-0.014839984239361831,-0.014839984239361831,-0.04604951143963417,0.0,-0.04604951143963417,-0.04604951143963417,5.216607956565805,0.0,5.216607956565805,5.216607956565805
8,modular,0.8,0.4,16,8.680555555555556e-05,0.0003472222222222223,0.0,0.0008680555555555556,8.680555555555556e-05,0.0003472222222222223,0.0,0.0008680555555555556,0.00017361111111111112,0.0006944444444444446,0.0,0.0017361111111111112,1.0,0.0,1.0,1.0,0.9928770975275304,0.0,0.9928770975275304,0.9928770975275304,0.9997836204368309,0.0,0.9997836204368309,0.9997836204368309,0.1043185183424517,0.0,0.1043185183424517,0.1043185183424517
8,modular,0.8,0.5,16,0.0,0.0,0.0,0.0,0.0008680555555555556,0.00247804142427271,0.0,0.007118055555555556,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9928770975275304,0.0,0.9928770975275304,0.9928770975275304,0.9997836204368309,0.0,0.9997836204368309,0.9997836204368309,0.1043185183424517,0.0,0.1043185183424517,0.1043185183424517
8,modular,0.8,0.6,16,8.680555555555556e-05,0.0003472222222222223,0.0,0.0008680555555555556,0.00034722222222222224,0.001075828707279838,0.0,0.003125,0.00017361111111111112,0.0006944444444444446,0.0,0.0017361111111111112,1.0,0.0,1.0,1.0,-0.9876878517394385,0.0,-0.9876878517394385,-0.9876878517394385,-0.99976108449967,0.0,-0.99976108449967,-0.99976108449967,0.1663637503424084,0.0,0.1663637503424084,0.1663637503424084
8,modular,0.8,0.7,16,0.0014756944444444444,0.0019290895046296915,0.0,0.0050347222222222225,0.0019965277777777776,0.0023770567226196852,0.0,0.006944444444444444,0.0029222920546244572,0.0038104780189434783,0.0,0.009918140906269399,1.4626090003147239,0.753045196539205,1.0,2.980153820128967,0.9689925713180418,0.0,0.9689925713180418,0.9689925713180418,0.9997622217616973,0.0,0.9997622217616973,0.9997622217616973,0.38139650590227,0.0,0.38139650590227,0.38139650590227
8,modular,0.8,0.85,16,0.059982638888888884,0.02009633914976114,0.03350694444444444,0.10034722222222223,0.06128472222222222,0.01850143888298261,0.03420138888888889,0.0970486111111111,0.1348163019863439,0.052841074387369125,0.06708760086902545,0.2499379267535692,2.772887111487516,1.3489267276557335,1.2386268439654244,5.86940447286074,-0.014657418304945796,0.0,-0.014657418304945796,-0.014657418304945796,-0.04667769180374326,0.0,-0.04667769180374326,-0.04667769180374326,5.419274226236132,0.0,5.419274226236132,5.419274226236132
8,modular,0.8,1.0,16,0.05928819444444444,0.014844173022995436,0.030381944444444444,0.07708333333333334,0.05807291666666667,0.012205573151085617,0.03836805555555556,0.08003472222222223,0.12715607541899443,0.03404256393552888,0.07293024518932341,0.17700186219739292,2.589927810234112,0.764662556901143,1.6994314688591263,4.096448718123217,-0.014657418304945796,0.0,-0.014657418304945796,-0.014657418304945796,-0.04667769180374326,0.0,-0.04667769180374326,-0.04667769180374326,5.419274226236132,0.0,5.419274226236132,5.419274226236132
8,modular,0.9,0.4,16,0.0,0.0,0.0,0.0,8.680555555555556e-05,0.0003472222222222223,0.0,0.0008680555555555556,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9953358315145412,0.0,0.9953358315145412,0.9953358315145412,0.9997863508349267,0.0,0.9997863508349267,0.9997863508349267,0.07020978183543015,0.0,0.07020978183543015,0.07020978183543015
8,modular,0.9,0.5,16,0.0,0.0,0.0,0.0,0.00026041666666666666,0.0007554244848185519,0.0,0.0022569444444444447,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9953358315145412,0.0,0.9953358315145412,0.9953358315145412,0.9997863508349267,0.0,0.9997863508349267,0.9997863508349267,0.07020978183543015,0.0,0.07020978183543015,0.07020978183543015
8,modular,0.9,0.6,16,0.0,0.0,0.0,0.0,0.00017361111111111112,0.00047439586879442585,0.0,0.001388888888888889,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.9921486261423341,0.0,-0.9921486261423341,-0.9921486261423341,-0.9997666207445153,0.0,-0.9997666207445153,-0.9997666207445153,0.10941340133489388,0.0,0.10941340133489388,0.10941340133489388
8,modular,0.9,0.7,16,0.004427083333333333,0.0038696199210430647,0.0,0.011458333333333334,0.0041666666666666675,0.00332560833260518,0.0,0.010937500000000001,0.008788213842333956,0.007680329408843577,0.0,0.02295158286778399,1.7744175668813154,0.7822598701979032,1.0,3.2331646697234415,0.9820853152728897,0.0,0.9820853152728897,0.9820853152728897,0.9997782967662792,0.0,0.9997782967662792,0.9997782967662792,0.22890146209971857,0.0,0.22890146209971857,0.22890146209971857
8,modular,0.9,0.85,16,0.06883680555555555,0.024896745360121854,0.0390625,0.11840277777777779,0.07083333333333333,0.025690064691789177,0.033680555555555554,0.11927083333333334,0.1545439556176288,0.06719451820531325,0.08156424581005585,0.3045701427684668,2.5919031466154645,0.5073877238825971,2.0685572781354735,3.6314929546536696,-0.01447931905633596,0.0,-0.01447931905633596,-0.01447931905633596,-0.047290652049649926,0.0,-0.047290652049649926,-0.047290652049649926,5.621941582371356,0.0,5.621941582371356,5.621941582371356
8,modular,0.9,1.0,16,0.06675347222222222,0.02390325122736828,0.036284722222222225,0.10868055555555556,0.06901041666666666,0.026095931117413186,0.03576388888888889,0.1203125,0.1476538252638113,0.05896207391675203,0.07796399751707014,0.25642458100558657,2.5381103584274465,0.8120155984936708,1.6320767227397073,4.3060664767733,-0.01447931905633596,0.0,-0.01447931905633596,-0.01447931905633596,-0.047290652049649926,0.0,-0.047290652049649926,-0.047290652049649926,5.621941582371356,0.0,5.621941582371356,5.621941582371356
8,ring,0.2,0.4,16,0.0,0.0,0.0,0.0,8.680555555555556e-05,0.0003472222222222223,0.0,0.0008680555555555556,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.8166938803743115e-08,0.0,-1.8166938803743115e-08,-1.8166938803743115e-08,6.52000234198416e-08,0.0,6.52000234198416e-08,6.52000234198416e-08,6.177889217774389,0.0,6.177889217774389,6.177889217774389
8,ring,0.2,0.5,16,0.0,0.0,0.0,0.0,0.00026041666666666666,0.0007554244848185519,0.0,0.0022569444444444447,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.8166938803743115e-08,0.0,-1.8166938803743115e-08,-1.8166938803743115e-08,6.52000234198416e-08,0.0,6.52000234198416e-08,6.52000234198416e-08,6.177889217774389,0.0,6.177889217774389,6.177889217774389
8,ring,0.2,0.6,16,0.0,0.0,0.0,0.0,0.00078125,0.0021497888450239247,0.0,0.00625,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.00430146861559732,0.0,-0.00430146861559732,-0.00430146861559732,-0.01143886129412982,0.0,-0.01143886129412982,-0.01143886129412982,5.613916556457504,0.0,5.613916556457504,5.613916556457504
8,ring,0.2,0.7,16,8.680555555555556e-05,0.0003472222222222223,0.0,0.0008680555555555556,0.00034722222222222224,0.001075828707279838,0.0,0.003125,0.00017361111111111112,0.0006944444444444446,0.0,0.0017361111111111112,1.0,0.0,1.0,1.0,-0.008773465221594348,0.0,-0.008773465221594348,-0.008773465221594348,-0.02344540195923141,0.0,-0.02344540195923141,-0.02344540195923141,5.049762914634441,0.0,5.049762914634441,5.049762914634441
8,ring,0.2,0.85,16,0.015277777777777779,0.006841834519226358,0.005729166666666667,0.028125,0.013975694444444443,0.006906726272146154,0.0038194444444444448,0.028993055555555557,0.03115301055245189,0.014600644924585305,0.011225558659217875,0.05921787709497207,2.814301619269415,1.5998083152828224,1.280360827968123,6.267853403130872,-0.01582574250190199,0.0,-0.01582574250190199,-0.01582574250190199,-0.04265844971329744,0.0,-0.04265844971329744,-0.04265844971329744,4.203295466290937,0.0,4.203295466290937,4.203295466290937
