cluster_id,panel_id,disruption,nominal_threshold_95,baseline_mean_distance,maximum_disruption_distance,mean_disruption_distance,recovery_time_sweeps,final_residual_distance,time_outside_nominal_sweeps,entropy_overshoot,energy_overshoot
C_quench_n16_g0,C_quench_n16_g0_field_reversal,field_reversal,4.37283191659377,2.7026011869348046,41.23638814621881,10.03005927688207,6.0,0.9335293881056451,13,-0.06275604850629612,0.08152777777777764
C_quench_n16_g0,C_quench_n16_g0_message_corruption,message_corruption,4.37283191659377,2.7026011869348046,2.666915505423326,1.5084635299423705,1.0,1.2513703237229736,3,-0.1363668913203394,0.1627777777777777
C_quench_n16_g0,C_quench_n16_g0_network_partition,network_partition,4.37283191659377,2.7026011869348046,1.2737811713324267,1.1122682628414104,1.0,1.2513703237229736,3,-0.5573146925015288,0.1627777777777777
C_quench_n16_g0,C_quench_n16_g0_nominal,nominal,4.37283191659377,2.7026011869348046,1.2737811713324267,1.1122682628414104,1.0,1.776188305751564,3,-0.5573146925015288,0.1627777777777777
C_quench_n16_g1,C_quench_n16_g1_field_reversal,field_reversal,4.414483308832496,2.8916839512197763,45.589474337337876,11.159605153918786,6.0,0.999698591911593,15,0.32045733289542966,0.10750000000000015
C_quench_n16_g1,C_quench_n16_g1_message_corruption,message_corruption,4.414483308832496,2.8916839512197763,0.999698591911593,0.9996985919115926,1.0,0.999698591911593,5,-1.0046371113097936,0.08624999999999994
C_quench_n16_g1,C_quench_n16_g1_network_partition,network_partition,4.414483308832496,2.8916839512197763,0.999698591911593,0.9996985919115926,1.0,0.999698591911593,5,-1.0046371113097936,0.08624999999999994
C_quench_n16_g1,C_quench_n16_g1_nominal,nominal,4.414483308832496,2.8916839512197763,0.999698591911593,0.9996985919115926,1.0,0.999698591911593,5,-1.0046371113097936,0.08624999999999994
C_quench_n16_g2,C_quench_n16_g2_field_reversal,field_reversal,4.292592160270388,3.815533734073415,47.59026658150115,11.793072874397362,6.0,1.9564798447202274,16,0.3402480292879263,0.14541666666666675
C_quench_n16_g2,C_quench_n16_g2_message_corruption,message_corruption,4.292592160270388,3.815533734073415,2.975099736935152,2.2486980464758584,1.0,1.9564798447202274,6,-0.3601005637800436,0.14541666666666675
C_quench_n16_g2,C_quench_n16_g2_network_partition,network_partition,4.292592160270388,3.815533734073415,2.975099736935152,2.2674190430026764,1.0,1.9564798447202274,6,-0.3601005637800436,0.14541666666666675
C_quench_n16_g2,C_quench_n16_g2_nominal,nominal,4.292592160270388,3.815533734073415,2.975099736935152,2.2486980464758584,1.0,1.9564798447202274,6,-0.3601005637800436,0.14541666666666675
C_quench_n16_g3,C_quench_n16_g3_field_reversal,field_reversal,4.424549352897674,2.931519908791209,45.80265446437883,10.894682240376822,6.0,1.2817406937073246,12,0.43052214099698527,0.24166666666666647
C_quench_n16_g3,C_quench_n16_g3_message_corruption,message_corruption,4.424549352897674,2.931519908791209,2.6172331505832727,1.5122037380006796,1.0,1.2817406937073246,2,0.09495075597366953,0.24166666666666647
C_quench_n16_g3,C_quench_n16_g3_network_partition,network_partition,4.424549352897674,2.931519908791209,1.2817406937073246,1.2132554474997062,1.0,1.2817406937073246,2,-0.38025683840023344,0.24166666666666647
C_quench_n16_g3,C_quench_n16_g3_nominal,nominal,4.424549352897674,2.931519908791209,1.9090935173687926,1.2371807850176386,1.0,1.2817406937073246,2,-0.2746656262230548,0.24166666666666647
