run_id,application,method,scenario,environment_seed,llm_seed,rl_seed,operator_seed,operator_profile,completion_status,primary_outcome,service_loss_auc,cumulative_unmet_weighted_need,operator_requests,operator_interventions,operator_minutes,trigger_activations,pre_disruption_false_activation,nominal_false_activation,timely_activation,missed_activation,material_actions_accepted,material_actions_reached_demand,first_pass_valid_rate,valid_after_one_repair_rate,conservation_error,total_communication_messages,llm_calls,prompt_tokens,generated_tokens,llm_latency_seconds,manifest,episode_directory
development_gate_preliminary_v2-commercial-autonomous_no_human-nominal-reliable-e10801-o40801-rnone,commercial,autonomous_no_human,human_v3_development-reliable-nominal-p0.5-o0.5,10801,0,,40801,high_accuracy_bounded,complete,3.983575815595416,3.983575815595416,122.30271285183777,0,0,0.0,0,False,False,False,False,16,16,1.0,1.0,0.0,56,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v2-commercial-autonomous_no_human-nominal-reliable-e10801-o40801-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v2/development_gate_preliminary_v2-commercial-autonomous_no_human-nominal-reliable-e10801-o40801-rnone
development_gate_preliminary_v2-commercial-local_kpi_trigger-nominal-reliable-e10801-o40801-rnone,commercial,local_kpi_trigger,human_v3_development-reliable-nominal-p0.5-o0.5,10801,0,,40801,high_accuracy_bounded,complete,3.983575815595416,3.983575815595416,122.30271285183777,4,0,24.0,4,True,True,True,False,16,16,1.0,1.0,0.0,57,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v2-commercial-local_kpi_trigger-nominal-reliable-e10801-o40801-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v2/development_gate_preliminary_v2-commercial-local_kpi_trigger-nominal-reliable-e10801-o40801-rnone
development_gate_preliminary_v2-commercial-thermohitl_rule-nominal-reliable-e10801-o40801-rnone,commercial,thermohitl_rule,human_v3_development-reliable-nominal-p0.5-o0.5,10801,0,,40801,high_accuracy_bounded,complete,3.983575815595416,3.983575815595416,122.30271285183777,0,0,0.0,0,False,False,False,False,16,16,1.0,1.0,0.0,1894,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v2-commercial-thermohitl_rule-nominal-reliable-e10801-o40801-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v2/development_gate_preliminary_v2-commercial-thermohitl_rule-nominal-reliable-e10801-o40801-rnone
development_gate_preliminary_v2-commercial-autonomous_no_human-nominal-reliable-e10802-o40802-rnone,commercial,autonomous_no_human,human_v3_development-reliable-nominal-p0.5-o0.5,10802,0,,40802,high_accuracy_bounded,complete,4.40181506987177,4.40181506987177,159.12715687041245,0,0,0.0,0,False,False,False,False,17,17,1.0,1.0,-2.2737367544323206e-13,53,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v2-commercial-autonomous_no_human-nominal-reliable-e10802-o40802-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v2/development_gate_preliminary_v2-commercial-autonomous_no_human-nominal-reliable-e10802-o40802-rnone
development_gate_preliminary_v2-commercial-local_kpi_trigger-nominal-reliable-e10802-o40802-rnone,commercial,local_kpi_trigger,human_v3_development-reliable-nominal-p0.5-o0.5,10802,0,,40802,high_accuracy_bounded,complete,4.40181506987177,4.40181506987177,159.12715687041245,3,0,18.0,3,True,True,True,False,17,17,1.0,1.0,-2.2737367544323206e-13,53,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v2-commercial-local_kpi_trigger-nominal-reliable-e10802-o40802-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v2/development_gate_preliminary_v2-commercial-local_kpi_trigger-nominal-reliable-e10802-o40802-rnone
development_gate_preliminary_v2-commercial-thermohitl_rule-nominal-reliable-e10802-o40802-rnone,commercial,thermohitl_rule,human_v3_development-reliable-nominal-p0.5-o0.5,10802,0,,40802,high_accuracy_bounded,complete,4.40181506987177,4.40181506987177,159.12715687041245,0,0,0.0,0,False,False,False,False,17,17,1.0,1.0,-2.2737367544323206e-13,1887,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v2-commercial-thermohitl_rule-nominal-reliable-e10802-o40802-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v2/development_gate_preliminary_v2-commercial-thermohitl_rule-nominal-reliable-e10802-o40802-rnone
development_gate_preliminary_v2-commercial-autonomous_no_human-nominal-reliable-e10803-o40803-rnone,commercial,autonomous_no_human,human_v3_development-reliable-nominal-p0.5-o0.5,10803,0,,40803,high_accuracy_bounded,complete,5.410808545849942,5.410808545849942,222.94535761743413,0,0,0.0,0,False,False,False,False,17,17,1.0,1.0,-2.2737367544323206e-13,55,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v2-commercial-autonomous_no_human-nominal-reliable-e10803-o40803-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v2/development_gate_preliminary_v2-commercial-autonomous_no_human-nominal-reliable-e10803-o40803-rnone
development_gate_preliminary_v2-commercial-local_kpi_trigger-nominal-reliable-e10803-o40803-rnone,commercial,local_kpi_trigger,human_v3_development-reliable-nominal-p0.5-o0.5,10803,0,,40803,high_accuracy_bounded,complete,5.410808545849942,5.410808545849942,222.94535761743413,1,0,6.0,1,True,True,False,False,17,17,1.0,1.0,-2.2737367544323206e-13,55,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v2-commercial-local_kpi_trigger-nominal-reliable-e10803-o40803-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v2/development_gate_preliminary_v2-commercial-local_kpi_trigger-nominal-reliable-e10803-o40803-rnone
development_gate_preliminary_v2-commercial-thermohitl_rule-nominal-reliable-e10803-o40803-rnone,commercial,thermohitl_rule,human_v3_development-reliable-nominal-p0.5-o0.5,10803,0,,40803,high_accuracy_bounded,complete,5.410808545849942,5.410808545849942,222.94535761743413,0,0,0.0,0,False,False,False,False,17,17,1.0,1.0,-2.2737367544323206e-13,1879,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v2-commercial-thermohitl_rule-nominal-reliable-e10803-o40803-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v2/development_gate_preliminary_v2-commercial-thermohitl_rule-nominal-reliable-e10803-o40803-rnone
development_gate_preliminary_v2-commercial-autonomous_no_human-nominal-reliable-e10804-o40804-rnone,commercial,autonomous_no_human,human_v3_development-reliable-nominal-p0.5-o0.5,10804,0,,40804,high_accuracy_bounded,complete,3.0352832886822334,3.0352832886822334,64.6092588621468,0,0,0.0,0,False,False,False,False,14,14,1.0,1.0,-4.547473508864641e-13,50,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v2-commercial-autonomous_no_human-nominal-reliable-e10804-o40804-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v2/development_gate_preliminary_v2-commercial-autonomous_no_human-nominal-reliable-e10804-o40804-rnone
