hypothesis,estimand,unit,estimate,ci_low,ci_high,independent_clusters,bootstrap_replicates,exact_one_sided_sign_flip_p,cluster_values,multiplicity_adjusted_p,allocated_alpha,supported
H1,Granite field minus nominal maximum post-quench distance,distance_units,42.263339300992335,24.316438814744046,59.30340290034406,6,10000.0,0.015625,"{""V15G_g0"": 42.43938085115453, ""V15G_g1"": 22.061516125618446, ""V15G_g2"": 50.73106438439497, ""V15G_g3"": 8.448419467459154, ""V15G_g4"": 76.3179283810708, ""V15G_g5"": 53.58172659625608}",0.015625,0.02,True
H2,persistent minus Markovized adjusted pathwise irreversibility,nats_per_attempted_update,0.05437927532403202,0.0345859059341388,0.07548424613005493,12,10000.0,0.00048828125,"{""granite:V15G_g0"": 0.09101994850741306, ""granite:V15G_g1"": 0.018263618498690765, ""granite:V15G_g2"": 0.11382834303635292, ""granite:V15G_g3"": 0.08338185292260135, ""granite:V15G_g4"": 0.10632734900392479, ""granite:V15G_g5"": 0.05724922182871006, ""qwen:V15Q_g0"": 0.05360128351714272, ""qwen:V15Q_g1"": -0.0002479185099343306, ""qwen:V15Q_g2"": 0.04371205524520149, ""qwen:V15Q_g3"": 0.010553941882504789, ""qwen:V15Q_g4"": 0.021209417560190142, ""qwen:V15Q_g5"": 0.053652190395586476}",0.0009765625,0.03,True
H3,persistent minus scrambled adjusted pathwise irreversibility,nats_per_attempted_update,0.048449385686028225,0.021904873579838512,0.07526010255745233,12,10000.0,0.00341796875,"{""granite:V15G_g0"": 0.11917410643765868, ""granite:V15G_g1"": 0.07308908641575146, ""granite:V15G_g2"": 0.11570750352095699, ""granite:V15G_g3"": 0.10760469988642542, ""granite:V15G_g4"": 0.09115400512842586, ""granite:V15G_g5"": 0.03332897420537764, ""qwen:V15Q_g0"": 0.022343165105147, ""qwen:V15Q_g1"": -0.024828304102232128, ""qwen:V15Q_g2"": -0.006505301994306777, ""qwen:V15Q_g3"": 0.010280153358264044, ""qwen:V15Q_g4"": 0.020514843134688463, ""qwen:V15Q_g5"": 0.019529697136182092}",0.00341796875,0.03,True
H4,recovery sweeps 31-35 minus sweeps 41-45 distance,distance_units,52.54059654394698,35.40627273334396,68.67315774930576,12,10000.0,0.000244140625,"{""granite:V15G_g0"": 25.393078170764426, ""granite:V15G_g1"": 10.10018219746912, ""granite:V15G_g2"": 43.33272636095917, ""granite:V15G_g3"": 4.8070895903372195, ""granite:V15G_g4"": 53.815914067292354, ""granite:V15G_g5"": 19.833715994376135, ""qwen:V15Q_g0"": 68.34411970557635, ""qwen:V15Q_g1"": 89.89330941749598, ""qwen:V15Q_g2"": 82.44467725721513, ""qwen:V15Q_g3"": 77.01838294494027, ""qwen:V15Q_g4"": 86.10831777862633, ""qwen:V15Q_g5"": 69.39564504231134}",0.000732421875,0.03,True
