model_key,contrast,unit,estimate,ci_low,ci_high,independent_clusters,bootstrap_replicates,exact_one_sided_sign_flip_p,positive_clusters,cluster_values,role,confirmatory_disposition_assigned
qwen,field_peak_minus_nominal,distance_units,112.69065046981969,106.29008320671063,118.39199440459038,6.0,10000.0,0.015625,6,"{""V15Q_g0"": 100.04818753534406, ""V15Q_g1"": 121.27267260799792, ""V15Q_g2"": 117.17332428935447, ""V15Q_g3"": 116.17908483950285, ""V15Q_g4"": 117.22710604134457, ""V15Q_g5"": 104.24352750537437}",descriptive_model_stratified_sensitivity,False
qwen,persistent_minus_markovized,nats_per_attempted_update,0.030413495015115213,0.014103481238339108,0.04657140343847501,6.0,10000.0,0.03125,5,"{""V15Q_g0"": 0.05360128351714272, ""V15Q_g1"": -0.0002479185099343306, ""V15Q_g2"": 0.04371205524520149, ""V15Q_g3"": 0.010553941882504789, ""V15Q_g4"": 0.021209417560190142, ""V15Q_g5"": 0.053652190395586476}",descriptive_model_stratified_sensitivity,False
qwen,persistent_minus_scrambled,nats_per_attempted_update,0.006889042106290449,-0.00810961184211602,0.019418502162103904,6.0,10000.0,0.21875,4,"{""V15Q_g0"": 0.022343165105147, ""V15Q_g1"": -0.024828304102232128, ""V15Q_g2"": -0.006505301994306777, ""V15Q_g3"": 0.010280153358264044, ""V15Q_g4"": 0.020514843134688463, ""V15Q_g5"": 0.019529697136182092}",descriptive_model_stratified_sensitivity,False
qwen,fixed_early_minus_late_recovery_distance,distance_units,78.86740869102734,72.49043161632149,85.24438576573317,6.0,10000.0,0.015625,6,"{""V15Q_g0"": 68.34411970557571, ""V15Q_g1"": 89.89330941749536, ""V15Q_g2"": 82.44467725721482, ""V15Q_g3"": 77.01838294494056, ""V15Q_g4"": 86.10831777862647, ""V15Q_g5"": 69.39564504231107}",descriptive_model_stratified_sensitivity,False
granite,field_peak_minus_nominal,distance_units,42.26333930099211,24.811483882797635,59.30481580218023,6.0,10000.0,0.015625,6,"{""V15G_g0"": 42.43938085115457, ""V15G_g1"": 22.061516125618432, ""V15G_g2"": 50.73106438439504, ""V15G_g3"": 8.448419467459106, ""V15G_g4"": 76.31792838107046, ""V15G_g5"": 53.58172659625504}",descriptive_model_stratified_sensitivity,False
granite,persistent_minus_markovized,nats_per_attempted_update,0.07834505563294882,0.050291546541884745,0.10189815815760307,6.0,10000.0,0.015625,6,"{""V15G_g0"": 0.09101994850741306, ""V15G_g1"": 0.018263618498690765, ""V15G_g2"": 0.11382834303635292, ""V15G_g3"": 0.08338185292260135, ""V15G_g4"": 0.10632734900392479, ""V15G_g5"": 0.05724922182871006}",descriptive_model_stratified_sensitivity,False
granite,persistent_minus_scrambled,nats_per_attempted_update,0.090009729265766,0.06390068676632815,0.11142032082201377,6.0,10000.0,0.015625,6,"{""V15G_g0"": 0.11917410643765868, ""V15G_g1"": 0.07308908641575146, ""V15G_g2"": 0.11570750352095699, ""V15G_g3"": 0.10760469988642542, ""V15G_g4"": 0.09115400512842586, ""V15G_g5"": 0.03332897420537764}",descriptive_model_stratified_sensitivity,False
granite,fixed_early_minus_late_recovery_distance,distance_units,26.21378439686636,12.648998193018322,40.40618280129987,6.0,10000.0,0.015625,6,"{""V15G_g0"": 25.39307817076445, ""V15G_g1"": 10.100182197469096, ""V15G_g2"": 43.332726360959256, ""V15G_g3"": 4.807089590337214, ""V15G_g4"": 53.81591406729211, ""V15G_g5"": 19.833715994376035}",descriptive_model_stratified_sensitivity,False
