cluster_id,panel_id,disruption,n_agents,topology,sweep,phase,window_sweeps,belief_magnetization,action_magnetization,belief_action_overlap,belief_disagreement,reference_energy_per_agent,energy_variance,configuration_entropy,entropy_rate,mean_individual_entropy,mean_individual_uncertainty,total_correlation,total_correlation_raw,total_correlation_null_mean,total_correlation_bias_adjusted,total_correlation_normalized_raw,total_correlation_normalized_adjusted,pairwise_mutual_information_raw,pairwise_mutual_information_null_mean,pairwise_mutual_information_bias_adjusted,edge_mutual_information_raw,edge_mutual_information_null_mean,edge_mutual_information_bias_adjusted,marginal_entropy_sum,null_replicates,mean_pairwise_belief_mutual_information,mean_edge_belief_mutual_information,pairwise_mutual_information,edge_mutual_information,belief_susceptibility,binder_cumulant,spatial_belief_correlation,integrated_correlation_time,path_reversal_divergence,belief_action_lag,mean_confidence,messages_delivered,message_current,wire_bytes,corrupted_messages,model_key,condition,memory_mode,macrostate_distance,training_nominal_threshold_95
V15Q_g0,V15Q_g0_nominal_markovized,nominal,16,modular,1,baseline,3,0.125,0.125,0.5,0.375,-0.9270833333333334,0.9702890625000002,1.3917397695183338,1.1967828140311516,0.13342099503705626,0.678785394746692,2.617801878957488,2.617801878957488,2.072217457887632,0.5455844210698562,0.6131441958943618,0.12778733327313052,0.005422581137253019,0.0034971991053359863,0.0019253820319170326,0.0,0.0,0.0,4.269471841185801,200.0,0.005422581137253019,0.0,0.005422581137253019,0.0,0.15,0.4666666666666667,0.1875,5.487586487586488,0.15329473795368972,0.25,0.546875,16,1.0,288,0,qwen,nominal_markovized,markovized,8.565030694753247,7.362252552361059
V15Q_g0,V15Q_g0_nominal_markovized,nominal,16,modular,2,baseline,3,0.125,0.125,0.75,0.625,-1.0729166666666667,1.6550179211469538,1.8391450909533806,1.5238121181362017,0.18568999130616215,0.67006926862414,3.9729695344888185,3.9729695344888185,3.336823853687148,0.6361456808016706,0.6686159931370274,0.10705774923687283,0.013809757512825826,0.007561548242911949,0.006248209269913877,0.001749596705628363,0.002441823920329565,-0.0006922272147012018,5.942079721797189,200.0,0.013809757512825826,0.001749596705628363,0.013809757512825826,0.001749596705628363,0.12273185483870967,0.47998414585810545,0.05468749999999999,7.481493697415381,0.14812749959570015,0.47580645161290325,0.573046875,32,1.0,576,0,qwen,nominal_markovized,markovized,5.717402747443799,7.362252552361059
V15Q_g0,V15Q_g0_nominal_markovized,nominal,16,modular,3,baseline,3,0.0,-0.125,0.875,0.5833333333333334,-1.3395833333333331,1.7066133520488571,1.904474353062154,1.559180032892186,0.1882192836588193,0.6630425145669436,4.0318993264500715,4.0318993264500715,3.2714463459906,0.7604529804594717,0.6694152241061351,0.1262578157636346,0.017187827096691546,0.00870470186879987,0.008483125227891677,0.006427587967152276,0.0053600058610302126,0.0010675821061220635,6.023017077082218,200.0,0.017187827096691546,0.006427587967152276,0.017187827096691546,0.006427587967152276,0.1023936170212766,0.4459833795013849,-0.03472222222222222,7.188927485767023,0.13521382014376737,0.5797872340425532,0.5932291666666666,48,1.0,864,0,qwen,nominal_markovized,markovized,4.7817663323570985,7.362252552361059
V15Q_g0,V15Q_g0_nominal_markovized,nominal,16,modular,4,baseline,3,0.125,0.0,0.875,0.5416666666666666,-1.5333333333333334,0.4541233254531124,1.4694422290793738,1.0054293023361502,0.10761769149369776,0.6504554967781108,1.9743238987189546,1.9743238987189546,1.2704792894440593,0.7038446092748953,0.5733037103716393,0.2043822324615516,0.004593613348332281,0.0025965011473788636,0.0019971122009534176,0.0037395568907418967,0.00327207212700256,0.00046748476373933675,3.4437661277983285,200.0,0.004593613348332281,0.0037395568907418967,0.004593613348332281,0.0037395568907418967,0.06903812056737588,0.33884297520661155,-0.1440972222222222,11.807520010094498,0.09470795591966465,0.7845744680851063,0.626953125,48,1.0,864,0,qwen,nominal_markovized,markovized,4.383981529286208,7.362252552361059
V15Q_g0,V15Q_g0_nominal_markovized,nominal,16,modular,5,baseline,3,0.125,0.0,0.875,0.5416666666666666,-1.5333333333333334,0.4734079183904651,1.1741654628834275,0.5173069390614722,0.07146823456016548,0.642104178890308,1.1128180430418677,1.1128180430418677,0.5903269988510736,0.5224910441907941,0.48658769954339065,0.22846297003764282,0.0010378195459264988,0.0009383970948610012,9.942245106549761e-05,0.0,0.0,0.0,2.286983505925295,200.0,0.0010378195459264988,0.0,0.0010378195459264988,0.0,0.0598404255319149,0.4666666666666667,-0.1458333333333333,10.674172091783976,0.061604427401950074,0.8430851063829787,0.6451822916666666,48,1.0,864,0,qwen,nominal_markovized,markovized,3.8112571173417527,7.362252552361059
V15Q_g0,V15Q_g0_nominal_markovized,nominal,16,modular,6,baseline,3,0.125,0.0,0.875,0.5416666666666666,-1.5333333333333334,0.10835743572695071,0.5382674532283414,0.14301118695246573,0.033641715826771335,0.6360208608913998,0.5382674532283414,0.5382674532283414,0.10968694559421771,0.42858050763412364,0.5,0.3981111109947727,6.360652745248292e-18,6.36065274524829e-18,1.5407439555097887e-33,6.360652745248292e-18,6.36065274524829e-18,1.5407439555097887e-33,1.0765349064566827,200.0,6.360652745248292e-18,6.360652745248292e-18,6.360652745248292e-18,6.360652745248292e-18,0.045101950354609927,0.5675675675675675,-0.10243055555555551,11.143846521571371,0.0224206589524104,0.8723404255319149,0.6548177083333333,48,1.0,864,0,qwen,nominal_markovized,markovized,3.113590996390848,7.362252552361059
V15Q_g0,V15Q_g0_nominal_markovized,nominal,16,modular,7,baseline,3,0.25,0.25,1.0,0.4166666666666667,-1.6875,0.035342666469661124,0.6519508373776711,0.32184341579248615,0.03391912623530409,0.6318247380272938,0.43346120215205974,0.43346120215205974,0.09779901786463162,0.3356621842874281,0.39935175432535513,0.3092486282286478,0.0,0.0,0.0,0.0,0.0,0.0,1.0854120395297309,200.0,0.0,0.0,0.0,0.0,0.01950354609929078,0.52,-0.06249999999999998,4.084831665405209,0.04266455489973242,0.898936170212766,0.6614583333333334,48,1.0,864,0,qwen,nominal_markovized,markovized,5.662023720811947,7.362252552361059
V15Q_g0,V15Q_g0_nominal_markovized,nominal,16,modular,8,baseline,3,0.0,0.0,1.0,0.5,-1.8,0.1575146522852639,1.2816208115182912,0.624023889899273,0.062913964523653,0.6276604622914498,0.7316260532386047,0.7316260532386047,0.4283639272308903,0.30326212600771446,0.3634060313447701,0.15063335317516266,0.0002796599104262379,0.0005232860524901706,-0.0002436261420639327,0.0013982995521311713,0.0026164302624508353,-0.001218130710319664,2.013246864756896,200.0,0.0002796599104262379,0.0013982995521311713,0.0002796599104262379,0.0013982995521311713,0.0851063829787234,0.3749999999999999,-0.027777777777777762,7.7600825624189005,0.04068934402474482,0.9361702127659575,0.6689453125,48,1.0,864,0,qwen,nominal_markovized,markovized,3.7196929009607054,7.362252552361059
V15Q_g0,V15Q_g0_nominal_markovized,nominal,16,modular,9,baseline,3,0.125,0.125,1.0,0.4583333333333333,-1.74375,0.14386497118794314,1.562706963172337,0.8619925252691687,0.08295894320939298,0.6231199617508755,1.0919792195282385,1.0919792195282385,0.5586623538083887,0.5333168657198498,0.41134022795017644,0.200896388128752,7.909823041072495e-06,0.00011639393073620132,-0.00010848410769512883,3.954911520529077e-05,0.0005819696536809349,-0.0005424205384756441,2.6546861827005754,200.0,7.909823041072495e-06,3.954911520529077e-05,7.909823041072495e-06,3.954911520529077e-05,0.11691046099290783,0.24653739612188363,0.015624999999999995,10.114881200267249,0.05833339585848371,0.976063829787234,0.6769531249999999,48,1.0,864,0,qwen,nominal_markovized,markovized,4.27867284662595,7.362252552361059
V15Q_g0,V15Q_g0_nominal_markovized,nominal,16,modular,10,baseline,3,0.0,0.0,1.0,0.5,-1.8,0.04717641843971628,1.1269287948006759,0.5691703216181117,0.0706096546786144,0.617862331018034,1.1325801549149848,1.1325801549149848,0.5190376022556347,0.6135425526593501,0.501250572633275,0.27153800507696996,2.3547333809631023e-05,0.0007351551907245315,-0.0007116078569149004,0.00011773666904810885,0.003675775953622611,-0.0035580392845745022,2.2595089497156606,200.0,2.3547333809631023e-05,0.00011773666904810885,2.3547333809631023e-05,0.00011773666904810885,0.09042553191489362,0.23966942148760317,0.0486111111111111,7.315616001221565,0.050861680030931014,0.9893617021276596,0.6850911458333334,48,1.0,864,0,qwen,nominal_markovized,markovized,3.4208286227267757,7.362252552361059
