model_key,condition,phase,agent_i,agent_j,community_i,community_j,connected_correlation,between_cluster_sd,independent_clusters
qwen,field_markovized,baseline,6,1,0,0,0.012476851851851859,0.143652756068694,6
qwen,field_markovized,baseline,6,2,0,0,0.014155092592592596,0.062471296135042535,6
qwen,field_markovized,baseline,6,3,0,0,-0.08162037037037038,0.15209711167080334,6
qwen,field_markovized,baseline,6,4,0,0,0.05607638888888892,0.29978465699086343,6
qwen,field_markovized,baseline,6,5,0,0,-0.055891203703703686,0.05980753623227509,6
qwen,field_markovized,baseline,6,6,0,0,0.3896643518518519,0.38856099871642835,6
qwen,field_markovized,baseline,6,7,0,0,0.08226851851851852,0.31175421708844286,6
qwen,field_markovized,baseline,6,8,0,1,-0.03712962962962964,0.060624748100957325,6
qwen,field_markovized,baseline,6,9,0,1,-0.0006828703703703776,0.05248475705867591,6
qwen,field_markovized,baseline,6,10,0,1,-0.013229166666666667,0.02121146424172027,6
qwen,field_markovized,baseline,6,11,0,1,0.02578703703703703,0.09531468618891936,6
qwen,field_markovized,baseline,6,12,0,1,0.014328703703703696,0.1085379270581593,6
qwen,field_markovized,baseline,6,13,0,1,0.01645833333333337,0.0275400592067467,6
qwen,field_markovized,baseline,6,14,0,1,0.07687500000000001,0.15256459242272144,6
qwen,field_markovized,baseline,6,15,0,1,-0.05687500000000001,0.3189529038292505,6
qwen,field_markovized,baseline,7,0,0,0,-0.061898148148148154,0.17754137204045778,6
qwen,field_markovized,baseline,7,1,0,0,0.14300925925925928,0.24374789753234863,6
qwen,field_markovized,baseline,7,2,0,0,0.0,0.0,6
qwen,field_markovized,baseline,7,3,0,0,0.026296296296296307,0.23331948812539138,6
qwen,field_markovized,baseline,7,4,0,0,0.1109837962962963,0.26494063224125725,6
qwen,field_markovized,baseline,7,5,0,0,-0.0125925925925926,0.030845426390603,6
qwen,field_markovized,baseline,7,6,0,0,0.08226851851851852,0.31175421708844286,6
qwen,field_markovized,baseline,7,7,0,0,0.2218402777777778,0.3393182780338695,6
qwen,field_markovized,baseline,7,8,0,1,0.0019675925925925855,0.004819597873531699,6
qwen,field_markovized,baseline,7,9,0,1,0.0,0.0,6
qwen,field_markovized,baseline,7,10,0,1,0.0,0.0,6
qwen,field_markovized,baseline,7,11,0,1,0.015474537037037031,0.046211161885062864,6
qwen,field_markovized,baseline,7,12,0,1,-0.07347222222222223,0.1280171369218942,6
qwen,field_markovized,baseline,7,13,0,1,-0.00253472222222223,0.006208776084137935,6
qwen,field_markovized,baseline,7,14,0,1,-0.017106481481481473,0.03582907130840884,6
qwen,field_markovized,baseline,7,15,0,1,-0.20287037037037034,0.31515279787466655,6
qwen,field_markovized,baseline,8,0,1,0,0.008449074074074076,0.020695920280459728,6
qwen,field_markovized,baseline,8,1,1,0,0.0,0.0,6
qwen,field_markovized,baseline,8,2,1,0,-0.05914351851851851,0.14487144196321802,6
qwen,field_markovized,baseline,8,3,1,0,-0.004537037037037034,0.0687008335229564,6
qwen,field_markovized,baseline,8,4,1,0,0.06886574074074074,0.1686859255736101,6
qwen,field_markovized,baseline,8,5,1,0,0.04393518518518519,0.10761878545839056,6
qwen,field_markovized,baseline,8,6,1,0,-0.03712962962962964,0.060624748100957325,6
qwen,field_markovized,baseline,8,7,1,0,0.0019675925925925855,0.004819597873531699,6
qwen,field_markovized,baseline,8,8,1,1,0.29657407407407405,0.46119332154248605,6
qwen,field_markovized,baseline,8,9,1,1,-0.0099537037037037,0.024381495124925146,6
qwen,field_markovized,baseline,8,10,1,1,0.005069444444444446,0.012417552168275838,6
qwen,field_markovized,baseline,8,11,1,1,-0.029537037037037032,0.047098831165107914,6
qwen,field_markovized,baseline,8,12,1,1,0.0,0.0,6
qwen,field_markovized,baseline,8,13,1,1,0.003124999999999998,0.007654655446197427,6
qwen,field_markovized,baseline,8,14,1,1,-0.04560185185185186,0.1117012683630292,6
qwen,field_markovized,baseline,8,15,1,1,0.0,0.0,6
qwen,field_markovized,baseline,9,0,1,0,0.02136574074074077,0.061536111591775064,6
qwen,field_markovized,baseline,9,1,1,0,0.0,0.0,6
qwen,field_markovized,baseline,9,2,1,0,0.0558912037037037,0.1562971065822313,6
qwen,field_markovized,baseline,9,3,1,0,0.02361111111111112,0.05783517448238061,6
qwen,field_markovized,baseline,9,4,1,0,0.0033449074074074123,0.05162577564707918,6
qwen,field_markovized,baseline,9,5,1,0,-0.04623842592592595,0.12792695410938912,6
qwen,field_markovized,baseline,9,6,1,0,-0.0006828703703703776,0.05248475705867591,6
qwen,field_markovized,baseline,9,7,1,0,0.0,0.0,6
qwen,field_markovized,baseline,9,8,1,1,-0.0099537037037037,0.024381495124925146,6
qwen,field_markovized,baseline,9,9,1,1,0.1728587962962963,0.3243370387307685,6
qwen,field_markovized,baseline,9,10,1,1,0.006168981481481484,0.03541803964295886,6
qwen,field_markovized,baseline,9,11,1,1,0.005648148148148134,0.04246019074796897,6
qwen,field_markovized,baseline,9,12,1,1,0.0,0.0,6
qwen,field_markovized,baseline,9,13,1,1,-0.005393518518518529,0.013211368288622257,6
qwen,field_markovized,baseline,9,14,1,1,-0.030000000000000027,0.0466912137820859,6
qwen,field_markovized,baseline,9,15,1,1,0.00122685185185184,0.059806040449772634,6
qwen,field_markovized,baseline,10,0,1,0,0.025405092592592576,0.042967212608111996,6
qwen,field_markovized,baseline,10,1,1,0,0.0,0.0,6
qwen,field_markovized,baseline,10,2,1,0,-0.039884259259259244,0.07865105810050631,6
qwen,field_markovized,baseline,10,3,1,0,-0.007916666666666683,0.019391793797033534,6
qwen,field_markovized,baseline,10,4,1,0,0.012442129629629628,0.030476868906156435,6
qwen,field_markovized,baseline,10,5,1,0,0.009155092592592604,0.017842893804276838,6
qwen,field_markovized,baseline,10,6,1,0,-0.013229166666666667,0.02121146424172027,6
qwen,field_markovized,baseline,10,7,1,0,0.0,0.0,6
qwen,field_markovized,baseline,10,8,1,1,0.005069444444444446,0.012417552168275838,6
qwen,field_markovized,baseline,10,9,1,1,0.006168981481481484,0.03541803964295886,6
qwen,field_markovized,baseline,10,10,1,1,0.16516203703703705,0.3808863947825554,6
qwen,field_markovized,baseline,10,11,1,1,-0.008090277777777785,0.019817052432933364,6
qwen,field_markovized,baseline,10,12,1,1,0.0,0.0,6
qwen,field_markovized,baseline,10,13,1,1,-0.0034490740740740814,0.008448471566543849,6
qwen,field_markovized,baseline,10,14,1,1,-0.010347222222222225,0.025345414699631506,6
qwen,field_markovized,baseline,10,15,1,1,0.06553240740740741,0.1605209597643328,6
qwen,field_markovized,baseline,11,0,1,0,-0.03912037037037034,0.04953089482516005,6
qwen,field_markovized,baseline,11,1,1,0,0.017870370370370387,0.04377328892195869,6
qwen,field_markovized,baseline,11,2,1,0,0.008587962962962973,0.04858842063024445,6
qwen,field_markovized,baseline,11,3,1,0,0.016342592592592613,0.0900045294927878,6
qwen,field_markovized,baseline,11,4,1,0,-0.028958333333333326,0.05189633095573004,6
qwen,field_markovized,baseline,11,5,1,0,-0.018449074074074073,0.04200955364838607,6
qwen,field_markovized,baseline,11,6,1,0,0.02578703703703703,0.09531468618891936,6
qwen,field_markovized,baseline,11,7,1,0,0.015474537037037031,0.046211161885062864,6
qwen,field_markovized,baseline,11,8,1,1,-0.029537037037037032,0.047098831165107914,6
qwen,field_markovized,baseline,11,9,1,1,0.005648148148148134,0.04246019074796897,6
qwen,field_markovized,baseline,11,10,1,1,-0.008090277777777785,0.019817052432933364,6
qwen,field_markovized,baseline,11,11,1,1,0.07265046296296296,0.06489152000508198,6
qwen,field_markovized,baseline,11,12,1,1,-0.02009259259259259,0.04921659946147681,6
qwen,field_markovized,baseline,11,13,1,1,0.011701388888888905,0.028662432059650418,6
qwen,field_markovized,baseline,11,14,1,1,0.026701388888888882,0.04804699967990445,6
qwen,field_markovized,baseline,11,15,1,1,-0.010763888888888887,0.051898951409517,6
qwen,field_markovized,baseline,12,0,1,0,0.05413194444444445,0.13706590955068584,6
qwen,field_markovized,baseline,12,1,1,0,-0.07672453703703705,0.12871366514041394,6
qwen,field_markovized,baseline,12,2,1,0,0.0,0.0,6
qwen,field_markovized,baseline,12,3,1,0,-0.05803240740740743,0.1344768790268363,6
qwen,field_markovized,baseline,12,4,1,0,-0.021875000000000016,0.053582588123382055,6
qwen,field_markovized,baseline,12,5,1,0,0.02407407407407408,0.05896919751144689,6
qwen,field_markovized,baseline,12,6,1,0,0.014328703703703696,0.1085379270581593,6
qwen,field_markovized,baseline,12,7,1,0,-0.07347222222222223,0.1280171369218942,6
qwen,field_markovized,baseline,12,8,1,1,0.0,0.0,6
qwen,field_markovized,baseline,12,9,1,1,0.0,0.0,6
qwen,field_markovized,baseline,12,10,1,1,0.0,0.0,6
qwen,field_markovized,baseline,12,11,1,1,-0.02009259259259259,0.04921659946147681,6
qwen,field_markovized,baseline,12,12,1,1,0.08438657407407409,0.143467250214124,6
qwen,field_markovized,baseline,12,13,1,1,0.0,0.0,6
qwen,field_markovized,baseline,12,14,1,1,0.018634259259259267,0.04564442691991804,6
qwen,field_markovized,baseline,12,15,1,1,0.0719212962962963,0.12827080056173726,6
qwen,field_markovized,baseline,13,0,1,0,-0.005324074074074092,0.013041264834262335,6
qwen,field_markovized,baseline,13,1,1,0,0.0,0.0,6
qwen,field_markovized,baseline,13,2,1,0,0.0051157407407407445,0.012530954471182472,6
qwen,field_markovized,baseline,13,3,1,0,-0.011944444444444443,0.029257794149910178,6
qwen,field_markovized,baseline,13,4,1,0,-0.0004050925925925819,0.01966445062975218,6
qwen,field_markovized,baseline,13,5,1,0,-0.0027546296296296346,0.006747437022944415,6
qwen,field_markovized,baseline,13,6,1,0,0.01645833333333337,0.0275400592067467,6
qwen,field_markovized,baseline,13,7,1,0,-0.00253472222222223,0.006208776084137935,6
qwen,field_markovized,baseline,13,8,1,1,0.003124999999999998,0.007654655446197427,6
qwen,field_markovized,baseline,13,9,1,1,-0.005393518518518529,0.013211368288622257,6
qwen,field_markovized,baseline,13,10,1,1,-0.0034490740740740814,0.008448471566543849,6
qwen,field_markovized,baseline,13,11,1,1,0.011701388888888905,0.028662432059650418,6
qwen,field_markovized,baseline,13,12,1,1,0.0,0.0,6
qwen,field_markovized,baseline,13,13,1,1,0.05873842592592595,0.12836809907181265,6
qwen,field_markovized,baseline,13,14,1,1,0.007152777777777786,0.013097965985715635,6
qwen,field_markovized,baseline,13,15,1,1,-0.004675925925925917,0.011453632593569468,6
qwen,field_markovized,baseline,14,0,1,0,-0.10291666666666667,0.20555081169450923,6
qwen,field_markovized,baseline,14,1,1,0,-0.017743055555555554,0.04346143258896541,6
qwen,field_markovized,baseline,14,2,1,0,-0.005381944444444416,0.06895605694463576,6
qwen,field_markovized,baseline,14,3,1,0,-0.019456018518518508,0.042416412369777855,6
qwen,field_markovized,baseline,14,4,1,0,-0.11738425925925926,0.1851696995840111,6
qwen,field_markovized,baseline,14,5,1,0,-0.0010416666666666723,0.06128987427195137,6
qwen,field_markovized,baseline,14,6,1,0,0.07687500000000001,0.15256459242272144,6
qwen,field_markovized,baseline,14,7,1,0,-0.017106481481481473,0.03582907130840884,6
qwen,field_markovized,baseline,14,8,1,1,-0.04560185185185186,0.1117012683630292,6
qwen,field_markovized,baseline,14,9,1,1,-0.030000000000000027,0.0466912137820859,6
qwen,field_markovized,baseline,14,10,1,1,-0.010347222222222225,0.025345414699631506,6
qwen,field_markovized,baseline,14,11,1,1,0.026701388888888882,0.04804699967990445,6
qwen,field_markovized,baseline,14,12,1,1,0.018634259259259267,0.04564442691991804,6
qwen,field_markovized,baseline,14,13,1,1,0.007152777777777786,0.013097965985715635,6
qwen,field_markovized,baseline,14,14,1,1,0.2395138888888889,0.2947539188631513,6
qwen,field_markovized,baseline,14,15,1,1,0.0500925925925926,0.13488728910211248,6
qwen,field_markovized,baseline,15,0,1,0,0.03719907407407407,0.23409181314273395,6
qwen,field_markovized,baseline,15,1,1,0,-0.13416666666666668,0.23129001155355683,6
qwen,field_markovized,baseline,15,2,1,0,-0.06712962962962964,0.11185955102886208,6
qwen,field_markovized,baseline,15,3,1,0,-0.02914351851851853,0.22750936788246728,6
qwen,field_markovized,baseline,15,4,1,0,-0.15386574074074075,0.24696980585720196,6
qwen,field_markovized,baseline,15,5,1,0,0.005671296296296313,0.03778782716282109,6
qwen,field_markovized,baseline,15,6,1,0,-0.05687500000000001,0.3189529038292505,6
qwen,field_markovized,baseline,15,7,1,0,-0.20287037037037034,0.31515279787466655,6
qwen,field_markovized,baseline,15,8,1,1,0.0,0.0,6
qwen,field_markovized,baseline,15,9,1,1,0.00122685185185184,0.059806040449772634,6
qwen,field_markovized,baseline,15,10,1,1,0.06553240740740741,0.1605209597643328,6
qwen,field_markovized,baseline,15,11,1,1,-0.010763888888888887,0.051898951409517,6
qwen,field_markovized,baseline,15,12,1,1,0.0719212962962963,0.12827080056173726,6
qwen,field_markovized,baseline,15,13,1,1,-0.004675925925925917,0.011453632593569468,6
qwen,field_markovized,baseline,15,14,1,1,0.0500925925925926,0.13488728910211248,6
qwen,field_markovized,baseline,15,15,1,1,0.38277777777777783,0.33975617619001314,6
qwen,field_markovized,disruption,0,0,0,0,0.09355324074074077,0.07597304002031238,6
qwen,field_markovized,disruption,0,1,0,0,-0.005370370370370359,0.10488160824935511,6
qwen,field_markovized,disruption,0,2,0,0,-0.004363425925925942,0.06557306758604506,6
qwen,field_markovized,disruption,0,3,0,0,-0.036400462962962975,0.07347419678961178,6
qwen,field_markovized,disruption,0,4,0,0,0.04692129629629632,0.09182080545162964,6
qwen,field_markovized,disruption,0,5,0,0,-0.03510416666666664,0.1126002789526565,6
qwen,field_markovized,disruption,0,6,0,0,-0.04221064814814818,0.08987397315501704,6
qwen,field_markovized,disruption,0,7,0,0,0.018645833333333344,0.03835455707749881,6
qwen,field_markovized,disruption,0,8,0,1,0.029363425925925907,0.07664956049934535,6
qwen,field_markovized,disruption,0,9,0,1,0.000798611111111088,0.1056937668798548,6
qwen,field_markovized,disruption,0,10,0,1,0.01856481481481485,0.09800497068942672,6
qwen,field_markovized,disruption,0,11,0,1,-0.058668981481481496,0.06780825841070849,6
qwen,field_markovized,disruption,0,12,0,1,0.005046296296296308,0.06420030783998602,6
qwen,field_markovized,disruption,0,13,0,1,-0.016620370370370414,0.09512299813222118,6
qwen,field_markovized,disruption,0,14,0,1,0.001030092592592587,0.11101332864610662,6
qwen,field_markovized,disruption,0,15,0,1,0.0023842592592592617,0.0925086923120859,6
qwen,field_markovized,disruption,1,0,0,0,-0.005370370370370359,0.10488160824935511,6
qwen,field_markovized,disruption,1,1,0,0,0.13908564814814814,0.10477085350951933,6
qwen,field_markovized,disruption,1,2,0,0,-0.02694444444444442,0.05565498047661012,6
qwen,field_markovized,disruption,1,3,0,0,-0.02848379629629631,0.04570437279565308,6
qwen,field_markovized,disruption,1,4,0,0,0.034247685185185194,0.10536815800051652,6
qwen,field_markovized,disruption,1,5,0,0,0.043333333333333314,0.09911801444256754,6
qwen,field_markovized,disruption,1,6,0,0,3.4722222222209144e-05,0.07702972046975208,6
qwen,field_markovized,disruption,1,7,0,0,0.000995370370370378,0.050653306494716985,6
qwen,field_markovized,disruption,1,8,0,1,0.027719907407407467,0.05556382606262911,6
qwen,field_markovized,disruption,1,9,0,1,0.014907407407407406,0.08836594945827576,6
qwen,field_markovized,disruption,1,10,0,1,0.004629629629629632,0.0768762441767564,6
qwen,field_markovized,disruption,1,11,0,1,0.00976851851851849,0.11200593385221604,6
qwen,field_markovized,disruption,1,12,0,1,-0.04134259259259258,0.01594802918149019,6
qwen,field_markovized,disruption,1,13,0,1,-0.008067129629629632,0.08625644564243451,6
qwen,field_markovized,disruption,1,14,0,1,0.048518518518518496,0.11615168804099946,6
qwen,field_markovized,disruption,1,15,0,1,-0.05787037037037035,0.06505195375423244,6
qwen,field_markovized,disruption,2,0,0,0,-0.004363425925925942,0.06557306758604506,6
qwen,field_markovized,disruption,2,1,0,0,-0.02694444444444442,0.05565498047661012,6
qwen,field_markovized,disruption,2,2,0,0,0.13752314814814814,0.08484209037001568,6
qwen,field_markovized,disruption,2,3,0,0,-0.02562500000000001,0.09655776912179456,6
qwen,field_markovized,disruption,2,4,0,0,-0.018553240740740735,0.07139370412676686,6
qwen,field_markovized,disruption,2,5,0,0,-0.027303240740740753,0.10067791451168329,6
qwen,field_markovized,disruption,2,6,0,0,0.026562500000000027,0.1188021632507403,6
qwen,field_markovized,disruption,2,7,0,0,-0.013020833333333315,0.08802617094269942,6
qwen,field_markovized,disruption,2,8,0,1,-0.062060185185185156,0.08328837521828636,6
qwen,field_markovized,disruption,2,9,0,1,-0.010219907407407395,0.10258905737282134,6
qwen,field_markovized,disruption,2,10,0,1,-0.014409722222222235,0.11175031200760152,6
qwen,field_markovized,disruption,2,11,0,1,-0.013460648148148124,0.0799198385115095,6
qwen,field_markovized,disruption,2,12,0,1,0.03533564814814812,0.09650311851956937,6
qwen,field_markovized,disruption,2,13,0,1,0.05515046296296298,0.08994331651918998,6
qwen,field_markovized,disruption,2,14,0,1,0.04730324074074077,0.09918114211836485,6
qwen,field_markovized,disruption,2,15,0,1,-0.0009953703703703964,0.04739530507777791,6
qwen,field_markovized,disruption,3,0,0,0,-0.036400462962962975,0.07347419678961178,6
qwen,field_markovized,disruption,3,1,0,0,-0.02848379629629631,0.04570437279565308,6
qwen,field_markovized,disruption,3,2,0,0,-0.02562500000000001,0.09655776912179456,6
qwen,field_markovized,disruption,3,3,0,0,0.14726851851851855,0.09560311182023276,6
qwen,field_markovized,disruption,3,4,0,0,-0.02061342592592591,0.08219490228209134,6
qwen,field_markovized,disruption,3,5,0,0,0.05460648148148147,0.09366494770181392,6
qwen,field_markovized,disruption,3,6,0,0,-0.03140046296296295,0.13798678854518787,6
qwen,field_markovized,disruption,3,7,0,0,-0.020601851851851854,0.059886203600555944,6
qwen,field_markovized,disruption,3,8,0,1,-0.005324074074074055,0.09790131545016356,6
qwen,field_markovized,disruption,3,9,0,1,-0.062002314814814795,0.08940228708747441,6
qwen,field_markovized,disruption,3,10,0,1,0.00466435185185186,0.15108748294046737,6
qwen,field_markovized,disruption,3,11,0,1,0.004733796296296315,0.05727765681678859,6
qwen,field_markovized,disruption,3,12,0,1,0.03739583333333333,0.13403815985983655,6
qwen,field_markovized,disruption,3,13,0,1,-0.03605324074074073,0.10647465733970216,6
qwen,field_markovized,disruption,3,14,0,1,-0.04344907407407408,0.09998850885622897,6
qwen,field_markovized,disruption,3,15,0,1,0.07619212962962967,0.08373560794741411,6
qwen,field_markovized,disruption,4,0,0,0,0.04692129629629632,0.09182080545162964,6
qwen,field_markovized,disruption,4,1,0,0,0.034247685185185194,0.10536815800051652,6
qwen,field_markovized,disruption,4,2,0,0,-0.018553240740740735,0.07139370412676686,6
qwen,field_markovized,disruption,4,3,0,0,-0.02061342592592591,0.08219490228209134,6
qwen,field_markovized,disruption,4,4,0,0,0.11929398148148145,0.08583814730147787,6
qwen,field_markovized,disruption,4,5,0,0,-0.001249999999999955,0.12144293069860701,6
qwen,field_markovized,disruption,4,6,0,0,-0.03159722222222222,0.09632784049763736,6
qwen,field_markovized,disruption,4,7,0,0,0.040138888888888835,0.05045432095555759,6
qwen,field_markovized,disruption,4,8,0,1,0.058379629629629635,0.02768030351486225,6
qwen,field_markovized,disruption,4,9,0,1,-0.03804398148148147,0.07219026291632397,6
qwen,field_markovized,disruption,4,10,0,1,-0.018969907407407432,0.09861335498881585,6
qwen,field_markovized,disruption,4,11,0,1,-0.056805555555555574,0.0681124478752273,6
qwen,field_markovized,disruption,4,12,0,1,-0.04488425925925926,0.06526612878723864,6
qwen,field_markovized,disruption,4,13,0,1,0.005138888888888878,0.10602558908170918,6
qwen,field_markovized,disruption,4,14,0,1,0.001724537037037066,0.12711057249566174,6
qwen,field_markovized,disruption,4,15,0,1,-0.021168981481481497,0.09297409801939771,6
qwen,field_markovized,disruption,5,0,0,0,-0.03510416666666664,0.1126002789526565,6
qwen,field_markovized,disruption,5,1,0,0,0.043333333333333314,0.09911801444256754,6
qwen,field_markovized,disruption,5,2,0,0,-0.027303240740740753,0.10067791451168329,6
qwen,field_markovized,disruption,5,3,0,0,0.05460648148148147,0.09366494770181392,6
qwen,field_markovized,disruption,5,4,0,0,-0.001249999999999955,0.12144293069860701,6
qwen,field_markovized,disruption,5,5,0,0,0.1464004629629629,0.04691890776229772,6
qwen,field_markovized,disruption,5,6,0,0,-0.026284722222222223,0.13448405888768897,6
qwen,field_markovized,disruption,5,7,0,0,-0.056099537037036996,0.05957250964670696,6
qwen,field_markovized,disruption,5,8,0,1,-0.027002314814814816,0.10837054575146883,6
qwen,field_markovized,disruption,5,9,0,1,-0.05548611111111109,0.1096175309264889,6
qwen,field_markovized,disruption,5,10,0,1,0.028900462962963003,0.12174490458088774,6
qwen,field_markovized,disruption,5,11,0,1,-0.00015046296296294948,0.104636149573569,6
qwen,field_markovized,disruption,5,12,0,1,0.013391203703703688,0.09164213073004573,6
qwen,field_markovized,disruption,5,13,0,1,-0.03091435185185189,0.12287160517918977,6
qwen,field_markovized,disruption,5,14,0,1,0.052523148148148104,0.12896609776382306,6
qwen,field_markovized,disruption,5,15,0,1,0.010601851851851862,0.08942885762510717,6
qwen,field_markovized,disruption,6,0,0,0,-0.04221064814814818,0.08987397315501704,6
qwen,field_markovized,disruption,6,1,0,0,3.4722222222209144e-05,0.07702972046975208,6
qwen,field_markovized,disruption,6,2,0,0,0.026562500000000027,0.1188021632507403,6
qwen,field_markovized,disruption,6,3,0,0,-0.03140046296296295,0.13798678854518787,6
qwen,field_markovized,disruption,6,4,0,0,-0.03159722222222222,0.09632784049763736,6
qwen,field_markovized,disruption,6,5,0,0,-0.026284722222222223,0.13448405888768897,6
qwen,field_markovized,disruption,6,6,0,0,0.15665509259259258,0.04588672009996922,6
qwen,field_markovized,disruption,6,7,0,0,0.028645833333333332,0.09717068822676395,6
qwen,field_markovized,disruption,6,8,0,1,-0.0378009259259259,0.11249493015553896,6
qwen,field_markovized,disruption,6,9,0,1,0.04800925925925927,0.13629210377509154,6
qwen,field_markovized,disruption,6,10,0,1,0.022962962962962925,0.13682106276089429,6
qwen,field_markovized,disruption,6,11,0,1,0.050706018518518525,0.0752598176692383,6
qwen,field_markovized,disruption,6,12,0,1,-0.010636574074074054,0.11834744484737847,6
qwen,field_markovized,disruption,6,13,0,1,-0.015081018518518471,0.1440408786543189,6
qwen,field_markovized,disruption,6,14,0,1,0.04331018518518518,0.11275664883720105,6
qwen,field_markovized,disruption,6,15,0,1,-0.023391203703703695,0.10678662974085035,6
qwen,field_markovized,disruption,7,0,0,0,0.018645833333333344,0.03835455707749881,6
qwen,field_markovized,disruption,7,1,0,0,0.000995370370370378,0.050653306494716985,6
qwen,field_markovized,disruption,7,2,0,0,-0.013020833333333315,0.08802617094269942,6
qwen,field_markovized,disruption,7,3,0,0,-0.020601851851851854,0.059886203600555944,6
qwen,field_markovized,disruption,7,4,0,0,0.040138888888888835,0.05045432095555759,6
qwen,field_markovized,disruption,7,5,0,0,-0.056099537037036996,0.05957250964670696,6
qwen,field_markovized,disruption,7,6,0,0,0.028645833333333332,0.09717068822676395,6
qwen,field_markovized,disruption,7,7,0,0,0.06704861111111111,0.07244035900950471,6
qwen,field_markovized,disruption,7,8,0,1,0.0481365740740741,0.06212514774845605,6
qwen,field_markovized,disruption,7,9,0,1,0.01259259259259258,0.08766932103548565,6
qwen,field_markovized,disruption,7,10,0,1,-0.005312499999999998,0.0619166565412982,6
qwen,field_markovized,disruption,7,11,0,1,-0.00802083333333333,0.07632390859959778,6
qwen,field_markovized,disruption,7,12,0,1,-0.028877314814814814,0.06151110284242144,6
qwen,field_markovized,disruption,7,13,0,1,-0.013067129629629656,0.09174527791556647,6
qwen,field_markovized,disruption,7,14,0,1,-0.018101851851851886,0.08024982292328196,6
qwen,field_markovized,disruption,7,15,0,1,-0.010462962962962988,0.06589200776454457,6
qwen,field_markovized,disruption,8,0,1,0,0.029363425925925907,0.07664956049934535,6
qwen,field_markovized,disruption,8,1,1,0,0.027719907407407467,0.05556382606262911,6
qwen,field_markovized,disruption,8,2,1,0,-0.062060185185185156,0.08328837521828636,6
qwen,field_markovized,disruption,8,3,1,0,-0.005324074074074055,0.09790131545016356,6
qwen,field_markovized,disruption,8,4,1,0,0.058379629629629635,0.02768030351486225,6
qwen,field_markovized,disruption,8,5,1,0,-0.027002314814814816,0.10837054575146883,6
qwen,field_markovized,disruption,8,6,1,0,-0.0378009259259259,0.11249493015553896,6
qwen,field_markovized,disruption,8,7,1,0,0.0481365740740741,0.06212514774845605,6
qwen,field_markovized,disruption,8,8,1,1,0.1048263888888889,0.04965589053957025,6
qwen,field_markovized,disruption,8,9,1,1,-0.0024305555555555283,0.1079587005225541,6
qwen,field_markovized,disruption,8,10,1,1,-0.020555555555555605,0.09846659010691877,6
qwen,field_markovized,disruption,8,11,1,1,-0.017141203703703718,0.07840474503814092,6
qwen,field_markovized,disruption,8,12,1,1,-0.05824074074074078,0.07316359863783259,6
qwen,field_markovized,disruption,8,13,1,1,-0.014849537037037027,0.0942844275206195,6
qwen,field_markovized,disruption,8,14,1,1,-0.05400462962962962,0.0887659378258744,6
qwen,field_markovized,disruption,8,15,1,1,-0.024259259259259314,0.06128823237770474,6
qwen,field_markovized,disruption,9,0,1,0,0.000798611111111088,0.1056937668798548,6
qwen,field_markovized,disruption,9,1,1,0,0.014907407407407406,0.08836594945827576,6
qwen,field_markovized,disruption,9,2,1,0,-0.010219907407407395,0.10258905737282134,6
qwen,field_markovized,disruption,9,3,1,0,-0.062002314814814795,0.08940228708747441,6
qwen,field_markovized,disruption,9,4,1,0,-0.03804398148148147,0.07219026291632397,6
qwen,field_markovized,disruption,9,5,1,0,-0.05548611111111109,0.1096175309264889,6
qwen,field_markovized,disruption,9,6,1,0,0.04800925925925927,0.13629210377509154,6
qwen,field_markovized,disruption,9,7,1,0,0.01259259259259258,0.08766932103548565,6
qwen,field_markovized,disruption,9,8,1,1,-0.0024305555555555283,0.1079587005225541,6
qwen,field_markovized,disruption,9,9,1,1,0.17333333333333334,0.1539162756416858,6
qwen,field_markovized,disruption,9,10,1,1,-0.00832175925925921,0.10273387215977178,6
qwen,field_markovized,disruption,9,11,1,1,0.053113425925925904,0.08395493188434949,6
qwen,field_markovized,disruption,9,12,1,1,-0.014409722222222273,0.07768489928157778,6
qwen,field_markovized,disruption,9,13,1,1,-0.010671296296296281,0.11718487479912772,6
qwen,field_markovized,disruption,9,14,1,1,0.004293981481481505,0.11214781479100305,6
qwen,field_markovized,disruption,9,15,1,1,-0.042835648148148164,0.08411210663612871,6
qwen,field_markovized,disruption,10,0,1,0,0.01856481481481485,0.09800497068942672,6
qwen,field_markovized,disruption,10,1,1,0,0.004629629629629632,0.0768762441767564,6
qwen,field_markovized,disruption,10,2,1,0,-0.014409722222222235,0.11175031200760152,6
qwen,field_markovized,disruption,10,3,1,0,0.00466435185185186,0.15108748294046737,6
qwen,field_markovized,disruption,10,4,1,0,-0.018969907407407432,0.09861335498881585,6
qwen,field_markovized,disruption,10,5,1,0,0.028900462962963003,0.12174490458088774,6
qwen,field_markovized,disruption,10,6,1,0,0.022962962962962925,0.13682106276089429,6
qwen,field_markovized,disruption,10,7,1,0,-0.005312499999999998,0.0619166565412982,6
qwen,field_markovized,disruption,10,8,1,1,-0.020555555555555605,0.09846659010691877,6
qwen,field_markovized,disruption,10,9,1,1,-0.00832175925925921,0.10273387215977178,6
qwen,field_markovized,disruption,10,10,1,1,0.1353356481481481,0.07452829306602558,6
qwen,field_markovized,disruption,10,11,1,1,0.007939814814814835,0.07637385794880036,6
qwen,field_markovized,disruption,10,12,1,1,0.06263888888888887,0.1087109426812314,6
