cluster_id,panel_id,disruption,n_agents,topology,sweep,phase,window_sweeps,belief_magnetization,action_magnetization,belief_action_overlap,belief_disagreement,reference_energy_per_agent,energy_variance,configuration_entropy,entropy_rate,mean_individual_entropy,mean_individual_uncertainty,total_correlation,total_correlation_raw,total_correlation_null_mean,total_correlation_bias_adjusted,total_correlation_normalized_raw,total_correlation_normalized_adjusted,pairwise_mutual_information_raw,pairwise_mutual_information_null_mean,pairwise_mutual_information_bias_adjusted,edge_mutual_information_raw,edge_mutual_information_null_mean,edge_mutual_information_bias_adjusted,marginal_entropy_sum,null_replicates,mean_pairwise_belief_mutual_information,mean_edge_belief_mutual_information,pairwise_mutual_information,edge_mutual_information,belief_susceptibility,binder_cumulant,spatial_belief_correlation,integrated_correlation_time,path_reversal_divergence,belief_action_lag,mean_confidence,messages_delivered,message_current,wire_bytes,corrupted_messages,model_key,condition,memory_mode,macrostate_distance,training_nominal_threshold_95
V15Q_g0,V15Q_g0_nominal_markovized,nominal,16,modular,1,baseline,5,0.125,0.125,0.5,0.375,-0.9270833333333334,0.9702890625000002,1.3917397695183338,1.1967828140311516,0.13342099503705626,0.678785394746692,2.617801878957488,2.617801878957488,2.0694923447583915,0.5483095341990967,0.6131441958943618,0.1284256120182794,0.005422581137253019,0.003469867015084124,0.0019527141221688952,0.0,0.0,0.0,4.269471841185801,200.0,0.005422581137253019,0.0,0.005422581137253019,0.0,0.15,0.4666666666666667,0.1875,5.487586487586488,0.15329473795368972,0.25,0.546875,16,1.0,288,0,qwen,nominal_markovized,markovized,8.135918393442036,6.722527244182037
V15Q_g0,V15Q_g0_nominal_markovized,nominal,16,modular,2,baseline,5,0.125,0.125,0.75,0.625,-1.0729166666666667,1.6550179211469538,1.8391450909533806,1.5238121181362017,0.18568999130616215,0.67006926862414,3.9729695344888185,3.9729695344888185,3.3300734597279846,0.6428960747608339,0.6686159931370274,0.1081937814470098,0.013809757512825826,0.007768330398836025,0.0060414271139898005,0.001749596705628363,0.002441823920329565,-0.0006922272147012018,5.942079721797189,200.0,0.013809757512825826,0.001749596705628363,0.013809757512825826,0.001749596705628363,0.12273185483870967,0.47998414585810545,0.05468749999999999,7.481493697415381,0.14812749959570015,0.47580645161290325,0.573046875,32,1.0,576,0,qwen,nominal_markovized,markovized,5.315933611313345,6.722527244182037
V15Q_g0,V15Q_g0_nominal_markovized,nominal,16,modular,3,baseline,5,0.0,-0.125,0.875,0.5833333333333334,-1.3395833333333331,1.7066133520488571,1.904474353062154,1.559180032892186,0.1882192836588193,0.6630425145669436,4.0318993264500715,4.0318993264500715,3.2504164355624083,0.7814828908876632,0.6694152241061351,0.12974940646627614,0.017187827096691546,0.008927445791832815,0.008260381304858731,0.006427587967152276,0.0054051201580284135,0.0010224678091238625,6.023017077082218,200.0,0.017187827096691546,0.006427587967152276,0.017187827096691546,0.006427587967152276,0.1023936170212766,0.4459833795013849,-0.03472222222222222,7.188927485767023,0.13521382014376737,0.5797872340425532,0.5932291666666666,48,1.0,864,0,qwen,nominal_markovized,markovized,4.093010979038838,6.722527244182037
V15Q_g0,V15Q_g0_nominal_markovized,nominal,16,modular,4,baseline,5,0.125,0.0,0.875,0.5416666666666666,-1.5333333333333334,1.992699635554453,1.990690909415424,1.540175173217661,0.1909641713752016,0.657537971270256,4.055180026413534,4.055180026413534,3.262605517127836,0.7925745092856977,0.6636028890280053,0.12969947837238324,0.02003723196128294,0.010136157768060816,0.009901074193222125,0.010658340694524331,0.007338900920921383,0.0033194397736029477,6.110853484006452,200.0,0.02003723196128294,0.010658340694524331,0.02003723196128294,0.010658340694524331,0.09468005952380952,0.3654227510365964,-0.06119791666666666,8.496104304576109,0.1184133005750059,0.6527777777777778,0.60693359375,64,1.0,1152,0,qwen,nominal_markovized,markovized,4.253152946975355,6.722527244182037
V15Q_g0,V15Q_g0_nominal_markovized,nominal,16,modular,5,baseline,5,0.125,0.0,0.875,0.5416666666666666,-1.5333333333333334,2.2095846409106894,1.948875625143216,1.3714498909629271,0.18312640318737505,0.6532902147838408,3.8591832383107896,3.8591832383107896,3.0224890135896305,0.8366942247211591,0.6585586463674203,0.14277949038174964,0.022457413140377462,0.011265359911394626,0.011192053228982837,0.011940185298239536,0.00716780854362588,0.004772376754613656,5.860044901996002,200.0,0.022457413140377462,0.011940185298239536,0.022457413140377462,0.011940185298239536,0.08382120253164557,0.45609499186057656,-0.06562499999999998,9.030931516988597,0.09937196580917569,0.6977848101265823,0.6163281250000001,80,1.0,1440,0,qwen,nominal_markovized,markovized,4.386479937687338,6.722527244182037
V15Q_g0,V15Q_g0_nominal_markovized,nominal,16,modular,6,baseline,5,0.125,0.0,0.875,0.5416666666666666,-1.5333333333333334,0.6644029535864979,1.3715117005059487,0.7122882866474943,0.09966392885253951,0.6436809463256676,1.817734022775316,1.817734022775316,1.0650340636870048,0.7526999590883112,0.5699573443043251,0.23601190513282044,0.00597518246743276,0.002793683425208903,0.0031814990422238567,0.003923832739197556,0.0018645181960225948,0.002059314543174961,3.1892457232812648,200.0,0.00597518246743276,0.003923832739197556,0.00597518246743276,0.003923832739197556,0.048694620253164546,0.5140039447731755,-0.11979166666666663,13.504831760941855,0.06103401603711717,0.8212025316455697,0.639453125,80,1.0,1440,0,qwen,nominal_markovized,markovized,3.839458910202984,6.722527244182037
V15Q_g0,V15Q_g0_nominal_markovized,nominal,16,modular,7,baseline,5,0.25,0.25,1.0,0.4166666666666667,-1.6875,0.4481416029360061,1.3376507053282136,0.6643177467584689,0.08178085402669652,0.637097512382925,1.279336623526075,1.279336623526075,0.6869374613269885,0.5923991621990865,0.4888585471623838,0.22636684391530376,0.0013689173965322449,0.0009759983389683798,0.00039291905756386506,0.0,0.0,0.0,2.6169873288542886,200.0,0.0013689173965322449,0.0,0.0013689173965322449,0.0,0.06186708860759495,0.405892378865352,-0.10833333333333328,13.03201037302861,0.06069681152862486,0.870253164556962,0.653203125,80,1.0,1440,0,qwen,nominal_markovized,markovized,5.827945460588667,6.722527244182037
V15Q_g0,V15Q_g0_nominal_markovized,nominal,16,modular,8,baseline,5,0.0,0.0,1.0,0.5,-1.8,0.23835565005274278,1.3269595275185928,0.5872522345517526,0.07216284718154944,0.6320609834185444,0.9822515822909894,0.9822515822909894,0.5447495040050739,0.4375020782859155,0.4253624010894292,0.1894595415843084,0.0003536438723800943,0.0008158939480882272,-0.0004622500757081329,0.00046392029719665535,0.0012622492961404403,-0.000798328998943785,2.309211109809582,200.0,0.0003536438723800943,0.00046392029719665535,0.0003536438723800943,0.00046392029719665535,0.08065664556962025,0.33194925028835054,-0.0614583333333333,8.801615368108266,0.037241094531122364,0.9098101265822784,0.6617578125,80,1.0,1440,0,qwen,nominal_markovized,markovized,3.0054865903716914,6.722527244182037
V15Q_g0,V15Q_g0_nominal_markovized,nominal,16,modular,9,baseline,5,0.125,0.125,1.0,0.4583333333333333,-1.74375,0.18976044963080152,1.40345874035462,0.6014979104334138,0.06807901708904374,0.6272796253093265,0.7750698064947796,0.7750698064947796,0.3531369943780571,0.4219328121167225,0.35577675014435317,0.19367788993489396,0.00026416506482768257,0.0003070941295825689,-4.292906475488633e-05,0.0013208253241384462,0.001535470647912878,-0.00021464532377443181,2.1785285468493996,200.0,0.00026416506482768257,0.0013208253241384462,0.00026416506482768257,0.0013208253241384462,0.07084651898734177,0.3771830156125069,-0.023958333333333325,10.068320502298603,0.03724109453112237,0.935126582278481,0.669453125,80,1.0,1440,0,qwen,nominal_markovized,markovized,3.6169529207715647,6.722527244182037
V15Q_g0,V15Q_g0_nominal_markovized,nominal,16,modular,10,baseline,5,0.0,0.0,1.0,0.5,-1.8,0.1728494637834035,1.5282887756557655,0.650091281341705,0.0803854486036174,0.6225524036595607,1.0440455796599915,1.0440455796599915,0.5273408676415111,0.5167047120184803,0.40587475632880304,0.2008699650380614,0.0007192051811294526,0.0004503859491268997,0.00026881923200255286,0.003596025905647263,0.0022519297456344988,0.0013440961600127642,2.572334355315757,200.0,0.0007192051811294526,0.003596025905647263,0.0007192051811294526,0.003596025905647263,0.07341772151898734,0.3663911845730029,0.008333333333333331,9.66835147877942,0.031034245442601967,0.9588607594936709,0.6771484375,80,1.0,1440,0,qwen,nominal_markovized,markovized,3.2441823677261175,6.722527244182037
