actionable_opportunities,agent_count,allocation_inequality_gini,application,autonomous_action_coverage,autonomous_beneficial_actions,autonomous_harmful_actions,autonomous_neutral_actions,baseline_calibration_sketch_messages,beneficial_actions,commitment_failures,completed_at,complexity,conservation_feasible,controller,coupling,critical_shortage_exposure,cross_community_messages,decision_epochs,delivery_completion,distributed_estimation_mae,dropped_messages,eligible_operational_proposals,environment_seed,event_count,fragmentation,harmful_actions,horizon,information_actions,information_condition,maximum_cascade_depth,maximum_conservation_residual,net_causal_utility,network_disruption,neutral_actions,operational_bytes,operational_communication_policy,operational_messages,operational_node_count,operator_escalations,operator_executed_actions,operator_minutes,physical_actions,post_disruption_sketch_messages,privacy_boundary_pass,resource_waste,run_id,service_loss,service_reaching_actions,sketch_bytes,sketch_messages,sketch_policy,started_at,stochastic_tape_digest,time_to_first_critical_delivery,topology_family,total_bytes,total_messages,weighted_unmet_critical_need,belief_consensus_recovery,cascaded_failures,crew_travel,crew_utilization,repeated_work_orders,restoration_time_mean,unsafe_switching_or_isolation,unserved_critical_load_auc
261,28,0.46077827998122595,humanitarian,0.6283524904214559,60,101,0,162,60,0,2026-08-16T16:20:38.633092+00:00,medium,True,always_act,high,12923.54932403871,12403,15,93.65285230391872,0.04007902650207364,3457,261,787027,51106,high,101,60,420,private_fragmented,3,1.4210854715202004e-13,187.32172193182333,high,0,98752,agent_event_triggered,420,16,0,0,0.0,164,11794,True,2.5,v7-development_formal_reference-humanitarian-medium-high-high-high-random_geometric-private_fragmented-787027-always_act-event_triggered-agent_event_triggered,29322.498575557092,53,5223225,15206,event_triggered,2026-08-16T16:17:38.769057+00:00,dd280fde0502c43f203ed7c6011916427cd28a40078a12afc1d29c5a423aa76f,22,random_geometric,5321977,15626,1357.2659140187566,,,,,,,,
259,28,0.4596858732958192,humanitarian,0.6447876447876448,61,102,0,172,61,0,2026-08-16T16:23:04.028527+00:00,medium,True,always_act,high,14707.848618397411,11217,15,116.51864640902738,0.04061725285815537,4276,259,787028,48917,high,102,60,420,private_fragmented,3,4.263256414560601e-14,153.37079225479656,high,0,98652,agent_event_triggered,420,16,0,0,0.0,167,13190,True,5.5,v7-development_formal_reference-humanitarian-medium-high-high-high-random_geometric-private_fragmented-787028-always_act-event_triggered-agent_event_triggered,30609.58151001094,67,5049508,14746,event_triggered,2026-08-16T16:20:42.902694+00:00,c4d54cb3641d4d1693425daa2e2474d6a738e3e97cc054e628c80ee08992e778,9,random_geometric,5148160,15166,1419.3529328630457,,,,,,,,
249,28,0.46048096998954735,humanitarian,0.570281124497992,59,80,0,188,59,0,2026-08-16T16:31:17.502688+00:00,medium,True,always_act,high,14271.98586821281,13832,15,97.27509732515925,0.0377091442107321,6286,249,787031,55348,high,80,60,420,private_fragmented,3,5.684341886080802e-14,155.3843498579342,high,0,98523,agent_event_triggered,420,16,0,0,0.0,142,15646,True,4.5,v7-development_formal_reference-humanitarian-medium-high-high-high-random_geometric-private_fragmented-787031-always_act-event_triggered-agent_event_triggered,29901.884613894348,55,6019354,17579,event_triggered,2026-08-16T16:28:08.939448+00:00,9f563b11d5d46bbc01e6c28d57a143956e17af6dec56310574b47842e86a9784,9,random_geometric,6117877,17999,1408.700838851854,,,,,,,,
248,28,0.4596671600375569,humanitarian,0.625,57,94,0,176,57,0,2026-08-16T16:37:47.646309+00:00,medium,True,always_act,high,15815.470127061908,11638,15,71.92184934862584,0.036296527395019804,6960,248,787034,47650,high,94,60,420,private_fragmented,3,2.1316282072803006e-14,203.2875481372621,high,0,98936,agent_event_triggered,420,16,0,0,0.0,155,12649,True,1.5,v7-development_formal_reference-humanitarian-medium-high-high-high-random_geometric-private_fragmented-787034-always_act-event_triggered-agent_event_triggered,32002.952040225922,41,5235774,15225,event_triggered,2026-08-16T16:35:14.447874+00:00,8ca1b2db570f58860b1bba693cdd92ee83e190030f38b8183e1e2ff195b72bb6,22,random_geometric,5334710,15645,1506.4870340924676,,,,,,,,
243,28,0.45846789920625086,humanitarian,0.49794238683127573,60,60,0,174,60,0,2026-08-16T18:09:37.067359+00:00,medium,True,always_act,high,16382.323919264714,17696,15,103.1318277732116,0.025760612986838956,3530,243,787045,70108,high,60,60,62,public_shared,3,1.2079226507921703e-13,210.68131877272694,high,0,28522,agent_event_triggered,121,16,0,0,0.0,121,18198,True,3.5,v7-development_formal_reference-humanitarian-medium-high-high-high-random_geometric-public_shared-787045-always_act-event_triggered-agent_event_triggered,31551.558818327812,57,7292138,22011,event_triggered,2026-08-16T18:05:55.323871+00:00,c7f5fd9df178d2a65e629f67bb476ea0764e69618e7cd91b2fcb926d6a435b66,22,random_geometric,7320660,22132,1471.7986175133217,,,,,,,,
211,28,0.45398920302813534,humanitarian,0.4786729857819905,45,54,0,144,45,0,2026-08-16T18:15:59.822747+00:00,medium,True,always_act,high,13985.089494882679,9364,15,71.43960542533218,0.01829126423809233,1577,211,787048,41414,high,54,60,77,public_shared,3,9.947598300641403e-14,112.43664594015658,high,0,29182,agent_event_triggered,124,16,0,0,0.0,101,9611,True,5.0,v7-development_formal_reference-humanitarian-medium-high-high-high-random_geometric-public_shared-787048-always_act-event_triggered-agent_event_triggered,29957.793227685834,43,3912630,11801,event_triggered,2026-08-16T18:13:46.182374+00:00,0a7aafad458acb78c9e4a9d69b5a30967d1563dba5042702aaa2169b739f69fb,25,random_geometric,3941812,11925,1372.4390341091917,,,,,,,,
283,28,0.4589416508850294,humanitarian,0.6643109540636042,74,112,0,168,74,0,2026-08-16T16:16:18.715060+00:00,medium,True,always_act,high,12344.521528245514,11321,15,102.98473161276993,0.035493742824046215,3882,283,787025,74531,high,112,60,420,private_fragmented,3,2.7000623958883807e-13,216.10589511361604,high,0,98846,agent_event_triggered,420,16,0,0,0.0,188,18693,True,5.5,v7-development_formal_reference-humanitarian-medium-high-high-high-small_world-private_fragmented-787025-always_act-event_triggered-agent_event_triggered,28066.65528606847,60,7935337,23140,event_triggered,2026-08-16T16:12:10.788343+00:00,a26a3deed61515ace41205bea4b96c0341af5e8cf5d7d529644b071ed2558ee1,10,small_world,8034183,23560,1307.7839147081659,,,,,,,,
267,28,0.45693387427417004,humanitarian,0.6479400749063671,64,106,0,168,64,0,2026-08-16T16:26:44.679946+00:00,medium,True,always_act,high,15744.248489996728,7724,15,105.16392148970736,0.03976625450492253,4882,267,787029,60137,high,106,60,419,private_fragmented,3,2.842170943040401e-14,167.49840930066577,high,0,98420,agent_event_triggered,419,16,0,0,0.0,173,14270,True,2.0,v7-development_formal_reference-humanitarian-medium-high-high-high-small_world-private_fragmented-787029-always_act-event_triggered-agent_event_triggered,30952.402237143557,58,6396293,18684,event_triggered,2026-08-16T16:23:08.157554+00:00,5f800b180050063a17437065cfe33c2b9861f1c6bde6443217a67332e347b2a1,12,small_world,6494713,19103,1430.4755327308462,,,,,,,,
270,28,0.47112965436951226,humanitarian,0.674074074074074,74,105,0,168,74,0,2026-08-16T16:33:56.548501+00:00,medium,True,always_act,high,16399.585117981478,7094,15,105.11918401607335,0.03856568509002789,4008,270,787032,53374,high,105,60,420,private_fragmented,3,9.947598300641403e-14,186.94784815586493,high,0,98507,agent_event_triggered,420,16,0,0,0.0,182,13743,True,9.0,v7-development_formal_reference-humanitarian-medium-high-high-high-small_world-private_fragmented-787032-always_act-event_triggered-agent_event_triggered,32350.100836286743,62,5532549,16134,event_triggered,2026-08-16T16:31:21.864107+00:00,6d0822c8d1b0c36af1cbe50a2bfad26ba643b4dd8a94f3a88779aa31e983690d,22,small_world,5631056,16554,1461.9086306746458,,,,,,,,
266,28,0.46339967035429563,humanitarian,0.6992481203007519,72,112,0,168,72,0,2026-08-16T16:40:56.845092+00:00,medium,True,always_act,high,14783.989463905778,6771,15,128.75145789983014,0.03690158313935765,4892,266,787035,55490,high,112,60,420,private_fragmented,3,1.9895196601282805e-13,178.05616612130783,high,0,98717,agent_event_triggered,420,16,0,0,0.0,186,13084,True,5.0,v7-development_formal_reference-humanitarian-medium-high-high-high-small_world-private_fragmented-787035-always_act-event_triggered-agent_event_triggered,28345.570007687944,73,5869060,17127,event_triggered,2026-08-16T16:37:51.503185+00:00,df66f72806190f84ea3d2e0a01cb0d38484601a75b3d3100342d5601951db2d5,9,small_world,5967777,17547,1287.3607352105744,,,,,,,,
239,28,0.46112770589183233,humanitarian,0.5313807531380753,48,75,0,168,48,0,2026-08-16T18:12:17.942769+00:00,medium,True,always_act,high,16152.603526060886,7591,15,84.65006619875561,0.020316730704300408,8012,239,787046,54528,high,75,60,58,public_shared,3,1.4210854715202004e-14,169.9866330592058,high,0,27823,agent_event_triggered,118,16,0,0,0.0,127,14770,True,3.0,v7-development_formal_reference-humanitarian-medium-high-high-high-small_world-public_shared-787046-always_act-event_triggered-agent_event_triggered,31856.112605481532,47,6060208,18313,event_triggered,2026-08-16T18:09:42.471494+00:00,3b5cb33d580d1b9d94fde827c331816ebea84e1ad1976d27fe05405c84a3380e,33,small_world,6088031,18431,1480.9882608939,,,,,,,,
210,28,0.45923420087623107,humanitarian,0.5952380952380952,45,74,0,168,45,0,2026-08-16T18:19:48.571568+00:00,medium,True,always_act,high,15780.77853925097,12315,15,92.19863780424215,0.028119269016593756,5429,210,787049,82085,high,74,60,75,public_shared,3,7.815970093361102e-14,137.01729968860718,high,0,29722,agent_event_triggered,126,16,0,0,0.0,125,21962,True,0.0,v7-development_formal_reference-humanitarian-medium-high-high-high-small_world-public_shared-787049-always_act-event_triggered-agent_event_triggered,29636.562432886505,51,8811833,26628,event_triggered,2026-08-16T18:16:03.401834+00:00,b621c80e6bada02fbdb1ecbe1a3b22f6b03c0c23a60ff4aa59581f7dcf4b1753,23,small_world,8841555,26754,1382.8112902201105,,,,,,,,
216,28,0.44773637263787497,humanitarian,0.5324074074074074,45,65,0,98,45,0,2026-08-16T15:58:30.093010+00:00,medium,True,always_act,high,14910.112202505188,1772,15,71.68922207248252,0.029876405472789382,1938,216,787019,29332,low,65,60,95,private_fragmented,3,1.2789769243681803e-13,172.59303289934036,high,0,34235,agent_event_triggered,144,16,0,0,0.0,115,6318,True,2.0,v7-development_formal_reference-humanitarian-medium-high-low-high-modular-private_fragmented-787019-always_act-event_triggered-agent_event_triggered,30003.78929361875,41,2713836,7865,event_triggered,2026-08-16T15:57:01.999597+00:00,bbd1298ff13c3d27012b630bb58f4233aa885b5e0f1b4c9279b885e02ec84bfb,20,modular,2748071,8009,1453.2022565917687,,,,,,,,
233,28,0.4631800789928332,humanitarian,0.5536480686695279,53,73,0,156,53,0,2026-08-16T16:01:25.411778+00:00,medium,True,always_act,high,15861.078239311895,15792,15,92.89328867971102,0.03334222703220631,3683,233,787020,64558,low,73,60,162,private_fragmented,3,3.552713678800501e-14,158.96979537735524,high,0,46893,agent_event_triggered,197,16,0,0,0.0,129,16635,True,3.0,v7-development_formal_reference-humanitarian-medium-high-low-high-random_geometric-private_fragmented-787020-always_act-event_triggered-agent_event_triggered,30762.16338542718,54,6931058,20098,event_triggered,2026-08-16T15:58:32.871162+00:00,765c6cebe6f66660b34909fd223dbd669c05ed8c82fd127bbd15fee96930a7eb,22,random_geometric,6977951,20295,1433.5531783453353,,,,,,,,
230,28,0.45254979661221745,humanitarian,0.5391304347826087,61,61,0,168,61,0,2026-08-16T16:05:01.327725+00:00,medium,True,always_act,high,15122.076424860781,11018,15,105.97676489534555,0.03540283862741732,5947,230,787021,86547,low,61,60,145,private_fragmented,3,2.842170943040401e-14,196.0867599207463,high,0,43716,agent_event_triggered,184,16,0,0,0.0,124,23696,True,4.5,v7-development_formal_reference-humanitarian-medium-high-low-high-small_world-private_fragmented-787021-always_act-event_triggered-agent_event_triggered,31441.600662347562,60,9727377,28204,event_triggered,2026-08-16T16:01:30.499882+00:00,58f5e818a2eff2e085507053a4dd682fda508bd3f0bb7198bf8fa5c0fc8ebc92,11,small_world,9771093,28388,1467.907320541343,,,,,,,,
231,28,0.4597162271667074,humanitarian,0.5281385281385281,46,69,0,88,46,0,2026-08-16T16:12:08.445282+00:00,medium,True,always_act,high,14124.511572371135,1072,15,66.37182864937759,0.03810441968708158,1446,231,787024,22744,medium,69,60,180,private_fragmented,3,1.1368683772161603e-13,145.82657295915098,high,0,49660,agent_event_triggered,211,16,0,0,0.0,122,4087,True,1.5,v7-development_formal_reference-humanitarian-medium-high-medium-high-modular-private_fragmented-787024-always_act-event_triggered-agent_event_triggered,30348.963510373316,40,1861633,5402,event_triggered,2026-08-16T16:10:57.465200+00:00,f943e70a717579a4faa67e0617c80d1d45d78e58e4a9823313772b585d92ee57,22,modular,1911293,5613,1391.5016142614022,,,,,,,,
248,28,0.46543977960196753,humanitarian,0.5766129032258065,50,90,0,144,50,0,2026-08-16T16:07:14.941757+00:00,medium,True,always_act,high,15411.279757167185,8249,15,92.18179847429622,0.037028957068883366,3143,248,787022,39060,medium,90,60,218,private_fragmented,3,1.3500311979441904e-13,193.60027048411607,high,0,57905,agent_event_triggered,245,16,0,0,0.0,143,8940,True,4.5,v7-development_formal_reference-humanitarian-medium-high-medium-high-random_geometric-private_fragmented-787022-always_act-event_triggered-agent_event_triggered,29367.166411121427,53,3897219,11339,event_triggered,2026-08-16T16:05:07.779127+00:00,73f4f76146301d9ce7a054f540b9d13ae16bf663b2fa73a28fe711351f6455c9,13,random_geometric,3955124,11584,1401.43735455202,,,,,,,,
255,28,0.44677929448744397,humanitarian,0.6039215686274509,67,83,0,168,67,0,2026-08-16T16:10:51.905786+00:00,medium,True,always_act,high,12472.6201910576,10724,15,112.22083386437342,0.0420986924863632,5113,255,787023,70329,medium,83,60,216,private_fragmented,3,5.684341886080802e-14,182.7617402946605,high,0,58817,agent_event_triggered,249,16,0,0,0.0,154,18840,True,4.2158383318913675,v7-development_formal_reference-humanitarian-medium-high-medium-high-small_world-private_fragmented-787023-always_act-event_triggered-agent_event_triggered,29153.000597672097,66,7700380,22412,event_triggered,2026-08-16T16:07:18.351282+00:00,48592575bc9bc77c0137c1ec074f47c3cf06209f18067ee2bdc337d3c2421309,10,small_world,7759197,22661,1362.6724279056166,,,,,,,,
239,28,0.4450116837846766,humanitarian,0.6569037656903766,55,97,0,88,55,0,2026-08-16T15:29:13.124585+00:00,medium,True,always_act,low,10561.115705521132,1513,15,91.54675429123901,0.038857730478227145,1225,239,787007,22752,high,97,60,420,private_fragmented,3,1.4210854715202004e-13,129.2047946496798,high,0,98558,agent_event_triggered,420,16,0,0,0.0,157,3717,True,5.356549537859137,v7-development_formal_reference-humanitarian-medium-low-high-high-modular-private_fragmented-787007-always_act-event_triggered-agent_event_triggered,22982.104518775515,60,1730222,5018,event_triggered,2026-08-16T15:27:44.355975+00:00,645637539fac5ffa6a81ce3f0a279dbd231f3dc2475f8db766b438c3b703b88b,22,modular,1828780,5438,1043.992526513064,,,,,,,,
258,28,0.4645269703379577,humanitarian,0.6317829457364341,69,93,0,192,69,0,2026-08-16T15:32:35.422003+00:00,medium,True,always_act,low,10583.50058593153,16051,15,81.65525379935431,0.040041216304845494,5626,258,787008,60750,high,93,60,419,private_fragmented,3,2.1316282072803006e-14,170.16917535904403,high,0,98365,agent_event_triggered,419,16,0,0,0.0,163,14420,True,5.0,v7-development_formal_reference-humanitarian-medium-low-high-high-random_geometric-private_fragmented-787008-always_act-event_triggered-agent_event_triggered,22862.86323083165,49,6552141,19149,event_triggered,2026-08-16T15:29:15.487253+00:00,c70f0804b48e7ab7f09412a27836c5d9d32fd8fb45ef3960bf4b84bb366b42b3,22,random_geometric,6650506,19568,1037.4110950683494,,,,,,,,
263,28,0.45959255349243544,humanitarian,0.6996197718631179,72,110,0,168,72,0,2026-08-16T15:36:32.354237+00:00,medium,True,always_act,low,11226.754442145259,9218,15,112.04747259053907,0.03893279132806719,3147,263,787009,67732,high,110,60,420,private_fragmented,3,7.815970093361102e-14,177.40204118524628,high,0,98676,agent_event_triggered,420,16,0,0,0.0,184,16303,True,2.5,v7-development_formal_reference-humanitarian-medium-low-high-high-small_world-private_fragmented-787009-always_act-event_triggered-agent_event_triggered,23525.929575381706,64,7079931,20633,event_triggered,2026-08-16T15:32:40.272059+00:00,93a9a93388d0a8a083ae537272d52b0cfd7020692df1b086f50d056d8f2ca65a,9,small_world,7178607,21053,1073.2000817608464,,,,,,,,
177,28,0.46894692307130087,humanitarian,0.6214689265536724,57,52,0,98,57,0,2026-08-16T15:20:18.913563+00:00,medium,True,always_act,low,10332.40354735775,2513,15,77.56931153904215,0.033088315655778015,2236,177,787003,28064,low,52,60,40,private_fragmented,3,9.592326932761353e-14,174.02763606121798,low,0,19403,agent_event_triggered,82,16,0,0,0.0,110,5941,True,1.5,v7-development_formal_reference-humanitarian-medium-low-low-low-modular-private_fragmented-787003-always_act-event_triggered-agent_event_triggered,20510.53413380625,45,2637408,7641,event_triggered,2026-08-16T15:19:05.875354+00:00,137fd74c3a93480d8f4511c562b09e620b4fb3200a4b507258ac957fc27959f2,22,modular,2656811,7723,927.8813170514874,,,,,,,,
200,28,0.4578086656066999,humanitarian,0.605,53,63,0,166,53,0,2026-08-16T15:14:36.876002+00:00,medium,True,always_act,low,10537.525772712566,17562,15,81.36379013415605,0.03332621691431521,2173,200,787001,72332,low,63,60,74,private_fragmented,3,2.1316282072803006e-14,134.65623091440398,low,0,28086,agent_event_triggered,118,16,0,0,0.0,121,18740,True,4.0,v7-development_formal_reference-humanitarian-medium-low-low-low-random_geometric-private_fragmented-787001-always_act-event_triggered-agent_event_triggered,21569.577749071803,47,7707598,22313,event_triggered,2026-08-16T15:11:17.119856+00:00,3cb92d03bb69349e544764c524e9ed8a674f0790d6e9ce869bdfa5aef80aaec8,22,random_geometric,7735684,22431,975.6644328329658,,,,,,,,
187,28,0.4784241304881834,humanitarian,0.6310160427807486,68,49,0,168,68,0,2026-08-16T15:18:58.458239+00:00,medium,True,always_act,low,9897.706484024608,13354,15,104.47380241443827,0.02689020960907822,2732,187,787002,99916,low,49,60,68,private_fragmented,3,3.552713678800501e-14,186.30438837666588,low,0,26071,agent_event_triggered,110,16,0,0,0.0,118,27124,True,0.5,v7-development_formal_reference-humanitarian-medium-low-low-low-small_world-private_fragmented-787002-always_act-event_triggered-agent_event_triggered,21125.323336566395,59,10941780,31708,event_triggered,2026-08-16T15:14:42.419605+00:00,a9015ba9783f37ad567230645de72eb9d4404e673b6484874963ce89b7180f37,22,small_world,10967851,31818,918.5812772349296,,,,,,,,
225,28,0.46850723903502434,humanitarian,0.5955555555555555,54,76,0,74,54,0,2026-08-16T15:25:00.217172+00:00,medium,True,always_act,low,9968.448804424437,901,15,88.43064318975988,0.041354667412810846,1291,225,787005,18501,medium,76,60,172,private_fragmented,3,7.105427357601002e-14,137.27318387462998,medium,0,48141,agent_event_triggered,204,16,0,0,0.0,134,3022,True,1.5,v7-development_formal_reference-humanitarian-medium-low-medium-medium-modular-private_fragmented-787005-always_act-event_triggered-agent_event_triggered,20335.012378961004,49,1360848,3944,event_triggered,2026-08-16T15:23:58.219027+00:00,440ac0270ac69ed64eb95ad495c83186950694e3e1e4399400d93018b5657f72,18,modular,1408989,4148,911.0014387621222,,,,,,,,
