cluster_id,disruption,estimator,ridge_fraction,nominal_fit_window,rolling_window_sweeps,ablation,deleted_family,deleted_observable,feature_count,training_clusters,held_out_cluster_excluded,maximum_distance,mean_distance,nominal_threshold_95,failure
V14Q_g0,field_reversal,euclidean,0.0,all_nominal,3,all,none,none,13,"[""V14Q_g1"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,129.3943953139119,13.204533838534621,8.388811178249455,
V14Q_g0,message_corruption,euclidean,0.0,all_nominal,3,all,none,none,13,"[""V14Q_g1"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,8.768531344384058,2.557322742008317,8.388811178249455,
V14Q_g0,network_partition,euclidean,0.0,all_nominal,3,all,none,none,13,"[""V14Q_g1"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,8.768531344384058,2.569067488468506,8.388811178249455,
V14Q_g0,nominal,euclidean,0.0,all_nominal,3,all,none,none,13,"[""V14Q_g1"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,8.768531344384058,2.586418117635962,8.388811178249455,
V14Q_g1,field_reversal,euclidean,0.0,all_nominal,3,all,none,none,13,"[""V14Q_g0"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,125.54297738612044,13.144198378971199,7.994522313274853,
V14Q_g1,message_corruption,euclidean,0.0,all_nominal,3,all,none,none,13,"[""V14Q_g0"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,12.455898156354847,2.83450011953278,7.994522313274853,
V14Q_g1,network_partition,euclidean,0.0,all_nominal,3,all,none,none,13,"[""V14Q_g0"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,12.455898156354847,2.7895533978960936,7.994522313274853,
V14Q_g1,nominal,euclidean,0.0,all_nominal,3,all,none,none,13,"[""V14Q_g0"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,12.455898156354847,2.7895533978960936,7.994522313274853,
V14Q_g2,field_reversal,euclidean,0.0,all_nominal,3,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,128.88300782718477,13.50139231633948,8.528848101718546,
V14Q_g2,message_corruption,euclidean,0.0,all_nominal,3,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,7.413290366931302,3.441920347337605,8.528848101718546,
V14Q_g2,network_partition,euclidean,0.0,all_nominal,3,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,7.413290366931302,3.5146363785606782,8.528848101718546,
V14Q_g2,nominal,euclidean,0.0,all_nominal,3,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,7.413290366931302,3.544154686190418,8.528848101718546,
V14Q_g3,field_reversal,euclidean,0.0,all_nominal,3,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g2"", ""V14Q_g4"", ""V14Q_g5""]",True,131.0841376267665,14.289252712542552,7.675351520836401,
V14Q_g3,message_corruption,euclidean,0.0,all_nominal,3,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g2"", ""V14Q_g4"", ""V14Q_g5""]",True,8.982318300084035,3.5396804352546485,7.675351520836401,
