replicate,full_statmech_balanced_accuracy,order_only_balanced_accuracy,simple_uncertainty_balanced_accuracy,full_minus_order_only_balanced_accuracy,full_minus_simple_uncertainty_balanced_accuracy
1524,0.08333333333333333,0.16666666666666666,0.2916666666666667,-0.08333333333333333,-0.20833333333333337
1525,0.4166666666666667,0.375,0.2916666666666667,0.041666666666666685,0.125
1526,0.375,0.375,0.2916666666666667,0.0,0.08333333333333331
1527,0.25,0.20833333333333334,0.2916666666666667,0.04166666666666666,-0.041666666666666685
1528,0.20833333333333334,0.3333333333333333,0.2916666666666667,-0.12499999999999997,-0.08333333333333334
1529,0.16666666666666666,0.125,0.20833333333333334,0.04166666666666666,-0.041666666666666685
1530,0.3333333333333333,0.20833333333333334,0.375,0.12499999999999997,-0.041666666666666685
1531,0.16666666666666666,0.2916666666666667,0.08333333333333333,-0.12500000000000003,0.08333333333333333
1532,0.3333333333333333,0.4583333333333333,0.25,-0.125,0.08333333333333331
1533,0.25,0.25,0.2916666666666667,0.0,-0.041666666666666685
1534,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0
1535,0.2916666666666667,0.16666666666666666,0.25,0.12500000000000003,0.041666666666666685
1536,0.25,0.2916666666666667,0.25,-0.041666666666666685,0.0
1537,0.08333333333333333,0.041666666666666664,0.16666666666666666,0.041666666666666664,-0.08333333333333333
1538,0.2916666666666667,0.3333333333333333,0.25,-0.04166666666666663,0.041666666666666685
1539,0.4166666666666667,0.25,0.375,0.16666666666666669,0.041666666666666685
1540,0.125,0.125,0.16666666666666666,0.0,-0.04166666666666666
1541,0.3333333333333333,0.25,0.3333333333333333,0.08333333333333331,0.0
1542,0.20833333333333334,0.20833333333333334,0.08333333333333333,0.0,0.125
1543,0.125,0.3333333333333333,0.08333333333333333,-0.20833333333333331,0.04166666666666667
1544,0.20833333333333334,0.4166666666666667,0.2916666666666667,-0.20833333333333334,-0.08333333333333334
1545,0.25,0.3333333333333333,0.2916666666666667,-0.08333333333333331,-0.041666666666666685
1546,0.125,0.16666666666666666,0.08333333333333333,-0.04166666666666666,0.04166666666666667
1547,0.375,0.2916666666666667,0.25,0.08333333333333331,0.125
1548,0.25,0.08333333333333333,0.20833333333333334,0.16666666666666669,0.04166666666666666
1549,0.20833333333333334,0.25,0.20833333333333334,-0.04166666666666666,0.0
1550,0.3333333333333333,0.375,0.375,-0.041666666666666685,-0.041666666666666685
1551,0.20833333333333334,0.125,0.20833333333333334,0.08333333333333334,0.0
1552,0.16666666666666666,0.16666666666666666,0.25,0.0,-0.08333333333333334
1553,0.25,0.125,0.2916666666666667,0.125,-0.041666666666666685
1554,0.25,0.20833333333333334,0.20833333333333334,0.04166666666666666,0.04166666666666666
1555,0.25,0.25,0.20833333333333334,0.0,0.04166666666666666
1556,0.2916666666666667,0.2916666666666667,0.25,0.0,0.041666666666666685
1557,0.375,0.2916666666666667,0.20833333333333334,0.08333333333333331,0.16666666666666666
1558,0.3333333333333333,0.16666666666666666,0.375,0.16666666666666666,-0.041666666666666685
1559,0.25,0.20833333333333334,0.25,0.04166666666666666,0.0
1560,0.3333333333333333,0.20833333333333334,0.2916666666666667,0.12499999999999997,0.04166666666666663
1561,0.375,0.4166666666666667,0.375,-0.041666666666666685,0.0
1562,0.25,0.2916666666666667,0.20833333333333334,-0.041666666666666685,0.04166666666666666
1563,0.2916666666666667,0.3333333333333333,0.3333333333333333,-0.04166666666666663,-0.04166666666666663
1564,0.375,0.3333333333333333,0.3333333333333333,0.041666666666666685,0.041666666666666685
1565,0.16666666666666666,0.16666666666666666,0.25,0.0,-0.08333333333333334
1566,0.25,0.25,0.25,0.0,0.0
1567,0.20833333333333334,0.20833333333333334,0.16666666666666666,0.0,0.041666666666666685
1568,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.0,-0.08333333333333337
1569,0.16666666666666666,0.25,0.16666666666666666,-0.08333333333333334,0.0
1570,0.20833333333333334,0.08333333333333333,0.20833333333333334,0.125,0.0
1571,0.3333333333333333,0.3333333333333333,0.20833333333333334,0.0,0.12499999999999997
1572,0.2916666666666667,0.375,0.20833333333333334,-0.08333333333333331,0.08333333333333334
1573,0.125,0.16666666666666666,0.16666666666666666,-0.04166666666666666,-0.04166666666666666
1574,0.20833333333333334,0.125,0.25,0.08333333333333334,-0.04166666666666666
1575,0.25,0.2916666666666667,0.2916666666666667,-0.041666666666666685,-0.041666666666666685
1576,0.125,0.125,0.20833333333333334,0.0,-0.08333333333333334
1577,0.20833333333333334,0.375,0.125,-0.16666666666666666,0.08333333333333334
1578,0.4166666666666667,0.2916666666666667,0.25,0.125,0.16666666666666669
1579,0.20833333333333334,0.2916666666666667,0.25,-0.08333333333333334,-0.04166666666666666
1580,0.20833333333333334,0.25,0.125,-0.04166666666666666,0.08333333333333334
1581,0.041666666666666664,0.125,0.125,-0.08333333333333334,-0.08333333333333334
1582,0.2916666666666667,0.20833333333333334,0.20833333333333334,0.08333333333333334,0.08333333333333334
1583,0.041666666666666664,0.16666666666666666,0.08333333333333333,-0.125,-0.041666666666666664
1584,0.20833333333333334,0.25,0.08333333333333333,-0.04166666666666666,0.125
1585,0.3333333333333333,0.25,0.2916666666666667,0.08333333333333331,0.04166666666666663
1586,0.3333333333333333,0.25,0.25,0.08333333333333331,0.08333333333333331
1587,0.4583333333333333,0.3333333333333333,0.375,0.125,0.08333333333333331
1588,0.20833333333333334,0.25,0.25,-0.04166666666666666,-0.04166666666666666
1589,0.125,0.2916666666666667,0.125,-0.16666666666666669,0.0
1590,0.3333333333333333,0.20833333333333334,0.25,0.12499999999999997,0.08333333333333331
1591,0.16666666666666666,0.20833333333333334,0.25,-0.041666666666666685,-0.08333333333333334
1592,0.16666666666666666,0.16666666666666666,0.20833333333333334,0.0,-0.041666666666666685
1593,0.16666666666666666,0.25,0.25,-0.08333333333333334,-0.08333333333333334
1594,0.25,0.25,0.20833333333333334,0.0,0.04166666666666666
1595,0.20833333333333334,0.16666666666666666,0.25,0.041666666666666685,-0.04166666666666666
1596,0.20833333333333334,0.16666666666666666,0.16666666666666666,0.041666666666666685,0.041666666666666685
1597,0.20833333333333334,0.125,0.20833333333333334,0.08333333333333334,0.0
1598,0.16666666666666666,0.3333333333333333,0.20833333333333334,-0.16666666666666666,-0.041666666666666685
1599,0.4583333333333333,0.20833333333333334,0.4583333333333333,0.24999999999999997,0.0
1600,0.2916666666666667,0.4583333333333333,0.20833333333333334,-0.16666666666666663,0.08333333333333334
1601,0.25,0.125,0.25,0.125,0.0
1602,0.16666666666666666,0.25,0.16666666666666666,-0.08333333333333334,0.0
1603,0.25,0.08333333333333333,0.375,0.16666666666666669,-0.125
1604,0.3333333333333333,0.3333333333333333,0.2916666666666667,0.0,0.04166666666666663
1605,0.16666666666666666,0.16666666666666666,0.125,0.0,0.04166666666666666
1606,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.0,0.0
1607,0.08333333333333333,0.25,0.25,-0.16666666666666669,-0.16666666666666669
1608,0.16666666666666666,0.20833333333333334,0.20833333333333334,-0.041666666666666685,-0.041666666666666685
1609,0.2916666666666667,0.4166666666666667,0.375,-0.125,-0.08333333333333331
1610,0.2916666666666667,0.3333333333333333,0.25,-0.04166666666666663,0.041666666666666685
1611,0.25,0.2916666666666667,0.08333333333333333,-0.041666666666666685,0.16666666666666669
1612,0.2916666666666667,0.16666666666666666,0.3333333333333333,0.12500000000000003,-0.04166666666666663
1613,0.16666666666666666,0.125,0.08333333333333333,0.04166666666666666,0.08333333333333333
1614,0.25,0.5,0.25,-0.25,0.0
1615,0.25,0.125,0.25,0.125,0.0
1616,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
1617,0.2916666666666667,0.25,0.3333333333333333,0.041666666666666685,-0.04166666666666663
1618,0.25,0.375,0.25,-0.125,0.0
1619,0.16666666666666666,0.2916666666666667,0.25,-0.12500000000000003,-0.08333333333333334
1620,0.2916666666666667,0.2916666666666667,0.25,0.0,0.041666666666666685
1621,0.375,0.25,0.2916666666666667,0.125,0.08333333333333331
1622,0.16666666666666666,0.08333333333333333,0.25,0.08333333333333333,-0.08333333333333334
1623,0.20833333333333334,0.2916666666666667,0.08333333333333333,-0.08333333333333334,0.125
1624,0.2916666666666667,0.20833333333333334,0.375,0.08333333333333334,-0.08333333333333331
1625,0.125,0.25,0.20833333333333334,-0.125,-0.08333333333333334
1626,0.375,0.2916666666666667,0.4583333333333333,0.08333333333333331,-0.08333333333333331
1627,0.25,0.4583333333333333,0.08333333333333333,-0.20833333333333331,0.16666666666666669
1628,0.041666666666666664,0.20833333333333334,0.16666666666666666,-0.16666666666666669,-0.125
1629,0.125,0.20833333333333334,0.125,-0.08333333333333334,0.0
1630,0.25,0.16666666666666666,0.20833333333333334,0.08333333333333334,0.04166666666666666
1631,0.16666666666666666,0.25,0.20833333333333334,-0.08333333333333334,-0.041666666666666685
1632,0.25,0.2916666666666667,0.20833333333333334,-0.041666666666666685,0.04166666666666666
1633,0.3333333333333333,0.20833333333333334,0.2916666666666667,0.12499999999999997,0.04166666666666663
1634,0.4583333333333333,0.2916666666666667,0.375,0.16666666666666663,0.08333333333333331
1635,0.125,0.041666666666666664,0.16666666666666666,0.08333333333333334,-0.04166666666666666
1636,0.375,0.375,0.25,0.0,0.125
1637,0.08333333333333333,0.125,0.125,-0.04166666666666667,-0.04166666666666667
1638,0.16666666666666666,0.2916666666666667,0.125,-0.12500000000000003,0.04166666666666666
1639,0.041666666666666664,0.16666666666666666,0.16666666666666666,-0.125,-0.125
1640,0.3333333333333333,0.2916666666666667,0.375,0.04166666666666663,-0.041666666666666685
1641,0.16666666666666666,0.20833333333333334,0.16666666666666666,-0.041666666666666685,0.0
1642,0.4166666666666667,0.2916666666666667,0.4166666666666667,0.125,0.0
1643,0.375,0.20833333333333334,0.2916666666666667,0.16666666666666666,0.08333333333333331
1644,0.16666666666666666,0.2916666666666667,0.125,-0.12500000000000003,0.04166666666666666
1645,0.16666666666666666,0.125,0.16666666666666666,0.04166666666666666,0.0
1646,0.20833333333333334,0.25,0.16666666666666666,-0.04166666666666666,0.041666666666666685
1647,0.25,0.25,0.16666666666666666,0.0,0.08333333333333334
1648,0.2916666666666667,0.25,0.3333333333333333,0.041666666666666685,-0.04166666666666663
1649,0.2916666666666667,0.25,0.2916666666666667,0.041666666666666685,0.0
1650,0.25,0.3333333333333333,0.25,-0.08333333333333331,0.0
1651,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.0,0.25
1652,0.375,0.2916666666666667,0.3333333333333333,0.08333333333333331,0.041666666666666685
1653,0.20833333333333334,0.4166666666666667,0.25,-0.20833333333333334,-0.04166666666666666
1654,0.25,0.3333333333333333,0.25,-0.08333333333333331,0.0
1655,0.2916666666666667,0.16666666666666666,0.2916666666666667,0.12500000000000003,0.0
1656,0.25,0.2916666666666667,0.25,-0.041666666666666685,0.0
1657,0.25,0.16666666666666666,0.25,0.08333333333333334,0.0
1658,0.20833333333333334,0.125,0.08333333333333333,0.08333333333333334,0.125
1659,0.08333333333333333,0.25,0.2916666666666667,-0.16666666666666669,-0.20833333333333337
1660,0.25,0.20833333333333334,0.3333333333333333,0.04166666666666666,-0.08333333333333331
1661,0.16666666666666666,0.20833333333333334,0.125,-0.041666666666666685,0.04166666666666666
1662,0.16666666666666666,0.25,0.20833333333333334,-0.08333333333333334,-0.041666666666666685
1663,0.25,0.125,0.20833333333333334,0.125,0.04166666666666666
1664,0.4166666666666667,0.25,0.3333333333333333,0.16666666666666669,0.08333333333333337
1665,0.375,0.20833333333333334,0.375,0.16666666666666666,0.0
1666,0.25,0.2916666666666667,0.25,-0.041666666666666685,0.0
1667,0.25,0.16666666666666666,0.125,0.08333333333333334,0.125
1668,0.2916666666666667,0.20833333333333334,0.3333333333333333,0.08333333333333334,-0.04166666666666663
1669,0.16666666666666666,0.25,0.20833333333333334,-0.08333333333333334,-0.041666666666666685
1670,0.375,0.25,0.2916666666666667,0.125,0.08333333333333331
1671,0.25,0.3333333333333333,0.2916666666666667,-0.08333333333333331,-0.041666666666666685
1672,0.3333333333333333,0.375,0.25,-0.041666666666666685,0.08333333333333331
1673,0.3333333333333333,0.16666666666666666,0.375,0.16666666666666666,-0.041666666666666685
1674,0.3333333333333333,0.16666666666666666,0.25,0.16666666666666666,0.08333333333333331
1675,0.4166666666666667,0.3333333333333333,0.16666666666666666,0.08333333333333337,0.25
1676,0.25,0.4583333333333333,0.20833333333333334,-0.20833333333333331,0.04166666666666666
1677,0.125,0.375,0.16666666666666666,-0.25,-0.04166666666666666
1678,0.125,0.2916666666666667,0.16666666666666666,-0.16666666666666669,-0.04166666666666666
1679,0.3333333333333333,0.25,0.20833333333333334,0.08333333333333331,0.12499999999999997
1680,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.0,0.0
1681,0.2916666666666667,0.375,0.20833333333333334,-0.08333333333333331,0.08333333333333334
1682,0.20833333333333334,0.4166666666666667,0.3333333333333333,-0.20833333333333334,-0.12499999999999997
1683,0.2916666666666667,0.25,0.20833333333333334,0.041666666666666685,0.08333333333333334
1684,0.25,0.25,0.2916666666666667,0.0,-0.041666666666666685
1685,0.2916666666666667,0.2916666666666667,0.20833333333333334,0.0,0.08333333333333334
1686,0.25,0.3333333333333333,0.16666666666666666,-0.08333333333333331,0.08333333333333334
1687,0.2916666666666667,0.2916666666666667,0.20833333333333334,0.0,0.08333333333333334
1688,0.25,0.2916666666666667,0.25,-0.041666666666666685,0.0
1689,0.20833333333333334,0.20833333333333334,0.25,0.0,-0.04166666666666666
1690,0.2916666666666667,0.20833333333333334,0.125,0.08333333333333334,0.16666666666666669
1691,0.2916666666666667,0.16666666666666666,0.16666666666666666,0.12500000000000003,0.12500000000000003
1692,0.2916666666666667,0.16666666666666666,0.25,0.12500000000000003,0.041666666666666685
1693,0.16666666666666666,0.2916666666666667,0.16666666666666666,-0.12500000000000003,0.0
1694,0.125,0.25,0.08333333333333333,-0.125,0.04166666666666667
1695,0.2916666666666667,0.16666666666666666,0.2916666666666667,0.12500000000000003,0.0
1696,0.20833333333333334,0.125,0.20833333333333334,0.08333333333333334,0.0
1697,0.2916666666666667,0.20833333333333334,0.16666666666666666,0.08333333333333334,0.12500000000000003
1698,0.16666666666666666,0.20833333333333334,0.20833333333333334,-0.041666666666666685,-0.041666666666666685
1699,0.16666666666666666,0.16666666666666666,0.20833333333333334,0.0,-0.041666666666666685
1700,0.3333333333333333,0.2916666666666667,0.3333333333333333,0.04166666666666663,0.0
1701,0.25,0.20833333333333334,0.25,0.04166666666666666,0.0
1702,0.20833333333333334,0.3333333333333333,0.25,-0.12499999999999997,-0.04166666666666666
1703,0.16666666666666666,0.125,0.375,0.04166666666666666,-0.20833333333333334
1704,0.25,0.25,0.4583333333333333,0.0,-0.20833333333333331
1705,0.16666666666666666,0.16666666666666666,0.125,0.0,0.04166666666666666
1706,0.20833333333333334,0.20833333333333334,0.2916666666666667,0.0,-0.08333333333333334
1707,0.4583333333333333,0.2916666666666667,0.3333333333333333,0.16666666666666663,0.125
1708,0.20833333333333334,0.16666666666666666,0.3333333333333333,0.041666666666666685,-0.12499999999999997
1709,0.125,0.16666666666666666,0.2916666666666667,-0.04166666666666666,-0.16666666666666669
1710,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
1711,0.20833333333333334,0.125,0.25,0.08333333333333334,-0.04166666666666666
1712,0.08333333333333333,0.2916666666666667,0.25,-0.20833333333333337,-0.16666666666666669
1713,0.20833333333333334,0.20833333333333334,0.125,0.0,0.08333333333333334
1714,0.2916666666666667,0.125,0.2916666666666667,0.16666666666666669,0.0
1715,0.375,0.5,0.20833333333333334,-0.125,0.16666666666666666
1716,0.4166666666666667,0.2916666666666667,0.3333333333333333,0.125,0.08333333333333337
1717,0.25,0.25,0.2916666666666667,0.0,-0.041666666666666685
1718,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0
1719,0.375,0.125,0.25,0.25,0.125
1720,0.125,0.08333333333333333,0.3333333333333333,0.04166666666666667,-0.20833333333333331
1721,0.3333333333333333,0.25,0.2916666666666667,0.08333333333333331,0.04166666666666663
1722,0.3333333333333333,0.2916666666666667,0.375,0.04166666666666663,-0.041666666666666685
1723,0.3333333333333333,0.3333333333333333,0.20833333333333334,0.0,0.12499999999999997
1724,0.2916666666666667,0.375,0.25,-0.08333333333333331,0.041666666666666685
1725,0.3333333333333333,0.20833333333333334,0.2916666666666667,0.12499999999999997,0.04166666666666663
1726,0.16666666666666666,0.25,0.3333333333333333,-0.08333333333333334,-0.16666666666666666
1727,0.375,0.20833333333333334,0.2916666666666667,0.16666666666666666,0.08333333333333331
1728,0.16666666666666666,0.25,0.25,-0.08333333333333334,-0.08333333333333334
1729,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.0
1730,0.3333333333333333,0.20833333333333334,0.2916666666666667,0.12499999999999997,0.04166666666666663
1731,0.5833333333333334,0.375,0.4583333333333333,0.20833333333333337,0.12500000000000006
1732,0.375,0.20833333333333334,0.2916666666666667,0.16666666666666666,0.08333333333333331
1733,0.20833333333333334,0.20833333333333334,0.3333333333333333,0.0,-0.12499999999999997
1734,0.16666666666666666,0.20833333333333334,0.2916666666666667,-0.041666666666666685,-0.12500000000000003
1735,0.20833333333333334,0.2916666666666667,0.08333333333333333,-0.08333333333333334,0.125
1736,0.16666666666666666,0.2916666666666667,0.20833333333333334,-0.12500000000000003,-0.041666666666666685
1737,0.16666666666666666,0.16666666666666666,0.2916666666666667,0.0,-0.12500000000000003
1738,0.3333333333333333,0.4166666666666667,0.25,-0.08333333333333337,0.08333333333333331
1739,0.2916666666666667,0.16666666666666666,0.2916666666666667,0.12500000000000003,0.0
1740,0.20833333333333334,0.2916666666666667,0.16666666666666666,-0.08333333333333334,0.041666666666666685
1741,0.2916666666666667,0.2916666666666667,0.25,0.0,0.041666666666666685
1742,0.25,0.08333333333333333,0.4583333333333333,0.16666666666666669,-0.20833333333333331
1743,0.20833333333333334,0.25,0.3333333333333333,-0.04166666666666666,-0.12499999999999997
1744,0.2916666666666667,0.25,0.25,0.041666666666666685,0.041666666666666685
1745,0.16666666666666666,0.08333333333333333,0.2916666666666667,0.08333333333333333,-0.12500000000000003
1746,0.20833333333333334,0.20833333333333334,0.375,0.0,-0.16666666666666666
1747,0.4583333333333333,0.2916666666666667,0.3333333333333333,0.16666666666666663,0.125
1748,0.2916666666666667,0.25,0.20833333333333334,0.041666666666666685,0.08333333333333334
1749,0.25,0.125,0.25,0.125,0.0
1750,0.20833333333333334,0.375,0.25,-0.16666666666666666,-0.04166666666666666
1751,0.25,0.125,0.125,0.125,0.125
1752,0.25,0.20833333333333334,0.2916666666666667,0.04166666666666666,-0.041666666666666685
1753,0.25,0.3333333333333333,0.25,-0.08333333333333331,0.0
1754,0.2916666666666667,0.20833333333333334,0.2916666666666667,0.08333333333333334,0.0
1755,0.16666666666666666,0.20833333333333334,0.16666666666666666,-0.041666666666666685,0.0
1756,0.16666666666666666,0.08333333333333333,0.20833333333333334,0.08333333333333333,-0.041666666666666685
1757,0.2916666666666667,0.3333333333333333,0.3333333333333333,-0.04166666666666663,-0.04166666666666663
1758,0.125,0.2916666666666667,0.25,-0.16666666666666669,-0.125
1759,0.2916666666666667,0.125,0.25,0.16666666666666669,0.041666666666666685
1760,0.20833333333333334,0.25,0.041666666666666664,-0.04166666666666666,0.16666666666666669
1761,0.20833333333333334,0.25,0.16666666666666666,-0.04166666666666666,0.041666666666666685
1762,0.2916666666666667,0.375,0.25,-0.08333333333333331,0.041666666666666685
1763,0.20833333333333334,0.2916666666666667,0.2916666666666667,-0.08333333333333334,-0.08333333333333334
1764,0.20833333333333334,0.16666666666666666,0.3333333333333333,0.041666666666666685,-0.12499999999999997
1765,0.20833333333333334,0.08333333333333333,0.2916666666666667,0.125,-0.08333333333333334
1766,0.2916666666666667,0.125,0.2916666666666667,0.16666666666666669,0.0
1767,0.16666666666666666,0.3333333333333333,0.25,-0.16666666666666666,-0.08333333333333334
1768,0.20833333333333334,0.3333333333333333,0.125,-0.12499999999999997,0.08333333333333334
1769,0.16666666666666666,0.16666666666666666,0.20833333333333334,0.0,-0.041666666666666685
1770,0.3333333333333333,0.375,0.375,-0.041666666666666685,-0.041666666666666685
1771,0.2916666666666667,0.3333333333333333,0.16666666666666666,-0.04166666666666663,0.12500000000000003
1772,0.2916666666666667,0.2916666666666667,0.20833333333333334,0.0,0.08333333333333334
1773,0.125,0.25,0.08333333333333333,-0.125,0.04166666666666667
1774,0.3333333333333333,0.20833333333333334,0.3333333333333333,0.12499999999999997,0.0
1775,0.20833333333333334,0.20833333333333334,0.3333333333333333,0.0,-0.12499999999999997
1776,0.25,0.25,0.3333333333333333,0.0,-0.08333333333333331
1777,0.08333333333333333,0.2916666666666667,0.2916666666666667,-0.20833333333333337,-0.20833333333333337
1778,0.20833333333333334,0.20833333333333334,0.16666666666666666,0.0,0.041666666666666685
1779,0.08333333333333333,0.125,0.16666666666666666,-0.04166666666666667,-0.08333333333333333
1780,0.2916666666666667,0.2916666666666667,0.20833333333333334,0.0,0.08333333333333334
1781,0.3333333333333333,0.2916666666666667,0.25,0.04166666666666663,0.08333333333333331
1782,0.4166666666666667,0.125,0.2916666666666667,0.2916666666666667,0.125
1783,0.5833333333333334,0.2916666666666667,0.4583333333333333,0.2916666666666667,0.12500000000000006
1784,0.16666666666666666,0.20833333333333334,0.125,-0.041666666666666685,0.04166666666666666
1785,0.20833333333333334,0.3333333333333333,0.25,-0.12499999999999997,-0.04166666666666666
1786,0.4166666666666667,0.375,0.2916666666666667,0.041666666666666685,0.125
1787,0.3333333333333333,0.25,0.4166666666666667,0.08333333333333331,-0.08333333333333337
1788,0.08333333333333333,0.16666666666666666,0.20833333333333334,-0.08333333333333333,-0.125
1789,0.25,0.16666666666666666,0.2916666666666667,0.08333333333333334,-0.041666666666666685
1790,0.4166666666666667,0.2916666666666667,0.25,0.125,0.16666666666666669
1791,0.25,0.3333333333333333,0.2916666666666667,-0.08333333333333331,-0.041666666666666685
1792,0.2916666666666667,0.375,0.20833333333333334,-0.08333333333333331,0.08333333333333334
1793,0.3333333333333333,0.375,0.4166666666666667,-0.041666666666666685,-0.08333333333333337
1794,0.25,0.2916666666666667,0.3333333333333333,-0.041666666666666685,-0.08333333333333331
1795,0.125,0.25,0.20833333333333334,-0.125,-0.08333333333333334
1796,0.08333333333333333,0.125,0.08333333333333333,-0.04166666666666667,0.0
1797,0.25,0.2916666666666667,0.16666666666666666,-0.041666666666666685,0.08333333333333334
1798,0.25,0.375,0.16666666666666666,-0.125,0.08333333333333334
1799,0.3333333333333333,0.4166666666666667,0.4166666666666667,-0.08333333333333337,-0.08333333333333337
1800,0.2916666666666667,0.16666666666666666,0.08333333333333333,0.12500000000000003,0.20833333333333337
1801,0.2916666666666667,0.25,0.3333333333333333,0.041666666666666685,-0.04166666666666663
1802,0.16666666666666666,0.20833333333333334,0.16666666666666666,-0.041666666666666685,0.0
1803,0.20833333333333334,0.25,0.16666666666666666,-0.04166666666666666,0.041666666666666685
1804,0.125,0.2916666666666667,0.125,-0.16666666666666669,0.0
1805,0.25,0.375,0.2916666666666667,-0.125,-0.041666666666666685
1806,0.4583333333333333,0.16666666666666666,0.4166666666666667,0.29166666666666663,0.04166666666666663
1807,0.16666666666666666,0.2916666666666667,0.25,-0.12500000000000003,-0.08333333333333334
1808,0.20833333333333334,0.3333333333333333,0.2916666666666667,-0.12499999999999997,-0.08333333333333334
1809,0.20833333333333334,0.25,0.20833333333333334,-0.04166666666666666,0.0
1810,0.25,0.25,0.20833333333333334,0.0,0.04166666666666666
1811,0.25,0.125,0.2916666666666667,0.125,-0.041666666666666685
1812,0.375,0.375,0.3333333333333333,0.0,0.041666666666666685
1813,0.20833333333333334,0.3333333333333333,0.25,-0.12499999999999997,-0.04166666666666666
1814,0.16666666666666666,0.125,0.2916666666666667,0.04166666666666666,-0.12500000000000003
1815,0.20833333333333334,0.25,0.20833333333333334,-0.04166666666666666,0.0
1816,0.3333333333333333,0.2916666666666667,0.20833333333333334,0.04166666666666663,0.12499999999999997
1817,0.25,0.16666666666666666,0.2916666666666667,0.08333333333333334,-0.041666666666666685
1818,0.2916666666666667,0.3333333333333333,0.20833333333333334,-0.04166666666666663,0.08333333333333334
1819,0.20833333333333334,0.25,0.16666666666666666,-0.04166666666666666,0.041666666666666685
1820,0.16666666666666666,0.375,0.125,-0.20833333333333334,0.04166666666666666
1821,0.3333333333333333,0.25,0.25,0.08333333333333331,0.08333333333333331
1822,0.125,0.25,0.16666666666666666,-0.125,-0.04166666666666666
1823,0.25,0.2916666666666667,0.2916666666666667,-0.041666666666666685,-0.041666666666666685
1824,0.3333333333333333,0.25,0.2916666666666667,0.08333333333333331,0.04166666666666663
1825,0.16666666666666666,0.125,0.25,0.04166666666666666,-0.08333333333333334
1826,0.0,0.2916666666666667,0.125,-0.2916666666666667,-0.125
1827,0.20833333333333334,0.16666666666666666,0.25,0.041666666666666685,-0.04166666666666666
1828,0.3333333333333333,0.25,0.375,0.08333333333333331,-0.041666666666666685
1829,0.25,0.3333333333333333,0.2916666666666667,-0.08333333333333331,-0.041666666666666685
1830,0.2916666666666667,0.25,0.3333333333333333,0.041666666666666685,-0.04166666666666663
1831,0.5,0.2916666666666667,0.4166666666666667,0.20833333333333331,0.08333333333333331
1832,0.3333333333333333,0.125,0.16666666666666666,0.20833333333333331,0.16666666666666666
1833,0.2916666666666667,0.4166666666666667,0.20833333333333334,-0.125,0.08333333333333334
1834,0.16666666666666666,0.125,0.25,0.04166666666666666,-0.08333333333333334
1835,0.25,0.25,0.2916666666666667,0.0,-0.041666666666666685
1836,0.125,0.125,0.08333333333333333,0.0,0.04166666666666667
1837,0.25,0.2916666666666667,0.25,-0.041666666666666685,0.0
1838,0.16666666666666666,0.125,0.25,0.04166666666666666,-0.08333333333333334
1839,0.08333333333333333,0.16666666666666666,0.08333333333333333,-0.08333333333333333,0.0
1840,0.16666666666666666,0.25,0.2916666666666667,-0.08333333333333334,-0.12500000000000003
1841,0.20833333333333334,0.2916666666666667,0.3333333333333333,-0.08333333333333334,-0.12499999999999997
1842,0.16666666666666666,0.20833333333333334,0.041666666666666664,-0.041666666666666685,0.125
1843,0.16666666666666666,0.16666666666666666,0.20833333333333334,0.0,-0.041666666666666685
1844,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.0,0.0
1845,0.25,0.125,0.25,0.125,0.0
1846,0.20833333333333334,0.20833333333333334,0.2916666666666667,0.0,-0.08333333333333334
1847,0.16666666666666666,0.125,0.20833333333333334,0.04166666666666666,-0.041666666666666685
1848,0.125,0.16666666666666666,0.25,-0.04166666666666666,-0.125
1849,0.20833333333333334,0.20833333333333334,0.2916666666666667,0.0,-0.08333333333333334
1850,0.20833333333333334,0.25,0.16666666666666666,-0.04166666666666666,0.041666666666666685
1851,0.16666666666666666,0.25,0.20833333333333334,-0.08333333333333334,-0.041666666666666685
1852,0.375,0.3333333333333333,0.2916666666666667,0.041666666666666685,0.08333333333333331
1853,0.3333333333333333,0.2916666666666667,0.2916666666666667,0.04166666666666663,0.04166666666666663
1854,0.2916666666666667,0.2916666666666667,0.25,0.0,0.041666666666666685
1855,0.2916666666666667,0.16666666666666666,0.25,0.12500000000000003,0.041666666666666685
1856,0.20833333333333334,0.16666666666666666,0.2916666666666667,0.041666666666666685,-0.08333333333333334
1857,0.375,0.3333333333333333,0.2916666666666667,0.041666666666666685,0.08333333333333331
1858,0.2916666666666667,0.2916666666666667,0.3333333333333333,0.0,-0.04166666666666663
1859,0.2916666666666667,0.25,0.25,0.041666666666666685,0.041666666666666685
1860,0.4583333333333333,0.2916666666666667,0.2916666666666667,0.16666666666666663,0.16666666666666663
