application,panels,harm_rate_reduction,harm_ci95_low,harm_ci95_high,causal_utility_gain,utility_ci95_low,utility_ci95_high
humanitarian,1,0.023255813953488413,0.023255813953488413,0.023255813953488413,-7.2029063475906305,-7.2029063475906305,-7.2029063475906305
utility_restoration,3,-0.034591008120419896,-0.05882352941176472,-0.022222222222222254,-0.7820223247400581,-1.7527859182972614,-0.10546860394482982
