episode_path,ledger_path,run_id,evidence_category,events,ledger_sha256_match,ledger_digest_match,metric_regeneration_match,privacy_boundary_pass,finite_metrics,maximum_reconstructed_conservation_residual,status,mismatch_reasons
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66106-combined_generalized_entropic_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66106-combined_generalized_entropic_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66106-combined_generalized_entropic_crossfit-c050-event_triggered,formal_or_qualified,701,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66106-kpi_confidence_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66106-kpi_confidence_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66106-kpi_confidence_crossfit-c050-event_triggered,formal_or_qualified,701,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66107-combined_generalized_entropic_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66107-combined_generalized_entropic_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66107-combined_generalized_entropic_crossfit-c050-event_triggered,formal_or_qualified,696,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66107-kpi_confidence_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66107-kpi_confidence_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66107-kpi_confidence_crossfit-c050-event_triggered,formal_or_qualified,696,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66108-combined_generalized_entropic_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66108-combined_generalized_entropic_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66108-combined_generalized_entropic_crossfit-c050-event_triggered,formal_or_qualified,688,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66108-kpi_confidence_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66108-kpi_confidence_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66108-kpi_confidence_crossfit-c050-event_triggered,formal_or_qualified,688,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66109-combined_generalized_entropic_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66109-combined_generalized_entropic_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66109-combined_generalized_entropic_crossfit-c050-event_triggered,formal_or_qualified,684,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66109-kpi_confidence_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66109-kpi_confidence_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66109-kpi_confidence_crossfit-c050-event_triggered,formal_or_qualified,665,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66110-combined_generalized_entropic_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66110-combined_generalized_entropic_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66110-combined_generalized_entropic_crossfit-c050-event_triggered,formal_or_qualified,688,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66110-kpi_confidence_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66110-kpi_confidence_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66110-kpi_confidence_crossfit-c050-event_triggered,formal_or_qualified,688,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66111-combined_generalized_entropic_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66111-combined_generalized_entropic_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66111-combined_generalized_entropic_crossfit-c050-event_triggered,formal_or_qualified,693,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66111-kpi_confidence_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66111-kpi_confidence_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66111-kpi_confidence_crossfit-c050-event_triggered,formal_or_qualified,693,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66112-combined_generalized_entropic_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66112-combined_generalized_entropic_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66112-combined_generalized_entropic_crossfit-c050-event_triggered,formal_or_qualified,701,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66112-kpi_confidence_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66112-kpi_confidence_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66112-kpi_confidence_crossfit-c050-event_triggered,formal_or_qualified,701,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66113-combined_generalized_entropic_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66113-combined_generalized_entropic_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66113-combined_generalized_entropic_crossfit-c050-event_triggered,formal_or_qualified,701,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66113-kpi_confidence_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66113-kpi_confidence_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66113-kpi_confidence_crossfit-c050-event_triggered,formal_or_qualified,697,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66114-combined_generalized_entropic_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66114-combined_generalized_entropic_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66114-combined_generalized_entropic_crossfit-c050-event_triggered,formal_or_qualified,715,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66114-kpi_confidence_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66114-kpi_confidence_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66114-kpi_confidence_crossfit-c050-event_triggered,formal_or_qualified,715,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66115-combined_generalized_entropic_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66115-combined_generalized_entropic_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66115-combined_generalized_entropic_crossfit-c050-event_triggered,formal_or_qualified,669,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66115-kpi_confidence_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66115-kpi_confidence_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66115-kpi_confidence_crossfit-c050-event_triggered,formal_or_qualified,669,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66116-combined_generalized_entropic_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66116-combined_generalized_entropic_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66116-combined_generalized_entropic_crossfit-c050-event_triggered,formal_or_qualified,682,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66116-kpi_confidence_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66116-kpi_confidence_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66116-kpi_confidence_crossfit-c050-event_triggered,formal_or_qualified,680,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66117-combined_generalized_entropic_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66117-combined_generalized_entropic_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66117-combined_generalized_entropic_crossfit-c050-event_triggered,formal_or_qualified,679,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66117-kpi_confidence_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66117-kpi_confidence_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66117-kpi_confidence_crossfit-c050-event_triggered,formal_or_qualified,679,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66118-combined_generalized_entropic_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66118-combined_generalized_entropic_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66118-combined_generalized_entropic_crossfit-c050-event_triggered,formal_or_qualified,714,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66118-kpi_confidence_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66118-kpi_confidence_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66118-kpi_confidence_crossfit-c050-event_triggered,formal_or_qualified,714,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66119-combined_generalized_entropic_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66119-combined_generalized_entropic_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66119-combined_generalized_entropic_crossfit-c050-event_triggered,formal_or_qualified,714,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66119-kpi_confidence_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66119-kpi_confidence_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66119-kpi_confidence_crossfit-c050-event_triggered,formal_or_qualified,713,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66120-combined_generalized_entropic_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66120-combined_generalized_entropic_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66120-combined_generalized_entropic_crossfit-c050-event_triggered,formal_or_qualified,715,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66120-kpi_confidence_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66120-kpi_confidence_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66120-kpi_confidence_crossfit-c050-event_triggered,formal_or_qualified,715,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66121-combined_generalized_entropic_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66121-combined_generalized_entropic_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66121-combined_generalized_entropic_crossfit-c050-event_triggered,formal_or_qualified,697,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66121-kpi_confidence_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66121-kpi_confidence_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66121-kpi_confidence_crossfit-c050-event_triggered,formal_or_qualified,695,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66122-combined_generalized_entropic_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66122-combined_generalized_entropic_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66122-combined_generalized_entropic_crossfit-c050-event_triggered,formal_or_qualified,695,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66122-kpi_confidence_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66122-kpi_confidence_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66122-kpi_confidence_crossfit-c050-event_triggered,formal_or_qualified,697,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66123-combined_generalized_entropic_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66123-combined_generalized_entropic_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66123-combined_generalized_entropic_crossfit-c050-event_triggered,formal_or_qualified,709,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66123-kpi_confidence_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66123-kpi_confidence_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66123-kpi_confidence_crossfit-c050-event_triggered,formal_or_qualified,707,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66124-combined_generalized_entropic_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66124-combined_generalized_entropic_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66124-combined_generalized_entropic_crossfit-c050-event_triggered,formal_or_qualified,698,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66124-kpi_confidence_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66124-kpi_confidence_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66124-kpi_confidence_crossfit-c050-event_triggered,formal_or_qualified,698,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66125-combined_generalized_entropic_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66125-combined_generalized_entropic_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66125-combined_generalized_entropic_crossfit-c050-event_triggered,formal_or_qualified,684,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66125-kpi_confidence_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66125-kpi_confidence_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66125-kpi_confidence_crossfit-c050-event_triggered,formal_or_qualified,684,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66126-combined_generalized_entropic_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66126-combined_generalized_entropic_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66126-combined_generalized_entropic_crossfit-c050-event_triggered,formal_or_qualified,698,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66126-kpi_confidence_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66126-kpi_confidence_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66126-kpi_confidence_crossfit-c050-event_triggered,formal_or_qualified,697,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66127-combined_generalized_entropic_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66127-combined_generalized_entropic_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66127-combined_generalized_entropic_crossfit-c050-event_triggered,formal_or_qualified,678,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66127-kpi_confidence_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66127-kpi_confidence_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66127-kpi_confidence_crossfit-c050-event_triggered,formal_or_qualified,676,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66128-combined_generalized_entropic_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66128-combined_generalized_entropic_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66128-combined_generalized_entropic_crossfit-c050-event_triggered,formal_or_qualified,704,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66128-kpi_confidence_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66128-kpi_confidence_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66128-kpi_confidence_crossfit-c050-event_triggered,formal_or_qualified,694,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66129-combined_generalized_entropic_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66129-combined_generalized_entropic_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66129-combined_generalized_entropic_crossfit-c050-event_triggered,formal_or_qualified,697,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66129-kpi_confidence_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66129-kpi_confidence_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66129-kpi_confidence_crossfit-c050-event_triggered,formal_or_qualified,699,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66130-combined_generalized_entropic_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66130-combined_generalized_entropic_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66130-combined_generalized_entropic_crossfit-c050-event_triggered,formal_or_qualified,699,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66130-kpi_confidence_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-private_fragmented-e66130-kpi_confidence_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-private_fragmented-e66130-kpi_confidence_crossfit-c050-event_triggered,formal_or_qualified,689,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-public_shared-e66101-combined_generalized_entropic_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-public_shared-e66101-combined_generalized_entropic_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-public_shared-e66101-combined_generalized_entropic_crossfit-c050-event_triggered,formal_or_qualified,673,True,True,True,True,True,0.0,pass,
raw/development_dynamic/v6-development_dynamic-commercial-compound-public_shared-e66101-kpi_confidence_crossfit-c050-event_triggered/episode.json.gz,raw/development_dynamic/v6-development_dynamic-commercial-compound-public_shared-e66101-kpi_confidence_crossfit-c050-event_triggered/events.jsonl.gz,v6-development_dynamic-commercial-compound-public_shared-e66101-kpi_confidence_crossfit-c050-event_triggered,formal_or_qualified,673,True,True,True,True,True,0.0,pass,
