application,episode,failed_actions,imitation_anchor_accuracy,imitation_anchor_loss,messages,ppo_actor,ppo_entropy,ppo_rows,ppo_total,ppo_value,primary_outcome,reward_sum,rl_training_seed,scenario,total_communication_messages,trigger_activations,variant
commercial,88,2,,,36,,,,,,3.4084518193684854,-7.667257061318172,7304,reliable-nominal-p0.0-o0.0,36,0,no_entropy
humanitarian,89,4,0.83251953125,0.5867241583764553,46,0.0012817050144076348,0.9333423590660095,553,0.4044582831859589,0.8250200080871583,1182.8269746774147,-37.27230985013708,7304,reliable-moderate-p0.5-o0.5,46,0,no_entropy
commercial,90,1,,,52,,,,,,9.779596056119432,-37.57270358076175,7304,intermittent-correlated-p1.0-o0.8,52,0,no_entropy
humanitarian,91,8,,,46,,,,,,2353.2891011216525,-40.438547193678,7304,partition-compound-p1.0-o1.0,46,0,no_entropy
commercial,92,9,,,16,,,,,,10.101669095272257,-34.54241211739793,7304,reliable-nominal-p0.0-o0.0,16,0,no_entropy
humanitarian,93,1,,,58,,,,,,1689.8584136204686,-32.770511667818006,7304,reliable-moderate-p0.5-o0.5,58,0,no_entropy
commercial,94,3,,,36,,,,,,13.674993146888223,-36.95030438512514,7304,intermittent-correlated-p1.0-o0.8,36,0,no_entropy
humanitarian,95,14,,,37,,,,,,2343.6738792462334,-38.67223759077662,7304,partition-compound-p1.0-o1.0,37,0,no_entropy
commercial,96,3,,,41,,,,,,11.965055171494642,-23.158855019945705,7304,reliable-nominal-p0.0-o0.0,41,0,no_entropy
humanitarian,97,10,,,35,,,,,,1704.86435090317,-35.52755960766216,7304,reliable-moderate-p0.5-o0.5,35,0,no_entropy
commercial,98,0,,,40,,,,,,12.583689927473747,-33.37730476958187,7304,intermittent-correlated-p1.0-o0.8,40,0,no_entropy
humanitarian,99,2,0.83203125,0.5624477788805962,57,0.011434408836066723,0.9543642115592956,559,0.31188697822391986,0.6199924194812775,1813.6596088811675,-37.65948234641516,7304,partition-compound-p1.0-o1.0,57,0,no_entropy
commercial,100,7,,,44,,,,,,7.6647930659217565,-25.372488026704037,7304,reliable-nominal-p0.0-o0.0,44,0,no_entropy
humanitarian,101,6,,,38,,,,,,865.0214592847069,-37.39694786905864,7304,reliable-moderate-p0.5-o0.5,38,0,no_entropy
commercial,102,11,,,27,,,,,,13.45462870566167,-34.95480005494599,7304,intermittent-correlated-p1.0-o0.8,27,0,no_entropy
humanitarian,103,1,,,61,,,,,,2296.168760415987,-38.86590740169717,7304,partition-compound-p1.0-o1.0,61,0,no_entropy
commercial,104,6,,,21,,,,,,12.419727281753172,-20.649122314481115,7304,reliable-nominal-p0.0-o0.0,21,0,no_entropy
humanitarian,105,11,,,29,,,,,,1326.8340666656245,-30.038959963065935,7304,reliable-moderate-p0.5-o0.5,29,0,no_entropy
commercial,106,8,,,40,,,,,,13.26176360304425,-43.06999112473799,7304,intermittent-correlated-p1.0-o0.8,40,0,no_entropy
humanitarian,107,6,,,50,,,,,,2211.7196377000337,-30.943907280296557,7304,partition-compound-p1.0-o1.0,50,0,no_entropy
commercial,108,8,0.8779296875,0.5315748043358326,19,0.05551571737974882,0.8536239814758301,513,0.38767934441566465,0.6813997250795364,12.672651247406096,-32.346953915821366,7304,reliable-nominal-p0.0-o0.0,19,0,no_entropy
humanitarian,109,4,,,45,,,,,,742.7400534633623,-8.26062002221143,7304,reliable-moderate-p0.5-o0.5,45,0,no_entropy
commercial,110,1,,,38,,,,,,13.766688250872729,-31.086060822656837,7304,intermittent-correlated-p1.0-o0.8,38,0,no_entropy
humanitarian,111,7,,,55,,,,,,1975.7386784403843,-34.0316801361362,7304,partition-compound-p1.0-o1.0,55,0,no_entropy
commercial,112,0,,,35,,,,,,10.715304965798792,-14.492888243153264,7304,reliable-nominal-p0.0-o0.0,35,0,no_entropy
humanitarian,113,3,,,43,,,,,,963.0221480805076,-39.61458745535882,7304,reliable-moderate-p0.5-o0.5,43,0,no_entropy
commercial,114,1,,,52,,,,,,14.741426409843914,-34.84316807090342,7304,intermittent-correlated-p1.0-o0.8,52,0,no_entropy
humanitarian,115,16,,,52,,,,,,2691.7002613402483,-40.51684479918672,7304,partition-compound-p1.0-o1.0,52,0,no_entropy
commercial,116,3,,,33,,,,,,9.446064924403538,-23.68763610833616,7304,reliable-nominal-p0.0-o0.0,33,0,no_entropy
humanitarian,117,8,0.87451171875,0.5054676104336977,47,-0.010120122581720353,0.871571569442749,548,0.2962337225675583,0.6301391172409058,1411.1618941225038,-43.1044229035066,7304,reliable-moderate-p0.5-o0.5,47,0,no_entropy
commercial,118,0,,,37,,,,,,12.238096553841036,-39.54775720461204,7304,intermittent-correlated-p1.0-o0.8,37,0,no_entropy
humanitarian,119,0,,,55,,,,,,1908.0690685122488,-29.861601963459314,7304,partition-compound-p1.0-o1.0,55,0,no_entropy
commercial,120,6,,,21,,,,,,12.924983256721553,-43.07679772180419,7304,reliable-nominal-p0.0-o0.0,21,0,no_entropy
humanitarian,121,3,,,47,,,,,,1593.9770938601987,-36.47980043438894,7304,reliable-moderate-p0.5-o0.5,47,0,no_entropy
commercial,122,1,,,37,,,,,,12.732722649720401,-45.83840180644261,7304,intermittent-correlated-p1.0-o0.8,37,0,no_entropy
humanitarian,123,8,,,46,,,,,,1971.7969874299192,-39.82715290447901,7304,partition-compound-p1.0-o1.0,46,0,no_entropy
commercial,124,1,,,37,,,,,,10.817492620064103,-33.46496544551069,7304,reliable-nominal-p0.0-o0.0,37,0,no_entropy
humanitarian,125,0,,,45,,,,,,526.3444597097789,-23.634947022324997,7304,reliable-moderate-p0.5-o0.5,45,0,no_entropy
commercial,126,10,,,34,,,,,,14.393001507528655,-35.12808550390208,7304,intermittent-correlated-p1.0-o0.8,34,0,no_entropy
humanitarian,127,16,0.88525390625,0.4868651647120714,46,-0.016384628862142564,0.8163682675361633,570,0.32541136831045153,0.6999193584918976,1523.228223591182,-41.134832450698724,7304,partition-compound-p1.0-o1.0,46,0,no_entropy
commercial,128,5,,,25,,,,,,12.008697206790359,-38.289042352855496,7304,reliable-nominal-p0.0-o0.0,25,0,no_entropy
humanitarian,129,7,,,45,,,,,,1470.0021833442713,-33.819714633098506,7304,reliable-moderate-p0.5-o0.5,45,0,no_entropy
commercial,130,2,,,44,,,,,,13.223573139314928,-45.3183622696283,7304,intermittent-correlated-p1.0-o0.8,44,0,no_entropy
humanitarian,131,7,,,47,,,,,,1735.83529520861,-39.639947933807186,7304,partition-compound-p1.0-o1.0,47,0,no_entropy
commercial,132,7,,,30,,,,,,8.243608383958668,-30.540621266783273,7304,reliable-nominal-p0.0-o0.0,30,0,no_entropy
humanitarian,133,3,,,50,,,,,,1025.703582998442,-39.63721370554767,7304,reliable-moderate-p0.5-o0.5,50,0,no_entropy
commercial,134,14,,,37,,,,,,13.835203980362056,-33.80498602816488,7304,intermittent-correlated-p1.0-o0.8,37,0,no_entropy
humanitarian,135,13,,,41,,,,,,2133.750286311456,-36.32579822521017,7304,partition-compound-p1.0-o1.0,41,0,no_entropy
commercial,136,4,0.88916015625,0.47184380516409874,31,-0.000906960517168045,0.8186273336410522,528,0.35331024318933485,0.7248069405555725,12.523195681523958,-18.38290000888848,7304,reliable-nominal-p0.0-o0.0,31,0,no_entropy
humanitarian,137,0,,,53,,,,,,1734.4994986169415,-30.402942569410758,7304,reliable-moderate-p0.5-o0.5,53,0,no_entropy
commercial,138,0,,,33,,,,,,9.67127784852179,-37.333258994477085,7304,intermittent-correlated-p1.0-o0.8,33,0,no_entropy
humanitarian,139,11,,,41,,,,,,1713.251958702328,-46.486860931959875,7304,partition-compound-p1.0-o1.0,41,0,no_entropy
commercial,140,9,,,17,,,,,,12.097006291348718,-17.148197942399264,7304,reliable-nominal-p0.0-o0.0,17,0,no_entropy
humanitarian,141,6,,,42,,,,,,1464.8433064304993,-29.468445393543295,7304,reliable-moderate-p0.5-o0.5,42,0,no_entropy
commercial,142,19,,,14,,,,,,12.743180556359826,-41.90744456723911,7304,intermittent-correlated-p1.0-o0.8,14,0,no_entropy
humanitarian,143,5,,,57,,,,,,1845.7956609449227,-31.613878723567403,7304,partition-compound-p1.0-o1.0,57,0,no_entropy
commercial,144,8,,,37,,,,,,11.513312976003524,-27.198852412682257,7304,reliable-nominal-p0.0-o0.0,37,0,no_entropy
humanitarian,145,3,0.8818359375,0.4517702590674162,44,0.03467781394720078,0.7579874658584594,514,0.2879293951392174,0.5216629078239202,694.1342151298018,-34.58043084953803,7304,reliable-moderate-p0.5-o0.5,44,0,no_entropy
commercial,146,12,,,24,,,,,,14.11464371206018,-38.18018887724208,7304,intermittent-correlated-p1.0-o0.8,24,0,no_entropy
humanitarian,147,10,,,61,,,,,,2005.2812946584327,-39.293019270468044,7304,partition-compound-p1.0-o1.0,61,0,no_entropy
commercial,148,7,,,41,,,,,,9.48817363545069,-25.634531286135804,7304,reliable-nominal-p0.0-o0.0,41,0,no_entropy
humanitarian,149,17,,,47,,,,,,1379.3785300592522,-30.12570083089954,7304,reliable-moderate-p0.5-o0.5,47,0,no_entropy
commercial,150,5,,,42,,,,,,12.791730662702202,-39.48367263191451,7304,intermittent-correlated-p1.0-o0.8,42,0,no_entropy
humanitarian,151,2,,,65,,,,,,2513.9220191925274,-42.670712716843546,7304,partition-compound-p1.0-o1.0,65,0,no_entropy
commercial,152,5,,,25,,,,,,11.064307720268758,-32.30364226872576,7304,reliable-nominal-p0.0-o0.0,25,0,no_entropy
humanitarian,153,6,,,36,,,,,,1087.8637468713757,-18.6243220603678,7304,reliable-moderate-p0.5-o0.5,36,0,no_entropy
commercial,154,8,0.89697265625,0.43700774013996124,26,-0.03271153051406145,0.755739688873291,528,0.2554762542247772,0.5914903604984283,12.289322740403946,-44.48067838569769,7304,intermittent-correlated-p1.0-o0.8,26,0,no_entropy
humanitarian,155,26,,,41,,,,,,2429.4468080548895,-41.71302016656314,7304,partition-compound-p1.0-o1.0,41,0,no_entropy
commercial,156,7,,,20,,,,,,12.790365839340545,-38.493755984886214,7304,reliable-nominal-p0.0-o0.0,20,0,no_entropy
humanitarian,157,7,,,45,,,,,,713.4850815625485,-30.480860868499274,7304,reliable-moderate-p0.5-o0.5,45,0,no_entropy
commercial,158,0,,,41,,,,,,12.696285585191015,-46.82333765387009,7304,intermittent-correlated-p1.0-o0.8,41,0,no_entropy
humanitarian,159,6,,,62,,,,,,2350.6383512417647,-34.99444151183262,7304,partition-compound-p1.0-o1.0,62,0,no_entropy
commercial,160,5,,,24,,,,,,6.36034940189255,-24.85427961808625,7304,reliable-nominal-p0.0-o0.0,24,0,no_entropy
humanitarian,161,2,,,36,,,,,,1417.747937355832,-28.20669196712458,7304,reliable-moderate-p0.5-o0.5,36,0,no_entropy
commercial,162,18,,,32,,,,,,12.881774404512194,-45.77459926992416,7304,intermittent-correlated-p1.0-o0.8,32,0,no_entropy
humanitarian,163,0,0.89892578125,0.4249419141560793,69,-0.031213862225413322,0.6769402277469635,521,0.2834242244064808,0.6428149819374085,2136.657978536518,-42.43483801566449,7304,partition-compound-p1.0-o1.0,69,0,no_entropy
commercial,164,5,,,26,,,,,,9.218563121973057,-21.66166329638962,7304,reliable-nominal-p0.0-o0.0,26,0,no_entropy
humanitarian,165,14,,,30,,,,,,1049.9347527826299,-35.05072866621939,7304,reliable-moderate-p0.5-o0.5,30,0,no_entropy
commercial,166,1,,,31,,,,,,13.619587663097981,-39.144239283667524,7304,intermittent-correlated-p1.0-o0.8,31,0,no_entropy
humanitarian,167,1,,,59,,,,,,1748.7169542936092,-33.64946513898743,7304,partition-compound-p1.0-o1.0,59,0,no_entropy
commercial,168,6,,,39,,,,,,10.931248181538725,-17.903149857703,7304,reliable-nominal-p0.0-o0.0,39,0,no_entropy
humanitarian,169,7,,,44,,,,,,610.4534178507021,-24.54109990973193,7304,reliable-moderate-p0.5-o0.5,44,0,no_entropy
commercial,170,8,,,30,,,,,,13.472310940967697,-41.185318879697654,7304,intermittent-correlated-p1.0-o0.8,30,0,no_entropy
humanitarian,171,2,,,61,,,,,,1307.1256627995206,-41.020244720421054,7304,partition-compound-p1.0-o1.0,61,0,no_entropy
commercial,172,0,,,31,,,,,,13.299910339597169,-28.021146737960866,7304,reliable-nominal-p0.0-o0.0,31,0,no_entropy
humanitarian,173,0,0.90966796875,0.4116069469600916,49,-0.005188553165644407,0.7136687183380127,567,0.27979478942230346,0.5842400586605072,1606.5360790575792,-34.646400072080226,7304,reliable-moderate-p0.5-o0.5,49,0,no_entropy
commercial,174,9,,,28,,,,,,12.527533181329732,-40.59375968055817,7304,intermittent-correlated-p1.0-o0.8,28,0,no_entropy
humanitarian,175,1,,,65,,,,,,1853.408927337779,-23.73571233082746,7304,partition-compound-p1.0-o1.0,65,0,no_entropy
commercial,176,8,,,34,,,,,,12.929695842482014,-45.32656524130869,7304,reliable-nominal-p0.0-o0.0,34,0,no_entropy
humanitarian,177,14,,,29,,,,,,1373.5346794389172,-34.57829825442359,7304,reliable-moderate-p0.5-o0.5,29,0,no_entropy
commercial,178,0,,,26,,,,,,12.505661017463707,-26.17319156866245,7304,intermittent-correlated-p1.0-o0.8,26,0,no_entropy
humanitarian,179,15,,,60,,,,,,1634.0354857625914,-35.7758685239233,7304,partition-compound-p1.0-o1.0,60,0,no_entropy
commercial,180,3,,,32,,,,,,12.91810184408205,-40.64872136027297,7304,reliable-nominal-p0.0-o0.0,32,0,no_entropy
humanitarian,181,13,,,30,,,,,,1203.3413089669705,-42.908325274028535,7304,reliable-moderate-p0.5-o0.5,30,0,no_entropy
commercial,182,1,,,43,,,,,,14.503460682302343,-36.6034744709975,7304,intermittent-correlated-p1.0-o0.8,43,0,no_entropy
humanitarian,183,8,0.91064453125,0.4019819349050522,56,-0.0014682399109005929,0.6839379024505615,561,0.31849676966667173,0.6536087691783905,1928.2904402136073,-40.20644297937534,7304,partition-compound-p1.0-o1.0,56,0,no_entropy
commercial,184,2,,,33,,,,,,7.942518035734684,-22.937261702477215,7304,reliable-nominal-p0.0-o0.0,33,0,no_entropy
humanitarian,185,7,,,44,,,,,,1386.4407066938531,-38.23158500573735,7304,reliable-moderate-p0.5-o0.5,44,0,no_entropy
commercial,186,3,,,45,,,,,,12.679399518855657,-40.00597524948387,7304,intermittent-correlated-p1.0-o0.8,45,0,no_entropy
humanitarian,187,14,,,47,,,,,,2567.7557640383893,-36.7085977692746,7304,partition-compound-p1.0-o1.0,47,0,no_entropy
commercial,188,13,,,19,,,,,,12.334926225541201,-27.07061282157688,7304,reliable-nominal-p0.0-o0.0,19,0,no_entropy
humanitarian,189,5,,,25,,,,,,1017.8676324362094,-26.25784410756012,7304,reliable-moderate-p0.5-o0.5,25,0,no_entropy
commercial,190,2,,,36,,,,,,14.827411770024582,-31.812590982667178,7304,intermittent-correlated-p1.0-o0.8,36,0,no_entropy
humanitarian,191,21,0.9111328125,0.3969816602766514,48,-0.005607420578598976,0.6765928626060486,463,0.28476391471922397,0.5942745327949523,2580.2622178549273,-35.070040277033165,7304,partition-compound-p1.0-o1.0,48,0,no_entropy
commercial,0,5,,,17,,,,,,13.789032009182215,-33.36791291481643,7305,reliable-nominal-p0.0-o0.0,17,0,no_entropy
humanitarian,1,1,,,58,,,,,,552.8865351750743,-19.309200871647402,7305,reliable-moderate-p0.5-o0.5,58,0,no_entropy
commercial,2,5,,,39,,,,,,12.249998525161015,-42.27500487555823,7305,intermittent-correlated-p1.0-o0.8,39,0,no_entropy
humanitarian,3,11,,,28,,,,,,2317.2188566364084,-42.04028678691832,7305,partition-compound-p1.0-o1.0,28,0,no_entropy
commercial,4,14,,,26,,,,,,12.366669373164427,-23.11677904842033,7305,reliable-nominal-p0.0-o0.0,26,0,no_entropy
humanitarian,5,0,,,55,,,,,,827.506490897012,-24.115759167218712,7305,reliable-moderate-p0.5-o0.5,55,0,no_entropy
commercial,6,3,,,42,,,,,,11.348482476372148,-41.3575785942773,7305,intermittent-correlated-p1.0-o0.8,42,0,no_entropy
humanitarian,7,9,,,35,,,,,,1733.527937599138,-42.98589286276331,7305,partition-compound-p1.0-o1.0,35,0,no_entropy
commercial,8,6,,,25,,,,,,9.942933944377751,-18.55531607285864,7305,reliable-nominal-p0.0-o0.0,25,0,no_entropy
humanitarian,9,0,0.8154296875,0.814680065959692,52,0.00281425666064024,1.2540197229385377,559,0.6140906578302383,1.2476331663131714,1003.898308301574,-33.025716806463166,7305,reliable-moderate-p0.5-o0.5,52,0,no_entropy
commercial,10,10,,,23,,,,,,13.458011126303198,-41.56415512784585,7305,intermittent-correlated-p1.0-o0.8,23,0,no_entropy
humanitarian,11,7,,,46,,,,,,2080.2020375732236,-33.04806189747203,7305,partition-compound-p1.0-o1.0,46,0,no_entropy
commercial,12,13,,,22,,,,,,13.298178736741589,-27.238825185941053,7305,reliable-nominal-p0.0-o0.0,22,0,no_entropy
humanitarian,13,11,,,38,,,,,,787.1858026283115,-36.96284046924434,7305,reliable-moderate-p0.5-o0.5,38,0,no_entropy
commercial,14,1,,,31,,,,,,12.815797572451109,-41.24324237525307,7305,intermittent-correlated-p1.0-o0.8,31,0,no_entropy
humanitarian,15,0,,,52,,,,,,1618.2318565984735,-42.330204371538855,7305,partition-compound-p1.0-o1.0,52,0,no_entropy
commercial,16,3,,,28,,,,,,12.362741251327586,-42.449418516671756,7305,reliable-nominal-p0.0-o0.0,28,0,no_entropy
humanitarian,17,3,,,46,,,,,,1221.22841375818,-27.386476370667555,7305,reliable-moderate-p0.5-o0.5,46,0,no_entropy
commercial,18,2,,,51,,,,,,12.376464385269584,-42.993034973008676,7305,intermittent-correlated-p1.0-o0.8,51,0,no_entropy
humanitarian,19,5,0.82177734375,0.7760887742042542,62,-0.004309132304042578,1.208680396080017,567,0.5923000258207322,1.2173919200897216,2133.9068550845495,-41.74010698008206,7305,partition-compound-p1.0-o1.0,62,0,no_entropy
commercial,20,1,,,22,,,,,,14.027914762140583,-31.69002406442266,7305,reliable-nominal-p0.0-o0.0,22,0,no_entropy
humanitarian,21,1,,,55,,,,,,728.5826926589592,-20.003119552629062,7305,reliable-moderate-p0.5-o0.5,55,0,no_entropy
commercial,22,2,,,34,,,,,,13.13650505719114,-46.08527601422756,7305,intermittent-correlated-p1.0-o0.8,34,0,no_entropy
humanitarian,23,1,,,57,,,,,,1625.8855568746137,-34.85076413541825,7305,partition-compound-p1.0-o1.0,57,0,no_entropy
commercial,24,0,,,25,,,,,,12.37963473326088,-30.456852618340744,7305,reliable-nominal-p0.0-o0.0,25,0,no_entropy
humanitarian,25,3,,,33,,,,,,1705.1970917290957,-32.24272844115974,7305,reliable-moderate-p0.5-o0.5,33,0,no_entropy
commercial,26,14,,,18,,,,,,13.12406064684596,-41.34332785830018,7305,intermittent-correlated-p1.0-o0.8,18,0,no_entropy
humanitarian,27,9,,,53,,,,,,2444.987156841958,-33.655376623771424,7305,partition-compound-p1.0-o1.0,53,0,no_entropy
commercial,28,1,,,34,,,,,,11.193742733874977,-33.41839787374757,7305,reliable-nominal-p0.0-o0.0,34,0,no_entropy
humanitarian,29,4,0.8251953125,0.7355862222611904,53,-0.004720087572932244,1.1818803787231444,547,0.40151940658688545,0.8361165928840637,1413.6150623998008,-31.767825713327454,7305,reliable-moderate-p0.5-o0.5,53,0,no_entropy
commercial,30,1,,,40,,,,,,13.326214997301033,-47.5737505852562,7305,intermittent-correlated-p1.0-o0.8,40,0,no_entropy
humanitarian,31,8,,,40,,,,,,1303.8268973786041,-40.38202118282954,7305,partition-compound-p1.0-o1.0,40,0,no_entropy
commercial,32,4,,,15,,,,,,9.390866290193363,-34.18223672531491,7305,reliable-nominal-p0.0-o0.0,15,0,no_entropy
humanitarian,33,1,,,54,,,,,,826.1522188480083,-41.092937527121464,7305,reliable-moderate-p0.5-o0.5,54,0,no_entropy
commercial,34,2,,,45,,,,,,12.769876706206759,-38.40600717116762,7305,intermittent-correlated-p1.0-o0.8,45,0,no_entropy
humanitarian,35,7,,,48,,,,,,2429.195671692489,-37.77786494707486,7305,partition-compound-p1.0-o1.0,48,0,no_entropy
commercial,36,6,,,18,,,,,,13.20761119496227,-39.445300666881586,7305,reliable-nominal-p0.0-o0.0,18,0,no_entropy
humanitarian,37,7,,,38,,,,,,1454.2074517435353,-37.68669717796556,7305,reliable-moderate-p0.5-o0.5,38,0,no_entropy
commercial,38,23,,,28,,,,,,13.141981473503757,-43.770232411327505,7305,intermittent-correlated-p1.0-o0.8,28,0,no_entropy
humanitarian,39,3,0.830078125,0.6976193636655807,62,-0.005022182315587998,1.0898519372940063,561,0.53958316385746,1.1110077142715453,1551.360451725645,-44.47476461876536,7305,partition-compound-p1.0-o1.0,62,0,no_entropy
commercial,40,8,,,32,,,,,,13.080689008933959,-40.16194947433797,7305,reliable-nominal-p0.0-o0.0,32,0,no_entropy
humanitarian,41,2,,,52,,,,,,1240.226117917761,-26.480083564741946,7305,reliable-moderate-p0.5-o0.5,52,0,no_entropy
commercial,42,2,,,37,,,,,,12.934497666353616,-44.86896262610303,7305,intermittent-correlated-p1.0-o0.8,37,0,no_entropy
humanitarian,43,4,,,43,,,,,,1802.7054037897826,-34.96825456739567,7305,partition-compound-p1.0-o1.0,43,0,no_entropy
commercial,44,2,,,41,,,,,,13.845731393386083,-37.6101188588192,7305,reliable-nominal-p0.0-o0.0,41,0,no_entropy
humanitarian,45,2,,,50,,,,,,1175.4796096988243,-17.22926514366937,7305,reliable-moderate-p0.5-o0.5,50,0,no_entropy
commercial,46,4,,,27,,,,,,13.567650542832109,-39.184680636016815,7305,intermittent-correlated-p1.0-o0.8,27,0,no_entropy
humanitarian,47,4,,,52,,,,,,1935.999055762551,-42.144391149831,7305,partition-compound-p1.0-o1.0,52,0,no_entropy
commercial,48,0,,,23,,,,,,11.456939918271322,-26.017819929036133,7305,reliable-nominal-p0.0-o0.0,23,0,no_entropy
humanitarian,49,0,0.8408203125,0.6594205722212791,49,0.004000893831253052,1.1177132034301758,558,0.43958979070186616,0.8935320734977722,1677.5113708286215,-28.991181408601122,7305,reliable-moderate-p0.5-o0.5,49,0,no_entropy
commercial,50,7,,,31,,,,,,11.418088236137514,-41.01097535540282,7305,intermittent-correlated-p1.0-o0.8,31,0,no_entropy
humanitarian,51,9,,,50,,,,,,1746.4403407564967,-47.03924992378761,7305,partition-compound-p1.0-o1.0,50,0,no_entropy
commercial,52,9,,,20,,,,,,12.099386777550254,-36.021491437406496,7305,reliable-nominal-p0.0-o0.0,20,0,no_entropy
humanitarian,53,3,,,41,,,,,,1332.094240283801,-30.98999062351999,7305,reliable-moderate-p0.5-o0.5,41,0,no_entropy
commercial,54,12,,,37,,,,,,14.146490874201236,-38.12081650620738,7305,intermittent-correlated-p1.0-o0.8,37,0,no_entropy
humanitarian,55,1,,,62,,,,,,1592.6976319678818,-44.51017983000159,7305,partition-compound-p1.0-o1.0,62,0,no_entropy
commercial,56,2,,,31,,,,,,13.475384873634313,-30.949898693523128,7305,reliable-nominal-p0.0-o0.0,31,0,no_entropy
humanitarian,57,3,,,60,,,,,,1166.4743655916577,-20.544624278459093,7305,reliable-moderate-p0.5-o0.5,60,0,no_entropy
commercial,58,12,,,20,,,,,,13.54388859278363,-39.90019868102158,7305,intermittent-correlated-p1.0-o0.8,20,0,no_entropy
humanitarian,59,9,0.84033203125,0.6266350150108337,53,-0.009404834285378456,1.0446004724502564,562,0.46192633353173734,0.9635543322563171,2547.637004248067,-47.74024022469199,7305,partition-compound-p1.0-o1.0,53,0,no_entropy
commercial,60,6,,,26,,,,,,12.60375797499627,-30.843383073384086,7305,reliable-nominal-p0.0-o0.0,26,0,no_entropy
humanitarian,61,5,,,49,,,,,,1329.6233317540757,-31.684694785720062,7305,reliable-moderate-p0.5-o0.5,49,0,no_entropy
commercial,62,10,,,39,,,,,,12.000433820145295,-40.71997317496552,7305,intermittent-correlated-p1.0-o0.8,39,0,no_entropy
humanitarian,63,1,,,49,,,,,,2156.4604049743707,-35.48516984539288,7305,partition-compound-p1.0-o1.0,49,0,no_entropy
commercial,64,3,,,30,,,,,,13.36489260426871,-37.81608284966565,7305,reliable-nominal-p0.0-o0.0,30,0,no_entropy
humanitarian,65,4,,,49,,,,,,776.068360249532,-23.559503839250667,7305,reliable-moderate-p0.5-o0.5,49,0,no_entropy
commercial,66,9,,,39,,,,,,12.72965534410509,-45.54029582299885,7305,intermittent-correlated-p1.0-o0.8,39,0,no_entropy
humanitarian,67,2,,,41,,,,,,1541.7603200540257,-42.499848162348286,7305,partition-compound-p1.0-o1.0,41,0,no_entropy
commercial,68,11,,,19,,,,,,11.283197620454452,-34.97148846856341,7305,reliable-nominal-p0.0-o0.0,19,0,no_entropy
humanitarian,69,12,0.83984375,0.600140918046236,35,-0.007422258481383324,0.9903908801078797,566,0.40968916594982147,0.8540306758880615,1344.9647690932504,-34.8413213676794,7305,reliable-moderate-p0.5-o0.5,35,0,no_entropy
commercial,70,1,,,30,,,,,,13.271542865714121,-31.481379183170816,7305,intermittent-correlated-p1.0-o0.8,30,0,no_entropy
humanitarian,71,2,,,52,,,,,,2391.797606696865,-44.113914442385735,7305,partition-compound-p1.0-o1.0,52,0,no_entropy
commercial,72,7,,,32,,,,,,8.204267022426027,-29.16276933180984,7305,reliable-nominal-p0.0-o0.0,32,0,no_entropy
humanitarian,73,2,,,47,,,,,,610.1159026102545,-30.53182421962729,7305,reliable-moderate-p0.5-o0.5,47,0,no_entropy
commercial,74,4,,,35,,,,,,12.908180215011699,-39.60187557528591,7305,intermittent-correlated-p1.0-o0.8,35,0,no_entropy
humanitarian,75,9,,,51,,,,,,2314.668031728624,-36.489773504612955,7305,partition-compound-p1.0-o1.0,51,0,no_entropy
commercial,76,1,,,38,,,,,,6.739225777208697,-3.3231552491040284,7305,reliable-nominal-p0.0-o0.0,38,0,no_entropy
humanitarian,77,7,,,60,,,,,,627.1866427825959,-22.16035981551462,7305,reliable-moderate-p0.5-o0.5,60,0,no_entropy
commercial,78,11,0.8505859375,0.5649473592638969,30,-0.00035631395876407624,0.9797118949890137,524,0.3551382333040237,0.7305833274126052,13.793024121295211,-37.276087169980876,7305,intermittent-correlated-p1.0-o0.8,30,0,no_entropy
humanitarian,79,4,,,44,,,,,,2334.7329325339188,-42.29095377214169,7305,partition-compound-p1.0-o1.0,44,0,no_entropy
commercial,80,9,,,17,,,,,,13.963966132925021,-33.89023963298919,7305,reliable-nominal-p0.0-o0.0,17,0,no_entropy
humanitarian,81,1,,,45,,,,,,1680.5234448126264,-32.75825464637352,7305,reliable-moderate-p0.5-o0.5,45,0,no_entropy
commercial,82,12,,,27,,,,,,12.255224008487835,-44.747707573293724,7305,intermittent-correlated-p1.0-o0.8,27,0,no_entropy
humanitarian,83,0,,,51,,,,,,2168.019387733688,-39.22129250882077,7305,partition-compound-p1.0-o1.0,51,0,no_entropy
commercial,84,0,,,45,,,,,,8.143908389421716,-22.341168368892586,7305,reliable-nominal-p0.0-o0.0,45,0,no_entropy
humanitarian,85,0,,,49,,,,,,1335.8512600265537,-38.704139033993975,7305,reliable-moderate-p0.5-o0.5,49,0,no_entropy
commercial,86,1,,,45,,,,,,13.417942230258435,-35.9402716989122,7305,intermittent-correlated-p1.0-o0.8,45,0,no_entropy
humanitarian,87,4,,,49,,,,,,1764.1398035608347,-47.235078925020716,7305,partition-compound-p1.0-o1.0,49,0,no_entropy
commercial,88,6,0.85791015625,0.5404104273766279,21,-0.010670240204781294,0.9264574170112609,538,0.3999368765950203,0.8397433817386627,13.849054280060162,-27.922004051371076,7305,reliable-nominal-p0.0-o0.0,21,0,no_entropy
humanitarian,89,10,,,41,,,,,,1704.6122741158028,-27.29714601385443,7305,reliable-moderate-p0.5-o0.5,41,0,no_entropy
commercial,90,12,,,23,,,,,,12.690532297042227,-44.81977424911183,7305,intermittent-correlated-p1.0-o0.8,23,0,no_entropy
