application,episode,failed_actions,imitation_anchor_accuracy,imitation_anchor_loss,messages,ppo_actor,ppo_entropy,ppo_rows,ppo_total,ppo_value,primary_outcome,reward_sum,rl_training_seed,scenario,total_communication_messages,trigger_activations,variant
commercial,0,0,,,32,,,,,,10.00056739084051,-21.554950396520624,7301,reliable-nominal-p0.0-o0.0,32,0,no_entropy
humanitarian,1,6,,,41,,,,,,1368.0605671970004,-34.014788110564034,7301,reliable-moderate-p0.5-o0.5,41,0,no_entropy
commercial,2,0,,,33,,,,,,14.30462138865309,-36.377697348764606,7301,intermittent-correlated-p1.0-o0.8,33,0,no_entropy
humanitarian,3,2,,,58,,,,,,2424.673128076345,-38.22713188928447,7301,partition-compound-p1.0-o1.0,58,0,no_entropy
commercial,4,2,,,33,,,,,,6.900861515037201,-14.416756013947696,7301,reliable-nominal-p0.0-o0.0,33,0,no_entropy
humanitarian,5,2,,,62,,,,,,1386.0666984469397,-28.848688274093597,7301,reliable-moderate-p0.5-o0.5,62,0,no_entropy
commercial,6,5,,,27,,,,,,14.055304271652833,-35.35175977013619,7301,intermittent-correlated-p1.0-o0.8,27,0,no_entropy
humanitarian,7,2,,,47,,,,,,2167.354675695574,-45.96228750933308,7301,partition-compound-p1.0-o1.0,47,0,no_entropy
commercial,8,0,,,31,,,,,,12.93605626952764,-24.68488077264103,7301,reliable-nominal-p0.0-o0.0,31,0,no_entropy
humanitarian,9,2,0.79833984375,0.8504436388611794,37,-0.01192914143204689,1.2029478883743285,552,0.5425033113360405,1.1329238605499268,1252.2429724677522,-28.98139800905774,7301,reliable-moderate-p0.5-o0.5,37,0,no_entropy
commercial,10,2,,,28,,,,,,13.935469566813369,-34.3481954580936,7301,intermittent-correlated-p1.0-o0.8,28,0,no_entropy
humanitarian,11,2,,,74,,,,,,1923.8184707794828,-30.6926030186711,7301,partition-compound-p1.0-o1.0,74,0,no_entropy
commercial,12,4,,,22,,,,,,8.981614556425821,-25.483837956487633,7301,reliable-nominal-p0.0-o0.0,22,0,no_entropy
humanitarian,13,15,,,46,,,,,,1454.6652412081387,-35.10501338521524,7301,reliable-moderate-p0.5-o0.5,46,0,no_entropy
commercial,14,1,,,41,,,,,,13.100860353478433,-43.284885898920265,7301,intermittent-correlated-p1.0-o0.8,41,0,no_entropy
humanitarian,15,2,,,61,,,,,,1247.4391971239434,-36.49951070705693,7301,partition-compound-p1.0-o1.0,61,0,no_entropy
commercial,16,8,,,42,,,,,,11.892891802577735,-21.300638416761725,7301,reliable-nominal-p0.0-o0.0,42,0,no_entropy
humanitarian,17,1,,,41,,,,,,418.75464451881885,-20.695726702280428,7301,reliable-moderate-p0.5-o0.5,41,0,no_entropy
commercial,18,6,0.80712890625,0.8227339647710323,29,0.008577358275651932,1.136000807285309,521,0.4798776439204812,0.9653205931186676,11.69378995738008,-43.14485767975831,7301,intermittent-correlated-p1.0-o0.8,29,0,no_entropy
humanitarian,19,0,,,62,,,,,,2293.777288093762,-37.091672387227455,7301,partition-compound-p1.0-o1.0,62,0,no_entropy
commercial,20,8,,,22,,,,,,13.281683142430825,-28.163239111592773,7301,reliable-nominal-p0.0-o0.0,22,0,no_entropy
humanitarian,21,3,,,48,,,,,,1283.138934125493,-21.915417510784994,7301,reliable-moderate-p0.5-o0.5,48,0,no_entropy
commercial,22,0,,,35,,,,,,14.81397329384264,-30.28161339484366,7301,intermittent-correlated-p1.0-o0.8,35,0,no_entropy
humanitarian,23,2,,,42,,,,,,2473.0433913183615,-30.376555555687933,7301,partition-compound-p1.0-o1.0,42,0,no_entropy
commercial,24,7,,,23,,,,,,12.682407648184713,-36.3894065222689,7301,reliable-nominal-p0.0-o0.0,23,0,no_entropy
humanitarian,25,2,,,62,,,,,,605.0346201528845,-27.78236676902789,7301,reliable-moderate-p0.5-o0.5,62,0,no_entropy
commercial,26,4,,,27,,,,,,13.644599839015333,-41.12618676947551,7301,intermittent-correlated-p1.0-o0.8,27,0,no_entropy
humanitarian,27,12,,,46,,,,,,2317.642179542495,-41.975472247847776,7301,partition-compound-p1.0-o1.0,46,0,no_entropy
commercial,28,2,0.80126953125,0.7902745679020882,25,0.005559118241071701,1.1095181703567505,550,0.4482408618927002,0.9075538468360901,12.705931308602732,-43.34710498918591,7301,reliable-nominal-p0.0-o0.0,25,0,no_entropy
humanitarian,29,7,,,32,,,,,,1252.5301340540352,-25.52446088714085,7301,reliable-moderate-p0.5-o0.5,32,0,no_entropy
commercial,30,7,,,37,,,,,,11.18576943334944,-37.95309863619128,7301,intermittent-correlated-p1.0-o0.8,37,0,no_entropy
humanitarian,31,5,,,53,,,,,,2454.8523733679312,-34.67532005519791,7301,partition-compound-p1.0-o1.0,53,0,no_entropy
commercial,32,7,,,42,,,,,,12.592370651834994,-22.266824366196044,7301,reliable-nominal-p0.0-o0.0,42,0,no_entropy
humanitarian,33,9,,,32,,,,,,1498.2925847050824,-33.41030373890696,7301,reliable-moderate-p0.5-o0.5,32,0,no_entropy
commercial,34,0,,,40,,,,,,14.574596702668167,-36.21688688855835,7301,intermittent-correlated-p1.0-o0.8,40,0,no_entropy
humanitarian,35,9,,,56,,,,,,2123.4661284530703,-46.062095999864624,7301,partition-compound-p1.0-o1.0,56,0,no_entropy
commercial,36,4,,,23,,,,,,12.877922886567573,-25.80294524754528,7301,reliable-nominal-p0.0-o0.0,23,0,no_entropy
humanitarian,37,9,0.794921875,0.7572878114879131,45,-0.11567915789783001,1.0688497090339661,514,0.25504678040742873,0.762828871011734,1440.179662540282,-34.00603766320587,7301,reliable-moderate-p0.5-o0.5,45,0,no_entropy
commercial,38,8,,,35,,,,,,13.776862024463282,-37.483453657567395,7301,intermittent-correlated-p1.0-o0.8,35,0,no_entropy
humanitarian,39,0,,,52,,,,,,2382.1856874017953,-40.00573112310163,7301,partition-compound-p1.0-o1.0,52,0,no_entropy
commercial,40,6,,,22,,,,,,12.486946496872669,-36.722389474521044,7301,reliable-nominal-p0.0-o0.0,22,0,no_entropy
humanitarian,41,2,,,49,,,,,,672.8464299357156,-23.80223303216618,7301,reliable-moderate-p0.5-o0.5,49,0,no_entropy
commercial,42,4,,,37,,,,,,12.830632345856616,-46.2709040984648,7301,intermittent-correlated-p1.0-o0.8,37,0,no_entropy
humanitarian,43,4,,,43,,,,,,1666.9788323470113,-44.033221386164776,7301,partition-compound-p1.0-o1.0,43,0,no_entropy
commercial,44,0,,,28,,,,,,10.257554251448406,-23.904433727674,7301,reliable-nominal-p0.0-o0.0,28,0,no_entropy
humanitarian,45,6,,,43,,,,,,1019.1697086867822,-36.7436237337641,7301,reliable-moderate-p0.5-o0.5,43,0,no_entropy
commercial,46,1,,,24,,,,,,13.771165484894095,-38.7155276559814,7301,intermittent-correlated-p1.0-o0.8,24,0,no_entropy
humanitarian,47,12,0.8017578125,0.7320312708616257,51,-0.00878898600116372,1.0650606012344361,550,0.4886233901977539,1.0161259603500366,2244.274229493664,-40.38053486465529,7301,partition-compound-p1.0-o1.0,51,0,no_entropy
commercial,48,5,,,23,,,,,,8.893848365625443,-30.665395559398732,7301,reliable-nominal-p0.0-o0.0,23,0,no_entropy
humanitarian,49,6,,,29,,,,,,945.0940197006349,-36.774632453278336,7301,reliable-moderate-p0.5-o0.5,29,0,no_entropy
commercial,50,1,,,27,,,,,,14.543643451579758,-32.73032044196965,7301,intermittent-correlated-p1.0-o0.8,27,0,no_entropy
humanitarian,51,2,,,55,,,,,,1359.348280540298,-37.591318519846595,7301,partition-compound-p1.0-o1.0,55,0,no_entropy
commercial,52,10,,,20,,,,,,10.59272877653178,-35.146192191864884,7301,reliable-nominal-p0.0-o0.0,20,0,no_entropy
humanitarian,53,1,,,51,,,,,,702.5631050131558,-34.328453523499185,7301,reliable-moderate-p0.5-o0.5,51,0,no_entropy
commercial,54,9,,,34,,,,,,12.969240200567912,-42.17408538585075,7301,intermittent-correlated-p1.0-o0.8,34,0,no_entropy
humanitarian,55,1,,,49,,,,,,1948.8566673831833,-40.781657372649256,7301,partition-compound-p1.0-o1.0,49,0,no_entropy
commercial,56,1,,,32,,,,,,9.948067986928814,-33.6777792446312,7301,reliable-nominal-p0.0-o0.0,32,0,no_entropy
humanitarian,57,5,0.80859375,0.7017378434538841,51,-0.0044830267503857615,1.0626219081878663,557,0.39318843007087706,0.8165953540802002,961.1910350012241,-30.03868479619109,7301,reliable-moderate-p0.5-o0.5,51,0,no_entropy
commercial,58,7,,,28,,,,,,13.386406743347946,-45.423475399509954,7301,intermittent-correlated-p1.0-o0.8,28,0,no_entropy
humanitarian,59,9,,,54,,,,,,1819.1927725332068,-48.33877629611081,7301,partition-compound-p1.0-o1.0,54,0,no_entropy
commercial,60,2,,,27,,,,,,11.244162130895253,-39.964473879351644,7301,reliable-nominal-p0.0-o0.0,27,0,no_entropy
humanitarian,61,0,,,56,,,,,,1045.4951979376074,-30.17955353174744,7301,reliable-moderate-p0.5-o0.5,56,0,no_entropy
commercial,62,1,,,27,,,,,,10.860722252749644,-34.050857650024426,7301,intermittent-correlated-p1.0-o0.8,27,0,no_entropy
humanitarian,63,0,,,62,,,,,,1824.7019298751318,-39.08665860654372,7301,partition-compound-p1.0-o1.0,62,0,no_entropy
commercial,64,3,,,22,,,,,,11.426523123435414,-24.290780146881655,7301,reliable-nominal-p0.0-o0.0,22,0,no_entropy
humanitarian,65,3,,,58,,,,,,1335.3882795819236,-29.523569092513096,7301,reliable-moderate-p0.5-o0.5,58,0,no_entropy
commercial,66,0,,,28,,,,,,12.965728395409329,-45.087527787845865,7301,intermittent-correlated-p1.0-o0.8,28,0,no_entropy
humanitarian,67,7,0.80126953125,0.6643532924354076,49,-0.005982036292552948,1.0064359140396117,557,0.5389814537763595,1.110055706501007,1648.0821557650793,-45.81220377258501,7301,partition-compound-p1.0-o1.0,49,0,no_entropy
commercial,68,2,,,28,,,,,,7.557407747226542,-21.585798309271357,7301,reliable-nominal-p0.0-o0.0,28,0,no_entropy
humanitarian,69,2,,,58,,,,,,1098.590430659098,-37.55513815352512,7301,reliable-moderate-p0.5-o0.5,58,0,no_entropy
commercial,70,4,,,31,,,,,,13.559648512252503,-43.02162904555014,7301,intermittent-correlated-p1.0-o0.8,31,0,no_entropy
humanitarian,71,5,,,52,,,,,,1693.008087387918,-47.16265829827764,7301,partition-compound-p1.0-o1.0,52,0,no_entropy
commercial,72,6,,,18,,,,,,12.284923382354409,-42.352198594185325,7301,reliable-nominal-p0.0-o0.0,18,0,no_entropy
humanitarian,73,8,,,36,,,,,,1118.1077004065178,-20.426987071753732,7301,reliable-moderate-p0.5-o0.5,36,0,no_entropy
commercial,74,2,,,39,,,,,,13.205748289923434,-42.52630511179467,7301,intermittent-correlated-p1.0-o0.8,39,0,no_entropy
humanitarian,75,11,,,46,,,,,,1621.0344583564217,-34.87971121347375,7301,partition-compound-p1.0-o1.0,46,0,no_entropy
commercial,76,2,,,24,,,,,,12.129557147390837,-38.666448299501084,7301,reliable-nominal-p0.0-o0.0,24,0,no_entropy
humanitarian,77,7,0.81298828125,0.6398522704839706,35,0.013559970334172248,0.9734341526031494,536,0.492009801864624,0.9763683366775513,929.0078972525466,-31.87925286990947,7301,reliable-moderate-p0.5-o0.5,35,0,no_entropy
commercial,78,6,,,29,,,,,,13.42080823064897,-41.0639236394757,7301,intermittent-correlated-p1.0-o0.8,29,0,no_entropy
humanitarian,79,10,,,55,,,,,,2349.9789519592055,-39.42144395497063,7301,partition-compound-p1.0-o1.0,55,0,no_entropy
commercial,80,7,,,14,,,,,,9.52937406834076,-26.270130701377973,7301,reliable-nominal-p0.0-o0.0,14,0,no_entropy
humanitarian,81,5,,,48,,,,,,612.8786932046579,-19.476723612756413,7301,reliable-moderate-p0.5-o0.5,48,0,no_entropy
commercial,82,6,,,24,,,,,,11.334235362523163,-40.879692571026176,7301,intermittent-correlated-p1.0-o0.8,24,0,no_entropy
humanitarian,83,0,,,49,,,,,,1609.5335543747103,-48.503487558261824,7301,partition-compound-p1.0-o1.0,49,0,no_entropy
commercial,84,0,,,33,,,,,,8.974757906504825,-21.5924161403206,7301,reliable-nominal-p0.0-o0.0,33,0,no_entropy
humanitarian,85,4,,,43,,,,,,899.559927914849,-26.3396802638381,7301,reliable-moderate-p0.5-o0.5,43,0,no_entropy
commercial,86,0,,,40,,,,,,13.191748974671095,-29.879643411572474,7301,intermittent-correlated-p1.0-o0.8,40,0,no_entropy
humanitarian,87,7,0.845703125,0.6172036118805408,53,-0.020287056490778922,0.9692991304397583,568,0.3651091250777245,0.7901783561706544,2504.65339047909,-34.42387981168494,7301,partition-compound-p1.0-o1.0,53,0,no_entropy
commercial,88,6,,,21,,,,,,11.888848105638365,-34.220234600570706,7301,reliable-nominal-p0.0-o0.0,21,0,no_entropy
humanitarian,89,3,,,39,,,,,,971.9448551936921,-36.86384647468155,7301,reliable-moderate-p0.5-o0.5,39,0,no_entropy
commercial,90,10,,,30,,,,,,12.99489041028499,-36.39288566209146,7301,intermittent-correlated-p1.0-o0.8,30,0,no_entropy
humanitarian,91,0,,,56,,,,,,1543.8716068433885,-47.94726385648097,7301,partition-compound-p1.0-o1.0,56,0,no_entropy
commercial,92,4,,,27,,,,,,13.400635861850647,-39.4404932462681,7301,reliable-nominal-p0.0-o0.0,27,0,no_entropy
humanitarian,93,9,,,40,,,,,,1360.0671074211227,-40.882931986574356,7301,reliable-moderate-p0.5-o0.5,40,0,no_entropy
commercial,94,4,,,32,,,,,,11.110208339311326,-41.42832182816176,7301,intermittent-correlated-p1.0-o0.8,32,0,no_entropy
humanitarian,95,21,,,58,,,,,,1736.6727860484507,-47.74011481226156,7301,partition-compound-p1.0-o1.0,58,0,no_entropy
commercial,96,12,,,20,,,,,,9.574462470409813,-20.68204269852001,7301,reliable-nominal-p0.0-o0.0,20,0,no_entropy
humanitarian,97,3,0.85791015625,0.5832220911979675,49,-0.012220106236636639,0.8904806995391845,564,0.3744173702597618,0.7910845732688904,745.3441145225454,-22.514952047068224,7301,reliable-moderate-p0.5-o0.5,49,0,no_entropy
commercial,98,1,,,33,,,,,,14.0552645614589,-38.27704612100185,7301,intermittent-correlated-p1.0-o0.8,33,0,no_entropy
humanitarian,99,15,,,40,,,,,,2276.7170927580646,-29.345677709561674,7301,partition-compound-p1.0-o1.0,40,0,no_entropy
commercial,100,9,,,29,,,,,,12.4578826767695,-42.13587395686061,7301,reliable-nominal-p0.0-o0.0,29,0,no_entropy
humanitarian,101,6,,,37,,,,,,881.903307670388,-28.328135786914267,7301,reliable-moderate-p0.5-o0.5,37,0,no_entropy
commercial,102,0,,,43,,,,,,13.599382685573612,-39.61072547708448,7301,intermittent-correlated-p1.0-o0.8,43,0,no_entropy
humanitarian,103,2,,,47,,,,,,2465.3621342436873,-36.821798021631786,7301,partition-compound-p1.0-o1.0,47,0,no_entropy
commercial,104,8,,,28,,,,,,13.478215661044679,-30.91494502959551,7301,reliable-nominal-p0.0-o0.0,28,0,no_entropy
humanitarian,105,0,,,50,,,,,,1149.042103640458,-25.097201183459898,7301,reliable-moderate-p0.5-o0.5,50,0,no_entropy
commercial,106,0,0.85986328125,0.5579129420220852,47,-0.008316026404500007,0.8584358334541321,522,0.3372077441215515,0.7082162606716156,13.04300712061967,-42.206918471898526,7301,intermittent-correlated-p1.0-o0.8,47,0,no_entropy
humanitarian,107,11,,,48,,,,,,2666.5606109443634,-29.466763272495175,7301,partition-compound-p1.0-o1.0,48,0,no_entropy
commercial,108,7,,,19,,,,,,11.041003502784166,-38.08073209377528,7301,reliable-nominal-p0.0-o0.0,19,0,no_entropy
humanitarian,109,11,,,43,,,,,,730.4260612985073,-34.219548791160804,7301,reliable-moderate-p0.5-o0.5,43,0,no_entropy
commercial,110,3,,,42,,,,,,13.335060528641462,-39.96102392166268,7301,intermittent-correlated-p1.0-o0.8,42,0,no_entropy
humanitarian,111,4,,,53,,,,,,1889.1750450910536,-33.837151061326935,7301,partition-compound-p1.0-o1.0,53,0,no_entropy
commercial,112,7,,,21,,,,,,12.899850942946983,-35.62420926378579,7301,reliable-nominal-p0.0-o0.0,21,0,no_entropy
humanitarian,113,3,,,54,,,,,,914.2207775151556,-14.056769232190694,7301,reliable-moderate-p0.5-o0.5,54,0,no_entropy
commercial,114,6,,,35,,,,,,12.815357845663375,-37.063897109116525,7301,intermittent-correlated-p1.0-o0.8,35,0,no_entropy
humanitarian,115,7,0.85986328125,0.5389786623418331,52,-0.004044568948447704,0.8424114060401916,522,0.3627354435622692,0.7504082489013671,1909.9303567561105,-39.086116587364984,7301,partition-compound-p1.0-o1.0,52,0,no_entropy
commercial,116,5,,,28,,,,,,9.84635082540442,-34.520783460325134,7301,reliable-nominal-p0.0-o0.0,28,0,no_entropy
humanitarian,117,8,,,46,,,,,,1238.9013715488431,-30.921063619162148,7301,reliable-moderate-p0.5-o0.5,46,0,no_entropy
commercial,118,0,,,41,,,,,,14.441698365199898,-36.02736642512081,7301,intermittent-correlated-p1.0-o0.8,41,0,no_entropy
humanitarian,119,3,,,49,,,,,,1557.3131320963103,-46.29862846913128,7301,partition-compound-p1.0-o1.0,49,0,no_entropy
commercial,120,2,,,34,,,,,,11.263105256138681,-41.40366640155005,7301,reliable-nominal-p0.0-o0.0,34,0,no_entropy
humanitarian,121,9,,,42,,,,,,1037.389303788646,-34.28748556712847,7301,reliable-moderate-p0.5-o0.5,42,0,no_entropy
commercial,122,0,,,44,,,,,,13.831412152319917,-42.04395609152576,7301,intermittent-correlated-p1.0-o0.8,44,0,no_entropy
humanitarian,123,1,,,65,,,,,,1462.3689889696604,-36.65397382107878,7301,partition-compound-p1.0-o1.0,65,0,no_entropy
commercial,124,1,,,43,,,,,,12.727162232695337,-27.358609521907194,7301,reliable-nominal-p0.0-o0.0,43,0,no_entropy
humanitarian,125,3,0.8623046875,0.5183251276612282,47,0.0012083739973604679,0.8385791206359863,568,0.33203279569745064,0.678420422077179,867.1845420873724,-29.952157515996205,7301,reliable-moderate-p0.5-o0.5,47,0,no_entropy
commercial,126,7,,,39,,,,,,12.1270512834491,-44.1139774759126,7301,intermittent-correlated-p1.0-o0.8,39,0,no_entropy
humanitarian,127,2,,,72,,,,,,1464.484717693789,-40.49815392637021,7301,partition-compound-p1.0-o1.0,72,0,no_entropy
commercial,128,0,,,21,,,,,,11.508961651685073,-20.829729183855907,7301,reliable-nominal-p0.0-o0.0,21,0,no_entropy
humanitarian,129,5,,,40,,,,,,1213.354515054495,-38.691467209079335,7301,reliable-moderate-p0.5-o0.5,40,0,no_entropy
commercial,130,7,,,31,,,,,,14.652166294345017,-33.83274400949651,7301,intermittent-correlated-p1.0-o0.8,31,0,no_entropy
humanitarian,131,2,,,69,,,,,,1398.3653847103112,-35.185036023562695,7301,partition-compound-p1.0-o1.0,69,0,no_entropy
commercial,132,12,,,25,,,,,,13.839529458780074,-28.49193048495262,7301,reliable-nominal-p0.0-o0.0,25,0,no_entropy
humanitarian,133,2,,,51,,,,,,958.7024365291945,-32.50368495292585,7301,reliable-moderate-p0.5-o0.5,51,0,no_entropy
commercial,134,3,0.8623046875,0.5029087662696838,44,-0.0033614594489336015,0.8628162860870361,517,0.3271240087971091,0.6782272547483444,12.927521388020466,-41.60563394471797,7301,intermittent-correlated-p1.0-o0.8,44,0,no_entropy
humanitarian,135,1,,,51,,,,,,2399.537568256182,-33.93808601927983,7301,partition-compound-p1.0-o1.0,51,0,no_entropy
commercial,136,11,,,31,,,,,,11.440827224757346,-35.97884086473763,7301,reliable-nominal-p0.0-o0.0,31,0,no_entropy
humanitarian,137,11,,,38,,,,,,920.3573779624825,-32.11057340826078,7301,reliable-moderate-p0.5-o0.5,38,0,no_entropy
commercial,138,1,,,32,,,,,,14.352192495676793,-34.754023618584924,7301,intermittent-correlated-p1.0-o0.8,32,0,no_entropy
humanitarian,139,10,,,41,,,,,,1863.2731167695213,-47.40850186295289,7301,partition-compound-p1.0-o1.0,41,0,no_entropy
commercial,140,3,,,22,,,,,,9.337688255898598,-24.443632923394954,7301,reliable-nominal-p0.0-o0.0,22,0,no_entropy
humanitarian,141,13,,,41,,,,,,1325.9025821433986,-26.20060544303518,7301,reliable-moderate-p0.5-o0.5,41,0,no_entropy
commercial,142,0,,,35,,,,,,12.20186501326365,-43.59307816879308,7301,intermittent-correlated-p1.0-o0.8,35,0,no_entropy
humanitarian,143,6,,,54,,,,,,1985.449195135248,-47.85873783219067,7301,partition-compound-p1.0-o1.0,54,0,no_entropy
commercial,144,4,0.876953125,0.4897145703434944,33,0.00548872746527195,0.8282994771003723,546,0.40462646901607513,0.8148414731025696,9.667799775225369,-29.09746831779052,7301,reliable-nominal-p0.0-o0.0,33,0,no_entropy
humanitarian,145,0,,,57,,,,,,1072.603935308317,-16.448406888918086,7301,reliable-moderate-p0.5-o0.5,57,0,no_entropy
commercial,146,2,,,35,,,,,,11.238775220782742,-37.4621678125116,7301,intermittent-correlated-p1.0-o0.8,35,0,no_entropy
humanitarian,147,8,,,52,,,,,,2406.57213486505,-32.317481359771186,7301,partition-compound-p1.0-o1.0,52,0,no_entropy
commercial,148,3,,,29,,,,,,8.154097964168088,-26.340243723521255,7301,reliable-nominal-p0.0-o0.0,29,0,no_entropy
humanitarian,149,2,,,44,,,,,,826.3988734634412,-28.19824057641022,7301,reliable-moderate-p0.5-o0.5,44,0,no_entropy
commercial,150,6,,,28,,,,,,11.045917825368578,-39.82699300481913,7301,intermittent-correlated-p1.0-o0.8,28,0,no_entropy
humanitarian,151,1,,,65,,,,,,1415.392704266562,-39.26078619172405,7301,partition-compound-p1.0-o1.0,65,0,no_entropy
commercial,152,14,,,14,,,,,,10.081916078655771,-32.64851771095883,7301,reliable-nominal-p0.0-o0.0,14,0,no_entropy
humanitarian,153,4,0.86767578125,0.4684884287416935,45,0.09509028235450387,0.8038672995567322,517,0.47809088926762344,0.7820785534381867,1267.8787362662254,-36.556857666647836,7301,reliable-moderate-p0.5-o0.5,45,0,no_entropy
commercial,154,3,,,37,,,,,,12.709782414702405,-46.23495180619168,7301,intermittent-correlated-p1.0-o0.8,37,0,no_entropy
humanitarian,155,5,,,73,,,,,,2162.062823913479,-37.87440537127897,7301,partition-compound-p1.0-o1.0,73,0,no_entropy
commercial,156,5,,,35,,,,,,7.919967424702245,-10.715221286018155,7301,reliable-nominal-p0.0-o0.0,35,0,no_entropy
humanitarian,157,2,,,63,,,,,,242.60138528549135,-11.497623760038834,7301,reliable-moderate-p0.5-o0.5,63,0,no_entropy
commercial,158,8,,,33,,,,,,14.973122719605419,-27.408688092675263,7301,intermittent-correlated-p1.0-o0.8,33,0,no_entropy
humanitarian,159,16,,,47,,,,,,2451.4279614487164,-36.717916145081716,7301,partition-compound-p1.0-o1.0,47,0,no_entropy
commercial,160,2,,,36,,,,,,11.040331161694807,-17.4046446990829,7301,reliable-nominal-p0.0-o0.0,36,0,no_entropy
humanitarian,161,4,,,53,,,,,,770.7023043990876,-25.232320667645844,7301,reliable-moderate-p0.5-o0.5,53,0,no_entropy
commercial,162,2,0.88232421875,0.4528961833566427,43,0.006268175486475229,0.7779109144210815,545,0.3917981052398682,0.7866180777549744,13.961278242114291,-35.07676233792932,7301,intermittent-correlated-p1.0-o0.8,43,0,no_entropy
humanitarian,163,3,,,55,,,,,,1941.9372132169083,-47.160554405990375,7301,partition-compound-p1.0-o1.0,55,0,no_entropy
commercial,164,1,,,33,,,,,,13.431327938006275,-27.68633833633243,7301,reliable-nominal-p0.0-o0.0,33,0,no_entropy
humanitarian,165,0,,,54,,,,,,966.8316849966915,-34.087077821924126,7301,reliable-moderate-p0.5-o0.5,54,0,no_entropy
commercial,166,0,,,39,,,,,,12.682234977193257,-38.36570788776863,7301,intermittent-correlated-p1.0-o0.8,39,0,no_entropy
humanitarian,167,22,,,47,,,,,,2391.2706102394527,-46.85545773517353,7301,partition-compound-p1.0-o1.0,47,0,no_entropy
commercial,168,5,,,32,,,,,,13.557954136773388,-37.08776547467176,7301,reliable-nominal-p0.0-o0.0,32,0,no_entropy
humanitarian,169,3,,,54,,,,,,1318.0940639545393,-34.25517311758177,7301,reliable-moderate-p0.5-o0.5,54,0,no_entropy
commercial,170,1,,,43,,,,,,13.19930085514618,-34.4837869857622,7301,intermittent-correlated-p1.0-o0.8,43,0,no_entropy
humanitarian,171,2,0.88037109375,0.44295344687998295,49,0.012796688191592694,0.7263718628883362,526,0.3641589242219925,0.7172519040107727,1409.672310435405,-46.16219880633648,7301,partition-compound-p1.0-o1.0,49,0,no_entropy
commercial,172,3,,,21,,,,,,9.644465272349462,-20.699361429763655,7301,reliable-nominal-p0.0-o0.0,21,0,no_entropy
humanitarian,173,7,,,39,,,,,,1457.8088542264245,-32.39364254845846,7301,reliable-moderate-p0.5-o0.5,39,0,no_entropy
commercial,174,4,,,34,,,,,,14.862462473231803,-32.77639241534034,7301,intermittent-correlated-p1.0-o0.8,34,0,no_entropy
humanitarian,175,1,,,61,,,,,,1454.5118403524516,-36.48797644413882,7301,partition-compound-p1.0-o1.0,61,0,no_entropy
commercial,176,4,,,22,,,,,,9.133375175809197,-28.79792188476932,7301,reliable-nominal-p0.0-o0.0,22,0,no_entropy
humanitarian,177,5,,,52,,,,,,1457.5620411804516,-33.56937086871444,7301,reliable-moderate-p0.5-o0.5,52,0,no_entropy
commercial,178,9,,,32,,,,,,13.28179117370547,-42.502121696304634,7301,intermittent-correlated-p1.0-o0.8,32,0,no_entropy
humanitarian,179,22,,,36,,,,,,2625.8458096879185,-43.529512727992866,7301,partition-compound-p1.0-o1.0,36,0,no_entropy
commercial,180,0,,,39,,,,,,8.792140580457112,-31.042888488437725,7301,reliable-nominal-p0.0-o0.0,39,0,no_entropy
humanitarian,181,0,0.88134765625,0.4337455444037914,45,-0.009746682923287153,0.7093475866317749,564,0.27209490835666655,0.5778701281547547,409.74730807700223,-12.061943032200563,7301,reliable-moderate-p0.5-o0.5,45,0,no_entropy
commercial,182,6,,,38,,,,,,12.676754820167998,-43.726697070006665,7301,intermittent-correlated-p1.0-o0.8,38,0,no_entropy
humanitarian,183,0,,,72,,,,,,2466.9161224183417,-37.85828333104337,7301,partition-compound-p1.0-o1.0,72,0,no_entropy
commercial,184,2,,,37,,,,,,10.456024078390074,-24.620656698397266,7301,reliable-nominal-p0.0-o0.0,37,0,no_entropy
humanitarian,185,8,,,43,,,,,,432.06970429589217,-27.91655723447308,7301,reliable-moderate-p0.5-o0.5,43,0,no_entropy
commercial,186,11,,,44,,,,,,12.668013546434578,-28.566611391198656,7301,intermittent-correlated-p1.0-o0.8,44,0,no_entropy
humanitarian,187,0,,,66,,,,,,2081.615698362695,-36.31681699701587,7301,partition-compound-p1.0-o1.0,66,0,no_entropy
commercial,188,0,,,29,,,,,,11.560805117902298,-39.791383360101385,7301,reliable-nominal-p0.0-o0.0,29,0,no_entropy
humanitarian,189,4,,,47,,,,,,1248.53976075843,-41.43340629438016,7301,reliable-moderate-p0.5-o0.5,47,0,no_entropy
commercial,190,1,0.87255859375,0.4272387195378542,46,-0.00783598940819502,0.7067938709259033,543,0.2689913092553616,0.567790470123291,12.084924691381774,-39.60251718230303,7301,intermittent-correlated-p1.0-o0.8,46,0,no_entropy
humanitarian,191,0,0.87744140625,0.41588769666850567,66,-0.0011284326632704732,0.689454984664917,58,0.17954853177070618,0.3751430332660675,2064.6762325279187,-34.96156663770158,7301,partition-compound-p1.0-o1.0,66,0,no_entropy
commercial,0,2,,,31,,,,,,10.156675764994601,-34.1028659961398,7302,reliable-nominal-p0.0-o0.0,31,0,no_entropy
humanitarian,1,2,,,65,,,,,,1123.3725918962361,-35.325854096443614,7302,reliable-moderate-p0.5-o0.5,65,0,no_entropy
commercial,2,7,,,21,,,,,,12.75212492269666,-31.791978594259657,7302,intermittent-correlated-p1.0-o0.8,21,0,no_entropy
