sender,recipient,messages
HUM-00-ngo,HUM-01-transport,5
HUM-00-ngo,HUM-05-shelter,5
HUM-00-ngo,HUM-06-depot,5
HUM-01-transport,HUM-00-ngo,15
HUM-02-local_authority,HUM-04-clinic,15
HUM-03-assessment,HUM-01-transport,15
HUM-04-clinic,HUM-01-transport,3
HUM-04-clinic,HUM-02-local_authority,3
HUM-04-clinic,HUM-16-ngo,3
HUM-04-clinic,HUM-18-local_authority,3
HUM-04-clinic,HUM-23-hub,3
HUM-05-shelter,HUM-00-ngo,5
HUM-05-shelter,HUM-02-local_authority,5
HUM-05-shelter,HUM-08-ngo,5
HUM-06-depot,HUM-00-ngo,15
HUM-07-hub,HUM-08-ngo,15
HUM-08-ngo,HUM-05-shelter,15
HUM-09-transport,HUM-07-hub,3
HUM-09-transport,HUM-08-ngo,3
HUM-09-transport,HUM-11-assessment,3
HUM-09-transport,HUM-12-clinic,3
HUM-09-transport,HUM-21-shelter,3
HUM-10-local_authority,HUM-08-ngo,3
HUM-10-local_authority,HUM-11-assessment,3
HUM-10-local_authority,HUM-12-clinic,3
HUM-10-local_authority,HUM-17-transport,3
HUM-10-local_authority,HUM-25-transport,3
HUM-11-assessment,HUM-09-transport,5
HUM-11-assessment,HUM-10-local_authority,5
HUM-11-assessment,HUM-12-clinic,5
HUM-12-clinic,HUM-09-transport,5
HUM-12-clinic,HUM-10-local_authority,5
HUM-12-clinic,HUM-11-assessment,5
HUM-13-shelter,HUM-05-shelter,15
HUM-14-depot,HUM-17-transport,15
HUM-15-hub,HUM-20-clinic,15
HUM-16-ngo,HUM-04-clinic,15
HUM-17-transport,HUM-10-local_authority,15
HUM-18-local_authority,HUM-04-clinic,15
HUM-19-assessment,HUM-16-ngo,15
HUM-20-clinic,HUM-15-hub,5
HUM-20-clinic,HUM-18-local_authority,5
HUM-20-clinic,HUM-19-assessment,5
HUM-21-shelter,HUM-09-transport,5
HUM-21-shelter,HUM-23-hub,5
HUM-21-shelter,HUM-27-assessment,5
HUM-22-depot,HUM-26-local_authority,15
HUM-23-hub,HUM-04-clinic,15
HUM-24-ngo,HUM-14-depot,15
HUM-25-transport,HUM-10-local_authority,15
HUM-26-local_authority,HUM-22-depot,15
HUM-27-assessment,HUM-21-shelter,15
