application,time,independent_n,belief_order_mean,belief_order_ci_low,belief_order_ci_high,action_order_mean,action_order_ci_low,action_order_ci_high,belief_action_consistency_mean,belief_action_consistency_ci_low,belief_action_consistency_ci_high,belief_entropy_mean,belief_entropy_ci_low,belief_entropy_ci_high,action_entropy_mean,action_entropy_ci_low,action_entropy_ci_high,entropy_flow_per_update_mean,entropy_flow_per_update_ci_low,entropy_flow_per_update_ci_high,workload_density_mean,workload_density_ci_low,workload_density_ci_high,service_loss_mean,service_loss_ci_low,service_loss_ci_high,cascade_depth_mean,cascade_depth_ci_low,cascade_depth_ci_high,activity_mean,activity_ci_low,activity_ci_high
utility,10,8,-0.76171875,-0.98734164,-0.53609586,-0.65234375,-0.7548591118,-0.5498283882,0.6015625,0.505586327,0.697538673,0.4101145699,0.2259334711,0.5942956688,0.6449686436,0.5528277884,0.7371094988,0.03287035257,-0.02739307063,0.09313377578,0,0,0,0,0,0,0,0,0,0.18359375,0.1573893625,0.2097981375
utility,11,8,-0.70703125,-0.9320595143,-0.4820029857,-0.6328125,-0.7573463966,-0.5082786034,0.55078125,0.4519253683,0.6496371317,0.4951853641,0.3221941314,0.6681765967,0.6577429299,0.5550862266,0.7603996332,-0.03910040802,-0.06590226118,-0.01229855486,0,0,0,0,0,0,0,0,0,0.1630859375,0.1144532505,0.2117186245
utility,12,8,-0.78515625,-1.000602791,-0.5697097093,-0.69921875,-0.8321757486,-0.5662617514,0.6484375,0.5351723072,0.7617026928,0.3760403838,0.179764333,0.5723164346,0.5673005016,0.4160031221,0.7185978812,0.06297358271,0.01214804258,0.1137991228,0,0,0,0,0,0,0,0,0,0.1865234375,0.1487445066,0.2243023684
utility,13,8,-0.828125,-1.011144381,-0.6451056192,-0.70703125,-0.7966453587,-0.6174171413,0.66796875,0.5563794456,0.7795580544,0.3165376649,0.1072700786,0.5258052511,0.5795037216,0.4651868266,0.6938206166,0.01867906522,-0.01787405215,0.05523218258,0,0,0,0,0,0,0,0,0,0.1767578125,0.1507237479,0.2027918771
utility,14,8,-0.82421875,-1.0309375,-0.6175,-0.69921875,-0.8077648277,-0.5906726723,0.6328125,0.4604436073,0.8051813927,0.3073201783,0.09979411455,0.5148462421,0.5798226458,0.4441173623,0.7155279293,-0.00989421863,-0.07466232233,0.05487388507,0,0,0,0,0,0,0,0,0,0.1494140625,0.1074353946,0.1913927304
utility,15,8,-0.8125,-1.028431847,-0.5965681531,-0.72265625,-0.8403805414,-0.6049319586,0.69140625,0.5566972719,0.8261152281,0.3204131968,0.1069919828,0.5338344108,0.5465256448,0.4161873386,0.6768639509,0.01396986502,-0.02060884604,0.04854857608,0,0,0,0,0,0,0,0,0,0.1435546875,0.08022512213,0.2068842529
utility,16,8,-0.80078125,-0.9995701244,-0.6019923756,-0.75,-0.8757384438,-0.6242615562,0.68359375,0.5444809606,0.8227065394,0.3690884095,0.1898432436,0.5483335754,0.4993272759,0.3426347251,0.6560198267,0.004420334196,-0.03472657309,0.04356724148,0,0,0,0,0,0,0,0,0,0.140625,0.08188746808,0.1993625319
utility,17,8,-0.80078125,-0.9848727296,-0.6166897704,-0.765625,-0.8617755168,-0.6694744832,0.66796875,0.5360233267,0.7999141733,0.3787203073,0.1956907891,0.5617498255,0.491756356,0.3548764683,0.6286362437,-0.01541196006,-0.06293157373,0.03210765361,0,0,0,0,0,0,0,0,0,0.15234375,0.1138443715,0.1908431285
utility,18,8,-0.828125,-0.9794898841,-0.6767601159,-0.74609375,-0.8591739595,-0.6330135405,0.64453125,0.4892611193,0.7998013807,0.3490865789,0.1615511994,0.5366219584,0.5112337098,0.3590921696,0.66337525,-0.003281757495,-0.05459101015,0.04802749516,0,0,0,0,0,0,0,0,0,0.134765625,0.08261714361,0.1869141064
utility,19,8,-0.796875,-0.9970282616,-0.5967217384,-0.74609375,-0.8078204109,-0.6843670891,0.66015625,0.5158434083,0.8044690917,0.3720971692,0.1848204761,0.5593738623,0.537445429,0.4503585752,0.6245322827,-0.0003576557667,-0.03999841485,0.03928310331,0,0,0,0,0,0,0,0,0,0.14453125,0.1064693786,0.1825931214
utility,20,8,-0.76953125,-0.9521613005,-0.5869011995,-0.70703125,-0.7744633991,-0.6395991009,0.671875,0.5543999362,0.7893500638,0.4372905946,0.2747275594,0.5998536298,0.5886277224,0.5004626389,0.6767928058,-0.02073179878,-0.06519499041,0.02373139285,0,0,0,0,0,0,0,0,0,0.1650390625,0.1189707267,0.2111073983
utility,21,8,-0.78125,-0.9707435685,-0.5917564315,-0.68359375,-0.7657998137,-0.6013876863,0.62109375,0.538076756,0.704110744,0.4062922236,0.2197403685,0.5928440786,0.6145395865,0.5268623755,0.7022167975,-0.01887353671,-0.05188620115,0.01413912773,0,0,0,0,0,0,0,0,0,0.1455078125,0.1173119112,0.1737037138
utility,22,8,-0.76953125,-0.9625060728,-0.5765564272,-0.7265625,-0.7766844217,-0.6764405783,0.61328125,0.4818445339,0.7447179661,0.4275217749,0.2554611381,0.5995824118,0.5677385102,0.493349219,0.6421278014,0.001243682489,-0.01434671954,0.01683408452,0,0,0,0,0,0,0,0,0,0.171875,0.1332670193,0.2104829807
utility,23,8,-0.765625,-1.00284523,-0.52840477,-0.71484375,-0.7856677575,-0.6440197425,0.62109375,0.455185899,0.787001601,0.3887490402,0.1910559765,0.5864421038,0.577069816,0.4833396266,0.6708000054,0.0045559756,-0.04346317352,0.05257512472,0,0,0,0,0,0,0,0,0,0.173828125,0.1304453892,0.2172108608
utility,24,8,-0.7890625,-0.9979773395,-0.5801476605,-0.67578125,-0.7811962826,-0.5703662174,0.62890625,0.4902758645,0.7675366355,0.3741871052,0.1758864235,0.572487787,0.6132388567,0.4965639626,0.7299137509,-0.001617574652,-0.02814247816,0.02490732886,0,0,0,0,0,0,0,0,0,0.177734375,0.1391535162,0.2163152338
utility,25,8,-0.8046875,-1.008407063,-0.6009679375,-0.6328125,-0.7922600938,-0.4733649062,0.640625,0.5061337712,0.7751162288,0.3456314164,0.137479469,0.5537833637,0.6375175765,0.5031875008,0.7718476521,0.01256331131,-0.02767157049,0.05279819311,0,0,0,0,0,0,0,0,0,0.2041015625,0.156513224,0.251689901
utility,26,8,-0.80078125,-1.00291205,-0.5986504499,-0.69140625,-0.8014844582,-0.5813280418,0.6328125,0.5061451052,0.7594798948,0.3561948225,0.1534763053,0.5589133397,0.5905820344,0.4623826914,0.7187813774,-0.001977923136,-0.06065435749,0.05669851122,0,0,0,0,0,0,0,0,0,0.158203125,0.1242395897,0.1921666603
utility,27,8,-0.8046875,-1.013922761,-0.5954522388,-0.73828125,-0.8301106658,-0.6464518342,0.69140625,0.6254811549,0.7573313451,0.3499226476,0.1602205676,0.5396247275,0.5370595322,0.4235688337,0.6505502308,0.03774040713,-0.01014521336,0.08562602762,0,0,0,0,0,0,0,0,0,0.1650390625,0.1275940956,0.2024840294
utility,28,8,-0.828125,-1.026597684,-0.6296523161,-0.734375,-0.8501266199,-0.6186233801,0.71875,0.6107840766,0.8267159234,0.3092247705,0.107004984,0.511444557,0.5307279467,0.3972808648,0.6641750286,0.01265218678,-0.02286775923,0.0481721328,0,0,0,0,0,0,0,0,0,0.1611328125,0.1280197683,0.1942458567
utility,29,8,-0.84765625,-1.017947891,-0.6773646085,-0.69921875,-0.8216845655,-0.5767529345,0.6640625,0.5626558889,0.7654691111,0.2918546836,0.08918380206,0.4945255652,0.5782342361,0.4638435675,0.6926249047,-0.02569331517,-0.056025142,0.004638511655,0,0,0,0,0,0,0,0,0,0.16796875,0.1210393545,0.2148981455
utility,30,8,-0.80859375,-1.030474087,-0.5867134134,-0.69921875,-0.8777682032,-0.5206692968,0.6875,0.5591252434,0.8158747566,0.3194490677,0.1037165894,0.5351815459,0.541612621,0.3810686681,0.7021565739,-7.615673272e-05,-0.03081047761,0.03065816415,0,0,0,0,0,0,0,0,0,0.146484375,0.08677474028,0.2061940097
utility,31,8,-0.78515625,-0.9837765521,-0.5865359479,-0.69140625,-0.8923736977,-0.4904388023,0.6484375,0.4844333437,0.8124416563,0.391321845,0.1997088649,0.582934825,0.530479994,0.3454416312,0.7155183568,-0.02618158136,-0.05630216597,0.003939003246,0,0,0,0,0,0,0,0,0,0.17578125,0.1274454192,0.2241170808
utility,32,8,-0.82421875,-0.9715180872,-0.6769194128,-0.69921875,-0.8483262019,-0.5501112981,0.6796875,0.5646616028,0.7947133972,0.3567728315,0.1639526992,0.5495929639,0.5608116855,0.4150178542,0.7066055168,0.002778912525,-0.04710012175,0.0526579468,0,0,0,0,0,0,0,0,0,0.15625,0.09873705139,0.2137629486
utility,33,8,-0.80078125,-0.9507845866,-0.6507779134,-0.703125,-0.8141500535,-0.5920999465,0.65234375,0.5551968282,0.7494906718,0.3949296377,0.1971559811,0.5927032943,0.5778324594,0.4648614866,0.6908034321,-0.01134013118,-0.04765581083,0.02497554848,0,0,0,0,0,0,0,0,0,0.1650390625,0.1238660571,0.2062120679
utility,34,8,-0.78125,-0.9860355204,-0.5764644796,-0.70703125,-0.7837576371,-0.6303048629,0.64453125,0.4884005925,0.8006619075,0.383837435,0.1699074569,0.5977674132,0.5868484691,0.5015154438,0.6721814944,0.01990141222,-0.01166893437,0.05147175882,0,0,0,0,0,0,0,0,0,0.162109375,0.1156507424,0.2085680076
utility,35,8,-0.828125,-0.9978501915,-0.6583998085,-0.75,-0.8232077523,-0.6767922477,0.6953125,0.6161685202,0.7744564798,0.3292060524,0.1235286113,0.5348834936,0.5282660158,0.4324968196,0.624035212,0.01845654841,-0.01052327431,0.04743637114,0,0,0,0,0,0,0,0,0,0.1591796875,0.1100757633,0.2082836117
utility,36,8,-0.8046875,-0.9770563927,-0.6323186073,-0.734375,-0.8255179166,-0.6432320834,0.671875,0.5743409515,0.7694090485,0.3769982133,0.1856266226,0.5683698041,0.5409726911,0.4177177435,0.6642276387,-0.01217940392,-0.03675873294,0.0123999251,0,0,0,0,0,0,0,0,0,0.1484375,0.100975807,0.195899193
utility,37,8,-0.82421875,-0.9962715699,-0.6521659301,-0.73046875,-0.8634257486,-0.5975117514,0.703125,0.6188565488,0.7873934512,0.3441627108,0.1585456285,0.5297797932,0.5196580799,0.3467618601,0.6925542998,0.006921683169,-0.01926975702,0.03311312335,0,0,0,0,0,0,0,0,0,0.162109375,0.1124279559,0.2117907941
utility,38,8,-0.86328125,-1.019840397,-0.7067221027,-0.7265625,-0.816781959,-0.636343041,0.70703125,0.6009826127,0.8130798873,0.2715122245,0.07414381723,0.4688806318,0.5523923613,0.4319071336,0.6728775889,0.01472212575,-0.01617304062,0.04561729211,0,0,0,0,0,0,0,0,0,0.1923828125,0.1366491663,0.2481164587
utility,39,8,-0.83984375,-0.975049124,-0.704638376,-0.76171875,-0.8683972289,-0.6550402711,0.7109375,0.6101936843,0.8116813157,0.3414241792,0.1682832318,0.5145651267,0.4887256827,0.3306181904,0.646833175,-0.005847226905,-0.04879295299,0.03709849918,0,0,0,0,0,0,0,0,0,0.1396484375,0.1001360091,0.1791608659
utility,40,8,-0.84765625,-0.9368957944,-0.7584167056,-0.6484375,-0.7611096773,-0.5357653227,0.62109375,0.5430686576,0.6991188424,0.3541285009,0.2074964357,0.5007605661,0.641768643,0.5182890553,0.7652482307,0.01260119518,-0.0143970025,0.03959939285,0.2525055278,0.2441328169,0.2608782387,20.58017689,20.18517902,20.97517476,0.625,0.2663567232,0.9836432768,0.1767578125,0.1248356383,0.2286799867
utility,41,8,-0.8671875,-0.9014272909,-0.8329477091,-0.52734375,-0.6150690459,-0.4396184541,0.53515625,0.4537691961,0.6165433039,0.3459672049,0.2798645594,0.4120698505,0.7742910962,0.694231604,0.8543505885,0.01868700535,-0.037561449,0.07493545969,0.2348492778,0.2244539138,0.2452446417,20.39017689,19.72994398,21.0504098,1,1,1,0.2109375,0.1842580699,0.2376169301
utility,42,8,-0.84765625,-0.8959920808,-0.7993204192,-0.54296875,-0.6205633558,-0.4653741442,0.5625,0.4911459094,0.6338540906,0.3765876827,0.2849207158,0.4682546495,0.7639898993,0.6939362411,0.8340435575,0.01745273972,-0.02080685238,0.05571233183,0.2162555278,0.2053839045,0.227127151,19.79517689,19.1245733,20.46578048,1,1,1,0.2099609375,0.1708746752,0.2490471998
utility,43,8,-0.828125,-0.8946192432,-0.7616307568,-0.53125,-0.584294056,-0.478205944,0.53125,0.4668022256,0.5956977744,0.4052556755,0.2981742749,0.5123370761,0.7801751005,0.7305494647,0.8298007362,0.008384123237,-0.02461169469,0.04137994116,0.1963727153,0.1857224095,0.2070230211,19.28392689,18.57674835,19.99110542,1,1,1,0.1875,0.1622725193,0.2127274807
utility,44,8,-0.79296875,-0.8876713323,-0.6982661677,-0.50390625,-0.6221982327,-0.3856142673,0.5390625,0.4660838805,0.6120411195,0.4511480731,0.3192887775,0.5830073686,0.7833326553,0.6890558712,0.8776094394,0.004087990454,-0.03140061582,0.03957659673,0.1757477153,0.1650974095,0.1863980211,18.62392689,17.91674835,19.33110542,1,1,1,0.193359375,0.1579473712,0.2287713788
utility,45,8,-0.76953125,-0.8598898293,-0.6791726707,-0.47265625,-0.5523800469,-0.3929324531,0.546875,0.5067774627,0.5869725373,0.4919158742,0.3755153927,0.6083163556,0.8214070684,0.7618229167,0.8809912201,-0.005216663623,-0.03270762351,0.02227429626,0.1794201379,0.1682973152,0.1905429605,21.86644441,20.80477225,22.92811657,1,1,1,0.2265625,0.2018379432,0.2512870568
utility,46,8,-0.71484375,-0.8212077743,-0.6084797257,-0.515625,-0.5974737553,-0.4337762447,0.58203125,0.5219545981,0.6421079019,0.5619011568,0.4355383028,0.6882640108,0.7869790604,0.7250904068,0.8488677139,0.01572669523,-0.005961306246,0.0374146967,0.1587951379,0.1476723152,0.1699179605,21.20644441,20.14477225,22.26811657,1,1,1,0.2197265625,0.1822815956,0.2571715294
utility,47,8,-0.6953125,-0.8641472588,-0.5264777412,-0.47265625,-0.6022967724,-0.3430157276,0.53515625,0.4466705906,0.6236419094,0.553626031,0.3987939714,0.7084580906,0.8035923664,0.7085722044,0.8986125285,-0.00532838548,-0.0406218552,0.02996508424,0.1381701379,0.1270473152,0.1492929605,20.54644441,19.48477225,21.60811657,1,1,1,0.244140625,0.1960000913,0.2922811587
utility,48,8,-0.6875,-0.8273632144,-0.5476367856,-0.44921875,-0.5846716398,-0.3137658602,0.51953125,0.4428048629,0.5962576371,0.5842811967,0.4612463126,0.7073160808,0.8163505022,0.7021145703,0.9305864341,-0.003313788749,-0.04494970282,0.03832212532,0.1184045129,0.1072674128,0.1295416129,19.78894441,18.63996061,20.93792821,1,1,1,0.224609375,0.1945710491,0.2546477009
utility,49,8,-0.68359375,-0.8503072281,-0.5168802719,-0.46484375,-0.6077571614,-0.3219303386,0.5234375,0.383215508,0.663659492,0.5659815586,0.3931810964,0.7387820209,0.8034190811,0.7004705213,0.906367641,0.01728727017,-0.0233183759,0.05789291625,0.09805295035,0.08708506749,0.1090208332,18.88769441,17.74337705,20.03201177,1,1,1,0.2255859375,0.1845147512,0.2666571238
utility,50,8,-0.63671875,-0.8160170377,-0.4574204623,-0.44921875,-0.6189192703,-0.2795182297,0.53125,0.4065816901,0.6559183099,0.6136437036,0.4344577307,0.7928296766,0.8015961915,0.6890929469,0.9140994362,-0.02282814485,-0.05666872764,0.01101243793,0.07839731559,0.06684085587,0.08995377532,16.5087141,15.01875246,17.99867574,1,1,1,0.248046875,0.1987886443,0.2973051057
utility,51,8,-0.6328125,-0.8523594856,-0.4132655144,-0.328125,-0.4456000638,-0.2106499362,0.375,0.2639749465,0.4860250535,0.592969004,0.4174908226,0.7684471854,0.9002739598,0.8396816971,0.9608662224,-0.04206769116,-0.08202196961,-0.002113412707,0.0609488434,0.04903954039,0.07285814641,13.20036299,11.46009462,14.94063136,1,1,1,0.259765625,0.2106776912,0.3088535588
utility,52,8,-0.6328125,-0.8207975497,-0.4448274503,-0.375,-0.4646608192,-0.2853391808,0.4296875,0.3548954706,0.5044795294,0.6165412531,0.4536630175,0.7794194887,0.8838794849,0.8368417202,0.9309172497,0.03076717713,-0.02195124885,0.08348560311,0.04513009233,0.03219810781,0.05806207685,10.19416295,8.109514722,12.27881119,1,1,1,0.228515625,0.1997591507,0.2572720993
utility,53,8,-0.6171875,-0.8209070625,-0.4134679375,-0.39453125,-0.5043047428,-0.2847577572,0.47265625,0.3929324531,0.5523800469,0.6221410613,0.4504436551,0.7938384675,0.8648776289,0.7867148812,0.9430403766,0.006840278934,-0.05790372494,0.07158428281,0.03339858551,0.02222845863,0.0445687124,7.068754736,5.300382513,8.837126959,1,1,1,0.2705078125,0.2449607882,0.2960548368
utility,54,8,-0.60546875,-0.8115383325,-0.3993991675,-0.37890625,-0.5208790446,-0.2369334554,0.484375,0.3828033658,0.5859466342,0.6340134546,0.465928196,0.8020987132,0.8627854865,0.7838510851,0.941719888,0.0130210774,-0.0352175747,0.0612597295,0.04689250163,0.03640866994,0.05737633332,10.00056005,8.612452499,11.38866761,1,1,1,0.2646484375,0.2462466829,0.2830501921
utility,55,8,-0.60546875,-0.8125113204,-0.3984261796,-0.48046875,-0.6378813777,-0.3230561223,0.5078125,0.3904800896,0.6251449104,0.6330043729,0.463104143,0.8029046029,0.7812877004,0.6471529288,0.9154224719,0.04766105522,-0.002312145247,0.09763425569,0.04251659839,0.03328445826,0.05174873852,9.235531149,8.059235988,10.41182631,1,1,1,0.25390625,0.2281856775,0.2796268225
utility,56,8,-0.65234375,-0.8730130643,-0.4316744357,-0.45703125,-0.6135903973,-0.3004721027,0.4921875,0.3629027338,0.6214722662,0.5552009868,0.3315599849,0.7788419887,0.7977696878,0.6545125374,0.9410268383,0.03222475285,0.0007849087891,0.06366459691,0.0371878983,0.0300235382,0.04435225841,7.815012746,6.66184123,8.968184262,1,1,1,0.23046875,0.1989012226,0.2620362774
utility,57,8,-0.578125,-0.8156274671,-0.3406225329,-0.453125,-0.6275224,-0.2787276,0.5,0.3901883715,0.6098116285,0.6301176093,0.420863016,0.8393722027,0.7893687313,0.6306945382,0.9480429245,-0.005960393178,-0.04807775219,0.03615696584,0.03046344346,0.02306214223,0.03786474469,6.224830191,4.851905561,7.59775482,1,1,1,0.2265625,0.1738351278,0.2792898722
utility,58,8,-0.58984375,-0.8159115828,-0.3637759172,-0.44921875,-0.6243588307,-0.2740786693,0.4609375,0.2936974382,0.6281775618,0.6350593894,0.4603354195,0.8097833593,0.7960750788,0.6621026777,0.93004748,-0.01272551767,-0.04041013502,0.01495909968,0.02536540204,0.01856923245,0.03216157163,5.061692865,3.653127526,6.470258204,1,1,1,0.232421875,0.1959612631,0.2688824869
utility,59,8,-0.45703125,-0.6890944843,-0.2249680157,-0.3828125,-0.6059911088,-0.1596338912,0.42578125,0.2984873564,0.5530751436,0.7594066588,0.6499394638,0.8688738539,0.8136672249,0.6893262464,0.9380082033,-0.00858019848,-0.06203953661,0.04487913965,0.02131073905,0.01538595948,0.02723551863,4.18194365,2.734977295,5.628910005,1,1,1,0.2490234375,0.2111338394,0.2869130356
utility,60,8,-0.55078125,-0.8011735691,-0.3003889309,-0.40234375,-0.6310630636,-0.1736244364,0.453125,0.3181365746,0.5881134254,0.6541976077,0.4721876577,0.8362075577,0.7989192288,0.6836332921,0.9142051654,0.02849674794,0.001516138434,0.05547735744,0.01869606323,0.013140942,0.02425118445,3.473274023,2.021191308,4.925356738,1,1,1,0.2451171875,0.20152384,0.288710535
utility,61,8,-0.54296875,-0.7904005292,-0.2955369708,-0.4375,-0.6205193808,-0.2544806192,0.51171875,0.4228553486,0.6005821514,0.6666711647,0.4977820456,0.8355602838,0.8045572719,0.7061355435,0.9029790003,0.02016323766,-0.03437754605,0.07470402137,0.016989793,0.01244593996,0.02153364604,3.168673376,1.896212841,4.441133911,1,1,1,0.2470703125,0.1983945972,0.2957460278
utility,62,8,-0.5625,-0.8398211699,-0.2851788301,-0.44921875,-0.6128906809,-0.2855468191,0.52734375,0.4396184541,0.6150690459,0.6184815254,0.4304351326,0.8065279182,0.8071391016,0.7206354117,0.8936427914,0.0008749138247,-0.03672958411,0.03847941176,0.01541495023,0.0112287727,0.01960112775,2.743278407,1.676193517,3.810363298,1,1,1,0.248046875,0.2083956089,0.2876981411
utility,63,8,-0.546875,-0.8185832822,-0.2751667178,-0.41015625,-0.5858691534,-0.2344433466,0.43359375,0.3547147324,0.5124727676,0.6385753206,0.448764369,0.8283862722,0.8273497783,0.7360854809,0.9186140756,-0.01804547019,-0.04445117559,0.008360235211,0.03477168264,0.02794958229,0.04159378299,6.487693844,4.824307411,8.151080278,1,1,1,0.2421875,0.2056981902,0.2786768098
utility,64,8,-0.4609375,-0.7474666011,-0.1744083989,-0.4921875,-0.6524731946,-0.3319018054,0.4609375,0.3699785249,0.5518964751,0.7057441365,0.542241125,0.8692471479,0.7729588008,0.654947872,0.8909697296,0.02303109348,-0.004834434578,0.05089662154,0.03149920565,0.02540167381,0.0375967375,5.882974581,4.519821142,7.24612802,1,1,1,0.2275390625,0.1803926963,0.2746854287
utility,65,8,-0.44921875,-0.7327363879,-0.1657011121,-0.4296875,-0.5945065888,-0.2648684112,0.43359375,0.2648830341,0.6023044659,0.7203527605,0.5746331106,0.8660724105,0.8168726857,0.6987644549,0.9349809165,0.007170824782,-0.03981611194,0.0541577615,0.02755209141,0.01953394039,0.03557024244,4.756666925,2.770407176,6.742926675,1,1,1,0.2373046875,0.1984871548,0.2761222202
utility,66,8,-0.49609375,-0.7303120831,-0.2618754169,-0.37890625,-0.5468209215,-0.2109915785,0.5234375,0.4409771639,0.6058978361,0.7205863072,0.5647792655,0.8763933489,0.850949361,0.7658946863,0.9360040356,0.009410766054,-0.02852965811,0.04735119022,0.02669271641,0.01917314061,0.03421229222,4.604166925,2.703290133,6.505043718,1,1,1,0.2724609375,0.2367325846,0.3081892904
utility,67,8,-0.4921875,-0.713860163,-0.270514837,-0.328125,-0.48125,-0.175,0.5078125,0.4436251217,0.5719998783,0.7282953496,0.5517009474,0.9048897519,0.8860726146,0.8118400609,0.9603051683,-0.002911687531,-0.0325947326,0.02677135754,0.02368490391,0.01726577171,0.03010403612,4.382916925,2.636754624,6.129079227,1,1,1,0.2421875,0.2042357934,0.2801392066
utility,68,8,-0.44140625,-0.7127290099,-0.1700834901,-0.421875,-0.5843401405,-0.2594098595,0.44921875,0.3552262252,0.5432112748,0.7298195926,0.5477682545,0.9118709306,0.8254871736,0.7274636469,0.9235107003,-0.01043190477,-0.0513824471,0.03051863755,0.0206309002,0.01437706924,0.02688473116,3.410188806,1.96219497,4.858182643,1,1,1,0.2646484375,0.2283388614,0.3009580136
utility,69,8,-0.37890625,-0.6237523931,-0.1340601069,-0.48046875,-0.628674902,-0.332262598,0.4375,0.3030087712,0.5719912288,0.7973973363,0.6461389646,0.948655708,0.7856726217,0.6535583679,0.9177868755,0.005637919977,-0.03908783854,0.0503636785,0.01989556842,0.01357090026,0.02622023658,3.261658189,1.808413278,4.714903101,1,1,1,0.2548828125,0.2110977923,0.2986678327
utility,70,8,-0.39453125,-0.6644925916,-0.1245699084,-0.375,-0.5407310981,-0.2092689019,0.44140625,0.3408704539,0.5419420461,0.7644784107,0.5894855339,0.9394712875,0.8527234946,0.7512042849,0.9542427042,0.01567629617,-0.04203259389,0.07338518623,0.01751798914,0.01190769442,0.02312828387,2.685575653,1.401109154,3.970042151,1,1,1,0.2841796875,0.2629270667,0.3054323083
