application,panels,harm_reduction,harm_ci95_low,harm_ci95_high,service_loss_difference,service_ci95_low,service_ci95_high
humanitarian,26,0.0033003229265468935,-0.002730259923908369,0.009441973220361185,-8.542176118629424,-42.71060246556758,25.965832699377295
utility_restoration,26,0.0001728182953367271,-0.0030811915915432615,0.0036417071300792235,-7.3799146788383405,-22.53904189519348,6.874850404696885
