application,feature_block,rows,independent_panels,harm_prevalence,roc_auc,average_precision,brier_score
humanitarian,strongest_nonentropic,3175,50,0.6563779527559055,0.8474818397251285,0.9190025914012094,0.1510259207479332
humanitarian,shannon_js,3175,50,0.6563779527559055,0.8473578097538577,0.9198975096986262,0.15081125481214366
humanitarian,generalized_entropic,3175,50,0.6563779527559055,0.8456385432371999,0.9197081932408063,0.15150525806225176
utility_restoration,strongest_nonentropic,2809,50,0.9070843716625133,0.8278132650053831,0.9761405506912306,0.07078453978738236
utility_restoration,shannon_js,2809,50,0.9070843716625133,0.8335784357951845,0.9781850689105349,0.07095251259478338
utility_restoration,generalized_entropic,2809,50,0.9070843716625133,0.8352941530281431,0.9776289942785831,0.07035629415945688
