application,method,coverage,mean,sem,ci_low,ci_high
utility_restoration,Shannon + JS,0.1,4.381869375890306,0.5978006768604054,3.210180049243911,5.5535587025367
utility_restoration,Shannon + JS,0.2,4.0031129824207765,0.49727677408676296,3.028450505210721,4.977775459630832
utility_restoration,Shannon + JS,0.30000000000000004,2.977528209085671,0.3376221157750577,2.315788862166558,3.639267556004784
utility_restoration,Shannon + JS,0.4,2.7249122745809724,0.3559089782104121,2.027330677288565,3.42249387187338
utility_restoration,Shannon + JS,0.5,2.2832803691564103,0.31242796216578783,1.6709215633114662,2.8956391750013544
utility_restoration,Shannon + JS,0.6,1.9368281607387383,0.2879069660157396,1.3725305073478886,2.501125814129588
utility_restoration,Shannon + JS,0.7000000000000001,1.5069709380645109,0.2581813138459472,1.0009355629264545,2.0130063132025673
utility_restoration,Shannon + JS,0.8,1.147328902352224,0.22567092088656762,0.7050138974145514,1.5896439072898965
utility_restoration,Shannon + JS,0.9,0.8355963578240775,0.2102816215523827,0.4234443795814074,1.2477483360667476
utility_restoration,Shannon + JS,1.0,0.2632376304056253,0.2357018549999435,-0.19873800539426395,0.7252132662055146
utility_restoration,Strongest non-entropic,0.1,4.921734774539822,0.7352959143694872,3.4805547823756275,6.362914766704018
utility_restoration,Strongest non-entropic,0.2,4.0742659551351865,0.4907863292276139,3.1123247498490634,5.03620716042131
utility_restoration,Strongest non-entropic,0.30000000000000004,3.189480730651659,0.3537727966003059,2.496086049315059,3.8828754119882585
utility_restoration,Strongest non-entropic,0.4,2.931233050788486,0.3932401329349785,2.160482390235928,3.701983711341044
utility_restoration,Strongest non-entropic,0.5,2.240740850340325,0.3287591635585007,1.5963728897656635,2.8851088109149865
utility_restoration,Strongest non-entropic,0.6,1.8213804247421652,0.28316994404505297,1.2663673344138613,2.376393515070469
utility_restoration,Strongest non-entropic,0.7000000000000001,1.3292477549187192,0.24716567189036004,0.8448030380136136,1.8136924718238248
utility_restoration,Strongest non-entropic,0.8,0.9866526933444232,0.2260153567546731,0.543662594105264,1.4296427925835824
utility_restoration,Strongest non-entropic,0.9,0.6976377232020519,0.22887854504981492,0.24903577490441464,1.1462396714996892
utility_restoration,Strongest non-entropic,1.0,0.2632376304056253,0.2357018549999435,-0.19873800539426395,0.7252132662055146
