application,method,coverage,mean,sem,ci_low,ci_high
humanitarian,Generalized entropic,0.1,9.553937283124789,1.2766050682422483,7.051791349369982,12.056083216879596
humanitarian,Generalized entropic,0.2,6.317558054129196,1.1594115641605063,4.045111388374604,8.590004719883789
humanitarian,Generalized entropic,0.30000000000000004,3.1002280387158225,1.2329903197891667,0.6835670119290556,5.516889065502589
humanitarian,Generalized entropic,0.4,0.39135809865546195,1.2345098393158225,-2.02828118640355,2.810997383714474
humanitarian,Generalized entropic,0.5,-0.06846269769724081,0.9617720846574607,-1.9535359836258637,1.8166105882313819
humanitarian,Generalized entropic,0.6,0.3605551298679077,0.8532123814656827,-1.3117411378048303,2.0328513975406457
humanitarian,Generalized entropic,0.7000000000000001,2.1033715447546903,1.11318394030048,-0.07846897823425047,4.285212067743631
humanitarian,Generalized entropic,0.8,2.282669475109822,1.1664381133496735,-0.0035492270555379513,4.568888177275182
humanitarian,Generalized entropic,0.9,1.8611385307172634,1.0336427631425629,-0.16480128504215985,3.8870783464766867
humanitarian,Generalized entropic,1.0,1.6454798618642483,0.932884237516376,-0.1829732436678484,3.473932967396345
humanitarian,Shannon + JS,0.1,10.83901279912696,1.1480612996379005,8.588812651836676,13.089212946417245
humanitarian,Shannon + JS,0.2,6.9583928821137935,1.141197846591654,4.721645102794152,9.195140661433435
humanitarian,Shannon + JS,0.30000000000000004,3.0592074458941085,1.2527983319349572,0.6037227153015925,5.514692176486625
humanitarian,Shannon + JS,0.4,0.9011622094819224,1.1746818231090852,-1.4012141638118845,3.203538582775729
humanitarian,Shannon + JS,0.5,-0.424596064782623,0.960807897900629,-2.3077795446678557,1.45858741510261
humanitarian,Shannon + JS,0.6,0.1304050688241476,0.8501039238417399,-1.5357986219056627,1.796608759553958
humanitarian,Shannon + JS,0.7000000000000001,1.9453858807997497,1.0566257831348924,-0.1256006541446395,4.016372415744139
humanitarian,Shannon + JS,0.8,2.2985040149381852,1.1657403089370182,0.013653009421629836,4.583355020454741
humanitarian,Shannon + JS,0.9,1.8622391105192455,1.0337445307494462,-0.16390016974966892,3.88837839078816
humanitarian,Shannon + JS,1.0,1.6454798618642483,0.932884237516376,-0.1829732436678484,3.473932967396345
humanitarian,Strongest non-entropic,0.1,10.05487738310291,0.8101295565982911,8.46702345217026,11.642731314035561
humanitarian,Strongest non-entropic,0.2,6.635917080591614,1.1023418956900053,4.475326965039204,8.796507196144024
humanitarian,Strongest non-entropic,0.30000000000000004,2.571171409689941,1.275817248086446,0.07056960344050722,5.071773215939375
humanitarian,Strongest non-entropic,0.4,0.7206459121926941,1.1963736387486157,-1.6242464197545927,3.0655382441399808
humanitarian,Strongest non-entropic,0.5,-0.6626062890942593,0.9659055693542347,-2.555781205028559,1.2305686268400406
humanitarian,Strongest non-entropic,0.6,0.15860965295510088,0.8953255753086896,-1.5962284746499307,1.9134477805601324
humanitarian,Strongest non-entropic,0.7000000000000001,1.971759423950972,1.118051361653246,-0.21962124488938994,4.163140092791334
humanitarian,Strongest non-entropic,0.8,2.3136411318607384,1.1648805669332396,0.030475220671588588,4.596807043049888
humanitarian,Strongest non-entropic,0.9,1.8643221012011753,1.0335979156322264,-0.16152981343798856,3.890174015840339
humanitarian,Strongest non-entropic,1.0,1.6454798618642485,0.9328842375163758,-0.18297324366784795,3.473932967396345
utility_restoration,Generalized entropic,0.1,4.828369327331536,0.7226257003690545,3.412022954608189,6.244715700054883
utility_restoration,Generalized entropic,0.2,4.283668514803363,0.6397391312174617,3.029779817617138,5.537557211989588
utility_restoration,Generalized entropic,0.30000000000000004,3.554901076767615,0.4893190747040032,2.595835690347769,4.513966463187462
utility_restoration,Generalized entropic,0.4,2.89619656096793,0.40037378714132926,2.1114639381709246,3.6809291837649356
utility_restoration,Generalized entropic,0.5,2.362713646463659,0.32870753382099516,1.7184468801745085,3.0069804127528093
utility_restoration,Generalized entropic,0.6,1.9172572451069003,0.29430986531351294,1.3404099090924149,2.4941045811213858
utility_restoration,Generalized entropic,0.7000000000000001,1.5167131759280834,0.2584985449012034,1.0100560279217248,2.023370323934442
utility_restoration,Generalized entropic,0.8,1.1276564453809979,0.23386030284887518,0.6692902517972025,1.5860226389647933
utility_restoration,Generalized entropic,0.9,0.7984541097592388,0.22601551494721164,0.355463700462704,1.2414445190557737
utility_restoration,Generalized entropic,1.0,0.2632376304056252,0.23570185499994353,-0.19873800539426412,0.7252132662055145
