application,complexity,panels,effect,ci_low,ci_high
humanitarian,large,4,0.0018944329187596744,-0.0067813726970704005,0.007974775554334875
humanitarian,medium,42,-0.008387841067175763,-0.015075491760697522,-0.0018030457221138545
humanitarian,small,4,0.03937969924812028,0.014285714285714275,0.060902255639097694
utility_restoration,large,4,-0.0027929180249539752,-0.008982035928143776,0.0035794723294723
utility_restoration,medium,42,0.007898608608319849,-0.001688344410777697,0.017101601341862126
utility_restoration,small,4,0.0,0.0,0.0
