run_id,application,regime,information_condition,method,environment_seed,operator_seed,rl_seed,status,primary_outcome,service_loss_auc,cumulative_weighted_unmet_need,cumulative_critical_unserved_load,operator_interventions,operator_minutes,operator_workload_auc,maximum_operator_workload,mean_queue_wait_steps,maximum_queue_length,operator_requests,timely_activation,missed_activation,pre_disruption_false_activation,nominal_false_activation,first_request_step,first_visible_collapse_step,complete_causal_chains,harmful_interventions,beneficial_interventions,mean_counterfactual_effect,structured_attempts,first_pass_valid,valid_after_repair,material_actions_accepted,material_actions_next_stage,material_actions_reached_service,commitment_changes,agent_messages,agent_message_bytes,thermodynamic_sketch_messages,thermodynamic_sketch_bytes,tool_calls,llm_calls,prompt_tokens,generated_tokens,llm_latency_seconds,wall_clock_seconds,maximum_conservation_residual,conservation_feasible,active_incidents
implementation_pilot_v2_human-commercial-autonomy_no_operator-partition-private_fragmented-e24001-o124001-rnone,commercial,partition,private_fragmented,autonomy_no_operator,24001,124001,,complete,3.4507200000000013,3.4507200000000013,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,1,224,460,100413,1,0,0,0,0.0,0.15624011203180999,0.0,True,1
implementation_pilot_v2_human-commercial-autonomy_no_operator-partition-private_fragmented-e24002-o124002-rnone,commercial,partition,private_fragmented,autonomy_no_operator,24002,124002,,complete,3.4507200000000013,3.4507200000000013,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,1,224,460,100413,1,0,0,0,0.0,0.16318635101197287,0.0,True,1
implementation_pilot_v2_human-commercial-autonomy_no_operator-partition-private_fragmented-e24003-o124003-rnone,commercial,partition,private_fragmented,autonomy_no_operator,24003,124003,,complete,3.4507200000000013,3.4507200000000013,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,1,224,460,100413,1,0,0,0,0.0,0.15576796000823379,0.0,True,1
implementation_pilot_v2_human-commercial-autonomy_no_operator-partition-private_fragmented-e24004-o124004-rnone,commercial,partition,private_fragmented,autonomy_no_operator,24004,124004,,complete,3.4507200000000013,3.4507200000000013,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,1,224,460,100413,1,0,0,0,0.0,0.162561138975434,0.0,True,1
implementation_pilot_v2_human-commercial-autonomy_no_operator-partition-private_fragmented-e24005-o124005-rnone,commercial,partition,private_fragmented,autonomy_no_operator,24005,124005,,complete,3.4507200000000013,3.4507200000000013,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,1,224,460,100413,1,0,0,0,0.0,0.1577564740437083,0.0,True,1
implementation_pilot_v2_human-commercial-thermohitl_v4_rule-partition-private_fragmented-e24001-o124001-rnone,commercial,partition,private_fragmented,thermohitl_v4_rule,24001,124001,,complete,3.4507200000000013,3.4507200000000013,,,1,8.0,0.7600000000000001,0.34,0.0,0,1,True,False,False,False,7,,0,0,0,0.0,1,1,1,1,1,1,2,1,224,460,100582,1,0,0,0,0.0,0.2235076249926351,0.0,True,1
implementation_pilot_v2_human-commercial-thermohitl_v4_rule-partition-private_fragmented-e24002-o124002-rnone,commercial,partition,private_fragmented,thermohitl_v4_rule,24002,124002,,complete,3.4507200000000013,3.4507200000000013,,,1,8.0,0.7600000000000001,0.34,0.0,0,1,True,False,False,False,7,,0,0,0,0.0,1,1,1,1,1,1,2,1,224,460,100582,1,0,0,0,0.0,0.23686110303970054,0.0,True,1
implementation_pilot_v2_human-commercial-thermohitl_v4_rule-partition-private_fragmented-e24003-o124003-rnone,commercial,partition,private_fragmented,thermohitl_v4_rule,24003,124003,,complete,3.4507200000000013,3.4507200000000013,,,1,8.0,0.7600000000000001,0.34,0.0,0,1,True,False,False,False,7,,0,0,0,0.0,1,1,1,1,1,1,2,1,224,460,100582,1,0,0,0,0.0,0.22000572201795876,0.0,True,1
implementation_pilot_v2_human-commercial-thermohitl_v4_rule-partition-private_fragmented-e24004-o124004-rnone,commercial,partition,private_fragmented,thermohitl_v4_rule,24004,124004,,complete,3.4507200000000013,3.4507200000000013,,,1,8.0,0.7600000000000001,0.34,0.0,0,1,True,False,False,False,7,,0,0,0,0.0,1,1,1,1,1,1,2,1,224,460,100582,1,0,0,0,0.0,0.22309469000902027,0.0,True,1
implementation_pilot_v2_human-commercial-thermohitl_v4_rule-partition-private_fragmented-e24005-o124005-rnone,commercial,partition,private_fragmented,thermohitl_v4_rule,24005,124005,,complete,3.4507200000000013,3.4507200000000013,,,1,8.0,0.7600000000000001,0.34,0.0,0,1,True,False,False,False,7,,0,0,0,0.0,1,1,1,1,1,1,1,1,224,460,100413,1,0,0,0,0.0,0.23270273802336305,0.0,True,1
implementation_pilot_v2_human-commercial-autonomy_no_operator-compound-private_fragmented-e24001-o124001-rnone,commercial,compound,private_fragmented,autonomy_no_operator,24001,124001,,complete,12.836342400000001,12.836342400000001,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,2,0,2,447,460,100732,3,0,0,0,0.0,0.1576275599654764,0.0,True,3
implementation_pilot_v2_human-commercial-autonomy_no_operator-compound-private_fragmented-e24002-o124002-rnone,commercial,compound,private_fragmented,autonomy_no_operator,24002,124002,,complete,10.019251200000003,10.019251200000003,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,3,0,2,447,460,100885,3,0,0,0,0.0,0.16359966102754697,0.0,True,3
implementation_pilot_v2_human-commercial-autonomy_no_operator-compound-private_fragmented-e24003-o124003-rnone,commercial,compound,private_fragmented,autonomy_no_operator,24003,124003,,complete,12.836342400000001,12.836342400000001,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,2,0,2,447,460,100732,3,0,0,0,0.0,0.15763169596903026,0.0,True,3
implementation_pilot_v2_human-commercial-autonomy_no_operator-compound-private_fragmented-e24004-o124004-rnone,commercial,compound,private_fragmented,autonomy_no_operator,24004,124004,,complete,12.836342400000001,12.836342400000001,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,2,0,2,447,460,100732,3,0,0,0,0.0,0.15882956702262163,0.0,True,3
implementation_pilot_v2_human-commercial-autonomy_no_operator-compound-private_fragmented-e24005-o124005-rnone,commercial,compound,private_fragmented,autonomy_no_operator,24005,124005,,complete,10.019251200000003,10.019251200000003,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,3,0,2,447,460,100885,3,0,0,0,0.0,0.15482640999834985,0.0,True,3
implementation_pilot_v2_human-commercial-thermohitl_v4_rule-compound-private_fragmented-e24001-o124001-rnone,commercial,compound,private_fragmented,thermohitl_v4_rule,24001,124001,,complete,12.836342400000001,12.836342400000001,,,2,16.0,1.98,0.48000000000000004,1.0,1,3,True,False,False,False,7,,0,0,0,0.0,3,3,3,3,3,2,4,2,447,460,100831,3,0,0,0,0.0,0.31736707797972485,0.0,True,3
implementation_pilot_v2_human-commercial-thermohitl_v4_rule-compound-private_fragmented-e24002-o124002-rnone,commercial,compound,private_fragmented,thermohitl_v4_rule,24002,124002,,complete,10.019251200000003,10.019251200000003,,,2,16.0,1.98,0.48000000000000004,1.0,1,2,True,False,False,False,7,,0,0,0,0.0,3,3,3,3,3,3,3,2,447,460,100885,3,0,0,0,0.0,0.2989387749694288,0.0,True,3
implementation_pilot_v2_human-commercial-thermohitl_v4_rule-compound-private_fragmented-e24003-o124003-rnone,commercial,compound,private_fragmented,thermohitl_v4_rule,24003,124003,,complete,12.836342400000001,12.836342400000001,,,2,16.0,1.98,0.48000000000000004,1.0,1,3,True,False,False,False,7,,0,0,0,0.0,3,3,3,3,3,2,3,2,447,460,100732,3,0,0,0,0.0,0.312659869028721,0.0,True,3
implementation_pilot_v2_human-commercial-thermohitl_v4_rule-compound-private_fragmented-e24004-o124004-rnone,commercial,compound,private_fragmented,thermohitl_v4_rule,24004,124004,,complete,12.836342400000001,12.836342400000001,,,2,16.0,1.98,0.48000000000000004,1.0,1,3,True,False,False,False,7,,0,0,0,0.0,3,3,3,3,3,2,4,2,447,460,100831,3,0,0,0,0.0,0.3068628649925813,0.0,True,3
implementation_pilot_v2_human-commercial-thermohitl_v4_rule-compound-private_fragmented-e24005-o124005-rnone,commercial,compound,private_fragmented,thermohitl_v4_rule,24005,124005,,complete,10.019251200000003,10.019251200000003,,,2,16.0,1.98,0.48000000000000004,1.0,1,2,True,False,False,False,7,,0,0,0,0.0,3,3,3,3,3,3,3,2,447,460,100984,3,0,0,0,0.0,0.31239613803336397,0.0,True,3
implementation_pilot_v2_human-humanitarian-autonomy_no_operator-telemetry_integrity-private_fragmented-e24001-o124001-rnone,humanitarian,telemetry_integrity,private_fragmented,autonomy_no_operator,24001,124001,,complete,7.257600000000002,7.257600000000002,7.257600000000002,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,600,128346,1,0,0,0,0.0,0.16576478397473693,0.0,True,1
implementation_pilot_v2_human-humanitarian-autonomy_no_operator-telemetry_integrity-private_fragmented-e24002-o124002-rnone,humanitarian,telemetry_integrity,private_fragmented,autonomy_no_operator,24002,124002,,complete,3.4507200000000013,3.4507200000000013,3.4507200000000013,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,0,0,600,128625,1,0,0,0,0.0,0.18186366697773337,0.0,True,1
implementation_pilot_v2_human-humanitarian-autonomy_no_operator-telemetry_integrity-private_fragmented-e24003-o124003-rnone,humanitarian,telemetry_integrity,private_fragmented,autonomy_no_operator,24003,124003,,complete,7.257600000000002,7.257600000000002,7.257600000000002,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,600,128346,1,0,0,0,0.0,0.16599619598127902,0.0,True,1
implementation_pilot_v2_human-humanitarian-autonomy_no_operator-telemetry_integrity-private_fragmented-e24004-o124004-rnone,humanitarian,telemetry_integrity,private_fragmented,autonomy_no_operator,24004,124004,,complete,3.4507200000000013,3.4507200000000013,3.4507200000000013,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,0,0,600,128625,1,0,0,0,0.0,0.1668604129808955,0.0,True,1
implementation_pilot_v2_human-humanitarian-autonomy_no_operator-telemetry_integrity-private_fragmented-e24005-o124005-rnone,humanitarian,telemetry_integrity,private_fragmented,autonomy_no_operator,24005,124005,,complete,7.257600000000002,7.257600000000002,7.257600000000002,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,600,128346,1,0,0,0,0.0,0.16721778200007975,0.0,True,1
implementation_pilot_v2_human-humanitarian-thermohitl_v4_rule-telemetry_integrity-private_fragmented-e24001-o124001-rnone,humanitarian,telemetry_integrity,private_fragmented,thermohitl_v4_rule,24001,124001,,complete,3.4507200000000013,3.4507200000000013,3.4507200000000013,,1,8.0,0.7600000000000001,0.34,0.0,0,1,True,False,False,False,7,,1,0,1,1.0382399999999996,1,1,1,1,1,1,2,0,0,600,128898,1,0,0,0,0.0,0.2245449890033342,0.0,True,1
implementation_pilot_v2_human-humanitarian-thermohitl_v4_rule-telemetry_integrity-private_fragmented-e24002-o124002-rnone,humanitarian,telemetry_integrity,private_fragmented,thermohitl_v4_rule,24002,124002,,complete,3.4507200000000013,3.4507200000000013,3.4507200000000013,,1,8.0,0.7600000000000001,0.34,0.0,0,1,True,False,False,False,7,,0,0,0,0.0,1,1,1,1,1,1,2,0,0,600,128898,1,0,0,0,0.0,0.2227085789781995,0.0,True,1
implementation_pilot_v2_human-humanitarian-thermohitl_v4_rule-telemetry_integrity-private_fragmented-e24003-o124003-rnone,humanitarian,telemetry_integrity,private_fragmented,thermohitl_v4_rule,24003,124003,,complete,3.4507200000000013,3.4507200000000013,3.4507200000000013,,1,8.0,0.7600000000000001,0.34,0.0,0,1,True,False,False,False,7,,1,0,1,1.0382399999999996,1,1,1,1,1,1,2,0,0,600,128898,1,0,0,0,0.0,0.22353264299454167,0.0,True,1
implementation_pilot_v2_human-humanitarian-thermohitl_v4_rule-telemetry_integrity-private_fragmented-e24004-o124004-rnone,humanitarian,telemetry_integrity,private_fragmented,thermohitl_v4_rule,24004,124004,,complete,3.4507200000000013,3.4507200000000013,3.4507200000000013,,1,8.0,0.7600000000000001,0.34,0.0,0,1,True,False,False,False,7,,0,0,0,0.0,1,1,1,1,1,1,2,0,0,600,128898,1,0,0,0,0.0,0.22415539098437876,0.0,True,1
implementation_pilot_v2_human-humanitarian-thermohitl_v4_rule-telemetry_integrity-private_fragmented-e24005-o124005-rnone,humanitarian,telemetry_integrity,private_fragmented,thermohitl_v4_rule,24005,124005,,complete,7.257600000000002,7.257600000000002,7.257600000000002,,1,8.0,0.7600000000000001,0.34,0.0,0,1,True,False,False,False,7,,0,0,0,0.0,1,1,1,1,1,0,1,0,0,600,128346,1,0,0,0,0.0,0.22328056703554466,0.0,True,1
implementation_pilot_v2_human-humanitarian-autonomy_no_operator-partition-private_fragmented-e24001-o124001-rnone,humanitarian,partition,private_fragmented,autonomy_no_operator,24001,124001,,complete,7.257600000000002,7.257600000000002,7.257600000000002,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,460,98250,1,0,0,0,0.0,0.16013329604174942,0.0,True,1
implementation_pilot_v2_human-humanitarian-autonomy_no_operator-partition-private_fragmented-e24002-o124002-rnone,humanitarian,partition,private_fragmented,autonomy_no_operator,24002,124002,,complete,3.4507200000000013,3.4507200000000013,3.4507200000000013,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,0,0,460,98448,1,0,0,0,0.0,0.16754262597532943,0.0,True,1
implementation_pilot_v2_human-humanitarian-autonomy_no_operator-partition-private_fragmented-e24003-o124003-rnone,humanitarian,partition,private_fragmented,autonomy_no_operator,24003,124003,,complete,7.257600000000002,7.257600000000002,7.257600000000002,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,460,98250,1,0,0,0,0.0,0.1649106609984301,0.0,True,1
implementation_pilot_v2_human-humanitarian-autonomy_no_operator-partition-private_fragmented-e24004-o124004-rnone,humanitarian,partition,private_fragmented,autonomy_no_operator,24004,124004,,complete,3.4507200000000013,3.4507200000000013,3.4507200000000013,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,0,0,460,98448,1,0,0,0,0.0,0.15839582803891972,0.0,True,1
implementation_pilot_v2_human-humanitarian-autonomy_no_operator-partition-private_fragmented-e24005-o124005-rnone,humanitarian,partition,private_fragmented,autonomy_no_operator,24005,124005,,complete,7.257600000000002,7.257600000000002,7.257600000000002,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,460,98250,1,0,0,0,0.0,0.16095608798786998,0.0,True,1
implementation_pilot_v2_human-humanitarian-thermohitl_v4_rule-partition-private_fragmented-e24001-o124001-rnone,humanitarian,partition,private_fragmented,thermohitl_v4_rule,24001,124001,,complete,3.4507200000000013,3.4507200000000013,3.4507200000000013,,1,8.0,0.7600000000000001,0.34,0.0,0,1,True,False,False,False,7,,1,0,1,1.0382399999999996,1,1,1,1,1,1,2,0,0,460,98643,1,0,0,0,0.0,0.23606349097099155,0.0,True,1
implementation_pilot_v2_human-humanitarian-thermohitl_v4_rule-partition-private_fragmented-e24002-o124002-rnone,humanitarian,partition,private_fragmented,thermohitl_v4_rule,24002,124002,,complete,3.4507200000000013,3.4507200000000013,3.4507200000000013,,1,8.0,0.7600000000000001,0.34,0.0,0,1,True,False,False,False,7,,0,0,0,0.0,1,1,1,1,1,1,2,0,0,460,98643,1,0,0,0,0.0,0.22755067300749943,0.0,True,1
implementation_pilot_v2_human-humanitarian-thermohitl_v4_rule-partition-private_fragmented-e24003-o124003-rnone,humanitarian,partition,private_fragmented,thermohitl_v4_rule,24003,124003,,complete,3.4507200000000013,3.4507200000000013,3.4507200000000013,,1,8.0,0.7600000000000001,0.34,0.0,0,1,True,False,False,False,7,,1,0,1,1.0382399999999996,1,1,1,1,1,1,2,0,0,460,98643,1,0,0,0,0.0,0.22082870500162244,0.0,True,1
implementation_pilot_v2_human-humanitarian-thermohitl_v4_rule-partition-private_fragmented-e24004-o124004-rnone,humanitarian,partition,private_fragmented,thermohitl_v4_rule,24004,124004,,complete,3.4507200000000013,3.4507200000000013,3.4507200000000013,,1,8.0,0.7600000000000001,0.34,0.0,0,1,True,False,False,False,7,,0,0,0,0.0,1,1,1,1,1,1,2,0,0,460,98643,1,0,0,0,0.0,0.2244875679607503,0.0,True,1
implementation_pilot_v2_human-humanitarian-thermohitl_v4_rule-partition-private_fragmented-e24005-o124005-rnone,humanitarian,partition,private_fragmented,thermohitl_v4_rule,24005,124005,,complete,7.257600000000002,7.257600000000002,7.257600000000002,,1,8.0,0.7600000000000001,0.34,0.0,0,1,True,False,False,False,7,,0,0,0,0.0,1,1,1,1,1,0,1,0,0,460,98250,1,0,0,0,0.0,0.23480234702583402,0.0,True,1
implementation_pilot_v2_human-humanitarian-autonomy_no_operator-compound-private_fragmented-e24001-o124001-rnone,humanitarian,compound,private_fragmented,autonomy_no_operator,24001,124001,,complete,17.100048,17.100048,17.100048,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,1,0,0,0,460,98454,3,0,0,0,0.0,0.1735200479743071,0.0,True,3
implementation_pilot_v2_human-humanitarian-autonomy_no_operator-compound-private_fragmented-e24002-o124002-rnone,humanitarian,compound,private_fragmented,autonomy_no_operator,24002,124002,,complete,14.406579200000003,14.406579200000003,14.406579200000003,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,2,0,0,0,460,98191,3,0,0,0,0.0,0.16890324500855058,0.0,True,3
implementation_pilot_v2_human-humanitarian-autonomy_no_operator-compound-private_fragmented-e24003-o124003-rnone,humanitarian,compound,private_fragmented,autonomy_no_operator,24003,124003,,complete,19.9171392,19.9171392,19.9171392,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,0,0,0,0,460,98364,3,0,0,0,0.0,0.18108868296258152,0.0,True,3
implementation_pilot_v2_human-humanitarian-autonomy_no_operator-compound-private_fragmented-e24004-o124004-rnone,humanitarian,compound,private_fragmented,autonomy_no_operator,24004,124004,,complete,14.406579200000003,14.406579200000003,14.406579200000003,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,2,0,0,0,460,98191,3,0,0,0,0.0,0.15402247797464952,0.0,True,3
implementation_pilot_v2_human-humanitarian-autonomy_no_operator-compound-private_fragmented-e24005-o124005-rnone,humanitarian,compound,private_fragmented,autonomy_no_operator,24005,124005,,complete,19.9171392,19.9171392,19.9171392,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,0,0,0,0,460,98364,3,0,0,0,0.0,0.15924251300748438,0.0,True,3
implementation_pilot_v2_human-humanitarian-thermohitl_v4_rule-compound-private_fragmented-e24001-o124001-rnone,humanitarian,compound,private_fragmented,thermohitl_v4_rule,24001,124001,,complete,11.589488000000003,11.589488000000003,11.589488000000003,,2,16.0,1.98,0.48000000000000004,1.0,1,3,True,False,False,False,7,,1,0,1,0.5191199999999996,3,3,3,3,3,3,4,0,0,460,98443,3,0,0,0,0.0,0.30309074599063024,0.0,True,3
implementation_pilot_v2_human-humanitarian-thermohitl_v4_rule-compound-private_fragmented-e24002-o124002-rnone,humanitarian,compound,private_fragmented,thermohitl_v4_rule,24002,124002,,complete,14.406579200000003,14.406579200000003,14.406579200000003,,2,16.0,1.6400000000000001,0.38,0.6666666666666666,1,3,True,False,False,False,7,,0,0,0,0.0,3,3,3,3,3,2,4,0,0,460,98353,3,0,0,0,0.0,0.3727300919708796,0.0,True,3
implementation_pilot_v2_human-humanitarian-thermohitl_v4_rule-compound-private_fragmented-e24003-o124003-rnone,humanitarian,compound,private_fragmented,thermohitl_v4_rule,24003,124003,,complete,14.406579200000003,14.406579200000003,14.406579200000003,,2,16.0,1.6400000000000001,0.38,0.6666666666666666,1,3,True,False,False,False,7,,1,0,1,0.3460799999999997,3,3,3,3,3,2,4,0,0,460,98353,3,0,0,0,0.0,0.4090383549919352,0.0,True,3
implementation_pilot_v2_human-humanitarian-thermohitl_v4_rule-compound-private_fragmented-e24004-o124004-rnone,humanitarian,compound,private_fragmented,thermohitl_v4_rule,24004,124004,,complete,14.406579200000003,14.406579200000003,14.406579200000003,,2,16.0,1.98,0.48000000000000004,1.0,1,3,True,False,False,False,7,,0,0,0,0.0,3,3,3,3,3,2,4,0,0,460,98353,3,0,0,0,0.0,0.30203280301066115,0.0,True,3
implementation_pilot_v2_human-humanitarian-thermohitl_v4_rule-compound-private_fragmented-e24005-o124005-rnone,humanitarian,compound,private_fragmented,thermohitl_v4_rule,24005,124005,,complete,19.9171392,19.9171392,19.9171392,,2,16.0,1.98,0.48000000000000004,1.0,1,2,True,False,False,False,7,,0,0,0,0.0,3,3,3,3,3,0,3,0,0,460,98364,3,0,0,0,0.0,0.3059115119976923,0.0,True,3
implementation_pilot_v2_human-utility_restoration-autonomy_no_operator-telemetry_integrity-private_fragmented-e24001-o124001-rnone,utility_restoration,telemetry_integrity,private_fragmented,autonomy_no_operator,24001,124001,,complete,5.2635200000000015,5.2635200000000015,,5.2635200000000015,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,0,0,600,135810,1,0,0,0,0.0,0.16183757403632626,0.0,True,1
implementation_pilot_v2_human-utility_restoration-autonomy_no_operator-telemetry_integrity-private_fragmented-e24002-o124002-rnone,utility_restoration,telemetry_integrity,private_fragmented,autonomy_no_operator,24002,124002,,complete,5.2635200000000015,5.2635200000000015,,5.2635200000000015,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,0,0,600,135810,1,0,0,0,0.0,0.18317114398814738,0.0,True,1
