n_agents,coupling_strength,sampling_temperature,mean_abs_belief_magnetization,surrogate_order
8,0.35,0.5,0.0061553030303030005,0.0
8,0.35,0.85,0.026988636363636298,0.0141493055555555
8,0.8,0.5,0.010890151515151466,0.0
8,0.8,0.85,0.020359848484848432,0.0599826388888888
16,0.35,0.5,0.0091145833333333,0.0
16,0.35,0.85,0.009588068181818133,0.0163628472222222
16,0.8,0.5,0.008996212121212066,0.0
16,0.8,0.85,0.0092329545454545,0.0495659722222222
