n_agents,topology,coupling_strength,sampling_temperature,independent_seeds,mean_abs_belief_magnetization_mean,mean_abs_belief_magnetization_sd,mean_abs_belief_magnetization_q025,mean_abs_belief_magnetization_q975,mean_abs_action_magnetization_mean,mean_abs_action_magnetization_sd,mean_abs_action_magnetization_q025,mean_abs_action_magnetization_q975,belief_susceptibility_mean,belief_susceptibility_sd,belief_susceptibility_q025,belief_susceptibility_q975,belief_correlation_time_sweeps_mean,belief_correlation_time_sweeps_sd,belief_correlation_time_sweeps_q025,belief_correlation_time_sweeps_q975,mean_field_belief_mean,mean_field_belief_sd,mean_field_belief_q025,mean_field_belief_q975,mean_field_action_mean,mean_field_action_sd,mean_field_action_q025,mean_field_action_q975,local_belief_stability_index_mean,local_belief_stability_index_sd,local_belief_stability_index_q025,local_belief_stability_index_q975
64,modular,0.2,0.4,16,0.0,0.0,0.0,0.0,0.0002061631944444,0.0002705865298786,0.0,0.0008029513888888,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.8166938803743115e-08,0.0,-1.8166938803743115e-08,-1.8166938803743115e-08,6.52000234198416e-08,0.0,6.52000234198416e-08,6.52000234198416e-08,6.177889217774389,0.0,6.177889217774389,6.177889217774389
64,modular,0.2,0.5,16,0.0,0.0,0.0,0.0,0.000390625,0.0004722732815533,0.0,0.0014322916666666,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.8166938803743115e-08,0.0,-1.8166938803743115e-08,-1.8166938803743115e-08,6.52000234198416e-08,0.0,6.52000234198416e-08,6.52000234198416e-08,6.177889217774389,0.0,6.177889217774389,6.177889217774389
64,modular,0.2,0.6,16,3.255208333333333e-05,9.4428060602319e-05,0.0,0.0002821180555555,0.0002495659722222,0.0003694763696697,0.0,0.0011284722222222,6.486169304779641e-05,0.0001879947656908,0.0,0.0005618113749224,1.0621351453141674,0.2485405812566694,1.0,1.6213514531416735,-0.0043014686155973,0.0,-0.0043014686155973,-0.0043014686155973,-0.0114388612941298,0.0,-0.0114388612941298,-0.0114388612941298,5.613916556457504,0.0,5.613916556457504,5.613916556457504
64,modular,0.2,0.7,16,0.0002712673611111,0.0003352612912689,0.0,0.0009765625,0.0005425347222222,0.0004696065562191,0.0,0.0014973958333333,0.0005384126707014,0.0006644475987077,0.0,0.00193809163563,1.485174306108794,0.6774230660378732,1.0,2.845576011568639,-0.0087734652215943,0.0,-0.0087734652215943,-0.0087734652215943,-0.0234454019592314,0.0,-0.0234454019592314,-0.0234454019592314,5.049762914634441,0.0,5.049762914634441,5.049762914634441
64,modular,0.2,0.85,16,0.0109809027777777,0.0015586372005182,0.0088758680555555,0.0140842013888888,0.0106770833333333,0.001365544555903,0.0090494791666666,0.0134114583333333,0.0260554876629422,0.0041837843010774,0.0208255741775294,0.0330520639354438,2.777468634872766,0.997347608387184,1.4933000622043204,4.889497631853181,-0.0158257425019019,0.0,-0.0158257425019019,-0.0158257425019019,-0.0426584497132974,0.0,-0.0426584497132974,-0.0426584497132974,4.203295466290937,0.0,4.203295466290937,4.203295466290937
64,modular,0.2,1.0,16,0.0101128472222222,0.0023071342486639,0.0069010416666666,0.0143012152777777,0.01015625,0.0019081432866714,0.0071397569444444,0.0135199652777777,0.0228819929391682,0.0059723744428071,0.0152738981998758,0.0350798708100558,2.2104237390721906,0.3534599928482062,1.561922762194604,2.7391198446391885,-0.0158257425019019,0.0,-0.0158257425019019,-0.0158257425019019,-0.0426584497132974,0.0,-0.0426584497132974,-0.0426584497132974,4.203295466290937,0.0,4.203295466290937,4.203295466290937
64,modular,0.3,0.4,16,0.0,0.0,0.0,0.0,0.0003038194444444,0.0003007032652029,0.0,0.0008029513888888,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.8000761018008453e-08,0.0,-1.8000761018008453e-08,-1.8000761018008453e-08,6.45334806870485e-08,0.0,6.45334806870485e-08,6.45334806870485e-08,6.3730620757225465,0.0,6.3730620757225465,6.3730620757225465
64,modular,0.3,0.5,16,0.0,0.0,0.0,0.0,0.0002387152777777,0.0002604166666666,0.0,0.0006944444444444,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.8000761018008453e-08,0.0,-1.8000761018008453e-08,-1.8000761018008453e-08,6.45334806870485e-08,0.0,6.45334806870485e-08,6.45334806870485e-08,6.3730620757225465,0.0,6.3730620757225465,6.3730620757225465
64,modular,0.3,0.6,16,0.0001085069444444,0.0002680216707617,0.0,0.00078125,0.0004231770833333,0.0004203576393334,0.0,0.0013020833333333,0.0002131343109869,0.0005223266722246,0.0,0.0015246741154562,1.184351860068961,0.5321011285998877,1.0,2.592153337994238,-0.0042499767338551,0.0,-0.0042499767338551,-0.0042499767338551,-0.011581913001081,0.0,-0.011581913001081,-0.011581913001081,5.811233710139795,0.0,5.811233710139795,5.811233710139795
64,modular,0.3,0.7,16,0.0002170138888888,0.0001736111111111,0.0,0.0005208333333333,0.0004991319444444,0.0003743725460563,0.0,0.0011501736111111,0.0004767031346989,0.0004172927445173,0.0,0.0012601353972687,1.289772579109916,0.5773678016272872,1.0,2.6104070094656087,-0.0086646051672012,0.0,-0.0086646051672012,-0.0086646051672012,-0.0237736302975502,0.0,-0.0237736302975502,-0.0237736302975502,5.249221159992243,0.0,5.249221159992243,5.249221159992243
