run_id,application,method,scenario,environment_seed,llm_seed,rl_seed,operator_seed,operator_profile,completion_status,primary_outcome,service_loss_auc,cumulative_unmet_weighted_need,operator_requests,operator_interventions,operator_minutes,trigger_activations,pre_disruption_false_activation,nominal_false_activation,timely_activation,missed_activation,material_actions_accepted,material_actions_reached_demand,first_pass_valid_rate,valid_after_one_repair_rate,conservation_error,total_communication_messages,llm_calls,prompt_tokens,generated_tokens,llm_latency_seconds,manifest,episode_directory
development_gate_preliminary_v1-commercial-autonomous_no_human-nominal-reliable-e10701-o40701-rnone,commercial,autonomous_no_human,human_v3_development-reliable-nominal-p0.5-o0.5,10701,0,,40701,high_accuracy_bounded,complete,4.543064529007083,4.543064529007083,162.99251810726423,0,0,0.0,0,False,False,False,False,17,17,1.0,1.0,0.0,55,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v1-commercial-autonomous_no_human-nominal-reliable-e10701-o40701-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v1/development_gate_preliminary_v1-commercial-autonomous_no_human-nominal-reliable-e10701-o40701-rnone
development_gate_preliminary_v1-commercial-local_kpi_trigger-nominal-reliable-e10701-o40701-rnone,commercial,local_kpi_trigger,human_v3_development-reliable-nominal-p0.5-o0.5,10701,0,,40701,high_accuracy_bounded,complete,4.543064529007083,4.543064529007083,162.99251810726423,5,0,30.0,5,True,True,True,False,17,17,1.0,1.0,0.0,55,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v1-commercial-local_kpi_trigger-nominal-reliable-e10701-o40701-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v1/development_gate_preliminary_v1-commercial-local_kpi_trigger-nominal-reliable-e10701-o40701-rnone
development_gate_preliminary_v1-commercial-thermohitl_rule-nominal-reliable-e10701-o40701-rnone,commercial,thermohitl_rule,human_v3_development-reliable-nominal-p0.5-o0.5,10701,0,,40701,high_accuracy_bounded,complete,4.543064529007083,4.543064529007083,162.99251810726423,0,0,0.0,0,False,False,False,False,17,17,1.0,1.0,0.0,1897,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v1-commercial-thermohitl_rule-nominal-reliable-e10701-o40701-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v1/development_gate_preliminary_v1-commercial-thermohitl_rule-nominal-reliable-e10701-o40701-rnone
development_gate_preliminary_v1-commercial-autonomous_no_human-nominal-reliable-e10702-o40702-rnone,commercial,autonomous_no_human,human_v3_development-reliable-nominal-p0.5-o0.5,10702,0,,40702,high_accuracy_bounded,complete,3.27663776386564,3.27663776386564,64.44290239785312,0,0,0.0,0,False,False,False,False,15,15,1.0,1.0,-4.547473508864641e-13,51,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v1-commercial-autonomous_no_human-nominal-reliable-e10702-o40702-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v1/development_gate_preliminary_v1-commercial-autonomous_no_human-nominal-reliable-e10702-o40702-rnone
development_gate_preliminary_v1-commercial-local_kpi_trigger-nominal-reliable-e10702-o40702-rnone,commercial,local_kpi_trigger,human_v3_development-reliable-nominal-p0.5-o0.5,10702,0,,40702,high_accuracy_bounded,complete,3.27663776386564,3.27663776386564,64.44290239785312,3,0,18.0,3,True,True,True,False,15,15,1.0,1.0,-4.547473508864641e-13,51,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v1-commercial-local_kpi_trigger-nominal-reliable-e10702-o40702-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v1/development_gate_preliminary_v1-commercial-local_kpi_trigger-nominal-reliable-e10702-o40702-rnone
development_gate_preliminary_v1-commercial-thermohitl_rule-nominal-reliable-e10702-o40702-rnone,commercial,thermohitl_rule,human_v3_development-reliable-nominal-p0.5-o0.5,10702,0,,40702,high_accuracy_bounded,complete,3.27663776386564,3.27663776386564,64.44290239785312,0,0,0.0,0,False,False,False,False,15,15,1.0,1.0,-4.547473508864641e-13,1877,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v1-commercial-thermohitl_rule-nominal-reliable-e10702-o40702-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v1/development_gate_preliminary_v1-commercial-thermohitl_rule-nominal-reliable-e10702-o40702-rnone
development_gate_preliminary_v1-commercial-autonomous_no_human-nominal-reliable-e10703-o40703-rnone,commercial,autonomous_no_human,human_v3_development-reliable-nominal-p0.5-o0.5,10703,0,,40703,high_accuracy_bounded,complete,6.624673400143979,6.624673400143979,389.2040565347461,0,0,0.0,0,False,False,False,False,17,17,1.0,1.0,-2.2737367544323206e-13,55,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v1-commercial-autonomous_no_human-nominal-reliable-e10703-o40703-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v1/development_gate_preliminary_v1-commercial-autonomous_no_human-nominal-reliable-e10703-o40703-rnone
development_gate_preliminary_v1-commercial-local_kpi_trigger-nominal-reliable-e10703-o40703-rnone,commercial,local_kpi_trigger,human_v3_development-reliable-nominal-p0.5-o0.5,10703,0,,40703,high_accuracy_bounded,complete,6.624673400143979,6.624673400143979,389.2040565347461,1,0,6.0,1,True,True,False,False,17,17,1.0,1.0,-2.2737367544323206e-13,55,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v1-commercial-local_kpi_trigger-nominal-reliable-e10703-o40703-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v1/development_gate_preliminary_v1-commercial-local_kpi_trigger-nominal-reliable-e10703-o40703-rnone
development_gate_preliminary_v1-commercial-thermohitl_rule-nominal-reliable-e10703-o40703-rnone,commercial,thermohitl_rule,human_v3_development-reliable-nominal-p0.5-o0.5,10703,0,,40703,high_accuracy_bounded,complete,6.624673400143979,6.624673400143979,389.2040565347461,0,0,0.0,0,False,False,False,False,17,17,1.0,1.0,-2.2737367544323206e-13,1891,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v1-commercial-thermohitl_rule-nominal-reliable-e10703-o40703-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v1/development_gate_preliminary_v1-commercial-thermohitl_rule-nominal-reliable-e10703-o40703-rnone
development_gate_preliminary_v1-commercial-autonomous_no_human-nominal-reliable-e10704-o40704-rnone,commercial,autonomous_no_human,human_v3_development-reliable-nominal-p0.5-o0.5,10704,0,,40704,high_accuracy_bounded,complete,2.335107432927175,2.335107432927175,24.68989382694159,0,0,0.0,0,False,False,False,False,14,14,1.0,1.0,6.821210263296962e-13,50,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v1-commercial-autonomous_no_human-nominal-reliable-e10704-o40704-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v1/development_gate_preliminary_v1-commercial-autonomous_no_human-nominal-reliable-e10704-o40704-rnone
