run_id,application,complexity,coupling,fragmentation,network_disruption,topology_family,environment_seed,method,coverage,selected_actions,harm_rate,mean_causal_utility,beneficial_rate
v7-pilots-humanitarian-medium-high-high-high-modular-private_fragmented-771104-always_act-event_triggered,humanitarian,medium,high,high,high,modular,771104,predictive_uncertainty,0.6,18,0.7222222222222222,4.05937789957981,0.2777777777777778
v7-pilots-humanitarian-medium-high-high-high-modular-private_fragmented-771104-always_act-event_triggered,humanitarian,medium,high,high,high,modular,771104,shannon_js,0.6,18,0.8333333333333334,2.210056811200387,0.16666666666666666
v7-pilots-humanitarian-medium-high-high-high-modular-private_fragmented-771104-always_act-event_triggered,humanitarian,medium,high,high,high,modular,771104,generalized_tsallis_gini,0.6,18,0.8333333333333334,2.210288761844953,0.16666666666666666
v7-pilots-humanitarian-medium-high-high-high-modular-private_fragmented-771104-always_act-event_triggered,humanitarian,medium,high,high,high,modular,771104,graph_disagreement,0.6,18,0.8333333333333334,2.210056811200387,0.16666666666666666
v7-pilots-humanitarian-medium-high-high-high-modular-private_fragmented-771104-always_act-event_triggered,humanitarian,medium,high,high,high,modular,771104,combined_generalized_entropic,0.6,18,0.7777777777777778,1.5849306127091325,0.2222222222222222
v7-pilots-humanitarian-medium-high-high-high-modular-private_fragmented-771104-combined_generalized_entropic-event_triggered,humanitarian,medium,high,high,high,modular,771104,kpi_confidence,0.6,18,0.6666666666666666,3.4068005366542984,0.3333333333333333
v7-pilots-humanitarian-medium-high-high-high-modular-private_fragmented-771104-combined_generalized_entropic-event_triggered,humanitarian,medium,high,high,high,modular,771104,predictive_uncertainty,0.6,18,0.7222222222222222,4.466112614360227,0.2777777777777778
v7-pilots-humanitarian-medium-high-high-high-modular-private_fragmented-771104-combined_generalized_entropic-event_triggered,humanitarian,medium,high,high,high,modular,771104,shannon_js,0.6,18,0.7777777777777778,4.088389672489436,0.2222222222222222
v7-pilots-humanitarian-medium-high-high-high-modular-private_fragmented-771104-combined_generalized_entropic-event_triggered,humanitarian,medium,high,high,high,modular,771104,generalized_tsallis_gini,0.6,18,0.7777777777777778,4.088624072030836,0.2222222222222222
v7-pilots-humanitarian-medium-high-high-high-modular-private_fragmented-771104-combined_generalized_entropic-event_triggered,humanitarian,medium,high,high,high,modular,771104,graph_disagreement,0.6,18,0.7777777777777778,4.088389672489436,0.2222222222222222
v7-pilots-humanitarian-medium-high-high-high-modular-private_fragmented-771104-combined_generalized_entropic-event_triggered,humanitarian,medium,high,high,high,modular,771104,combined_generalized_entropic,0.6,18,0.6666666666666666,3.4059882293143917,0.3333333333333333
v7-pilots-humanitarian-medium-high-high-high-modular-private_fragmented-771104-kpi_confidence-event_triggered,humanitarian,medium,high,high,high,modular,771104,kpi_confidence,0.6,18,0.6666666666666666,2.246275528432814,0.3333333333333333
v7-pilots-humanitarian-medium-high-high-high-modular-private_fragmented-771104-kpi_confidence-event_triggered,humanitarian,medium,high,high,high,modular,771104,predictive_uncertainty,0.6,18,0.6666666666666666,4.300876636245271,0.3333333333333333
v7-pilots-humanitarian-medium-high-high-high-modular-private_fragmented-771104-kpi_confidence-event_triggered,humanitarian,medium,high,high,high,modular,771104,shannon_js,0.6,18,0.7222222222222222,2.9166437085929844,0.2777777777777778
v7-pilots-humanitarian-medium-high-high-high-modular-private_fragmented-771104-kpi_confidence-event_triggered,humanitarian,medium,high,high,high,modular,771104,generalized_tsallis_gini,0.6,18,0.7222222222222222,2.9168767568738683,0.2777777777777778
v7-pilots-humanitarian-medium-high-high-high-modular-private_fragmented-771104-kpi_confidence-event_triggered,humanitarian,medium,high,high,high,modular,771104,graph_disagreement,0.6,18,0.7222222222222222,2.9166437085929844,0.2777777777777778
v7-pilots-humanitarian-medium-high-high-high-modular-private_fragmented-771104-kpi_confidence-event_triggered,humanitarian,medium,high,high,high,modular,771104,combined_generalized_entropic,0.6,18,0.6666666666666666,2.245463221092907,0.3333333333333333
v7-pilots-humanitarian-medium-high-low-medium-small_world-private_fragmented-771106-always_act-event_triggered,humanitarian,medium,high,low,medium,small_world,771106,kpi_confidence,0.6,13,0.6923076923076923,2.106113819409794,0.3076923076923077
v7-pilots-humanitarian-medium-high-low-medium-small_world-private_fragmented-771106-always_act-event_triggered,humanitarian,medium,high,low,medium,small_world,771106,predictive_uncertainty,0.6,13,0.5384615384615384,5.354766653930858,0.46153846153846156
v7-pilots-humanitarian-medium-high-low-medium-small_world-private_fragmented-771106-always_act-event_triggered,humanitarian,medium,high,low,medium,small_world,771106,shannon_js,0.6,13,0.6923076923076923,2.210135508720418,0.3076923076923077
v7-pilots-humanitarian-medium-high-low-medium-small_world-private_fragmented-771106-always_act-event_triggered,humanitarian,medium,high,low,medium,small_world,771106,generalized_tsallis_gini,0.6,13,0.6923076923076923,2.210135508720418,0.3076923076923077
v7-pilots-humanitarian-medium-high-low-medium-small_world-private_fragmented-771106-always_act-event_triggered,humanitarian,medium,high,low,medium,small_world,771106,graph_disagreement,0.6,13,0.6923076923076923,0.9064356492288133,0.3076923076923077
v7-pilots-humanitarian-medium-high-low-medium-small_world-private_fragmented-771106-always_act-event_triggered,humanitarian,medium,high,low,medium,small_world,771106,combined_generalized_entropic,0.6,13,0.6923076923076923,0.9064356492288135,0.3076923076923077
v7-pilots-humanitarian-medium-low-high-medium-modular-private_fragmented-771107-always_act-event_triggered,humanitarian,medium,low,high,medium,modular,771107,kpi_confidence,0.6,20,0.75,1.4222961297506407,0.25
v7-pilots-humanitarian-medium-low-high-medium-modular-private_fragmented-771107-always_act-event_triggered,humanitarian,medium,low,high,medium,modular,771107,predictive_uncertainty,0.6,20,0.7,2.3170094250162014,0.3
v7-pilots-humanitarian-medium-low-high-medium-modular-private_fragmented-771107-always_act-event_triggered,humanitarian,medium,low,high,medium,modular,771107,shannon_js,0.6,20,0.65,2.7878111543403272,0.35
v7-pilots-humanitarian-medium-low-high-medium-modular-private_fragmented-771107-always_act-event_triggered,humanitarian,medium,low,high,medium,modular,771107,generalized_tsallis_gini,0.6,20,0.65,2.7878111543403272,0.35
v7-pilots-humanitarian-medium-low-high-medium-modular-private_fragmented-771107-always_act-event_triggered,humanitarian,medium,low,high,medium,modular,771107,graph_disagreement,0.6,20,0.7,2.3146343889254455,0.3
v7-pilots-humanitarian-medium-low-high-medium-modular-private_fragmented-771107-always_act-event_triggered,humanitarian,medium,low,high,medium,modular,771107,combined_generalized_entropic,0.6,20,0.7,2.4697426243369183,0.3
v7-pilots-humanitarian-medium-medium-medium-medium-small_world-private_fragmented-771103-always_act-always_on,humanitarian,medium,medium,medium,medium,small_world,771103,kpi_confidence,0.6,17,0.6470588235294118,4.446484770756617,0.35294117647058826
v7-pilots-humanitarian-medium-medium-medium-medium-small_world-private_fragmented-771103-always_act-always_on,humanitarian,medium,medium,medium,medium,small_world,771103,predictive_uncertainty,0.6,17,0.7058823529411765,4.1697131913216925,0.29411764705882354
v7-pilots-humanitarian-medium-medium-medium-medium-small_world-private_fragmented-771103-always_act-always_on,humanitarian,medium,medium,medium,medium,small_world,771103,shannon_js,0.6,17,0.7058823529411765,4.169713191321694,0.29411764705882354
v7-pilots-humanitarian-medium-medium-medium-medium-small_world-private_fragmented-771103-always_act-always_on,humanitarian,medium,medium,medium,medium,small_world,771103,generalized_tsallis_gini,0.6,17,0.7058823529411765,4.169713191321693,0.29411764705882354
v7-pilots-humanitarian-medium-medium-medium-medium-small_world-private_fragmented-771103-always_act-always_on,humanitarian,medium,medium,medium,medium,small_world,771103,graph_disagreement,0.6,17,0.7058823529411765,4.103717611012035,0.29411764705882354
v7-pilots-humanitarian-medium-medium-medium-medium-small_world-private_fragmented-771103-always_act-always_on,humanitarian,medium,medium,medium,medium,small_world,771103,combined_generalized_entropic,0.6,17,0.7058823529411765,4.1083164351214005,0.29411764705882354
v7-pilots-humanitarian-medium-medium-medium-medium-small_world-private_fragmented-771103-always_act-event_triggered,humanitarian,medium,medium,medium,medium,small_world,771103,kpi_confidence,0.6,17,0.6470588235294118,4.446484770756617,0.35294117647058826
v7-pilots-humanitarian-medium-medium-medium-medium-small_world-private_fragmented-771103-always_act-event_triggered,humanitarian,medium,medium,medium,medium,small_world,771103,predictive_uncertainty,0.6,17,0.7058823529411765,4.1697131913216925,0.29411764705882354
v7-pilots-humanitarian-medium-medium-medium-medium-small_world-private_fragmented-771103-always_act-event_triggered,humanitarian,medium,medium,medium,medium,small_world,771103,shannon_js,0.6,17,0.7058823529411765,4.169713191321693,0.29411764705882354
v7-pilots-humanitarian-medium-medium-medium-medium-small_world-private_fragmented-771103-always_act-event_triggered,humanitarian,medium,medium,medium,medium,small_world,771103,generalized_tsallis_gini,0.6,17,0.7058823529411765,4.169713191321693,0.29411764705882354
v7-pilots-humanitarian-medium-medium-medium-medium-small_world-private_fragmented-771103-always_act-event_triggered,humanitarian,medium,medium,medium,medium,small_world,771103,graph_disagreement,0.6,17,0.7058823529411765,4.103717611012035,0.29411764705882354
v7-pilots-humanitarian-medium-medium-medium-medium-small_world-private_fragmented-771103-always_act-event_triggered,humanitarian,medium,medium,medium,medium,small_world,771103,combined_generalized_entropic,0.6,17,0.7647058823529411,2.655818201154918,0.23529411764705882
v7-pilots-humanitarian-small-high-high-high-modular-private_fragmented-771102-always_act-event_triggered,humanitarian,small,high,high,high,modular,771102,kpi_confidence,0.6,8,0.5,-1.2756221492771833,0.5
v7-pilots-humanitarian-small-high-high-high-modular-private_fragmented-771102-always_act-event_triggered,humanitarian,small,high,high,high,modular,771102,predictive_uncertainty,0.6,8,0.375,0.49340969147259717,0.625
v7-pilots-humanitarian-small-high-high-high-modular-private_fragmented-771102-always_act-event_triggered,humanitarian,small,high,high,high,modular,771102,shannon_js,0.6,8,0.375,0.49340969147259717,0.625
v7-pilots-humanitarian-small-high-high-high-modular-private_fragmented-771102-always_act-event_triggered,humanitarian,small,high,high,high,modular,771102,generalized_tsallis_gini,0.6,8,0.375,0.49340969147259717,0.625
v7-pilots-humanitarian-small-high-high-high-modular-private_fragmented-771102-always_act-event_triggered,humanitarian,small,high,high,high,modular,771102,graph_disagreement,0.6,8,0.25,3.4682387029671724,0.75
v7-pilots-humanitarian-small-high-high-high-modular-private_fragmented-771102-always_act-event_triggered,humanitarian,small,high,high,high,modular,771102,combined_generalized_entropic,0.6,8,0.375,1.36023190005586,0.625
v7-pilots-humanitarian-small-low-low-low-random_geometric-private_fragmented-771101-always_act-always_on,humanitarian,small,low,low,low,random_geometric,771101,kpi_confidence,0.6,4,0.0,2.934945727745746,1.0
v7-pilots-humanitarian-small-low-low-low-random_geometric-private_fragmented-771101-always_act-always_on,humanitarian,small,low,low,low,random_geometric,771101,predictive_uncertainty,0.6,4,0.25,4.7663896454748365,0.75
v7-pilots-humanitarian-small-low-low-low-random_geometric-private_fragmented-771101-always_act-always_on,humanitarian,small,low,low,low,random_geometric,771101,shannon_js,0.6,4,0.25,4.647995569683429,0.75
v7-pilots-humanitarian-small-low-low-low-random_geometric-private_fragmented-771101-always_act-always_on,humanitarian,small,low,low,low,random_geometric,771101,generalized_tsallis_gini,0.6,4,0.25,4.647995569683429,0.75
v7-pilots-humanitarian-small-low-low-low-random_geometric-private_fragmented-771101-always_act-always_on,humanitarian,small,low,low,low,random_geometric,771101,graph_disagreement,0.6,4,0.25,4.7663896454748365,0.75
v7-pilots-humanitarian-small-low-low-low-random_geometric-private_fragmented-771101-always_act-always_on,humanitarian,small,low,low,low,random_geometric,771101,combined_generalized_entropic,0.6,4,0.25,4.647995569683429,0.75
v7-pilots-humanitarian-small-low-low-low-random_geometric-private_fragmented-771101-always_act-event_triggered,humanitarian,small,low,low,low,random_geometric,771101,kpi_confidence,0.6,4,0.0,2.934945727745746,1.0
v7-pilots-humanitarian-small-low-low-low-random_geometric-private_fragmented-771101-always_act-event_triggered,humanitarian,small,low,low,low,random_geometric,771101,predictive_uncertainty,0.6,4,0.25,4.7663896454748365,0.75
v7-pilots-humanitarian-small-low-low-low-random_geometric-private_fragmented-771101-always_act-event_triggered,humanitarian,small,low,low,low,random_geometric,771101,shannon_js,0.6,4,0.25,4.647995569683429,0.75
v7-pilots-humanitarian-small-low-low-low-random_geometric-private_fragmented-771101-always_act-event_triggered,humanitarian,small,low,low,low,random_geometric,771101,generalized_tsallis_gini,0.6,4,0.25,4.647995569683429,0.75
v7-pilots-humanitarian-small-low-low-low-random_geometric-private_fragmented-771101-always_act-event_triggered,humanitarian,small,low,low,low,random_geometric,771101,graph_disagreement,0.6,4,0.25,0.17666824340319268,0.75
v7-pilots-humanitarian-small-low-low-low-random_geometric-private_fragmented-771101-always_act-event_triggered,humanitarian,small,low,low,low,random_geometric,771101,combined_generalized_entropic,0.6,4,0.25,0.17666824340319268,0.75
v7-pilots-utility_restoration-large-high-high-high-grid-private_fragmented-772105-always_act-always_on,utility_restoration,large,high,high,high,grid,772105,kpi_confidence,0.6,6,1.0,-0.01565572230025605,0.0
v7-pilots-utility_restoration-large-high-high-high-grid-private_fragmented-772105-always_act-always_on,utility_restoration,large,high,high,high,grid,772105,predictive_uncertainty,0.6,6,1.0,-0.021198184848062216,0.0
v7-pilots-utility_restoration-large-high-high-high-grid-private_fragmented-772105-always_act-always_on,utility_restoration,large,high,high,high,grid,772105,shannon_js,0.6,6,1.0,-0.021198184848062216,0.0
v7-pilots-utility_restoration-large-high-high-high-grid-private_fragmented-772105-always_act-always_on,utility_restoration,large,high,high,high,grid,772105,generalized_tsallis_gini,0.6,6,1.0,-0.021198184848062216,0.0
v7-pilots-utility_restoration-large-high-high-high-grid-private_fragmented-772105-always_act-always_on,utility_restoration,large,high,high,high,grid,772105,graph_disagreement,0.6,6,1.0,-0.021198184848062216,0.0
v7-pilots-utility_restoration-large-high-high-high-grid-private_fragmented-772105-always_act-always_on,utility_restoration,large,high,high,high,grid,772105,combined_generalized_entropic,0.6,6,1.0,-0.012860161170721482,0.0
v7-pilots-utility_restoration-large-high-high-high-grid-private_fragmented-772105-always_act-event_triggered,utility_restoration,large,high,high,high,grid,772105,kpi_confidence,0.6,6,1.0,-0.01565572230025605,0.0
v7-pilots-utility_restoration-large-high-high-high-grid-private_fragmented-772105-always_act-event_triggered,utility_restoration,large,high,high,high,grid,772105,predictive_uncertainty,0.6,6,1.0,-0.021198184848062216,0.0
v7-pilots-utility_restoration-large-high-high-high-grid-private_fragmented-772105-always_act-event_triggered,utility_restoration,large,high,high,high,grid,772105,shannon_js,0.6,6,1.0,-0.021198184848062216,0.0
v7-pilots-utility_restoration-large-high-high-high-grid-private_fragmented-772105-always_act-event_triggered,utility_restoration,large,high,high,high,grid,772105,generalized_tsallis_gini,0.6,6,1.0,-0.021198184848062216,0.0
v7-pilots-utility_restoration-large-high-high-high-grid-private_fragmented-772105-always_act-event_triggered,utility_restoration,large,high,high,high,grid,772105,graph_disagreement,0.6,6,1.0,-0.021198184848062216,0.0
v7-pilots-utility_restoration-large-high-high-high-grid-private_fragmented-772105-always_act-event_triggered,utility_restoration,large,high,high,high,grid,772105,combined_generalized_entropic,0.6,6,1.0,-0.012860161170721482,0.0
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,772104,kpi_confidence,0.6,10,1.0,-0.02336745926852817,0.0
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,772104,predictive_uncertainty,0.6,10,1.0,-0.02802264495978233,0.0
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,772104,shannon_js,0.6,10,1.0,-0.02578806803052864,0.0
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,772104,generalized_tsallis_gini,0.6,10,1.0,-0.02789036016393518,0.0
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,772104,graph_disagreement,0.6,10,1.0,-0.025609692962339448,0.0
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,772104,combined_generalized_entropic,0.6,10,1.0,-0.023762279579655127,0.0
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-combined_generalized_entropic-event_triggered,utility_restoration,medium,high,high,high,modular,772104,kpi_confidence,0.6,8,1.0,-0.018123455805695764,0.0
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-combined_generalized_entropic-event_triggered,utility_restoration,medium,high,high,high,modular,772104,predictive_uncertainty,0.6,8,1.0,-0.026104840473798976,0.0
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-combined_generalized_entropic-event_triggered,utility_restoration,medium,high,high,high,modular,772104,shannon_js,0.6,8,1.0,-0.02269135626022415,0.0
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-combined_generalized_entropic-event_triggered,utility_restoration,medium,high,high,high,modular,772104,generalized_tsallis_gini,0.6,8,1.0,-0.026104840473798976,0.0
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-combined_generalized_entropic-event_triggered,utility_restoration,medium,high,high,high,modular,772104,graph_disagreement,0.6,8,1.0,-0.02269135626022415,0.0
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-combined_generalized_entropic-event_triggered,utility_restoration,medium,high,high,high,modular,772104,combined_generalized_entropic,0.6,8,1.0,-0.01951972494467305,0.0
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-kpi_confidence-event_triggered,utility_restoration,medium,high,high,high,modular,772104,kpi_confidence,0.6,10,1.0,-0.01924646915036378,0.0
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-kpi_confidence-event_triggered,utility_restoration,medium,high,high,high,modular,772104,predictive_uncertainty,0.6,10,1.0,-0.024945894065816848,0.0
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-kpi_confidence-event_triggered,utility_restoration,medium,high,high,high,modular,772104,shannon_js,0.6,10,1.0,-0.02338631713656316,0.0
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-kpi_confidence-event_triggered,utility_restoration,medium,high,high,high,modular,772104,generalized_tsallis_gini,0.6,10,1.0,-0.02338631713656316,0.0
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-kpi_confidence-event_triggered,utility_restoration,medium,high,high,high,modular,772104,graph_disagreement,0.6,10,1.0,-0.02308977010351367,0.0
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-kpi_confidence-event_triggered,utility_restoration,medium,high,high,high,modular,772104,combined_generalized_entropic,0.6,10,1.0,-0.01857253835051472,0.0
v7-pilots-utility_restoration-medium-high-low-medium-scale_free-private_fragmented-772106-always_act-event_triggered,utility_restoration,medium,high,low,medium,scale_free,772106,kpi_confidence,0.6,2,1.0,-0.0156795916744194,0.0
v7-pilots-utility_restoration-medium-high-low-medium-scale_free-private_fragmented-772106-always_act-event_triggered,utility_restoration,medium,high,low,medium,scale_free,772106,predictive_uncertainty,0.6,2,1.0,-0.0156795916744194,0.0
v7-pilots-utility_restoration-medium-high-low-medium-scale_free-private_fragmented-772106-always_act-event_triggered,utility_restoration,medium,high,low,medium,scale_free,772106,shannon_js,0.6,2,1.0,-0.0156795916744194,0.0
v7-pilots-utility_restoration-medium-high-low-medium-scale_free-private_fragmented-772106-always_act-event_triggered,utility_restoration,medium,high,low,medium,scale_free,772106,generalized_tsallis_gini,0.6,2,1.0,-0.0156795916744194,0.0
v7-pilots-utility_restoration-medium-high-low-medium-scale_free-private_fragmented-772106-always_act-event_triggered,utility_restoration,medium,high,low,medium,scale_free,772106,graph_disagreement,0.6,2,1.0,-0.0156795916744194,0.0
v7-pilots-utility_restoration-medium-high-low-medium-scale_free-private_fragmented-772106-always_act-event_triggered,utility_restoration,medium,high,low,medium,scale_free,772106,combined_generalized_entropic,0.6,2,1.0,-0.0156795916744194,0.0
v7-pilots-utility_restoration-medium-low-high-medium-modular-private_fragmented-772107-always_act-event_triggered,utility_restoration,medium,low,high,medium,modular,772107,kpi_confidence,0.6,10,1.0,-1.186490130521298,0.0
v7-pilots-utility_restoration-medium-low-high-medium-modular-private_fragmented-772107-always_act-event_triggered,utility_restoration,medium,low,high,medium,modular,772107,predictive_uncertainty,0.6,10,1.0,-1.1923003645493053,0.0
v7-pilots-utility_restoration-medium-low-high-medium-modular-private_fragmented-772107-always_act-event_triggered,utility_restoration,medium,low,high,medium,modular,772107,shannon_js,0.6,10,1.0,-1.192300364549305,0.0
v7-pilots-utility_restoration-medium-low-high-medium-modular-private_fragmented-772107-always_act-event_triggered,utility_restoration,medium,low,high,medium,modular,772107,generalized_tsallis_gini,0.6,10,1.0,-1.192300364549305,0.0
v7-pilots-utility_restoration-medium-low-high-medium-modular-private_fragmented-772107-always_act-event_triggered,utility_restoration,medium,low,high,medium,modular,772107,graph_disagreement,0.6,10,1.0,-1.189670717219069,0.0
v7-pilots-utility_restoration-medium-low-high-medium-modular-private_fragmented-772107-always_act-event_triggered,utility_restoration,medium,low,high,medium,modular,772107,combined_generalized_entropic,0.6,10,1.0,-1.1862297907474717,0.0
v7-pilots-utility_restoration-medium-medium-medium-medium-scale_free-private_fragmented-772103-always_act-always_on,utility_restoration,medium,medium,medium,medium,scale_free,772103,kpi_confidence,0.6,5,1.0,-0.01115784195856754,0.0
v7-pilots-utility_restoration-medium-medium-medium-medium-scale_free-private_fragmented-772103-always_act-always_on,utility_restoration,medium,medium,medium,medium,scale_free,772103,predictive_uncertainty,0.6,5,0.8,1.245344026453592,0.2
v7-pilots-utility_restoration-medium-medium-medium-medium-scale_free-private_fragmented-772103-always_act-always_on,utility_restoration,medium,medium,medium,medium,scale_free,772103,shannon_js,0.6,5,0.8,1.245344026453592,0.2
v7-pilots-utility_restoration-medium-medium-medium-medium-scale_free-private_fragmented-772103-always_act-always_on,utility_restoration,medium,medium,medium,medium,scale_free,772103,generalized_tsallis_gini,0.6,5,0.8,1.245344026453592,0.2
v7-pilots-utility_restoration-medium-medium-medium-medium-scale_free-private_fragmented-772103-always_act-always_on,utility_restoration,medium,medium,medium,medium,scale_free,772103,graph_disagreement,0.6,5,0.8,1.245344026453592,0.2
v7-pilots-utility_restoration-medium-medium-medium-medium-scale_free-private_fragmented-772103-always_act-always_on,utility_restoration,medium,medium,medium,medium,scale_free,772103,combined_generalized_entropic,0.6,5,1.0,-0.01115784195856754,0.0
v7-pilots-utility_restoration-medium-medium-medium-medium-scale_free-private_fragmented-772103-always_act-event_triggered,utility_restoration,medium,medium,medium,medium,scale_free,772103,kpi_confidence,0.6,5,1.0,-0.01115784195856754,0.0
v7-pilots-utility_restoration-medium-medium-medium-medium-scale_free-private_fragmented-772103-always_act-event_triggered,utility_restoration,medium,medium,medium,medium,scale_free,772103,predictive_uncertainty,0.6,5,0.8,1.245344026453592,0.2
v7-pilots-utility_restoration-medium-medium-medium-medium-scale_free-private_fragmented-772103-always_act-event_triggered,utility_restoration,medium,medium,medium,medium,scale_free,772103,shannon_js,0.6,5,0.8,1.245344026453592,0.2
v7-pilots-utility_restoration-medium-medium-medium-medium-scale_free-private_fragmented-772103-always_act-event_triggered,utility_restoration,medium,medium,medium,medium,scale_free,772103,generalized_tsallis_gini,0.6,5,0.8,1.245344026453592,0.2
v7-pilots-utility_restoration-medium-medium-medium-medium-scale_free-private_fragmented-772103-always_act-event_triggered,utility_restoration,medium,medium,medium,medium,scale_free,772103,graph_disagreement,0.6,5,0.8,1.245344026453592,0.2
v7-pilots-utility_restoration-medium-medium-medium-medium-scale_free-private_fragmented-772103-always_act-event_triggered,utility_restoration,medium,medium,medium,medium,scale_free,772103,combined_generalized_entropic,0.6,5,1.0,-0.01115784195856754,0.0
v7-pilots-utility_restoration-small-high-high-high-modular-private_fragmented-772102-always_act-event_triggered,utility_restoration,small,high,high,high,modular,772102,kpi_confidence,0.6,3,1.0,-0.010969229205942732,0.0
v7-pilots-utility_restoration-small-high-high-high-modular-private_fragmented-772102-always_act-event_triggered,utility_restoration,small,high,high,high,modular,772102,predictive_uncertainty,0.6,3,1.0,-0.010969229205942732,0.0
v7-pilots-utility_restoration-small-high-high-high-modular-private_fragmented-772102-always_act-event_triggered,utility_restoration,small,high,high,high,modular,772102,shannon_js,0.6,3,1.0,-0.010969229205942732,0.0
v7-pilots-utility_restoration-small-high-high-high-modular-private_fragmented-772102-always_act-event_triggered,utility_restoration,small,high,high,high,modular,772102,generalized_tsallis_gini,0.6,3,1.0,-0.010969229205942732,0.0
v7-pilots-utility_restoration-small-high-high-high-modular-private_fragmented-772102-always_act-event_triggered,utility_restoration,small,high,high,high,modular,772102,graph_disagreement,0.6,3,1.0,-0.010868328055162501,0.0
