application,measure,matched_panels,relative_reduction,ci95_low,ci95_high
humanitarian,total_messages,3,0.32221546032018916,0.28139904610492844,0.40139505389980973
humanitarian,total_bytes,3,0.3271548308612857,0.28393665776292,0.40827568687162086
humanitarian,sketch_messages,3,0.349737037037037,0.295,0.4431
humanitarian,sketch_bytes,3,0.34971318174135707,0.2950793614750562,0.4424490387176678
utility_restoration,total_messages,3,0.3588735167930914,0.3457903780068728,0.380547686496695
utility_restoration,total_bytes,3,0.36410410844448765,0.34740514635668757,0.3917808472834426
utility_restoration,sketch_messages,3,0.39176421629825464,0.35777777777777775,0.45280898876404496
utility_restoration,sketch_bytes,3,0.39136838274691915,0.35713104335441587,0.4520575750012383
