n_agents,topology,temperature,alpha,independent_n,pathwise_irreversibility_per_update_mean,pathwise_irreversibility_per_update_ci_low,pathwise_irreversibility_per_update_ci_high
32.0,small_world,1.5,0.0,4,0.00016250755964590036,-4.969518407815e-05,0.0004354626377481004
32.0,small_world,1.5,0.1,4,0.00020690259411543683,-7.318541258586152e-05,0.0006419390242886484
32.0,small_world,1.5,0.35,4,0.005282831497170575,0.00390151860429535,0.0066641443900458
32.0,small_world,1.5,0.65,4,0.04080297282471125,0.0350575337419452,0.0465484119074773
32.0,small_world,1.65,0.0,4,0.0001073247436013,-0.0001871597813873,0.000323985259005
32.0,small_world,1.65,0.1,4,0.0006369845577976469,0.00020183888412496592,0.001177906572539625
32.0,small_world,1.65,0.35,4,0.008294326790122425,0.0072560729681165,0.00929552198716815
32.0,small_world,1.65,0.65,4,0.04462343774925412,0.040981651394886354,0.0482652241036219
32.0,small_world,1.8,0.0,4,0.000202391107131175,-0.00010441770092340001,0.000471110275707875
32.0,small_world,1.8,0.1,4,0.000974765189214475,0.0005539831907001749,0.00132767479902275
32.0,small_world,1.8,0.35,4,0.009940317381699674,0.00897548557399325,0.010560893950842726
32.0,small_world,1.8,0.65,4,0.04560543585412767,0.041458671934512276,0.04889711654625425
32.0,small_world,2.1,0.0,4,4.833145271526936e-05,-0.00026448876228155,0.0003621346107817193
32.0,small_world,2.1,0.1,4,0.000811548760404875,0.00044520349787589993,0.00117789402293385
32.0,small_world,2.1,0.35,4,0.011857289896633974,0.01096491635992545,0.012864191775952875
32.0,small_world,2.1,0.65,4,0.041724973097406325,0.039859023311007144,0.0429504551573124
64.0,modular,1.3,0.0,4,-5.9500475079216014e-05,-0.00012353098290595,4.530032747517984e-06
64.0,modular,1.3,0.1,4,0.0001373125581104212,-1.0618884088986405e-05,0.0002577270561275
64.0,modular,1.3,0.35,4,0.00019907170750347236,-0.00011284970835307936,0.0007504181882219104
64.0,modular,1.3,0.65,4,0.000957659977634175,0.00048297832868475005,0.001388810922453625
64.0,modular,1.5,0.0,4,-6.294813796036632e-05,-0.00023419052253095,0.0001635763374494
64.0,modular,1.5,0.1,4,9.183287511317497e-05,-0.0001944444444444,0.0005975523961769
64.0,modular,1.5,0.35,4,7.88691514033197e-05,-7.8207749952975e-05,0.00022226376576960002
64.0,modular,1.5,0.65,4,0.0008489127783193749,0.00057940727777575,0.0011197844677438
