n_agents,topology,temperature,alpha,independent_n,pathwise_irreversibility_per_update_mean,pathwise_irreversibility_per_update_ci_low,pathwise_irreversibility_per_update_ci_high
128.0,small_world,1.65,0.35,4,0.009806678278857301,0.00857006402407255,0.010905401320556299
128.0,small_world,1.65,0.65,4,0.0484956292268629,0.04528128305837435,0.05170997539535145
128.0,small_world,1.8,0.0,4,-4.9247716520519456e-05,-0.00015926589297648856,3.338165965101427e-05
128.0,small_world,1.8,0.1,4,0.0007457470702359251,0.00053577335920285,0.0010213152604777501
128.0,small_world,1.8,0.35,4,0.01159540768643305,0.011147296788367823,0.012144044195970524
128.0,small_world,1.8,0.65,4,0.0475145630733429,0.04558025475698895,0.04944887138969685
128.0,small_world,2.1,0.0,4,4.217603758647665e-05,-7.431421466443752e-05,0.00015238909978321417
128.0,small_world,2.1,0.1,4,0.000827236027691075,0.000591203554328925,0.0009886606184993998
128.0,small_world,2.1,0.35,4,0.012186130933994701,0.01173656345305445,0.012635698414934952
128.0,small_world,2.1,0.65,4,0.04447462361676835,0.04372780234901422,0.04539396413972808
256.0,ring,1.3,0.0,4,-1.901561748418732e-05,-4.4441390347579655e-05,2.7885736415236657e-06
256.0,ring,1.3,0.1,4,0.00112890820118655,0.0009626066733191,0.001317648347083775
256.0,ring,1.3,0.35,4,0.0162207736134436,0.01599944319576925,0.016527559113199
256.0,ring,1.3,0.65,4,0.057742317040958877,0.057011421170180245,0.0584732129117375
256.0,ring,1.5,0.0,4,-2.878313270175735e-06,-5.805988900235638e-05,4.4962694253593444e-05
256.0,ring,1.5,0.1,4,0.00114234073960445,0.0010607737893487002,0.0012239076898602
256.0,ring,1.5,0.35,4,0.01434833672853485,0.014077187343985725,0.014570734220677924
256.0,ring,1.5,0.65,4,0.051136250613225895,0.05019808905045897,0.052289781024098425
256.0,ring,1.65,0.0,4,-3.1662178575875085e-05,-0.00011161801687634727,4.2457419240750416e-05
256.0,ring,1.65,0.1,4,0.001110849427459775,0.0009770508760875499,0.001244647978832
256.0,ring,1.65,0.35,4,0.013002653648751951,0.01261206776328785,0.013393239534216051
256.0,ring,1.65,0.65,4,0.04507266448016855,0.04440261748893845,0.0459446722024406
256.0,ring,1.8,0.0,4,0.00010842472222107697,8.822862581205954e-06,0.000171406662915675
256.0,ring,1.8,0.1,4,0.0009616103067012,0.0008863587413116001,0.0010368618720908
256.0,ring,1.8,0.35,4,0.0118343553820996,0.01174786459331255,0.01193688273457415
256.0,ring,1.8,0.65,4,0.04075426198101295,0.0400159140335391,0.0414926099284868
256.0,ring,2.1,0.0,4,3.6896153820326445e-05,-4.7401686561322106e-07,9.907768255155658e-05
256.0,ring,2.1,0.1,4,0.000744079456018675,0.0006505723428062499,0.000871400130034025
256.0,ring,2.1,0.35,4,0.00989660652874935,0.009664578332944599,0.010220573735530876
256.0,ring,2.1,0.65,4,0.0332390516149276,0.032723209762066476,0.03354601970786467
