run_id,application,regime,information_condition,method,environment_seed,operator_seed,rl_seed,status,primary_outcome,service_loss_auc,cumulative_weighted_unmet_need,cumulative_critical_unserved_load,operator_interventions,operator_minutes,operator_workload_auc,maximum_operator_workload,mean_queue_wait_steps,maximum_queue_length,operator_requests,low_confidence_operator_decisions,safe_low_confidence_decisions,safe_low_confidence_decision_rate,communication_active_agent_epoch_fraction,timely_activation,missed_activation,pre_disruption_false_activation,nominal_false_activation,first_request_step,first_visible_collapse_step,complete_causal_chains,harmful_interventions,beneficial_interventions,mean_counterfactual_effect,structured_attempts,first_pass_valid,valid_after_repair,material_actions_accepted,material_actions_next_stage,material_actions_reached_service,commitment_changes,agent_messages,agent_message_bytes,thermodynamic_sketch_messages,thermodynamic_sketch_bytes,tool_calls,llm_calls,prompt_tokens,generated_tokens,llm_latency_seconds,wall_clock_seconds,maximum_conservation_residual,conservation_feasible,active_incidents
implementation_pilot_v4_coordination-commercial-no_communication-telemetry_integrity-private_fragmented-e24001-o124001-rnone,commercial,telemetry_integrity,private_fragmented,no_communication,24001,124001,,complete,7.627200000000002,7.627200000000002,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0.15586699597770348,0.0,True,1
implementation_pilot_v4_coordination-commercial-no_communication-telemetry_integrity-private_fragmented-e24002-o124002-rnone,commercial,telemetry_integrity,private_fragmented,no_communication,24002,124002,,complete,3.820320000000001,3.820320000000001,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0.0,0.15664428903255612,0.0,True,1
implementation_pilot_v4_coordination-commercial-no_communication-telemetry_integrity-private_fragmented-e24003-o124003-rnone,commercial,telemetry_integrity,private_fragmented,no_communication,24003,124003,,complete,3.820320000000001,3.820320000000001,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0.0,0.15942915598861873,0.0,True,1
implementation_pilot_v4_coordination-commercial-no_communication-telemetry_integrity-private_fragmented-e24004-o124004-rnone,commercial,telemetry_integrity,private_fragmented,no_communication,24004,124004,,complete,3.820320000000001,3.820320000000001,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0.0,0.15477433399064466,0.0,True,1
implementation_pilot_v4_coordination-commercial-no_communication-telemetry_integrity-private_fragmented-e24005-o124005-rnone,commercial,telemetry_integrity,private_fragmented,no_communication,24005,124005,,complete,7.627200000000002,7.627200000000002,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0.15596193401142955,0.0,True,1
implementation_pilot_v4_coordination-commercial-fixed_communication-telemetry_integrity-private_fragmented-e24001-o124001-rnone,commercial,telemetry_integrity,private_fragmented,fixed_communication,24001,124001,,complete,3.820320000000001,3.820320000000001,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,1,224,600,131424,1,0,0,0,0.0,0.15992663498036563,0.0,True,1
implementation_pilot_v4_coordination-commercial-fixed_communication-telemetry_integrity-private_fragmented-e24002-o124002-rnone,commercial,telemetry_integrity,private_fragmented,fixed_communication,24002,124002,,complete,3.820320000000001,3.820320000000001,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,1,224,600,130878,1,0,0,0,0.0,0.16268178302561864,0.0,True,1
implementation_pilot_v4_coordination-commercial-fixed_communication-telemetry_integrity-private_fragmented-e24003-o124003-rnone,commercial,telemetry_integrity,private_fragmented,fixed_communication,24003,124003,,complete,3.820320000000001,3.820320000000001,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,1,224,600,130752,1,0,0,0,0.0,0.16865526098990813,0.0,True,1
implementation_pilot_v4_coordination-commercial-fixed_communication-telemetry_integrity-private_fragmented-e24004-o124004-rnone,commercial,telemetry_integrity,private_fragmented,fixed_communication,24004,124004,,complete,3.820320000000001,3.820320000000001,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,1,224,600,131340,1,0,0,0,0.0,0.16308884596219286,0.0,True,1
implementation_pilot_v4_coordination-commercial-fixed_communication-telemetry_integrity-private_fragmented-e24005-o124005-rnone,commercial,telemetry_integrity,private_fragmented,fixed_communication,24005,124005,,complete,3.820320000000001,3.820320000000001,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,1,224,600,131424,1,0,0,0,0.0,0.15868818998569623,0.0,True,1
implementation_pilot_v4_coordination-commercial-no_communication-partition-private_fragmented-e24001-o124001-rnone,commercial,partition,private_fragmented,no_communication,24001,124001,,complete,7.627200000000002,7.627200000000002,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0.16022839001379907,0.0,True,1
implementation_pilot_v4_coordination-commercial-no_communication-partition-private_fragmented-e24002-o124002-rnone,commercial,partition,private_fragmented,no_communication,24002,124002,,complete,3.820320000000001,3.820320000000001,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0.0,0.16614026599563658,0.0,True,1
implementation_pilot_v4_coordination-commercial-no_communication-partition-private_fragmented-e24003-o124003-rnone,commercial,partition,private_fragmented,no_communication,24003,124003,,complete,3.820320000000001,3.820320000000001,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0.0,0.15616457600845024,0.0,True,1
implementation_pilot_v4_coordination-commercial-no_communication-partition-private_fragmented-e24004-o124004-rnone,commercial,partition,private_fragmented,no_communication,24004,124004,,complete,3.820320000000001,3.820320000000001,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0.0,0.15528323402395472,0.0,True,1
implementation_pilot_v4_coordination-commercial-no_communication-partition-private_fragmented-e24005-o124005-rnone,commercial,partition,private_fragmented,no_communication,24005,124005,,complete,7.627200000000002,7.627200000000002,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0.15907340502599254,0.0,True,1
implementation_pilot_v4_coordination-commercial-fixed_communication-partition-private_fragmented-e24001-o124001-rnone,commercial,partition,private_fragmented,fixed_communication,24001,124001,,complete,3.820320000000001,3.820320000000001,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,1,224,460,100754,1,0,0,0,0.0,0.16528562101302668,0.0,True,1
implementation_pilot_v4_coordination-commercial-fixed_communication-partition-private_fragmented-e24002-o124002-rnone,commercial,partition,private_fragmented,fixed_communication,24002,124002,,complete,3.820320000000001,3.820320000000001,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,1,224,460,100432,1,0,0,0,0.0,0.16607207094784826,0.0,True,1
