cluster_id,application,regime,information_condition,environment_seed,topology_family,panel_baseline_loss,selected_effect,loss_after_selection,selected_count,operator_minutes,harmful_count,beneficial_count,service_reaching_count,selected_candidates,selected_scenario_families,mean_consensus_confidence,feature_block
commercial|telemetry_integrity|public_shared|51116,commercial,telemetry_integrity,public_shared,51116,commercial_topology_0,2.339994984248925,0.0850607624321002,2.254934221816825,2,12.0,0,1,2,commercial|telemetry_integrity|public_shared|51116|supply_03|verify;commercial|telemetry_integrity|public_shared|51116|supply_04|verify,telemetry_integrity_unsafe_or_compromised_component;telemetry_integrity_evidence_conflict,0.8959689794426231,complete_thermodynamic
commercial|telemetry_integrity|public_shared|51117,commercial,telemetry_integrity,public_shared,51117,commercial_topology_1,2.8007081816416175,0.2000934984517489,2.6006146831898684,2,13.0,0,2,2,commercial|telemetry_integrity|public_shared|51117|supply_02|request_peer_evidence;commercial|telemetry_integrity|public_shared|51117|supply_04|deploy_repair_capacity,telemetry_integrity_commitment_deadlock;telemetry_integrity_route_or_service_failure,0.9427393715758088,complete_thermodynamic
commercial|telemetry_integrity|public_shared|51118,commercial,telemetry_integrity,public_shared,51118,commercial_topology_2,2.5006915596877497,0.0980909084672895,2.4026006512204603,1,4.0,0,1,1,commercial|telemetry_integrity|public_shared|51118|supply_04|request_peer_evidence,telemetry_integrity_commitment_deadlock,0.9671918246052936,complete_thermodynamic
commercial|telemetry_integrity|public_shared|51119,commercial,telemetry_integrity,public_shared,51119,commercial_topology_3,2.8222550467447176,0.10364907292018,2.7186059738245376,2,10.0,0,1,1,commercial|telemetry_integrity|public_shared|51119|supply_03|verify;commercial|telemetry_integrity|public_shared|51119|supply_04|request_peer_evidence,telemetry_integrity_evidence_conflict;telemetry_integrity_commitment_deadlock,0.9459678348911014,complete_thermodynamic
commercial|telemetry_integrity|public_shared|51120,commercial,telemetry_integrity,public_shared,51120,commercial_topology_0,2.7184727121323102,0.1738362147107983,2.544636497421512,2,10.0,0,2,2,commercial|telemetry_integrity|public_shared|51120|supply_02|request_peer_evidence;commercial|telemetry_integrity|public_shared|51120|supply_03|verify,telemetry_integrity_evidence_conflict;telemetry_integrity_unsafe_or_compromised_component,0.9206134745630328,complete_thermodynamic
commercial|compound|public_shared|51101,commercial,compound,public_shared,51101,commercial_topology_1,3.243280235159201,0.1126219380473245,3.1306582971118764,1,9.0,0,1,1,commercial|compound|public_shared|51101|supply_03|deploy_repair_capacity,compound_resource_shortage,0.9261990722301998,exploratory_free_energy
commercial|compound|public_shared|51102,commercial,compound,public_shared,51102,commercial_topology_2,3.147396616893311,0.21457957575905048,2.932817041134261,2,13.0,0,2,2,commercial|compound|public_shared|51102|supply_03|deploy_repair_capacity;commercial|compound|public_shared|51102|supply_01|request_peer_evidence,compound_route_or_service_failure;compound_commitment_deadlock,0.9261755569507364,exploratory_free_energy
commercial|compound|public_shared|51103,commercial,compound,public_shared,51103,commercial_topology_3,3.7117767851596004,0.24626475745730292,3.4655120277022977,2,13.0,0,2,2,commercial|compound|public_shared|51103|supply_01|deploy_repair_capacity;commercial|compound|public_shared|51103|supply_03|request_peer_evidence,compound_resource_shortage;compound_commitment_deadlock,0.9252440141648459,exploratory_free_energy
commercial|compound|public_shared|51104,commercial,compound,public_shared,51104,commercial_topology_0,3.0812291987160396,0.2229020533785704,2.8583271453374692,2,13.0,0,2,2,commercial|compound|public_shared|51104|supply_02|request_peer_evidence;commercial|compound|public_shared|51104|supply_04|deploy_repair_capacity,compound_evidence_conflict;compound_route_or_service_failure,0.9552853015367795,exploratory_free_energy
commercial|compound|public_shared|51105,commercial,compound,public_shared,51105,commercial_topology_1,2.873606942166249,0.2045372506421652,2.6690696915240837,2,10.0,0,2,2,commercial|compound|public_shared|51105|supply_01|request_peer_evidence;commercial|compound|public_shared|51105|supply_03|verify,compound_commitment_deadlock;compound_unsafe_or_compromised_component,0.965828523322426,exploratory_free_energy
commercial|compound|public_shared|51106,commercial,compound,public_shared,51106,commercial_topology_2,3.401845208741081,0.21091307032739098,3.19093213841369,2,8.0,0,2,2,commercial|compound|public_shared|51106|supply_01|request_peer_evidence;commercial|compound|public_shared|51106|supply_02|request_peer_evidence,compound_commitment_deadlock;compound_evidence_conflict,0.9448413439734088,exploratory_free_energy
commercial|compound|public_shared|51107,commercial,compound,public_shared,51107,commercial_topology_3,3.571299613265648,0.2313818291046309,3.339917784161017,2,10.0,0,2,1,commercial|compound|public_shared|51107|supply_04|verify;commercial|compound|public_shared|51107|supply_01|request_peer_evidence,compound_unsafe_or_compromised_component;compound_commitment_deadlock,0.9005923239145016,exploratory_free_energy
commercial|compound|public_shared|51108,commercial,compound,public_shared,51108,commercial_topology_0,3.562721093023752,0.2468120034769588,3.315909089546793,2,10.0,0,2,2,commercial|compound|public_shared|51108|supply_01|request_peer_evidence;commercial|compound|public_shared|51108|supply_03|verify,compound_commitment_deadlock;compound_unsafe_or_compromised_component,0.9281992297100154,exploratory_free_energy
commercial|compound|public_shared|51109,commercial,compound,public_shared,51109,commercial_topology_1,2.8941797677054346,0.22398939110090288,2.670190376604532,2,13.0,0,2,1,commercial|compound|public_shared|51109|supply_04|deploy_repair_capacity;commercial|compound|public_shared|51109|supply_03|request_peer_evidence,compound_resource_shortage;compound_commitment_deadlock,0.9146795912656112,exploratory_free_energy
commercial|compound|public_shared|51110,commercial,compound,public_shared,51110,commercial_topology_2,3.1769267245810195,0.18793254414046262,2.988994180440557,2,13.0,0,2,2,commercial|compound|public_shared|51110|supply_02|request_peer_evidence;commercial|compound|public_shared|51110|supply_01|deploy_repair_capacity,compound_commitment_deadlock;compound_resource_shortage,0.9485340977555904,exploratory_free_energy
commercial|compound|public_shared|51111,commercial,compound,public_shared,51111,commercial_topology_3,3.5186790242508326,0.25882493518920857,3.259854089061624,2,15.0,0,2,1,commercial|compound|public_shared|51111|supply_01|verify;commercial|compound|public_shared|51111|supply_03|deploy_repair_capacity,compound_unsafe_or_compromised_component;compound_route_or_service_failure,0.9491142334009476,exploratory_free_energy
commercial|compound|public_shared|51112,commercial,compound,public_shared,51112,commercial_topology_0,3.257422036658197,0.22889650233609699,3.0285255343221,2,15.0,0,2,1,commercial|compound|public_shared|51112|supply_01|deploy_repair_capacity;commercial|compound|public_shared|51112|supply_04|verify,compound_resource_shortage;compound_unsafe_or_compromised_component,0.9465784629272862,exploratory_free_energy
commercial|compound|public_shared|51113,commercial,compound,public_shared,51113,commercial_topology_1,3.4430096959162206,0.21565357143809788,3.227356124478123,2,13.0,0,2,1,commercial|compound|public_shared|51113|supply_01|request_peer_evidence;commercial|compound|public_shared|51113|supply_03|deploy_repair_capacity,compound_commitment_deadlock;compound_route_or_service_failure,0.9438763495381561,exploratory_free_energy
commercial|compound|public_shared|51114,commercial,compound,public_shared,51114,commercial_topology_2,3.2618566436618806,0.3413794812789569,2.9204771623829235,1,4.0,0,1,1,commercial|compound|public_shared|51114|supply_01|request_peer_evidence,compound_evidence_conflict,0.9480403790979188,exploratory_free_energy
commercial|compound|public_shared|51115,commercial,compound,public_shared,51115,commercial_topology_3,3.0214181303374597,0.21300839499767038,2.808409735339789,2,13.0,0,2,2,commercial|compound|public_shared|51115|supply_02|request_peer_evidence;commercial|compound|public_shared|51115|supply_01|deploy_repair_capacity,compound_evidence_conflict;compound_resource_shortage,0.9288363830720562,exploratory_free_energy
commercial|compound|public_shared|51116,commercial,compound,public_shared,51116,commercial_topology_0,3.149798192339837,0.2338150694032013,2.9159831229366358,2,10.0,0,2,1,commercial|compound|public_shared|51116|supply_03|verify;commercial|compound|public_shared|51116|supply_02|request_peer_evidence,compound_unsafe_or_compromised_component;compound_evidence_conflict,0.8946219505753104,exploratory_free_energy
commercial|compound|public_shared|51117,commercial,compound,public_shared,51117,commercial_topology_1,3.4561684858999837,0.21958077483674338,3.2365877110632404,2,10.0,0,2,1,commercial|compound|public_shared|51117|supply_02|verify;commercial|compound|public_shared|51117|supply_03|request_peer_evidence,compound_unsafe_or_compromised_component;compound_commitment_deadlock,0.8559896233504867,exploratory_free_energy
commercial|compound|public_shared|51118,commercial,compound,public_shared,51118,commercial_topology_2,2.9922045304746603,0.2415271952083344,2.750677335266326,2,10.0,0,2,1,commercial|compound|public_shared|51118|supply_03|request_peer_evidence;commercial|compound|public_shared|51118|supply_02|verify,compound_commitment_deadlock;compound_unsafe_or_compromised_component,0.9004578226580149,exploratory_free_energy
commercial|compound|public_shared|51119,commercial,compound,public_shared,51119,commercial_topology_3,3.444930851114682,0.2260712782721496,3.2188595728425327,2,10.0,0,2,2,commercial|compound|public_shared|51119|supply_02|verify;commercial|compound|public_shared|51119|supply_03|request_peer_evidence,compound_unsafe_or_compromised_component;compound_evidence_conflict,0.9191751586031345,exploratory_free_energy
commercial|compound|public_shared|51120,commercial,compound,public_shared,51120,commercial_topology_0,3.3354592964482928,0.2365557631048989,3.098903533343394,2,15.0,0,2,2,commercial|compound|public_shared|51120|supply_01|deploy_repair_capacity;commercial|compound|public_shared|51120|supply_04|verify,compound_resource_shortage;compound_unsafe_or_compromised_component,0.9107604611027982,exploratory_free_energy
commercial|correlated|public_shared|51101,commercial,correlated,public_shared,51101,commercial_topology_1,2.8098834930253394,0.117781011888184,2.6921024811371552,1,4.0,0,1,1,commercial|correlated|public_shared|51101|supply_04|request_peer_evidence,correlated_commitment_deadlock,0.9805591310113796,exploratory_free_energy
commercial|correlated|public_shared|51102,commercial,correlated,public_shared,51102,commercial_topology_2,3.0755800000606395,0.6066254942883665,2.468954505772273,2,12.0,0,2,2,commercial|correlated|public_shared|51102|supply_02|authorize_emergency_resource;commercial|correlated|public_shared|51102|supply_04|request_peer_evidence,correlated_resource_shortage;correlated_evidence_conflict,0.9221835156943672,exploratory_free_energy
commercial|correlated|public_shared|51103,commercial,correlated,public_shared,51103,commercial_topology_3,3.067647954648823,0.0925081152295765,2.9751398394192465,2,16.0,0,1,1,commercial|correlated|public_shared|51103|supply_01|deploy_repair_capacity;commercial|correlated|public_shared|51103|supply_02|revise_commitment,correlated_resource_shortage;correlated_commitment_deadlock,0.9491185889573596,exploratory_free_energy
commercial|correlated|public_shared|51104,commercial,correlated,public_shared,51104,commercial_topology_0,2.814495720602215,0.1959534682769836,2.6185422523252315,2,10.0,0,2,0,commercial|correlated|public_shared|51104|supply_03|verify;commercial|correlated|public_shared|51104|supply_02|request_peer_evidence,correlated_unsafe_or_compromised_component;correlated_evidence_conflict,0.9267034003105905,exploratory_free_energy
commercial|correlated|public_shared|51105,commercial,correlated,public_shared,51105,commercial_topology_1,2.906481149350544,0.1709969390011096,2.7354842103494343,2,10.0,0,2,2,commercial|correlated|public_shared|51105|supply_01|request_peer_evidence;commercial|correlated|public_shared|51105|supply_02|verify,correlated_commitment_deadlock;correlated_unsafe_or_compromised_component,0.9558838149824573,exploratory_free_energy
commercial|correlated|public_shared|51106,commercial,correlated,public_shared,51106,commercial_topology_2,3.7077384609771276,0.2102857978867157,3.497452663090412,2,10.0,0,2,2,commercial|correlated|public_shared|51106|supply_01|verify;commercial|correlated|public_shared|51106|supply_03|request_peer_evidence,correlated_unsafe_or_compromised_component;correlated_commitment_deadlock,0.9465777023016867,exploratory_free_energy
commercial|correlated|public_shared|51107,commercial,correlated,public_shared,51107,commercial_topology_3,3.1267297255367668,0.1252149423733615,3.0015147831634055,2,12.0,0,1,1,commercial|correlated|public_shared|51107|supply_04|verify;commercial|correlated|public_shared|51107|supply_01|verify,correlated_unsafe_or_compromised_component;correlated_evidence_conflict,0.9174466547197558,exploratory_free_energy
commercial|correlated|public_shared|51108,commercial,correlated,public_shared,51108,commercial_topology_0,2.899916694384421,0.2000986088181136,2.6998180855663074,2,15.0,0,2,1,commercial|correlated|public_shared|51108|supply_04|deploy_repair_capacity;commercial|correlated|public_shared|51108|supply_02|verify,correlated_route_or_service_failure;correlated_unsafe_or_compromised_component,0.8844535781226643,exploratory_free_energy
commercial|correlated|public_shared|51109,commercial,correlated,public_shared,51109,commercial_topology_1,3.623175084522109,0.21304625662409038,3.410128827898019,2,13.0,0,2,2,commercial|correlated|public_shared|51109|supply_03|deploy_repair_capacity;commercial|correlated|public_shared|51109|supply_01|request_peer_evidence,correlated_resource_shortage;correlated_commitment_deadlock,0.8862125640232367,exploratory_free_energy
commercial|correlated|public_shared|51110,commercial,correlated,public_shared,51110,commercial_topology_2,3.6288892447398817,0.4985579746549213,3.1303312700849606,2,13.0,0,2,2,commercial|correlated|public_shared|51110|supply_04|deploy_repair_capacity;commercial|correlated|public_shared|51110|supply_03|request_peer_evidence,correlated_resource_shortage;correlated_evidence_conflict,0.9299724045822748,exploratory_free_energy
commercial|correlated|public_shared|51111,commercial,correlated,public_shared,51111,commercial_topology_3,2.962099937437754,0.218413326119047,2.743686611318707,2,13.0,0,2,2,commercial|correlated|public_shared|51111|supply_01|request_peer_evidence;commercial|correlated|public_shared|51111|supply_02|deploy_repair_capacity,correlated_commitment_deadlock;correlated_route_or_service_failure,0.9362996442587324,exploratory_free_energy
commercial|correlated|public_shared|51112,commercial,correlated,public_shared,51112,commercial_topology_0,2.9604600626529303,0.2062931360967239,2.7541669265562065,2,13.0,0,2,1,commercial|correlated|public_shared|51112|supply_02|request_peer_evidence;commercial|correlated|public_shared|51112|supply_03|deploy_repair_capacity,correlated_commitment_deadlock;correlated_resource_shortage,0.9412207429889068,exploratory_free_energy
commercial|correlated|public_shared|51113,commercial,correlated,public_shared,51113,commercial_topology_1,3.1466682331249944,0.19903980401058852,2.947628429114406,2,18.0,0,2,2,commercial|correlated|public_shared|51113|supply_01|deploy_repair_capacity;commercial|correlated|public_shared|51113|supply_02|deploy_repair_capacity,correlated_route_or_service_failure;correlated_resource_shortage,0.948518276849461,exploratory_free_energy
commercial|correlated|public_shared|51114,commercial,correlated,public_shared,51114,commercial_topology_2,3.336469080865343,0.0,3.336469080865343,1,8.0,0,0,1,commercial|correlated|public_shared|51114|supply_01|authorize_emergency_resource,correlated_resource_shortage,0.9162936186476778,exploratory_free_energy
commercial|correlated|public_shared|51115,commercial,correlated,public_shared,51115,commercial_topology_3,3.299837772425382,0.23664396714061847,3.0631938052847634,2,15.0,0,2,2,commercial|correlated|public_shared|51115|supply_02|verify;commercial|correlated|public_shared|51115|supply_04|deploy_repair_capacity,correlated_unsafe_or_compromised_component;correlated_resource_shortage,0.9262131914358245,exploratory_free_energy
commercial|correlated|public_shared|51116,commercial,correlated,public_shared,51116,commercial_topology_0,3.278658608853128,0.22623075424135541,3.0524278546117727,2,10.0,0,2,1,commercial|correlated|public_shared|51116|supply_03|request_peer_evidence;commercial|correlated|public_shared|51116|supply_02|verify,correlated_commitment_deadlock;correlated_unsafe_or_compromised_component,0.9436110392128857,exploratory_free_energy
commercial|correlated|public_shared|51117,commercial,correlated,public_shared,51117,commercial_topology_1,2.6216679410922463,0.191953085272206,2.4297148558200403,2,10.0,0,2,2,commercial|correlated|public_shared|51117|supply_02|verify;commercial|correlated|public_shared|51117|supply_04|request_peer_evidence,correlated_unsafe_or_compromised_component;correlated_commitment_deadlock,0.9152046856584081,exploratory_free_energy
commercial|correlated|public_shared|51118,commercial,correlated,public_shared,51118,commercial_topology_2,3.18318579326856,0.2196853749165243,2.963500418352036,2,8.0,0,2,2,commercial|correlated|public_shared|51118|supply_02|request_peer_evidence;commercial|correlated|public_shared|51118|supply_04|request_peer_evidence,correlated_commitment_deadlock;correlated_evidence_conflict,0.8893033749269634,exploratory_free_energy
commercial|correlated|public_shared|51119,commercial,correlated,public_shared,51119,commercial_topology_3,3.0812633783105214,0.0,3.0812633783105214,0,0.0,0,0,0,,,0.0,exploratory_free_energy
commercial|correlated|public_shared|51120,commercial,correlated,public_shared,51120,commercial_topology_0,3.1413961589040604,0.21602894103749448,2.925367217866566,2,15.0,0,2,2,commercial|correlated|public_shared|51120|supply_01|deploy_repair_capacity;commercial|correlated|public_shared|51120|supply_02|verify,correlated_resource_shortage;correlated_unsafe_or_compromised_component,0.9244487034497977,exploratory_free_energy
commercial|isolated_physical|public_shared|51101,commercial,isolated_physical,public_shared,51101,commercial_topology_1,2.8281359684710337,0.17846900550322092,2.649666962967813,2,10.0,0,2,1,commercial|isolated_physical|public_shared|51101|supply_01|verify;commercial|isolated_physical|public_shared|51101|supply_02|request_peer_evidence,isolated_physical_unsafe_or_compromised_component;isolated_physical_evidence_conflict,0.9291573632397506,exploratory_free_energy
commercial|isolated_physical|public_shared|51102,commercial,isolated_physical,public_shared,51102,commercial_topology_2,3.437265720198915,0.4691353736150659,2.968130346583849,2,10.0,0,2,2,commercial|isolated_physical|public_shared|51102|supply_04|request_peer_evidence;commercial|isolated_physical|public_shared|51102|supply_01|verify,isolated_physical_commitment_deadlock;isolated_physical_evidence_conflict,0.9022014806403205,exploratory_free_energy
commercial|isolated_physical|public_shared|51103,commercial,isolated_physical,public_shared,51103,commercial_topology_3,2.5530929903224826,0.16646594936573111,2.3866270409567516,2,10.0,0,2,1,commercial|isolated_physical|public_shared|51103|supply_03|request_peer_evidence;commercial|isolated_physical|public_shared|51103|supply_01|verify,isolated_physical_commitment_deadlock;isolated_physical_unsafe_or_compromised_component,0.9529699672802442,exploratory_free_energy
commercial|isolated_physical|public_shared|51104,commercial,isolated_physical,public_shared,51104,commercial_topology_0,2.219355199728759,0.0836550307999602,2.135700168928799,2,12.0,0,1,2,commercial|isolated_physical|public_shared|51104|supply_04|request_peer_evidence;commercial|isolated_physical|public_shared|51104|supply_02|authorize_emergency_resource,isolated_physical_commitment_deadlock;isolated_physical_resource_shortage,0.9605304385564558,exploratory_free_energy
commercial|isolated_physical|public_shared|51105,commercial,isolated_physical,public_shared,51105,commercial_topology_1,2.3061567980194466,0.1579022774382413,2.1482545205812054,2,10.0,0,2,1,commercial|isolated_physical|public_shared|51105|supply_01|request_peer_evidence;commercial|isolated_physical|public_shared|51105|supply_03|verify,isolated_physical_commitment_deadlock;isolated_physical_unsafe_or_compromised_component,0.965828523322426,exploratory_free_energy
commercial|isolated_physical|public_shared|51106,commercial,isolated_physical,public_shared,51106,commercial_topology_2,2.9180657488871242,0.17684071093193082,2.7412250379551932,2,15.0,0,2,2,commercial|isolated_physical|public_shared|51106|supply_01|verify;commercial|isolated_physical|public_shared|51106|supply_03|deploy_repair_capacity,isolated_physical_unsafe_or_compromised_component;isolated_physical_resource_shortage,0.9447410809990409,exploratory_free_energy
commercial|isolated_physical|public_shared|51107,commercial,isolated_physical,public_shared,51107,commercial_topology_3,2.4744456197590354,0.08110741292424,2.3933382068347955,2,10.0,0,1,2,commercial|isolated_physical|public_shared|51107|supply_01|request_peer_evidence;commercial|isolated_physical|public_shared|51107|supply_04|verify,isolated_physical_commitment_deadlock;isolated_physical_evidence_conflict,0.927014964605133,exploratory_free_energy
commercial|isolated_physical|public_shared|51108,commercial,isolated_physical,public_shared,51108,commercial_topology_0,2.6138037875068068,0.1679368589992446,2.445866928507562,2,10.0,0,2,2,commercial|isolated_physical|public_shared|51108|supply_02|verify;commercial|isolated_physical|public_shared|51108|supply_01|request_peer_evidence,isolated_physical_unsafe_or_compromised_component;isolated_physical_evidence_conflict,0.8912710517704494,exploratory_free_energy
commercial|isolated_physical|public_shared|51109,commercial,isolated_physical,public_shared,51109,commercial_topology_1,2.8288922549430064,0.1564515599710382,2.6724406949719683,2,10.0,0,2,1,commercial|isolated_physical|public_shared|51109|supply_01|request_peer_evidence;commercial|isolated_physical|public_shared|51109|supply_03|verify,isolated_physical_commitment_deadlock;isolated_physical_unsafe_or_compromised_component,0.9476947655606394,exploratory_free_energy
commercial|isolated_physical|public_shared|51110,commercial,isolated_physical,public_shared,51110,commercial_topology_2,2.466365034853564,0.1951659908563311,2.271199043997233,2,13.0,0,2,2,commercial|isolated_physical|public_shared|51110|supply_04|deploy_repair_capacity;commercial|isolated_physical|public_shared|51110|supply_02|request_peer_evidence,isolated_physical_resource_shortage;isolated_physical_commitment_deadlock,0.9321323272179346,exploratory_free_energy
commercial|isolated_physical|public_shared|51111,commercial,isolated_physical,public_shared,51111,commercial_topology_3,2.6718103737747168,0.1724084512985161,2.4994019224762005,2,15.0,0,2,2,commercial|isolated_physical|public_shared|51111|supply_02|verify;commercial|isolated_physical|public_shared|51111|supply_01|deploy_repair_capacity,isolated_physical_unsafe_or_compromised_component;isolated_physical_route_or_service_failure,0.9446210460700271,exploratory_free_energy
commercial|isolated_physical|public_shared|51112,commercial,isolated_physical,public_shared,51112,commercial_topology_0,2.2335848777828162,0.0706801764877492,2.162904701295067,1,4.0,0,1,0,commercial|isolated_physical|public_shared|51112|supply_03|request_peer_evidence,isolated_physical_commitment_deadlock,0.9201004178863136,exploratory_free_energy
commercial|isolated_physical|public_shared|51113,commercial,isolated_physical,public_shared,51113,commercial_topology_1,2.3859601448665666,0.1835225588874188,2.2024375859791476,2,15.0,0,2,2,commercial|isolated_physical|public_shared|51113|supply_03|deploy_repair_capacity;commercial|isolated_physical|public_shared|51113|supply_01|verify,isolated_physical_resource_shortage;isolated_physical_unsafe_or_compromised_component,0.961342835655403,exploratory_free_energy
commercial|isolated_physical|public_shared|51114,commercial,isolated_physical,public_shared,51114,commercial_topology_2,2.86734206432618,0.1587251927919352,2.708616871534245,2,15.0,0,2,1,commercial|isolated_physical|public_shared|51114|supply_02|verify;commercial|isolated_physical|public_shared|51114|supply_04|deploy_repair_capacity,isolated_physical_unsafe_or_compromised_component;isolated_physical_resource_shortage,0.964305377697942,exploratory_free_energy
commercial|isolated_physical|public_shared|51115,commercial,isolated_physical,public_shared,51115,commercial_topology_3,2.496354564625891,0.18431859081548801,2.3120359738104033,2,13.0,0,2,2,commercial|isolated_physical|public_shared|51115|supply_02|request_peer_evidence;commercial|isolated_physical|public_shared|51115|supply_04|deploy_repair_capacity,isolated_physical_evidence_conflict;isolated_physical_resource_shortage,0.9342517315635148,exploratory_free_energy
commercial|isolated_physical|public_shared|51116,commercial,isolated_physical,public_shared,51116,commercial_topology_0,2.8814122486394704,0.0859886131175967,2.795423635521874,2,12.0,0,1,2,commercial|isolated_physical|public_shared|51116|supply_01|verify;commercial|isolated_physical|public_shared|51116|supply_04|verify,isolated_physical_unsafe_or_compromised_component;isolated_physical_evidence_conflict,0.9507632430337056,exploratory_free_energy
commercial|isolated_physical|public_shared|51117,commercial,isolated_physical,public_shared,51117,commercial_topology_1,2.2484313437112995,0.1757035478560971,2.0727277958552026,2,10.0,0,2,0,commercial|isolated_physical|public_shared|51117|supply_04|request_peer_evidence;commercial|isolated_physical|public_shared|51117|supply_01|verify,isolated_physical_commitment_deadlock;isolated_physical_unsafe_or_compromised_component,0.9758562094039709,exploratory_free_energy
commercial|isolated_physical|public_shared|51118,commercial,isolated_physical,public_shared,51118,commercial_topology_2,2.652287266413504,0.1791042042481989,2.473183062165305,2,10.0,0,2,2,commercial|isolated_physical|public_shared|51118|supply_01|verify;commercial|isolated_physical|public_shared|51118|supply_02|request_peer_evidence,isolated_physical_unsafe_or_compromised_component;isolated_physical_commitment_deadlock,0.908826973402622,exploratory_free_energy
commercial|isolated_physical|public_shared|51119,commercial,isolated_physical,public_shared,51119,commercial_topology_3,2.681891290026009,0.18141014881548329,2.5004811412105257,2,8.0,0,2,2,commercial|isolated_physical|public_shared|51119|supply_02|request_peer_evidence;commercial|isolated_physical|public_shared|51119|supply_03|request_peer_evidence,isolated_physical_commitment_deadlock;isolated_physical_evidence_conflict,0.9255701976536893,exploratory_free_energy
commercial|isolated_physical|public_shared|51120,commercial,isolated_physical,public_shared,51120,commercial_topology_0,2.6182432150720123,0.0994456591564372,2.518797555915575,2,17.0,0,1,1,commercial|isolated_physical|public_shared|51120|supply_03|deploy_repair_capacity;commercial|isolated_physical|public_shared|51120|supply_02|authorize_emergency_resource,isolated_physical_route_or_service_failure;isolated_physical_resource_shortage,0.9431206399664309,exploratory_free_energy
commercial|nominal|public_shared|51101,commercial,nominal,public_shared,51101,commercial_topology_1,2.0287779942822994,0.0840106489617915,1.9447673453205079,1,4.0,0,1,1,commercial|nominal|public_shared|51101|supply_04|request_peer_evidence,nominal_evidence_conflict,0.9876491342921886,exploratory_free_energy
commercial|nominal|public_shared|51102,commercial,nominal,public_shared,51102,commercial_topology_2,1.463374798842173,0.0,1.463374798842173,0,0.0,0,0,0,,,0.0,exploratory_free_energy
commercial|nominal|public_shared|51103,commercial,nominal,public_shared,51103,commercial_topology_3,1.4594542778345607,0.0555341461165081,1.4039201317180525,1,9.0,0,1,0,commercial|nominal|public_shared|51103|supply_03|deploy_repair_capacity,nominal_route_or_service_failure,0.9647055275508554,exploratory_free_energy
commercial|nominal|public_shared|51104,commercial,nominal,public_shared,51104,commercial_topology_0,1.2541322450025179,0.0,1.2541322450025179,0,0.0,0,0,0,,,0.0,exploratory_free_energy
commercial|nominal|public_shared|51105,commercial,nominal,public_shared,51105,commercial_topology_1,1.3627673828361215,0.0737802941729668,1.2889870886631547,1,6.0,0,1,1,commercial|nominal|public_shared|51105|supply_04|verify,nominal_unsafe_or_compromised_component,0.9163202583664692,exploratory_free_energy
commercial|nominal|public_shared|51106,commercial,nominal,public_shared,51106,commercial_topology_2,1.6069109645474282,0.0,1.6069109645474282,0,0.0,0,0,0,,,0.0,exploratory_free_energy
commercial|nominal|public_shared|51107,commercial,nominal,public_shared,51107,commercial_topology_3,1.5467329787375665,0.0,1.5467329787375665,0,0.0,0,0,0,,,0.0,exploratory_free_energy
commercial|nominal|public_shared|51108,commercial,nominal,public_shared,51108,commercial_topology_0,1.432883210666171,0.0,1.432883210666171,0,0.0,0,0,0,,,0.0,exploratory_free_energy
commercial|nominal|public_shared|51109,commercial,nominal,public_shared,51109,commercial_topology_1,1.5533375353784673,0.0914548168842641,1.4618827184942031,1,4.0,0,1,0,commercial|nominal|public_shared|51109|supply_04|request_peer_evidence,nominal_commitment_deadlock,0.9765276013802628,exploratory_free_energy
commercial|nominal|public_shared|51110,commercial,nominal,public_shared,51110,commercial_topology_2,2.0060783637170885,0.0599894433870068,1.9460889203300817,1,4.0,0,1,1,commercial|nominal|public_shared|51110|supply_03|request_peer_evidence,nominal_commitment_deadlock,0.986467837043218,exploratory_free_energy
commercial|nominal|public_shared|51111,commercial,nominal,public_shared,51111,commercial_topology_3,1.3213531341210116,0.0,1.3213531341210116,0,0.0,0,0,0,,,0.0,exploratory_free_energy
commercial|nominal|public_shared|51112,commercial,nominal,public_shared,51112,commercial_topology_0,1.5924712235109602,0.0,1.5924712235109602,0,0.0,0,0,0,,,0.0,exploratory_free_energy
commercial|nominal|public_shared|51113,commercial,nominal,public_shared,51113,commercial_topology_1,1.4630438751692796,0.0,1.4630438751692796,0,0.0,0,0,0,,,0.0,exploratory_free_energy
commercial|nominal|public_shared|51114,commercial,nominal,public_shared,51114,commercial_topology_2,1.7030930696056725,0.0,1.7030930696056725,0,0.0,0,0,0,,,0.0,exploratory_free_energy
commercial|nominal|public_shared|51115,commercial,nominal,public_shared,51115,commercial_topology_3,1.3251961900646585,0.0,1.3251961900646585,0,0.0,0,0,0,,,0.0,exploratory_free_energy
commercial|nominal|public_shared|51116,commercial,nominal,public_shared,51116,commercial_topology_0,1.4923354559738324,0.0580848909339527,1.4342505650398798,1,6.0,0,1,1,commercial|nominal|public_shared|51116|supply_04|verify,nominal_unsafe_or_compromised_component,0.9192259580637602,exploratory_free_energy
commercial|nominal|public_shared|51117,commercial,nominal,public_shared,51117,commercial_topology_1,1.4814028715261296,0.0,1.4814028715261296,0,0.0,0,0,0,,,0.0,exploratory_free_energy
commercial|nominal|public_shared|51118,commercial,nominal,public_shared,51118,commercial_topology_2,1.4852329518881253,0.0,1.4852329518881253,0,0.0,0,0,0,,,0.0,exploratory_free_energy
