application,clusters,absolute_loss_reduction,relative_loss_reduction,ci90_low,ci90_high,changed_panel_fraction,improved_regimes,mean_operational_messages,mean_operational_bytes,communication_adjusted_utility
commercial,120,0.27324754731798906,0.07724229096965589,0.2141411723061601,0.3330638364339967,0.6333333333333333,6,12.0,1451.975,0.27034359731798907
humanitarian,120,0.2261394527428123,0.06484834203153729,0.17055663169060375,0.2848057392281327,0.5416666666666666,6,12.0,1451.25,0.2232369527428123
utility_restoration,120,0.45027357235574333,0.12174779556012039,0.3895949006446812,0.5117013969559089,0.6916666666666667,6,12.0,1466.275,0.44734102235574336
