application,information_condition,clusters,kpi_mean_utility,thermo_mean_utility,absolute_gain,relative_gain,gain_ci95_low,gain_ci95_high,paired_win_fraction,paired_tie_fraction,paired_loss_fraction,improved_regimes,harmful_rate_kpi,harmful_rate_thermo,maximum_positive_gain_regime_fraction
commercial,private_fragmented,120,0.04256069748508302,0.02749548903312217,-0.015065208451960847,-0.3013041690392169,-0.04891306193000243,0.017422041083753427,0.18333333333333332,0.6166666666666667,0.2,2,0.128,0.1386861313868613,0.724918118527659
commercial,public_shared,120,0.1606082002421806,0.14472802241376784,-0.01588017782841275,-0.09887526168942234,-0.03227489143806999,0.0006652582010147956,0.11666666666666667,0.7,0.18333333333333332,4,0.018604651162790697,0.02127659574468085,0.7578788459488824
humanitarian,private_fragmented,120,0.007448153599655458,-0.004192848949404948,-0.011641002549060406,-0.23282005098120812,-0.027861003547123706,0.00426206906071271,0.1,0.6916666666666667,0.20833333333333334,1,0.13385826771653545,0.17692307692307693,1.0
humanitarian,public_shared,120,0.17836629705803997,0.15308054640450966,-0.02528575065353031,-0.14176305204846174,-0.03687640989268176,-0.014549461455383118,0.03333333333333333,0.7666666666666667,0.2,2,0.0,0.0,0.7266640063960849
utility_restoration,private_fragmented,120,0.026046698941638642,0.01607699131862407,-0.009969707623014572,-0.19939415246029144,-0.02768415777932704,0.006783365556729902,0.125,0.7083333333333334,0.16666666666666666,2,0.11428571428571428,0.14772727272727273,0.5027989292637897
utility_restoration,public_shared,120,0.18191902198497317,0.16648669107613573,-0.015432330908837444,-0.08483077107853065,-0.02619045152942897,-0.005067446521192259,0.075,0.7166666666666667,0.20833333333333334,3,0.0,0.0,0.5978811530126927
