cluster_id,application,regime,information_condition,environment_seed,selected_effect_kpi,loss_after_selection_kpi,selected_count_kpi,operator_minutes_kpi,harmful_count_kpi,service_reaching_count_kpi,selected_candidates_kpi,selected_scenario_families_kpi,selected_effect_thermo,loss_after_selection_thermo,selected_count_thermo,operator_minutes_thermo,harmful_count_thermo,service_reaching_count_thermo,selected_candidates_thermo,selected_scenario_families_thermo,utility_difference,loss_difference,harm_difference
commercial|correlated|public_shared|51102,commercial,correlated,public_shared,51102,0.1006239847709238,2.974956015289716,1,4.0,0,1,commercial|correlated|public_shared|51102|supply_04|request_peer_evidence,correlated_evidence_conflict,0.6066254942883665,2.468954505772273,2,12.0,0,2,commercial|correlated|public_shared|51102|supply_04|request_peer_evidence;commercial|correlated|public_shared|51102|supply_02|authorize_emergency_resource,correlated_evidence_conflict;correlated_resource_shortage,0.5060015095174427,-0.5060015095174428,0
commercial|correlated|public_shared|51103,commercial,correlated,public_shared,51103,0.2084346823380956,2.8592132723107273,2,13.0,0,2,commercial|correlated|public_shared|51103|supply_01|deploy_repair_capacity;commercial|correlated|public_shared|51103|supply_04|request_peer_evidence,correlated_resource_shortage;correlated_evidence_conflict,0.0925081152295765,2.9751398394192465,1,9.0,0,1,commercial|correlated|public_shared|51103|supply_01|deploy_repair_capacity,correlated_resource_shortage,-0.11592656710851909,0.11592656710851923,0
commercial|correlated|public_shared|51104,commercial,correlated,public_shared,51104,0.1108023548051333,2.703693365797082,2,12.0,0,1,commercial|correlated|public_shared|51104|supply_03|verify;commercial|correlated|public_shared|51104|supply_02|verify,correlated_unsafe_or_compromised_component;correlated_evidence_conflict,0.1959534682769836,2.6185422523252315,2,10.0,0,0,commercial|correlated|public_shared|51104|supply_03|verify;commercial|correlated|public_shared|51104|supply_02|request_peer_evidence,correlated_unsafe_or_compromised_component;correlated_evidence_conflict,0.0851511134718503,-0.08515111347185034,0
commercial|correlated|public_shared|51105,commercial,correlated,public_shared,51105,0.1709969390011096,2.7354842103494343,2,10.0,0,2,commercial|correlated|public_shared|51105|supply_01|request_peer_evidence;commercial|correlated|public_shared|51105|supply_02|verify,correlated_commitment_deadlock;correlated_unsafe_or_compromised_component,0.1709969390011096,2.7354842103494343,2,10.0,0,2,commercial|correlated|public_shared|51105|supply_01|request_peer_evidence;commercial|correlated|public_shared|51105|supply_02|verify,correlated_commitment_deadlock;correlated_unsafe_or_compromised_component,0.0,0.0,0
commercial|correlated|public_shared|51106,commercial,correlated,public_shared,51106,0.0976667570431779,3.61007170393395,2,12.0,0,1,commercial|correlated|public_shared|51106|supply_01|verify;commercial|correlated|public_shared|51106|supply_04|verify,correlated_unsafe_or_compromised_component;correlated_evidence_conflict,0.2102857978867157,3.497452663090412,2,10.0,0,2,commercial|correlated|public_shared|51106|supply_01|verify;commercial|correlated|public_shared|51106|supply_03|request_peer_evidence,correlated_unsafe_or_compromised_component;correlated_commitment_deadlock,0.1126190408435378,-0.11261904084353791,0
commercial|correlated|public_shared|51107,commercial,correlated,public_shared,51107,0.1252149423733615,3.0015147831634055,2,12.0,0,1,commercial|correlated|public_shared|51107|supply_04|verify;commercial|correlated|public_shared|51107|supply_01|verify,correlated_unsafe_or_compromised_component;correlated_evidence_conflict,0.1252149423733615,3.0015147831634055,2,12.0,0,1,commercial|correlated|public_shared|51107|supply_04|verify;commercial|correlated|public_shared|51107|supply_01|verify,correlated_unsafe_or_compromised_component;correlated_evidence_conflict,0.0,0.0,0
commercial|correlated|public_shared|51108,commercial,correlated,public_shared,51108,0.2000986088181136,2.6998180855663074,2,15.0,0,1,commercial|correlated|public_shared|51108|supply_04|deploy_repair_capacity;commercial|correlated|public_shared|51108|supply_02|verify,correlated_route_or_service_failure;correlated_unsafe_or_compromised_component,0.2000986088181136,2.6998180855663074,2,15.0,0,1,commercial|correlated|public_shared|51108|supply_04|deploy_repair_capacity;commercial|correlated|public_shared|51108|supply_02|verify,correlated_route_or_service_failure;correlated_unsafe_or_compromised_component,0.0,0.0,0
commercial|correlated|public_shared|51109,commercial,correlated,public_shared,51109,0.21304625662409038,3.410128827898019,2,13.0,0,2,commercial|correlated|public_shared|51109|supply_01|request_peer_evidence;commercial|correlated|public_shared|51109|supply_03|deploy_repair_capacity,correlated_commitment_deadlock;correlated_resource_shortage,0.21304625662409038,3.410128827898019,2,13.0,0,2,commercial|correlated|public_shared|51109|supply_03|deploy_repair_capacity;commercial|correlated|public_shared|51109|supply_01|request_peer_evidence,correlated_resource_shortage;correlated_commitment_deadlock,0.0,0.0,0
commercial|correlated|public_shared|51110,commercial,correlated,public_shared,51110,0.4985579746549213,3.1303312700849606,2,13.0,0,2,commercial|correlated|public_shared|51110|supply_04|deploy_repair_capacity;commercial|correlated|public_shared|51110|supply_03|request_peer_evidence,correlated_resource_shortage;correlated_evidence_conflict,0.4985579746549213,3.1303312700849606,2,13.0,0,2,commercial|correlated|public_shared|51110|supply_04|deploy_repair_capacity;commercial|correlated|public_shared|51110|supply_03|request_peer_evidence,correlated_resource_shortage;correlated_evidence_conflict,0.0,0.0,0
commercial|correlated|public_shared|51111,commercial,correlated,public_shared,51111,0.218413326119047,2.743686611318707,2,13.0,0,2,commercial|correlated|public_shared|51111|supply_01|request_peer_evidence;commercial|correlated|public_shared|51111|supply_02|deploy_repair_capacity,correlated_commitment_deadlock;correlated_route_or_service_failure,0.218413326119047,2.743686611318707,2,13.0,0,2,commercial|correlated|public_shared|51111|supply_01|request_peer_evidence;commercial|correlated|public_shared|51111|supply_02|deploy_repair_capacity,correlated_commitment_deadlock;correlated_route_or_service_failure,0.0,0.0,0
commercial|correlated|public_shared|51112,commercial,correlated,public_shared,51112,0.2057893486043596,2.7546707140485704,2,10.0,0,2,commercial|correlated|public_shared|51112|supply_02|request_peer_evidence;commercial|correlated|public_shared|51112|supply_01|verify,correlated_commitment_deadlock;correlated_unsafe_or_compromised_component,0.2057893486043596,2.7546707140485704,2,10.0,0,2,commercial|correlated|public_shared|51112|supply_02|request_peer_evidence;commercial|correlated|public_shared|51112|supply_01|verify,correlated_commitment_deadlock;correlated_unsafe_or_compromised_component,0.0,0.0,0
commercial|correlated|public_shared|51113,commercial,correlated,public_shared,51113,0.0912194327820397,3.0554488003429547,1,9.0,0,1,commercial|correlated|public_shared|51113|supply_01|deploy_repair_capacity,correlated_route_or_service_failure,0.0912194327820397,3.0554488003429547,1,9.0,0,1,commercial|correlated|public_shared|51113|supply_01|deploy_repair_capacity,correlated_route_or_service_failure,0.0,0.0,0
commercial|correlated|public_shared|51114,commercial,correlated,public_shared,51114,0.0,3.336469080865343,0,0.0,0,0,,,0.0,3.336469080865343,1,8.0,0,1,commercial|correlated|public_shared|51114|supply_01|authorize_emergency_resource,correlated_resource_shortage,0.0,0.0,0
commercial|correlated|public_shared|51115,commercial,correlated,public_shared,51115,0.23664396714061847,3.0631938052847634,2,15.0,0,2,commercial|correlated|public_shared|51115|supply_02|verify;commercial|correlated|public_shared|51115|supply_04|deploy_repair_capacity,correlated_unsafe_or_compromised_component;correlated_resource_shortage,0.23664396714061847,3.0631938052847634,2,15.0,0,2,commercial|correlated|public_shared|51115|supply_02|verify;commercial|correlated|public_shared|51115|supply_04|deploy_repair_capacity,correlated_unsafe_or_compromised_component;correlated_resource_shortage,0.0,0.0,0
commercial|correlated|public_shared|51116,commercial,correlated,public_shared,51116,0.22505912335571732,3.0535994854974104,2,15.0,0,1,commercial|correlated|public_shared|51116|supply_02|verify;commercial|correlated|public_shared|51116|supply_01|deploy_repair_capacity,correlated_unsafe_or_compromised_component;correlated_route_or_service_failure,0.22623075424135541,3.0524278546117727,2,10.0,0,1,commercial|correlated|public_shared|51116|supply_03|request_peer_evidence;commercial|correlated|public_shared|51116|supply_02|verify,correlated_commitment_deadlock;correlated_unsafe_or_compromised_component,0.0011716308856380975,-0.0011716308856377644,0
commercial|correlated|public_shared|51117,commercial,correlated,public_shared,51117,0.191953085272206,2.4297148558200403,2,10.0,0,2,commercial|correlated|public_shared|51117|supply_04|request_peer_evidence;commercial|correlated|public_shared|51117|supply_02|verify,correlated_commitment_deadlock;correlated_unsafe_or_compromised_component,0.191953085272206,2.4297148558200403,2,10.0,0,2,commercial|correlated|public_shared|51117|supply_02|verify;commercial|correlated|public_shared|51117|supply_04|request_peer_evidence,correlated_unsafe_or_compromised_component;correlated_commitment_deadlock,0.0,0.0,0
commercial|correlated|public_shared|51118,commercial,correlated,public_shared,51118,0.1236851951166442,3.059500598151916,1,4.0,0,1,commercial|correlated|public_shared|51118|supply_02|request_peer_evidence,correlated_commitment_deadlock,0.2196853749165243,2.963500418352036,2,8.0,0,2,commercial|correlated|public_shared|51118|supply_02|request_peer_evidence;commercial|correlated|public_shared|51118|supply_04|request_peer_evidence,correlated_commitment_deadlock;correlated_evidence_conflict,0.09600017979988008,-0.09600017979987996,0
commercial|correlated|public_shared|51119,commercial,correlated,public_shared,51119,0.0748350048432062,3.0064283734673154,1,6.0,0,0,commercial|correlated|public_shared|51119|supply_01|verify,correlated_unsafe_or_compromised_component,0.0748350048432062,3.0064283734673154,1,6.0,0,0,commercial|correlated|public_shared|51119|supply_01|verify,correlated_unsafe_or_compromised_component,0.0,0.0,0
commercial|correlated|public_shared|51120,commercial,correlated,public_shared,51120,0.21602894103749448,2.925367217866566,2,15.0,0,2,commercial|correlated|public_shared|51120|supply_01|deploy_repair_capacity;commercial|correlated|public_shared|51120|supply_02|verify,correlated_resource_shortage;correlated_unsafe_or_compromised_component,0.21602894103749448,2.925367217866566,2,15.0,0,2,commercial|correlated|public_shared|51120|supply_01|deploy_repair_capacity;commercial|correlated|public_shared|51120|supply_02|verify,correlated_resource_shortage;correlated_unsafe_or_compromised_component,0.0,0.0,0
commercial|isolated_physical|public_shared|51101,commercial,isolated_physical,public_shared,51101,0.17846900550322092,2.649666962967813,2,10.0,0,1,commercial|isolated_physical|public_shared|51101|supply_01|verify;commercial|isolated_physical|public_shared|51101|supply_02|request_peer_evidence,isolated_physical_unsafe_or_compromised_component;isolated_physical_evidence_conflict,0.17846900550322092,2.649666962967813,2,10.0,0,1,commercial|isolated_physical|public_shared|51101|supply_01|verify;commercial|isolated_physical|public_shared|51101|supply_02|request_peer_evidence,isolated_physical_unsafe_or_compromised_component;isolated_physical_evidence_conflict,0.0,0.0,0
commercial|isolated_physical|public_shared|51102,commercial,isolated_physical,public_shared,51102,0.4691353736150659,2.968130346583849,2,10.0,0,2,commercial|isolated_physical|public_shared|51102|supply_04|request_peer_evidence;commercial|isolated_physical|public_shared|51102|supply_01|verify,isolated_physical_commitment_deadlock;isolated_physical_evidence_conflict,0.4691353736150659,2.968130346583849,2,10.0,0,2,commercial|isolated_physical|public_shared|51102|supply_04|request_peer_evidence;commercial|isolated_physical|public_shared|51102|supply_01|verify,isolated_physical_commitment_deadlock;isolated_physical_evidence_conflict,0.0,0.0,0
commercial|isolated_physical|public_shared|51103,commercial,isolated_physical,public_shared,51103,0.1861128298472923,2.3669801604751903,2,13.0,0,2,commercial|isolated_physical|public_shared|51103|supply_04|deploy_repair_capacity;commercial|isolated_physical|public_shared|51103|supply_03|request_peer_evidence,isolated_physical_route_or_service_failure;isolated_physical_commitment_deadlock,0.1861128298472923,2.3669801604751903,2,13.0,0,2,commercial|isolated_physical|public_shared|51103|supply_03|request_peer_evidence;commercial|isolated_physical|public_shared|51103|supply_04|deploy_repair_capacity,isolated_physical_commitment_deadlock;isolated_physical_route_or_service_failure,0.0,0.0,0
commercial|isolated_physical|public_shared|51104,commercial,isolated_physical,public_shared,51104,0.0,2.219355199728759,0,0.0,0,0,,,0.0836550307999602,2.135700168928799,1,4.0,0,1,commercial|isolated_physical|public_shared|51104|supply_04|request_peer_evidence,isolated_physical_commitment_deadlock,0.0836550307999602,-0.08365503079996017,0
commercial|isolated_physical|public_shared|51105,commercial,isolated_physical,public_shared,51105,0.1579022774382413,2.1482545205812054,2,10.0,0,1,commercial|isolated_physical|public_shared|51105|supply_01|request_peer_evidence;commercial|isolated_physical|public_shared|51105|supply_03|verify,isolated_physical_commitment_deadlock;isolated_physical_unsafe_or_compromised_component,0.1579022774382413,2.1482545205812054,2,10.0,0,1,commercial|isolated_physical|public_shared|51105|supply_01|request_peer_evidence;commercial|isolated_physical|public_shared|51105|supply_03|verify,isolated_physical_commitment_deadlock;isolated_physical_unsafe_or_compromised_component,0.0,0.0,0
commercial|isolated_physical|public_shared|51106,commercial,isolated_physical,public_shared,51106,0.17684071093193082,2.7412250379551932,2,15.0,0,2,commercial|isolated_physical|public_shared|51106|supply_01|verify;commercial|isolated_physical|public_shared|51106|supply_03|deploy_repair_capacity,isolated_physical_unsafe_or_compromised_component;isolated_physical_resource_shortage,0.17684071093193082,2.7412250379551932,2,15.0,0,2,commercial|isolated_physical|public_shared|51106|supply_01|verify;commercial|isolated_physical|public_shared|51106|supply_03|deploy_repair_capacity,isolated_physical_unsafe_or_compromised_component;isolated_physical_resource_shortage,0.0,0.0,0
commercial|isolated_physical|public_shared|51107,commercial,isolated_physical,public_shared,51107,0.08110741292424,2.3933382068347955,2,10.0,0,2,commercial|isolated_physical|public_shared|51107|supply_04|verify;commercial|isolated_physical|public_shared|51107|supply_01|request_peer_evidence,isolated_physical_evidence_conflict;isolated_physical_commitment_deadlock,0.08110741292424,2.3933382068347955,2,10.0,0,2,commercial|isolated_physical|public_shared|51107|supply_01|request_peer_evidence;commercial|isolated_physical|public_shared|51107|supply_04|verify,isolated_physical_commitment_deadlock;isolated_physical_evidence_conflict,0.0,0.0,0
commercial|isolated_physical|public_shared|51108,commercial,isolated_physical,public_shared,51108,0.1736256345308687,2.440178152975938,2,8.0,0,2,commercial|isolated_physical|public_shared|51108|supply_01|request_peer_evidence;commercial|isolated_physical|public_shared|51108|supply_04|request_peer_evidence,isolated_physical_evidence_conflict;isolated_physical_commitment_deadlock,0.1736256345308687,2.440178152975938,2,8.0,0,2,commercial|isolated_physical|public_shared|51108|supply_04|request_peer_evidence;commercial|isolated_physical|public_shared|51108|supply_01|request_peer_evidence,isolated_physical_commitment_deadlock;isolated_physical_evidence_conflict,0.0,0.0,0
commercial|isolated_physical|public_shared|51109,commercial,isolated_physical,public_shared,51109,0.1564515599710382,2.6724406949719683,2,10.0,0,1,commercial|isolated_physical|public_shared|51109|supply_01|request_peer_evidence;commercial|isolated_physical|public_shared|51109|supply_03|verify,isolated_physical_commitment_deadlock;isolated_physical_unsafe_or_compromised_component,0.1564515599710382,2.6724406949719683,2,10.0,0,1,commercial|isolated_physical|public_shared|51109|supply_01|request_peer_evidence;commercial|isolated_physical|public_shared|51109|supply_03|verify,isolated_physical_commitment_deadlock;isolated_physical_unsafe_or_compromised_component,0.0,0.0,0
commercial|isolated_physical|public_shared|51110,commercial,isolated_physical,public_shared,51110,0.1951659908563311,2.271199043997233,2,13.0,0,2,commercial|isolated_physical|public_shared|51110|supply_04|deploy_repair_capacity;commercial|isolated_physical|public_shared|51110|supply_02|request_peer_evidence,isolated_physical_resource_shortage;isolated_physical_commitment_deadlock,0.1951659908563311,2.271199043997233,2,13.0,0,2,commercial|isolated_physical|public_shared|51110|supply_04|deploy_repair_capacity;commercial|isolated_physical|public_shared|51110|supply_02|request_peer_evidence,isolated_physical_resource_shortage;isolated_physical_commitment_deadlock,0.0,0.0,0
commercial|isolated_physical|public_shared|51111,commercial,isolated_physical,public_shared,51111,0.0787043993981977,2.593105974376519,2,12.0,0,2,commercial|isolated_physical|public_shared|51111|supply_01|reroute_or_reconfigure;commercial|isolated_physical|public_shared|51111|supply_04|request_peer_evidence,isolated_physical_route_or_service_failure;isolated_physical_commitment_deadlock,0.0915782644966941,2.5802321092780227,2,14.0,0,2,commercial|isolated_physical|public_shared|51111|supply_02|verify;commercial|isolated_physical|public_shared|51111|supply_01|reroute_or_reconfigure,isolated_physical_unsafe_or_compromised_component;isolated_physical_route_or_service_failure,0.01287386509849639,-0.012873865098496307,0
commercial|isolated_physical|public_shared|51112,commercial,isolated_physical,public_shared,51112,0.0706801764877492,2.162904701295067,1,4.0,0,0,commercial|isolated_physical|public_shared|51112|supply_03|request_peer_evidence,isolated_physical_commitment_deadlock,0.0706801764877492,2.162904701295067,1,4.0,0,0,commercial|isolated_physical|public_shared|51112|supply_03|request_peer_evidence,isolated_physical_commitment_deadlock,0.0,0.0,0
commercial|isolated_physical|public_shared|51113,commercial,isolated_physical,public_shared,51113,0.1835225588874188,2.2024375859791476,2,15.0,0,2,commercial|isolated_physical|public_shared|51113|supply_03|deploy_repair_capacity;commercial|isolated_physical|public_shared|51113|supply_01|verify,isolated_physical_resource_shortage;isolated_physical_unsafe_or_compromised_component,0.1835225588874188,2.2024375859791476,2,15.0,0,2,commercial|isolated_physical|public_shared|51113|supply_03|deploy_repair_capacity;commercial|isolated_physical|public_shared|51113|supply_01|verify,isolated_physical_resource_shortage;isolated_physical_unsafe_or_compromised_component,0.0,0.0,0
commercial|isolated_physical|public_shared|51114,commercial,isolated_physical,public_shared,51114,0.1587251927919352,2.708616871534245,2,15.0,0,1,commercial|isolated_physical|public_shared|51114|supply_02|verify;commercial|isolated_physical|public_shared|51114|supply_04|deploy_repair_capacity,isolated_physical_unsafe_or_compromised_component;isolated_physical_resource_shortage,0.1587251927919352,2.708616871534245,2,15.0,0,1,commercial|isolated_physical|public_shared|51114|supply_04|deploy_repair_capacity;commercial|isolated_physical|public_shared|51114|supply_02|verify,isolated_physical_resource_shortage;isolated_physical_unsafe_or_compromised_component,0.0,0.0,0
commercial|isolated_physical|public_shared|51115,commercial,isolated_physical,public_shared,51115,0.18431859081548801,2.3120359738104033,2,13.0,0,2,commercial|isolated_physical|public_shared|51115|supply_02|request_peer_evidence;commercial|isolated_physical|public_shared|51115|supply_04|deploy_repair_capacity,isolated_physical_evidence_conflict;isolated_physical_resource_shortage,0.18431859081548801,2.3120359738104033,2,13.0,0,2,commercial|isolated_physical|public_shared|51115|supply_02|request_peer_evidence;commercial|isolated_physical|public_shared|51115|supply_04|deploy_repair_capacity,isolated_physical_evidence_conflict;isolated_physical_resource_shortage,0.0,0.0,0
commercial|isolated_physical|public_shared|51116,commercial,isolated_physical,public_shared,51116,0.0859886131175967,2.795423635521874,2,12.0,0,2,commercial|isolated_physical|public_shared|51116|supply_01|verify;commercial|isolated_physical|public_shared|51116|supply_04|verify,isolated_physical_unsafe_or_compromised_component;isolated_physical_evidence_conflict,0.0859886131175967,2.795423635521874,2,12.0,0,2,commercial|isolated_physical|public_shared|51116|supply_01|verify;commercial|isolated_physical|public_shared|51116|supply_04|verify,isolated_physical_unsafe_or_compromised_component;isolated_physical_evidence_conflict,0.0,0.0,0
commercial|isolated_physical|public_shared|51117,commercial,isolated_physical,public_shared,51117,0.1757035478560971,2.0727277958552026,2,10.0,0,0,commercial|isolated_physical|public_shared|51117|supply_04|request_peer_evidence;commercial|isolated_physical|public_shared|51117|supply_01|verify,isolated_physical_commitment_deadlock;isolated_physical_unsafe_or_compromised_component,0.1757035478560971,2.0727277958552026,2,10.0,0,0,commercial|isolated_physical|public_shared|51117|supply_04|request_peer_evidence;commercial|isolated_physical|public_shared|51117|supply_01|verify,isolated_physical_commitment_deadlock;isolated_physical_unsafe_or_compromised_component,0.0,0.0,0
commercial|isolated_physical|public_shared|51118,commercial,isolated_physical,public_shared,51118,0.1791042042481989,2.473183062165305,2,10.0,0,2,commercial|isolated_physical|public_shared|51118|supply_01|verify;commercial|isolated_physical|public_shared|51118|supply_02|request_peer_evidence,isolated_physical_unsafe_or_compromised_component;isolated_physical_commitment_deadlock,0.1791042042481989,2.473183062165305,2,10.0,0,2,commercial|isolated_physical|public_shared|51118|supply_01|verify;commercial|isolated_physical|public_shared|51118|supply_02|request_peer_evidence,isolated_physical_unsafe_or_compromised_component;isolated_physical_commitment_deadlock,0.0,0.0,0
commercial|isolated_physical|public_shared|51119,commercial,isolated_physical,public_shared,51119,0.18141014881548329,2.5004811412105257,2,8.0,0,2,commercial|isolated_physical|public_shared|51119|supply_02|request_peer_evidence;commercial|isolated_physical|public_shared|51119|supply_03|request_peer_evidence,isolated_physical_commitment_deadlock;isolated_physical_evidence_conflict,0.18141014881548329,2.5004811412105257,2,8.0,0,2,commercial|isolated_physical|public_shared|51119|supply_02|request_peer_evidence;commercial|isolated_physical|public_shared|51119|supply_03|request_peer_evidence,isolated_physical_commitment_deadlock;isolated_physical_evidence_conflict,0.0,0.0,0
commercial|isolated_physical|public_shared|51120,commercial,isolated_physical,public_shared,51120,0.0994456591564372,2.518797555915575,1,9.0,0,0,commercial|isolated_physical|public_shared|51120|supply_03|deploy_repair_capacity,isolated_physical_route_or_service_failure,0.0994456591564372,2.518797555915575,2,17.0,0,1,commercial|isolated_physical|public_shared|51120|supply_03|deploy_repair_capacity;commercial|isolated_physical|public_shared|51120|supply_02|authorize_emergency_resource,isolated_physical_route_or_service_failure;isolated_physical_resource_shortage,0.0,0.0,0
commercial|nominal|public_shared|51101,commercial,nominal,public_shared,51101,0.0840106489617915,1.9447673453205079,1,4.0,0,1,commercial|nominal|public_shared|51101|supply_04|request_peer_evidence,nominal_evidence_conflict,0.0840106489617915,1.9447673453205079,1,4.0,0,1,commercial|nominal|public_shared|51101|supply_04|request_peer_evidence,nominal_evidence_conflict,0.0,0.0,0
commercial|nominal|public_shared|51102,commercial,nominal,public_shared,51102,0.0,1.463374798842173,0,0.0,0,0,,,0.0,1.463374798842173,0,0.0,0,0,,,0.0,0.0,0
commercial|nominal|public_shared|51103,commercial,nominal,public_shared,51103,0.0555341461165081,1.4039201317180525,1,9.0,0,0,commercial|nominal|public_shared|51103|supply_03|deploy_repair_capacity,nominal_route_or_service_failure,0.0555341461165081,1.4039201317180525,1,9.0,0,0,commercial|nominal|public_shared|51103|supply_03|deploy_repair_capacity,nominal_route_or_service_failure,0.0,0.0,0
commercial|nominal|public_shared|51104,commercial,nominal,public_shared,51104,0.0,1.2541322450025179,0,0.0,0,0,,,0.0,1.2541322450025179,0,0.0,0,0,,,0.0,0.0,0
commercial|nominal|public_shared|51105,commercial,nominal,public_shared,51105,0.0737802941729668,1.2889870886631547,1,6.0,0,1,commercial|nominal|public_shared|51105|supply_04|verify,nominal_unsafe_or_compromised_component,0.0737802941729668,1.2889870886631547,1,6.0,0,1,commercial|nominal|public_shared|51105|supply_04|verify,nominal_unsafe_or_compromised_component,0.0,0.0,0
commercial|nominal|public_shared|51106,commercial,nominal,public_shared,51106,0.0,1.6069109645474282,0,0.0,0,0,,,0.0,1.6069109645474282,0,0.0,0,0,,,0.0,0.0,0
commercial|nominal|public_shared|51107,commercial,nominal,public_shared,51107,0.0,1.5467329787375665,0,0.0,0,0,,,0.0,1.5467329787375665,0,0.0,0,0,,,0.0,0.0,0
commercial|nominal|public_shared|51108,commercial,nominal,public_shared,51108,0.0,1.432883210666171,0,0.0,0,0,,,0.0,1.432883210666171,0,0.0,0,0,,,0.0,0.0,0
commercial|nominal|public_shared|51109,commercial,nominal,public_shared,51109,0.0914548168842641,1.4618827184942031,1,4.0,0,0,commercial|nominal|public_shared|51109|supply_04|request_peer_evidence,nominal_commitment_deadlock,0.0914548168842641,1.4618827184942031,1,4.0,0,0,commercial|nominal|public_shared|51109|supply_04|request_peer_evidence,nominal_commitment_deadlock,0.0,0.0,0
commercial|nominal|public_shared|51110,commercial,nominal,public_shared,51110,0.0599894433870068,1.9460889203300817,1,4.0,0,1,commercial|nominal|public_shared|51110|supply_03|request_peer_evidence,nominal_commitment_deadlock,0.0599894433870068,1.9460889203300817,1,4.0,0,1,commercial|nominal|public_shared|51110|supply_03|request_peer_evidence,nominal_commitment_deadlock,0.0,0.0,0
commercial|nominal|public_shared|51111,commercial,nominal,public_shared,51111,0.0,1.3213531341210116,0,0.0,0,0,,,0.0,1.3213531341210116,0,0.0,0,0,,,0.0,0.0,0
commercial|nominal|public_shared|51112,commercial,nominal,public_shared,51112,0.0,1.5924712235109602,0,0.0,0,0,,,0.0,1.5924712235109602,0,0.0,0,0,,,0.0,0.0,0
commercial|nominal|public_shared|51113,commercial,nominal,public_shared,51113,0.0,1.4630438751692796,0,0.0,0,0,,,0.0,1.4630438751692796,0,0.0,0,0,,,0.0,0.0,0
commercial|nominal|public_shared|51114,commercial,nominal,public_shared,51114,0.0,1.7030930696056725,0,0.0,0,0,,,0.0,1.7030930696056725,0,0.0,0,0,,,0.0,0.0,0
commercial|nominal|public_shared|51115,commercial,nominal,public_shared,51115,0.0,1.3251961900646585,0,0.0,0,0,,,0.0,1.3251961900646585,0,0.0,0,0,,,0.0,0.0,0
commercial|nominal|public_shared|51116,commercial,nominal,public_shared,51116,0.0580848909339527,1.4342505650398798,1,6.0,0,1,commercial|nominal|public_shared|51116|supply_04|verify,nominal_unsafe_or_compromised_component,0.0580848909339527,1.4342505650398798,1,6.0,0,1,commercial|nominal|public_shared|51116|supply_04|verify,nominal_unsafe_or_compromised_component,0.0,0.0,0
commercial|nominal|public_shared|51117,commercial,nominal,public_shared,51117,0.0,1.4814028715261296,0,0.0,0,0,,,0.0,1.4814028715261296,0,0.0,0,0,,,0.0,0.0,0
commercial|nominal|public_shared|51118,commercial,nominal,public_shared,51118,0.0,1.4852329518881253,0,0.0,0,0,,,0.0,1.4852329518881253,0,0.0,0,0,,,0.0,0.0,0
commercial|nominal|public_shared|51119,commercial,nominal,public_shared,51119,0.0,1.8720329678534013,0,0.0,0,0,,,0.0,1.8720329678534013,0,0.0,0,0,,,0.0,0.0,0
commercial|nominal|public_shared|51120,commercial,nominal,public_shared,51120,0.13962626638057118,1.5063291090304387,2,13.0,0,1,commercial|nominal|public_shared|51120|supply_04|deploy_repair_capacity;commercial|nominal|public_shared|51120|supply_02|request_peer_evidence,nominal_route_or_service_failure;nominal_evidence_conflict,0.13962626638057118,1.5063291090304387,2,13.0,0,1,commercial|nominal|public_shared|51120|supply_02|request_peer_evidence;commercial|nominal|public_shared|51120|supply_04|deploy_repair_capacity,nominal_evidence_conflict;nominal_route_or_service_failure,0.0,0.0,0
commercial|ood|public_shared|51101,commercial,ood,public_shared,51101,0.2121742114749961,3.1807261109994958,2,8.0,0,2,commercial|ood|public_shared|51101|supply_01|request_peer_evidence;commercial|ood|public_shared|51101|supply_02|request_peer_evidence,ood_commitment_deadlock;ood_evidence_conflict,0.0999312796386712,3.292969042835821,1,4.0,0,1,commercial|ood|public_shared|51101|supply_01|request_peer_evidence,ood_commitment_deadlock,-0.1122429318363249,0.11224293183632517,0
commercial|ood|public_shared|51102,commercial,ood,public_shared,51102,0.1116552633590308,2.87903270326182,1,9.0,0,1,commercial|ood|public_shared|51102|supply_03|deploy_repair_capacity,ood_route_or_service_failure,0.2387482558091925,2.751939710811658,2,15.0,0,2,commercial|ood|public_shared|51102|supply_03|deploy_repair_capacity;commercial|ood|public_shared|51102|supply_02|verify,ood_route_or_service_failure;ood_unsafe_or_compromised_component,0.1270929924501617,-0.1270929924501618,0
commercial|ood|public_shared|51103,commercial,ood,public_shared,51103,0.1064934634506584,2.955312888485166,1,9.0,0,0,commercial|ood|public_shared|51103|supply_04|deploy_repair_capacity,ood_route_or_service_failure,0.1064934634506584,2.955312888485166,1,9.0,0,0,commercial|ood|public_shared|51103|supply_04|deploy_repair_capacity,ood_route_or_service_failure,0.0,0.0,0
commercial|ood|public_shared|51104,commercial,ood,public_shared,51104,0.21128278443562742,3.338158794031407,2,13.0,0,2,commercial|ood|public_shared|51104|supply_01|request_peer_evidence;commercial|ood|public_shared|51104|supply_03|deploy_repair_capacity,ood_commitment_deadlock;ood_resource_shortage,0.21128278443562742,3.338158794031407,2,13.0,0,2,commercial|ood|public_shared|51104|supply_01|request_peer_evidence;commercial|ood|public_shared|51104|supply_03|deploy_repair_capacity,ood_commitment_deadlock;ood_resource_shortage,0.0,0.0,0
