application,clusters,absolute_loss_reduction,relative_loss_reduction,ci95_low,ci95_high,mean_operator_minutes,complete_chain_fraction,harmful_interventions
commercial,120,0.4321005339423255,0.13237195857077003,0.39644149399590123,0.46770360481098733,14.191666666666666,0.7833333333333333,0
humanitarian,120,0.4213851508986803,0.12921701952385733,0.3858557399767555,0.4583750665998791,14.15,0.8,0
utility_restoration,120,0.40838050922884683,0.12572753653885504,0.3757311620980919,0.4404237858606681,14.425,0.8291666666666667,0
