method,rl_seed,training_episode,decision_epochs,mean_trajectory_reward,service_loss,action_diversity,actor_loss,critic_loss,policy_entropy
ppo_kpi_only,66205,10,240,-0.0021379658434469775,2.500500897648702,6,-0.012684663757681847,0.02457265369594097,1.7529178857803345
ppo_kpi_only,66205,20,480,0.02714185573789983,5.726299952510119,6,-0.004164894577115774,0.06617171317338943,1.7529500722885132
ppo_kpi_only,66205,30,720,0.025990148253641744,2.2552442288357515,6,-0.006509352009743452,0.021933473646640778,1.7496180534362793
ppo_kpi_only,66205,40,960,0.02901006107592973,3.681686766649262,6,-0.005604867357760668,0.024864738807082176,1.7530633211135864
ppo_kpi_only,66205,50,1200,0.010778607748833725,5.291126099611982,6,-0.004065613262355328,0.04301747307181358,1.7514145374298096
ppo_kpi_only,66205,60,1440,0.0019962693328700295,5.204100799118897,6,-0.005667742341756821,0.027740444988012314,1.75356125831604
ppo_kpi_only,66205,70,1680,0.011200843593145453,7.543312637462077,6,-0.005597365088760853,0.03718137368559837,1.7478466033935547
ppo_kpi_only,66205,80,1920,0.0007099066505719343,5.604795566560544,6,-0.004707475658506155,0.020578067749738693,1.750648021697998
ppo_kpi_only,66205,90,2160,0.026442384371804645,3.215788498967016,6,-0.0034723125863820314,0.05463263392448425,1.7485027313232422
ppo_kpi_only,66205,100,2400,0.016509948576645665,2.304313876717129,6,-0.0050309947691857815,0.028327634558081627,1.742774486541748
ppo_kpi_only,66205,110,2640,0.028229453543097936,1.88646928402385,6,-0.0054324353113770485,0.023124584928154945,1.7469844818115234
ppo_kpi_only,66205,120,2880,0.008335070818299662,4.73552441961654,6,-0.003463836619630456,0.03224652633070946,1.743665099143982
ppo_kpi_only,66205,130,3120,0.008479954268663829,4.372045133500191,6,-0.0045245373621582985,0.05488148704171181,1.738551139831543
ppo_kpi_only,66205,140,3360,-0.0010462301444787844,5.70208580681092,6,-0.004460547585040331,0.05539053678512573,1.7387034893035889
ppo_kpi_only,66205,150,3600,0.01847334785755876,4.98392268086831,6,-0.006218727678060532,0.04056517034769058,1.7380906343460083
ppo_kpi_only,66205,160,3840,0.014316493543488639,3.5230628284200125,6,-0.002342565916478634,0.036662038415670395,1.736629605293274
ppo_kpi_only,66205,170,4080,0.01281561793019343,5.160213939445706,6,-0.004481170792132616,0.02174142748117447,1.729567050933838
ppo_kpi_only,66205,180,4320,0.026849748264295245,8.019543096334433,6,-0.004949832335114479,0.05519271641969681,1.7315105199813843
ppo_kpi_only,66205,190,4560,0.0106079747111197,3.4937694700299944,6,-0.0035473427269607782,0.049367230385541916,1.726686716079712
ppo_kpi_only,66205,200,4800,0.039218163271114506,4.298880927186348,6,-0.004302744287997484,0.04649611562490463,1.7231090068817139
