method,rl_seed,training_episode,decision_epochs,mean_trajectory_reward,service_loss,action_diversity,actor_loss,critic_loss,policy_entropy
ppo_kpi_only,66204,10,240,0.010336833430906845,3.5919907477800628,6,-0.015553728677332401,0.024062952026724815,1.7489168643951416
ppo_kpi_only,66204,20,480,-0.03970628680980527,3.637842614290667,6,-0.007244242820888758,0.04562048986554146,1.7536990642547607
ppo_kpi_only,66204,30,720,-0.018196157025743464,5.548849947394954,6,-0.004712446592748165,0.028467537835240364,1.750180959701538
ppo_kpi_only,66204,40,960,0.02211873176274685,2.1789280706597944,6,-0.005433714482933283,0.04172171652317047,1.750200867652893
ppo_kpi_only,66204,50,1200,0.003683885052760639,6.74996085091399,6,-0.0033230087719857693,0.026965586468577385,1.7501592636108398
ppo_kpi_only,66204,60,1440,0.006630665469979224,4.868980080264774,6,-0.004243727773427963,0.049065981060266495,1.7464224100112915
ppo_kpi_only,66204,70,1680,0.03878013503434189,4.265617151949119,6,-0.005293973721563816,0.04058772325515747,1.7476043701171875
ppo_kpi_only,66204,80,1920,0.0026472876121348076,2.8445221271755194,6,-0.00337708811275661,0.02900129370391369,1.7451101541519165
ppo_kpi_only,66204,90,2160,-0.008876619448482313,7.771277966658253,6,-0.0031577746849507093,0.033656924962997437,1.7489633560180664
ppo_kpi_only,66204,100,2400,-0.007681849885200555,2.499208936271336,6,-0.004579220432788134,0.023128904402256012,1.7466237545013428
ppo_kpi_only,66204,110,2640,-0.003993325767019582,2.1047701475657283,6,-0.00475654611364007,0.0343923456966877,1.7451574802398682
ppo_kpi_only,66204,120,2880,0.008714169964361123,4.848355329894805,6,-0.004519677255302668,0.026068545877933502,1.7453131675720215
ppo_kpi_only,66204,130,3120,-0.01679421093720516,3.424530696854968,6,-0.0031865122728049755,0.05418579280376434,1.74183988571167
ppo_kpi_only,66204,140,3360,-0.005405737875512338,4.279365603310667,6,-0.0034253280609846115,0.027610965073108673,1.739270567893982
ppo_kpi_only,66204,150,3600,0.01616204601443266,4.1630801725990425,6,-0.0021598220337182283,0.025877488777041435,1.7414417266845703
ppo_kpi_only,66204,160,3840,-0.004256833315389541,6.791649511993353,6,-0.0035623949952423573,0.02353406511247158,1.7421387434005737
ppo_kpi_only,66204,170,4080,0.004923700097520741,6.537302121638946,6,-0.0034190199803560972,0.017695879563689232,1.7394369840621948
ppo_kpi_only,66204,180,4320,0.03651183749379507,6.746305581987906,6,-0.0033456524834036827,0.06392380595207214,1.7401413917541504
ppo_kpi_only,66204,190,4560,0.006880843328903473,3.1949473963653703,6,-0.005558347795158625,0.011171247810125351,1.7360115051269531
ppo_kpi_only,66204,200,4800,-0.008614762622619176,2.250006952324793,6,-0.004164488520473242,0.041844263672828674,1.7373284101486206
