method,rl_seed,training_episode,decision_epochs,mean_trajectory_reward,service_loss,action_diversity,actor_loss,critic_loss,policy_entropy
ppo_combined_generalized_entropic,66204,10,240,0.009502296567272897,4.363241520649067,6,-0.016309639438986778,0.025171276181936264,1.7498561143875122
ppo_combined_generalized_entropic,66204,20,480,-0.032201622753339015,3.6330814392988198,6,-0.007335970178246498,0.03816981241106987,1.7538295984268188
ppo_combined_generalized_entropic,66204,30,720,-0.010698836614192337,4.1814861594290695,6,-0.004538202658295631,0.02473749965429306,1.7507063150405884
ppo_combined_generalized_entropic,66204,40,960,0.02590233210535903,2.1789280706597944,6,-0.006949254311621189,0.03379193693399429,1.750075340270996
ppo_combined_generalized_entropic,66204,50,1200,0.00484615350377095,6.74996085091399,6,-0.004252545069903135,0.030865471810102463,1.7490209341049194
ppo_combined_generalized_entropic,66204,60,1440,0.004001121570731899,6.187124714123294,6,-0.004903493449091911,0.0358688160777092,1.7448129653930664
ppo_combined_generalized_entropic,66204,70,1680,0.03980481780210229,3.5773926870775368,6,-0.006142417900264263,0.039928507059812546,1.7434718608856201
ppo_combined_generalized_entropic,66204,80,1920,0.0027467502305761975,3.070747767318297,6,-0.005131101701408625,0.02800922282040119,1.7424612045288086
ppo_combined_generalized_entropic,66204,90,2160,-0.012136385217156733,7.771277966658253,6,-0.0034198882058262825,0.028044074773788452,1.747968077659607
ppo_combined_generalized_entropic,66204,100,2400,-0.00281880659070121,2.499208936271336,6,-0.00438704714179039,0.021618764847517014,1.741857886314392
ppo_combined_generalized_entropic,66204,110,2640,0.005167532132565866,2.1286980304118353,6,-0.005350343883037567,0.031065361574292183,1.7415692806243896
ppo_combined_generalized_entropic,66204,120,2880,0.0066168390042749044,4.979005883612753,6,-0.007094923872500658,0.021165601909160614,1.742131233215332
ppo_combined_generalized_entropic,66204,130,3120,-0.0031503070606520296,3.424530696854968,6,-0.0037990333512425423,0.04157300293445587,1.7346527576446533
ppo_combined_generalized_entropic,66204,140,3360,-0.007157613837684941,4.279365603310667,6,-0.004161723889410496,0.02959352917969227,1.7333532571792603
ppo_combined_generalized_entropic,66204,150,3600,0.01847111184805473,4.1630801725990425,6,-0.0025596499908715487,0.026089610531926155,1.7364658117294312
ppo_combined_generalized_entropic,66204,160,3840,-0.0056446100930404456,6.501222641298366,6,-0.0032862822990864515,0.03355793282389641,1.7321852445602417
ppo_combined_generalized_entropic,66204,170,4080,-0.0007393672638421199,6.572562364061968,6,-0.004041111562401056,0.015437116846442223,1.73170804977417
ppo_combined_generalized_entropic,66204,180,4320,0.020257525928410583,6.746305581987906,6,-0.003591525834053755,0.04146473482251167,1.7295678853988647
ppo_combined_generalized_entropic,66204,190,4560,0.008961328854669786,3.1949473963653703,6,-0.00425328454002738,0.012253324501216412,1.7237911224365234
ppo_combined_generalized_entropic,66204,200,4800,0.005664407421978639,2.250006952324793,6,-0.004286293406039476,0.039935074746608734,1.7256970405578613
