method,rl_seed,training_episode,decision_epochs,mean_trajectory_reward,service_loss,action_diversity,actor_loss,critic_loss,policy_entropy
ppo_generalized_tsallis_gini,66205,10,240,0.00055405746225406,2.507161486146239,6,-0.014158328995108604,0.02295668236911297,1.7523746490478516
ppo_generalized_tsallis_gini,66205,20,480,0.02443911824575167,5.768371654216591,6,-0.003612013766542077,0.06295917183160782,1.7529033422470093
ppo_generalized_tsallis_gini,66205,30,720,0.022296330674129703,2.2554747346786788,6,-0.006659094709903002,0.021285122260451317,1.7489203214645386
ppo_generalized_tsallis_gini,66205,40,960,0.030647698788815996,4.084467520049904,6,-0.006948880851268768,0.023716717958450317,1.7509697675704956
ppo_generalized_tsallis_gini,66205,50,1200,0.00593398511942036,5.727303339857836,6,-0.003971783444285393,0.045308392494916916,1.74843168258667
ppo_generalized_tsallis_gini,66205,60,1440,0.010437973187591487,5.185302163361877,6,-0.005026261322200298,0.028191786259412766,1.749658465385437
ppo_generalized_tsallis_gini,66205,70,1680,0.012315482894299243,7.359290927858922,6,-0.004487884230911732,0.03908338397741318,1.743403434753418
ppo_generalized_tsallis_gini,66205,80,1920,0.0013167624188773282,5.693144974062888,6,-0.0035789094399660826,0.02057776227593422,1.745430588722229
ppo_generalized_tsallis_gini,66205,90,2160,0.030685243657573687,3.231418506790906,6,-0.0037856739945709705,0.05630335956811905,1.7418580055236816
ppo_generalized_tsallis_gini,66205,100,2400,0.010329853387417147,2.2414572016661607,6,-0.004364157095551491,0.023484501987695694,1.7389156818389893
ppo_generalized_tsallis_gini,66205,110,2640,0.03155335324609819,1.9007772503720102,6,-0.006103452295064926,0.02055438421666622,1.7418526411056519
ppo_generalized_tsallis_gini,66205,120,2880,0.018233521822608068,4.947994044890864,6,-0.004897932521998882,0.039855215698480606,1.7346488237380981
ppo_generalized_tsallis_gini,66205,130,3120,0.017612465046153606,4.212002596143215,6,-0.004962373059242964,0.05463820695877075,1.7306102514266968
ppo_generalized_tsallis_gini,66205,140,3360,-0.007166377479987854,6.146283830662502,6,-0.0029466203413903713,0.059397511184215546,1.7337632179260254
ppo_generalized_tsallis_gini,66205,150,3600,0.01670851504954433,5.27958178071453,6,-0.00687050074338913,0.04427618533372879,1.7314461469650269
ppo_generalized_tsallis_gini,66205,160,3840,0.024936731511394375,3.35373635903344,6,-0.001780907390639186,0.03985648974776268,1.7320607900619507
ppo_generalized_tsallis_gini,66205,170,4080,0.012540650111419202,5.160213939445706,6,-0.005666300188750029,0.02153060957789421,1.7260596752166748
ppo_generalized_tsallis_gini,66205,180,4320,0.02190151050809543,10.930220608511727,6,-0.006908210460096598,0.08622711896896362,1.723458170890808
ppo_generalized_tsallis_gini,66205,190,4560,0.006024138254416874,3.6513021203793836,6,-0.0033721509389579296,0.04854005575180054,1.7174091339111328
ppo_generalized_tsallis_gini,66205,200,4800,0.039710158886823374,4.043090999704494,6,-0.004254539962857962,0.04948161542415619,1.7116105556488037
