method,rl_seed,training_episode,decision_epochs,mean_trajectory_reward,service_loss,action_diversity,actor_loss,critic_loss,policy_entropy
ppo_shannon_js,66203,10,240,0.014794809361822115,5.205806145238863,6,-0.01254343893378973,0.031266745179891586,1.7516595125198364
ppo_shannon_js,66203,20,480,0.01560906831585118,4.249937390006197,6,-0.0074711027555167675,0.05152006447315216,1.748250126838684
ppo_shannon_js,66203,30,720,0.01943782010278774,4.602642239919549,6,-0.008398783393204212,0.02296604961156845,1.7498472929000854
ppo_shannon_js,66203,40,960,0.01744540644278879,6.5595367568422605,6,-0.006450552027672529,0.04418155923485756,1.7481253147125244
ppo_shannon_js,66203,50,1200,0.006511341258242594,4.715411982366054,6,-0.004152458161115646,0.03099813312292099,1.7446129322052002
ppo_shannon_js,66203,60,1440,-0.006757490090050025,6.062432270600096,6,-0.0036825500428676605,0.03563147038221359,1.7495698928833008
ppo_shannon_js,66203,70,1680,-0.004760960521588144,4.75521089429523,6,-0.0035147052258253098,0.029935317113995552,1.7427170276641846
ppo_shannon_js,66203,80,1920,0.02373323959113964,4.428039962279974,6,-0.003142766421660781,0.025521069765090942,1.7429898977279663
ppo_shannon_js,66203,90,2160,0.03409249896314027,3.787830817390412,6,-0.0032480540685355663,0.06039173901081085,1.7361552715301514
ppo_shannon_js,66203,100,2400,0.019388038512314333,2.8746297477486866,6,-0.004758087918162346,0.02684888243675232,1.73643958568573
ppo_shannon_js,66203,110,2640,-0.00885847209241746,4.081299288090156,6,-0.0052335066720843315,0.03903578221797943,1.7356982231140137
ppo_shannon_js,66203,120,2880,0.0035215602789630336,4.447856037848051,6,-0.005753877107053995,0.07768680900335312,1.7343560457229614
ppo_shannon_js,66203,130,3120,-0.006733617054332263,4.36224927664376,6,-0.0026342314667999744,0.0582827553153038,1.7371017932891846
ppo_shannon_js,66203,140,3360,0.012671375591139766,5.732113297975084,6,-0.0032788696698844433,0.03503386303782463,1.7314527034759521
ppo_shannon_js,66203,150,3600,0.017779390496109167,2.2814369600300664,6,-0.0033137481659650803,0.04043736681342125,1.7314438819885254
ppo_shannon_js,66203,160,3840,0.034140933270588605,6.1333255106094215,6,-0.004973070230334997,0.0703517496585846,1.720407485961914
ppo_shannon_js,66203,170,4080,-0.024164840968921627,4.453495738248958,6,-0.002903374144807458,0.040755849331617355,1.718264102935791
ppo_shannon_js,66203,180,4320,0.017074227099516004,5.46262591716379,6,-0.00218751048669219,0.03160422295331955,1.716606616973877
ppo_shannon_js,66203,190,4560,-0.0008730759418063061,6.179980978723544,6,-0.004005098715424538,0.044025782495737076,1.7233563661575317
ppo_shannon_js,66203,200,4800,-0.0008000770320625886,2.304875984016053,6,-0.004116417374461889,0.04834675416350365,1.7234671115875244
