method,rl_seed,training_episode,decision_epochs,mean_trajectory_reward,service_loss,action_diversity,actor_loss,critic_loss,policy_entropy
ppo_combined_generalized_entropic,66202,10,240,0.006976659495034026,3.3676088689389694,6,-0.015341668389737606,0.033436451107263565,1.7498714923858643
ppo_combined_generalized_entropic,66202,20,480,0.00736120694328015,1.0060656430864419,6,-0.005348845385015011,0.060065798461437225,1.75190269947052
ppo_combined_generalized_entropic,66202,30,720,-0.0037936173439579945,4.80927361479206,6,-0.0056132180616259575,0.027277566492557526,1.7473374605178833
ppo_combined_generalized_entropic,66202,40,960,-0.02058144168856703,5.3309910912503975,6,-0.005507954396307468,0.06325891613960266,1.748212218284607
ppo_combined_generalized_entropic,66202,50,1200,0.0033796237731013755,5.506066636708692,6,-0.003953592386096716,0.017458854243159294,1.7442653179168701
ppo_combined_generalized_entropic,66202,60,1440,-0.005631445164864522,4.808120339865543,6,-0.005175257101655006,0.03502930328249931,1.7471169233322144
ppo_combined_generalized_entropic,66202,70,1680,0.01282703530154596,4.762383374422676,6,-0.00452722143381834,0.04040338099002838,1.745033621788025
ppo_combined_generalized_entropic,66202,80,1920,-0.010221338724310036,4.714972130349722,6,-0.004524771589785814,0.03129015490412712,1.740192174911499
ppo_combined_generalized_entropic,66202,90,2160,0.005155877000443053,8.444987743118437,6,-0.0037779174745082855,0.045204728841781616,1.7440377473831177
ppo_combined_generalized_entropic,66202,100,2400,0.0027110704808561465,3.5181904668831745,6,-0.00625320291146636,0.028353648260235786,1.7377156019210815
ppo_combined_generalized_entropic,66202,110,2640,-0.02066608656111935,3.8856805762877418,6,-0.0037548067048192024,0.06848939508199692,1.7399799823760986
ppo_combined_generalized_entropic,66202,120,2880,0.004489175164081797,2.855567400969448,6,-0.0036848110612481833,0.019096089527010918,1.7340861558914185
ppo_combined_generalized_entropic,66202,130,3120,0.027199997509854103,5.44159774568071,6,-0.0042893849313259125,0.04841510206460953,1.731165885925293
ppo_combined_generalized_entropic,66202,140,3360,-0.0011521955848053712,4.38944374442017,6,-0.004091989248991013,0.019781460985541344,1.7378411293029785
ppo_combined_generalized_entropic,66202,150,3600,-0.00917900044919415,3.320589648111388,6,-0.005902457982301712,0.04150079935789108,1.7266446352005005
ppo_combined_generalized_entropic,66202,160,3840,0.01308500515929985,7.153941727949447,6,-0.00567279290407896,0.04603360593318939,1.7300196886062622
ppo_combined_generalized_entropic,66202,170,4080,0.006056533698199825,3.6276619433307538,6,-0.004179986659437418,0.023155024275183678,1.723006010055542
ppo_combined_generalized_entropic,66202,180,4320,0.01039094100715304,4.814656712047802,6,-0.003908741753548384,0.0353231355547905,1.721208095550537
ppo_combined_generalized_entropic,66202,190,4560,0.005872916557796705,8.11801063577127,6,-0.005165034905076027,0.027312790974974632,1.7111786603927612
ppo_combined_generalized_entropic,66202,200,4800,0.03019576102797702,1.9964025251504527,6,-0.0029499155934900045,0.04910720884799957,1.711122989654541
