method,rl_seed,training_episode,decision_epochs,mean_trajectory_reward,service_loss,action_diversity,actor_loss,critic_loss,policy_entropy
ppo_shannon_js,66202,10,240,0.012053802414285726,2.8437370768008465,6,-0.015613876283168793,0.04053986445069313,1.7500375509262085
ppo_shannon_js,66202,20,480,0.006053971155005079,1.0827832448223766,6,-0.005885032936930656,0.0541263222694397,1.752664566040039
ppo_shannon_js,66202,30,720,0.0003003723267514376,4.911952058691612,6,-0.006196811329573393,0.029873695224523544,1.7471113204956055
ppo_shannon_js,66202,40,960,-0.014460300710773437,5.309612796747852,6,-0.004898596089333296,0.059320833534002304,1.7489750385284424
ppo_shannon_js,66202,50,1200,0.005809284605052969,5.668016284983874,6,-0.004110751673579216,0.018677782267332077,1.7452151775360107
ppo_shannon_js,66202,60,1440,0.0032957116053703734,4.808120339865543,6,-0.0056352620013058186,0.04128812253475189,1.7479255199432373
ppo_shannon_js,66202,70,1680,0.010142552862138722,4.74592898009062,6,-0.003605973906815052,0.048408232629299164,1.7437646389007568
ppo_shannon_js,66202,80,1920,-0.010006150300227815,4.6845736822405355,6,-0.0035497071221470833,0.03299621120095253,1.7400819063186646
ppo_shannon_js,66202,90,2160,0.007306977618591855,7.905319261916068,6,-0.004569181241095066,0.046425219625234604,1.7423827648162842
ppo_shannon_js,66202,100,2400,0.008469929529400533,3.152646154277133,6,-0.005497575271874666,0.028350617736577988,1.735371470451355
ppo_shannon_js,66202,110,2640,-0.020721978859243064,3.8856805762877418,6,-0.004177224822342396,0.06929391622543335,1.7370038032531738
ppo_shannon_js,66202,120,2880,0.004711327786046906,2.855567400969448,6,-0.0032618206460028887,0.02042224444448948,1.7336106300354004
ppo_shannon_js,66202,130,3120,0.03169098790279556,4.776125270773149,6,-0.004370838403701782,0.05235119163990021,1.7306867837905884
ppo_shannon_js,66202,140,3360,0.0044989592824030145,4.368542029357061,6,-0.0050856731832027435,0.019637295976281166,1.7358620166778564
ppo_shannon_js,66202,150,3600,-0.00788187005290429,3.3658472477405006,6,-0.005100233945995569,0.04187913239002228,1.7244237661361694
ppo_shannon_js,66202,160,3840,0.02307403835059103,7.153941727949447,6,-0.0044876281172037125,0.03404742106795311,1.7281019687652588
ppo_shannon_js,66202,170,4080,-0.0014100769720640028,4.529402362946647,6,-0.003376007778570056,0.020386643707752228,1.7218233346939087
ppo_shannon_js,66202,180,4320,0.003370162246533965,4.74587728414814,6,-0.004989242646843195,0.03669268265366554,1.720881700515747
ppo_shannon_js,66202,190,4560,-0.00036691918005070286,7.894090076951773,6,-0.005429753102362156,0.030044829472899437,1.7103683948516846
ppo_shannon_js,66202,200,4800,0.032226809224011534,2.592445154110975,6,-0.003175850957632065,0.05415291339159012,1.711835265159607
