method,rl_seed,training_episode,decision_epochs,mean_trajectory_reward,service_loss,action_diversity,actor_loss,critic_loss,policy_entropy
ppo_generalized_tsallis_gini,66202,10,240,0.012746927465971388,3.3676088689389694,6,-0.01544636208564043,0.02681380696594715,1.7494174242019653
ppo_generalized_tsallis_gini,66202,20,480,0.007863015197731409,1.0417750429222539,6,-0.006510134786367416,0.05553896352648735,1.7506154775619507
ppo_generalized_tsallis_gini,66202,30,720,0.0038355569202375723,4.911952058691612,6,-0.006623862311244011,0.027462847530841827,1.7449183464050293
ppo_generalized_tsallis_gini,66202,40,960,-0.015371756832607102,5.309612796747852,6,-0.005647238343954086,0.05971212685108185,1.7461683750152588
ppo_generalized_tsallis_gini,66202,50,1200,-0.0007609763389840106,5.553420731811865,6,-0.0030313096940517426,0.019894583150744438,1.7423837184906006
ppo_generalized_tsallis_gini,66202,60,1440,-0.010973274052712848,4.7341830808244465,6,-0.0044840495102107525,0.041015420109033585,1.7427748441696167
ppo_generalized_tsallis_gini,66202,70,1680,0.011783292781330801,5.241293250970979,6,-0.0031728248577564955,0.03701627627015114,1.7409518957138062
ppo_generalized_tsallis_gini,66202,80,1920,-0.009303654340833514,4.6845736822405355,6,-0.0032409054692834616,0.030474402010440826,1.7390717267990112
ppo_generalized_tsallis_gini,66202,90,2160,0.006105573266382031,7.376758061893546,6,-0.004289285745471716,0.04722975194454193,1.7390224933624268
ppo_generalized_tsallis_gini,66202,100,2400,0.007540442907541142,3.0846125988676465,6,-0.005394029896706343,0.02904861979186535,1.7352540493011475
ppo_generalized_tsallis_gini,66202,110,2640,-0.016169968438057868,3.8856805762877418,6,-0.005045202560722828,0.0636795237660408,1.7355493307113647
ppo_generalized_tsallis_gini,66202,120,2880,0.0028097349261692866,3.152772873505647,6,-0.004415333271026611,0.018256351351737976,1.73170804977417
ppo_generalized_tsallis_gini,66202,130,3120,0.030217815175329895,5.44159774568071,6,-0.004472130909562111,0.05365556478500366,1.7310384511947632
ppo_generalized_tsallis_gini,66202,140,3360,0.004653704053790548,4.368542029357061,6,-0.004528659861534834,0.025535032153129578,1.7344610691070557
ppo_generalized_tsallis_gini,66202,150,3600,-0.005688283933763695,3.043977547367179,6,-0.0059337858110666275,0.047168150544166565,1.7260195016860962
ppo_generalized_tsallis_gini,66202,160,3840,0.012642189238529396,7.153941727949447,6,-0.004171518608927727,0.04181695729494095,1.726328730583191
ppo_generalized_tsallis_gini,66202,170,4080,-0.00536104029431721,4.32180825611064,6,-0.002214852487668395,0.0236347746104002,1.7224459648132324
ppo_generalized_tsallis_gini,66202,180,4320,0.005607227299434562,4.844982733943331,6,-0.004515667911618948,0.034159645438194275,1.7196015119552612
ppo_generalized_tsallis_gini,66202,190,4560,-0.0011943545221560104,8.11801063577127,6,-0.003390201134607196,0.026524335145950317,1.7130763530731201
ppo_generalized_tsallis_gini,66202,200,4800,0.03375439825682084,2.592445154110975,6,-0.0021622381173074245,0.0521562360227108,1.7147910594940186
