method,rl_seed,training_episode,decision_epochs,mean_trajectory_reward,service_loss,action_diversity,actor_loss,critic_loss,policy_entropy
ppo_predictive_uncertainty,66202,10,240,0.010665962561577227,3.5428925754563703,6,-0.015895534306764603,0.0366954505443573,1.7507765293121338
ppo_predictive_uncertainty,66202,20,480,0.009981234669770186,0.9731502171195939,6,-0.0060750269331038,0.06307156383991241,1.7512942552566528
ppo_predictive_uncertainty,66202,30,720,-0.002361894333731264,4.922979268266845,6,-0.00653445441275835,0.03279207646846771,1.7465747594833374
ppo_predictive_uncertainty,66202,40,960,-0.014893202536879056,5.309612796747852,6,-0.005030465312302113,0.061576440930366516,1.7478432655334473
ppo_predictive_uncertainty,66202,50,1200,0.009594983912239258,5.553420731811865,6,-0.004061035346239805,0.021270371973514557,1.7440344095230103
ppo_predictive_uncertainty,66202,60,1440,-0.0006644192962774593,4.783091487490569,6,-0.005600722972303629,0.03683413192629814,1.7456231117248535
ppo_predictive_uncertainty,66202,70,1680,0.008915424468635061,5.5890296545857625,6,-0.0035272242967039347,0.040344662964344025,1.7433756589889526
ppo_predictive_uncertainty,66202,80,1920,-0.010800276558306256,4.6845736822405355,6,-0.002952337497845292,0.026839731261134148,1.741049885749817
ppo_predictive_uncertainty,66202,90,2160,0.003574882300575415,7.410594714055845,6,-0.004684170242398977,0.04740339145064354,1.7436782121658325
ppo_predictive_uncertainty,66202,100,2400,0.006634874005091522,3.2680678578516487,6,-0.004695503041148186,0.025498375296592712,1.7385890483856201
ppo_predictive_uncertainty,66202,110,2640,-0.020858098878777365,3.8856805762877418,6,-0.005527031607925892,0.06633808463811874,1.7375184297561646
ppo_predictive_uncertainty,66202,120,2880,0.003070371167822768,2.855567400969448,6,-0.0036852757912129164,0.020159300416707993,1.7327507734298706
ppo_predictive_uncertainty,66202,130,3120,0.021768963698339406,5.44159774568071,6,-0.003815299365669489,0.043745312839746475,1.7283955812454224
ppo_predictive_uncertainty,66202,140,3360,0.006380841229198072,4.38944374442017,6,-0.0050804754719138145,0.027576718479394913,1.7388039827346802
ppo_predictive_uncertainty,66202,150,3600,-0.006901919897158909,3.043977547367179,6,-0.005863005295395851,0.04706226661801338,1.7254235744476318
ppo_predictive_uncertainty,66202,160,3840,0.012524748818448483,7.046985376485822,6,-0.005054180044680834,0.044651344418525696,1.731155276298523
ppo_predictive_uncertainty,66202,170,4080,0.0039566770881570386,4.334101205460196,6,-0.003902403637766838,0.02173246629536152,1.723475456237793
ppo_predictive_uncertainty,66202,180,4320,0.004230070744671996,5.434648799850871,6,-0.0034817697014659643,0.03529474884271622,1.7188118696212769
ppo_predictive_uncertainty,66202,190,4560,0.0023506654103693765,8.023015683039944,6,-0.004966235253959894,0.026580240577459335,1.7062612771987915
ppo_predictive_uncertainty,66202,200,4800,0.030506184447699376,1.997848575243181,6,-0.00355889811180532,0.055246926844120026,1.7077357769012451
