method,rl_seed,training_episode,decision_epochs,mean_trajectory_reward,service_loss,action_diversity,actor_loss,critic_loss,policy_entropy
ppo_combined_generalized_entropic,66203,10,240,0.014844394742968331,4.84902787031311,6,-0.012119508348405361,0.03520454838871956,1.7521249055862427
ppo_combined_generalized_entropic,66203,20,480,0.019134324109735583,3.2710444591985848,6,-0.006790125742554665,0.04881642386317253,1.7482633590698242
ppo_combined_generalized_entropic,66203,30,720,0.019013559292060715,4.754735619082894,6,-0.007836516946554184,0.02088867872953415,1.7499860525131226
ppo_combined_generalized_entropic,66203,40,960,0.014029600384711254,5.942004632121566,6,-0.0063072447665035725,0.0335061177611351,1.7493047714233398
ppo_combined_generalized_entropic,66203,50,1200,0.00440714059909995,4.715411982366054,6,-0.003577072639018297,0.02968982234597206,1.745745301246643
ppo_combined_generalized_entropic,66203,60,1440,0.0016020130912286045,5.672147460394465,6,-0.004972021095454693,0.03210153058171272,1.7511228322982788
ppo_combined_generalized_entropic,66203,70,1680,0.002778217840434722,4.82821893628207,6,-0.004855688661336899,0.018467463552951813,1.7447359561920166
ppo_combined_generalized_entropic,66203,80,1920,0.022435389561461967,4.297369469883384,6,-0.0040799998678267,0.02840195968747139,1.7440688610076904
ppo_combined_generalized_entropic,66203,90,2160,0.03203541407369831,3.787830817390412,6,-0.003723073285073042,0.06011522188782692,1.7372599840164185
ppo_combined_generalized_entropic,66203,100,2400,0.016236220033708382,3.4452303258232955,6,-0.005250481888651848,0.024443740025162697,1.7385199069976807
ppo_combined_generalized_entropic,66203,110,2640,-0.007612469390654575,3.5663717803096304,6,-0.005030433647334576,0.04480014368891716,1.7363070249557495
ppo_combined_generalized_entropic,66203,120,2880,0.004350567436832331,4.426198577903507,6,-0.003759072395041585,0.07354003936052322,1.7337841987609863
ppo_combined_generalized_entropic,66203,130,3120,-0.010015846493855451,3.390064799564287,6,-0.002280207583680749,0.04920066520571709,1.7370326519012451
ppo_combined_generalized_entropic,66203,140,3360,0.015509580251352132,4.6633076384730385,6,-0.0032475036568939686,0.034157682210206985,1.7337398529052734
ppo_combined_generalized_entropic,66203,150,3600,0.014210525339584345,2.314821912371638,6,-0.003060984658077359,0.042328376322984695,1.734053373336792
ppo_combined_generalized_entropic,66203,160,3840,0.028583831177356026,6.010822616461349,6,-0.005302421748638153,0.06218767538666725,1.7281889915466309
ppo_combined_generalized_entropic,66203,170,4080,-0.02479963837281565,4.50029073032304,6,-0.004088342189788818,0.04213715344667435,1.7263425588607788
ppo_combined_generalized_entropic,66203,180,4320,0.018038516028204894,5.7310532870586215,6,-0.003184437984600663,0.03196825832128525,1.7253670692443848
ppo_combined_generalized_entropic,66203,190,4560,0.0014748068899913674,6.179980978723544,6,-0.003773991484194994,0.04136597365140915,1.728827953338623
ppo_combined_generalized_entropic,66203,200,4800,-0.006570363501390956,2.304875984016053,6,-0.005158059298992157,0.034915369004011154,1.7277653217315674
