application,matched_panels,private_minus_public_harm_reduction,ci95_low,ci95_high
commercial,210,0.0070591974163402,-0.0022511294922009,0.0165512737923452
humanitarian,210,0.0190778533635676,0.0083347505668934,0.0299036753590325
utility_restoration,210,0.0091647770219198,-0.0014703798185941,0.0200082671957671
