application,information_condition,baseline,panels,harm_rate_reduction,harm_ci95_low,harm_ci95_high,relative_service_loss_degradation,service_ci95_low,service_ci95_high,net_causal_utility_gain,utility_ci95_low,utility_ci95_high,baseline_action_coverage,combined_action_coverage,baseline_operator_minutes,combined_operator_minutes
commercial,private_fragmented,kpi_confidence,210,0.0173127533841819,0.0088792259327973,0.0258807548271833,-0.0089949935510064,-0.0304739638191411,0.014484704661216,0.0656238345231855,0.0229675836793975,0.109340806583529,0.4341998319795754,0.4341998319795754,15.583556331806587,16.272036298306435
commercial,public_shared,kpi_confidence,210,0.0102535559678416,0.0050661375661375,0.0157110475503332,0.0185593493923869,-0.0014193417862552,0.0401964784288067,0.0401057672672855,0.0071549597480108,0.0749214709971659,0.4404524616864289,0.4404524616864289,15.504475279006009,16.025756535607748
humanitarian,private_fragmented,kpi_confidence,210,0.0225812547241118,0.0130686885865457,0.0329631046863189,-0.0174750878931724,-0.0394966894472481,0.0041413128986677,0.0987409405713077,0.0547117170659996,0.14322640483872,0.4327924152116987,0.4327924152116987,16.28321466410536,16.59777796433204
humanitarian,public_shared,kpi_confidence,210,0.0035034013605442,-0.0003156179138321,0.0077307256235827,0.0244919001687986,0.0089710181754547,0.0407953439713351,0.0265536302585056,-0.0039987488070675,0.0580103166538961,0.4384788564548626,0.4384788564548626,16.53281561722632,16.920506001085183
utility_restoration,private_fragmented,kpi_confidence,210,0.0122354497354497,0.0025622165532879,0.0223721182917611,-0.0086519233833104,-0.025241176393433,0.0082328421973022,0.0511110344657778,0.0079266414274875,0.0956444218795629,0.4325178755712811,0.4322369444853964,16.475177664401564,16.757236004629824
utility_restoration,public_shared,kpi_confidence,210,0.0030706727135298,-0.0011547146636432,0.0073981009070294,0.0250733522914869,0.0100674833455752,0.0411159543702496,0.0125369912549695,-0.0177256233362876,0.0430965437649913,0.4401610936772369,0.4401610936772369,16.340189624373803,16.380492659672093
