feature_block,risk_coverage_area,mean_brier
kpi_confidence,0.29930555555555555,0.1752669265191763
predictive_uncertainty,0.30041666666666667,0.17230462731712654
conformal_risk_control,0.3306944444444444,0.37036241663725117
