application,information_condition,coverage,baseline,independent_panels,harm_rate_reduction,harm_reduction_ci95_low,harm_reduction_ci95_high,mean_causal_utility_gain,utility_gain_ci95_low,utility_gain_ci95_high
commercial,private_fragmented,0.5,kpi_confidence,15,0.006666666666666667,-0.013333333333333336,0.026666666666666672,-0.005169286811203742,-0.02581031743471281,0.013355947164167551
commercial,public_shared,0.5,kpi_confidence,15,-0.006666666666666665,-0.019999999999999997,0.0,-0.019488287958781516,-0.03977891523372328,-0.002095729663219609
humanitarian,private_fragmented,0.5,kpi_confidence,15,0.013333333333333329,-0.013333333333333338,0.039999999999999994,0.015697085842614433,-0.008355300268892857,0.040424430799311135
humanitarian,public_shared,0.5,kpi_confidence,15,0.020000000000000004,0.0,0.04,0.019318349852049818,0.0019440198648976433,0.03982990570094671
utility_restoration,private_fragmented,0.5,kpi_confidence,15,0.006666666666666669,-0.019999999999999997,0.03333333333333333,0.0033984725452298466,-0.018356038363386635,0.023606152261800104
utility_restoration,public_shared,0.5,kpi_confidence,15,0.0,0.0,0.0,0.0066086526943839674,-0.011621717582403563,0.027133831808131084
