application,matched_seed_panels,private_minus_public_harm_reduction,ci95_low,ci95_high
commercial,15,0.013333333333333332,-0.013333333333333334,0.04
humanitarian,15,-0.006666666666666672,-0.04000000000000001,0.02666666666666666
utility_restoration,15,0.006666666666666669,-0.019999999999999997,0.03333333333333333
