cluster_id,disruption,estimator,ridge_fraction,nominal_fit_window,rolling_window_sweeps,ablation,feature_count,maximum_distance,mean_distance,nominal_threshold_95,failure
V14Q_g2,network_partition,robust,0.5,all_nominal,5,all,13,19.25029727198045,7.02289656487065,21.44003335199404,nan
V14Q_g2,nominal,robust,0.5,all_nominal,5,all,13,19.25029727198045,6.937264233933592,21.44003335199404,nan
V14Q_g3,field_reversal,robust,0.5,all_nominal,5,all,13,281.2807131086017,46.36031568658963,20.73658057383449,nan
V14Q_g3,message_corruption,robust,0.5,all_nominal,5,all,13,21.73696048754003,6.57935915988123,20.73658057383449,nan
V14Q_g3,network_partition,robust,0.5,all_nominal,5,all,13,21.73696048754003,6.463504431319336,20.73658057383449,nan
V14Q_g3,nominal,robust,0.5,all_nominal,5,all,13,21.73696048754003,6.493037144362508,20.73658057383449,nan
V14Q_g4,field_reversal,robust,0.5,all_nominal,5,all,13,273.95632308224697,44.370376501577496,19.031237978942656,nan
V14Q_g4,message_corruption,robust,0.5,all_nominal,5,all,13,25.891005255656303,5.725976915451551,19.031237978942656,nan
V14Q_g4,network_partition,robust,0.5,all_nominal,5,all,13,25.891005255656303,5.721817067315561,19.031237978942656,nan
V14Q_g4,nominal,robust,0.5,all_nominal,5,all,13,25.891005255656303,6.476363605697894,19.031237978942656,nan
V14Q_g5,field_reversal,robust,0.5,all_nominal,5,all,13,599.5205588795378,98.6182077587042,22.80393372625019,nan
V14Q_g5,message_corruption,robust,0.5,all_nominal,5,all,13,93.84783181353976,12.33047925668657,22.80393372625019,nan
V14Q_g5,network_partition,robust,0.5,all_nominal,5,all,13,93.84783181353976,12.33884421414544,22.80393372625019,nan
V14Q_g5,nominal,robust,0.5,all_nominal,5,all,13,93.84783181353976,11.70934727800111,22.80393372625019,nan
